N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
18.00853 10.5522 7.78545 17 7.51403 47.06315 1 393 19.53642 19.53642 49 30.626 14.192 0 0 5.134 3.962 5.854 4.339 19.638 10.8 -9 0 0.0070275 0.0038289 0.0070691 0.0039203 0.0069825 0.0034537 0.0071854 0.003589 -0.0137391 0.7779979 -0.0857791 0.7450477 0.0070905 0.0038359 4.22e-05 0.0004153 0.0039236 0.0239322 0.938841 0.000560637569231745 8.5314568293838e-05 0.00183479354590663 8.51518214831501e-05 0.00141894274583017 8.61924268798663e-05 0.0547051081645783 8.59136087770395e-05 0.442030999122155 8.53372811243382e-05 0.0979526315077061 8.54970888230381e-05 0.3933146952301 8.5490235853625e-05 0.00749755876171327 8.57363215448147e-05
25.24714 4.86025 28.45762 17 17.19605 53.78066 135 273 17.77798 17.77798 50 37.076 21.268 0 0 7.054 5.132 6.086 5.028 23.936 15.325 -9 0 0.0086494 0.0054479 0.0085568 0.0053995 0.0087351 0.005165 0.0084623 0.0051372 -0.073257 0.7368857 0.028836 0.720701 0.0086754 0.0053799 7.23e-05 0.0003558 0.0061001 0.0216082 0.9550664 4.83935167563975e-05 4.85277785678757e-05 5.07195386050377e-05 4.85342766041688e-05 4.84870358410743e-05 4.85790239930476e-05 0.0485680614017033 4.8318458786584e-05 0.633595198029375 4.83704446009656e-05 0.0229801304451782 4.85800540492188e-05 0.291884961412766 4.84545068921303e-05 0.00243643759577547 4.82464805062363e-05
6.1342 11.63215 24.1687 17 19.70787 135.35416 460 231 27.51602 27.51602 51 40.46 26.946 0 0 6.862 5.212 7.016 5.787 26.582 19.298 -9 0 0.0094166 0.0068519 0.0094209 0.0069837 0.0094268 0.0064124 0.0094702 0.0065994 -0.0764311 0.6990275 -0.0598499 0.7261195 0.0094498 0.0068845 3.11e-05 0.0003909 0.0029316 0.0208446 0.9745088 0.000197429841529332 0.000195259594641021 0.000676265288085815 0.000197333713208164 0.000194570553537344 0.00019451319834458 0.069128738162363 0.000194181335834206 0.228936365214724 0.00019330307868974 0.0304961047464072 0.000193764317100371 0.591432193422929 0.000193456223964655 0.07738211257487 0.000194408733772086
21.15197 29.48672 0.537 17 17.1892 88.85825 177 110 9.39444 9.39444 52 50.478 26.238 0 0 10.17 7.611 9.756 6.787 30.552 15.759 -9 0 0.0115351 0.0067788 0.0112094 0.0060725 0.0122365 0.0077999 0.0119479 0.0070921 -0.1539661 0.6513702 -0.1797863 0.635902 0.0114855 0.0063636 0.0001133 0.000436 0.0057797 0.019549 0.9459644 4.62982422753017e-05 4.66048396277884e-05 0.000227042142760888 4.59596644513186e-05 4.65170729523594e-05 4.75821906374131e-05 0.0743447413169089 4.65390761773321e-05 0.779924976483056 4.6198889932743e-05 0.0536630927899035 4.64831028917442e-05 0.0913284389816171 4.67095788858151e-05 4.64234645060241e-05 4.63921634161521e-05
19.18917 29.54901 3.50778 17 11.33776 44.05305 307 471 1.56636 1.56636 53 92.426 33.982 0 0 19.262 10.925 25.822 10.611 47.342 19.589 -9 0 0.0201154 0.0088661 0.0200634 0.0069832 0.0224611 0.010488 0.0235203 0.0084371 -0.3246416 0.5587338 -0.5687801 0.4411651 0.0205948 0.0076768 0.0005054 0.0008038 0.015661 0.025953 0.9103016 0.000178866870350976 0.000178033916310124 0.0384443284680025 0.000178587388855924 0.0745619255549376 0.000178871764307147 0.249409508577443 0.000180507444396311 0.380833198231922 0.00018041841496767 0.072458032862546 0.000178208477240007 0.182502703902582 0.000178779180463166 0.000178561134906629 0.000179467810768448
27.10197 5.62582 29.76518 17 18.43388 128.62335 210 456 16.41951 16.41951 54 51.434 27.92 0 0 9.152 6.272 8.614 6.148 33.668 20.278 -9 0 0.0119439 0.007381 0.0119586 0.0074609 0.0120697 0.0068261 0.011918 0.0067427 -0.1139894 0.6985458 -0.0493147 0.6848369 0.0119895 0.0073162 3.82e-05 0.0004646 0.0033414 0.0206743 0.9689386 0.00181692631559962 0.000171646832238746 0.0185469829364755 0.000177185684247477 0.000172771041544724 0.000173570839952319 0.0653372002876558 0.000168678798907235 0.614415532659337 0.000168763816394069 0.0256089109504669 0.000176340666256108 0.217865526632837 0.000168924441349599 0.0548601266130418 0.000170911483696211
22.21234 3.75697 19.91081 17 9.5483 115.12862 2 27 16.58688 16.58688 55 5.892 4.705 0 0 1.87 1.719 0.886 1.244 3.136 3.56 -9 0 0.0013023 0.0011932 0.0011696 0.0012305 0.001411 0.0011536 0.0011337 0.0011847 -0.2459532 0.9068394 0.0775412 0.9690855 0.0013011 0.0012241 6.52e-05 0.0001545 0.0251819 0.0446416 0.8873396 4.54285120471826e-05 4.53757724347777e-05 0.000210963320004733 4.54584312169722e-05 0.000614378090626973 4.54397005779567e-05 0.0867343772708176 4.55821779036741e-05 0.703541034001847 0.000451128481264412 0.00671559633830682 4.5274429992473e-05 0.200654718873274 0.000714623559312252 4.53580764545122e-05 4.5262963919046e-05
23.84128 11.07631 4.6449 17 14.57466 97.38401 93 436 27.3601 27.3601 56 47.416 27.035 0 0 8.57 6.902 8.448 6.429 30.398 17.483 -9 0 0.0107111 0.006024 0.0106603 0.0060004 0.0109856 0.0063682 0.0109512 0.006158 -0.0549289 0.6348782 -0.081307 0.6608629 0.01071 0.0059517 2.43e-05 0.0003566 0.0016272 0.0171805 0.9609777 3.79429300215063e-05 3.7951410325542e-05 3.78938084639884e-05 3.79042556031604e-05 0.000273357349911438 3.79091976642449e-05 0.0308233997319435 3.80254435711191e-05 0.606886891214149 3.79231022487705e-05 0.0167547612496285 3.79204118078065e-05 0.344754764600683 3.773119633551e-05 0.000127749589898054 3.78745077447787e-05
9.92139 20.29205 11.91348 17 11.36754 77.56033 256 276 25.34404 25.34404 57 44.59 37.078 0 0 7.824 7.819 8.66 8.3 28.106 24.134 -9 0 0.0097587 0.0083239 0.0099234 0.0084218 0.0101276 0.0085612 0.0103632 0.0086981 -0.1096928 0.6967031 -0.1653699 0.6767446 0.0098786 0.0083118 3.75e-05 0.0003537 0.0039235 0.0207791 0.9816728 4.20222981435956e-05 4.20939065418859e-05 4.21960983075852e-05 4.21177701868738e-05 4.20691529292171e-05 4.20165094819686e-05 0.0457446048174057 4.2110022656791e-05 0.570552427146749 4.20707412808353e-05 0.0240512074035839 4.20083338930041e-05 0.35735706859842 4.20900254595349e-05 0.00183184026033926 4.205691462011e-05
3.8728 14.93743 5.37814 17 13.31234 111.2556 206 247 28.33805 28.33805 58 18.952 18.4 0 0 3.36 4.224 3.918 4.214 11.674 12.043 -9 0 0.004216 0.0044864 0.0042537 0.0044144 0.0042376 0.0043274 0.0043949 0.004265 -0.0376793 0.8658926 -0.1899398 0.8753919 0.0042729 0.0044323 3.8e-05 0.000233 0.0086409 0.0293358 0.9761813 4.56699246261565e-05 4.56562107981977e-05 4.50156766217841e-05 4.49541195014987e-05 0.000181503833115855 4.510323053266e-05 0.0237351863829309 4.49298105465352e-05 0.658043915929176 4.48514303694905e-05 0.0197225878188801 4.53323727403004e-05 0.296765464574117 4.49453398911916e-05 0.00110037672186506 4.45066242872116e-05
8.58152 20.18864 19.53544 17 11.31791 188.00675 35 277 5.34929 5.34929 59 13.94 17.338 0 0 2.31 3.572 5.448 4.926 6.182 11.139 -9 0 0.0023847 0.0039234 0.002799 0.0039383 0.0023936 0.0039311 0.0032781 0.0041166 0.0111281 1.0307428 -0.5013019 0.9076753 0.0027843 0.0039796 0.0001924 0.0003745 0.0465678 0.0684465 0.961937 6.59762167499311e-05 6.59537753145203e-05 0.00135235804744045 6.59137431552264e-05 0.00284223171605932 6.59888773329916e-05 0.360947729488807 6.60640761738514e-05 0.283851167115905 6.60320942494962e-05 0.166623349599247 6.59451453078307e-05 0.183723080959771 6.60202968857895e-05 6.60173679872997e-05 6.61714796128849e-05
25.6203 8.60738 29.81865 17 10.31913 138.45816 172 202 15.62502 15.62502 60 27.504 34.391 0 0 5.292 6.502 5.086 6.801 17.126 23.484 -9 0 0.0067151 0.0098146 0.0065774 0.0093442 0.0067355 0.0092395 0.0066127 0.0090333 -0.1643711 0.8245323 -0.0432612 0.8452164 0.0067097 0.0095497 6.35e-05 0.0003986 0.0097568 0.0296931 0.984975 0.00124298606695916 0.000109003647552914 0.000948167753468613 0.000108946785541574 0.0008241411004526 0.000109119177906639 0.243756278702731 0.000109160713348424 0.457019642154191 0.000108921459221068 0.0266087768244109 0.000108971522450262 0.265894127369826 0.000109214529378099 0.00283335033127445 0.000109191861286935
10.7395 3.36097 13.20279 17 6.01758 134.99469 270 355 21.69011 21.69011 61 20.968 20.703 0 0 4.296 4.885 3.71 3.912 12.962 14.233 -9 0 0.0047694 0.0052794 0.004669 0.0051326 0.0048645 0.0050522 0.0046993 0.0047938 -0.1515808 0.8403289 -0.1156138 0.7835142 0.0047875 0.0052231 6.84e-05 0.0004163 0.0156348 0.0419107 0.9698121 0.000444168285611115 7.39020934984594e-05 7.46587669299132e-05 7.43821700930747e-05 0.000192258758199515 7.39354924561842e-05 0.21454447144763 7.54405889507568e-05 0.331483487886494 7.34874086760675e-05 0.0886036574465583 7.60866531743547e-05 0.363986491933955 7.42813304324802e-05 7.52220276886165e-05 7.40677096519655e-05
27.38707 0.59842 27.23703 17 15.4109 111.67606 185 356 9.07768 9.07768 62 8.926 4.979 0 0 3.72 2.494 1.186 1.4 4.02 3.577 -9 0 0.0018738 0.001344 0.0015461 0.001418 0.0021817 0.001248 0.0014674 0.0011745 -0.5404785 0.8627644 0.0706425 0.894805 0.001844 0.0013942 0.0001341 0.0002647 0.0454235 0.0856847 0.8751171 4.05783227727321e-05 4.08105834126014e-05 0.000191125991298073 4.08012723334706e-05 0.000129986354945005 4.06883364566303e-05 0.0423889665603578 4.07312579320963e-05 0.689274696910252 4.09463925519422e-05 0.0252637919134219 4.08180826848543e-05 0.242344045230528 4.06101117125943e-05 4.07833283753131e-05 4.0619350965413e-05
20.79032 2.19307 22.20106 17 8.77932 63.2259 326 344 21.36345 21.36345 63 22.576 15.33 0 0 4.9 3.876 3.76 3.586 13.916 10.653 -9 0 0.0050732 0.0038572 0.0049189 0.0038358 0.0053036 0.0036652 0.0049823 0.0036564 -0.2346114 0.819361 -0.0268278 0.8160424 0.0050451 0.0038178 4.91e-05 0.000281 0.0081791 0.0277077 0.9639465 3.95928130507858e-05 3.96323913356441e-05 3.96191937321295e-05 3.96232908069603e-05 3.96287879056654e-05 3.96265103831817e-05 0.0300882905972248 3.95946014390228e-05 0.747091529421286 3.95856152491779e-05 0.0103871474885626 3.9636218318196e-05 0.211201238909991 3.95972366988799e-05 0.000796053279281493 3.96036447344771e-05
29.65242 17.43199 0.08123 17 5.90809 182.68666 416 411 13.80193 13.80193 64 85.594 51.283 0 0 19.016 12.676 19.508 13.529 47.07 29.298 -9 0 0.0175533 0.010746 0.0169822 0.0100286 0.0207321 0.0127506 0.0203989 0.012262 -0.5056193 0.6141279 -0.5555266 0.6118377 0.017313 0.0103143 4.52e-05 0.0004122 0.0044257 0.0200352 0.9704652 4.374758969504e-05 4.30142446529971e-05 4.33023584497439e-05 4.34143454680975e-05 0.000119201843143869 4.3559169766795e-05 0.164978147687388 4.3779695579851e-05 0.532327669004085 4.36169628698991e-05 0.035833953014335 4.32800549259761e-05 0.266263296313063 4.33725920637568e-05 4.34172969387699e-05 4.32278275748363e-05
18.19899 21.99627 15.58369 17 4.67956 16.19439 149 254 26.34824 26.34824 65 58.516 32.024 0 0 10.42 7.895 10.636 7.728 37.46 20.606 -9 0 0.0142399 0.0091163 0.01385 0.0080286 0.0146054 0.0094174 0.0144729 0.0086889 -0.0598669 0.6651313 -0.1190903 0.6558104 0.0140336 0.008463 -1.14e-05 0.0004012 0.0008039 0.0168851 0.9645315 3.36896538558533e-05 3.38062383720183e-05 3.37388713794009e-05 3.37611738540638e-05 7.89147648738e-05 3.37412608369024e-05 0.0256019255685678 3.35077306568523e-05 0.385990629875886 3.37483406498519e-05 0.0126245597833285 3.35864743137205e-05 0.574769095868231 3.36760489203798e-05 0.00059789629681521 3.37220494593289e-05
6.16398 1.2669 11.88569 17 18.84812 153.90281 110 152 26.63443 26.63443 66 5.024 5.433 0 0 1.26 1.52 0.85 1.38 2.914 3.899 -9 0 0.0011194 0.0013388 0.0010569 0.0013745 0.0011765 0.0012885 0.001061 0.0013354 -0.2171311 0.8771418 0.0054937 0.8500853 0.0011245 0.0013537 3.63e-05 0.0001288 0.0213005 0.0484692 0.9358974 0.000195901902664812 3.45138026859918e-05 0.000775876179802884 3.4639573881754e-05 3.44486329065364e-05 3.44744332062384e-05 0.0140771398216364 3.45352935687351e-05 0.594856795923102 3.45297261481297e-05 0.0098037921194816 3.44397205612476e-05 0.379945373178719 3.45908404685454e-05 3.45144120275264e-05 3.44344391389304e-05
13.59376 22.42166 1.01287 17 5.92675 81.32592 480 85 11.69096 11.69096 67 38.346 33.246 0 0 8.54 7.342 7.144 8.388 22.662 20.114 -9 0 0.0081777 0.0067386 0.008032 0.0069376 0.0087949 0.0073081 0.0084014 0.0077152 -0.264671 0.7419108 -0.0573878 0.8041466 0.0081586 0.0067828 5.37e-05 0.0003436 0.0058482 0.0232763 0.9804873 4.27617625356227e-05 4.44103310530862e-05 4.36239474439182e-05 4.45859082854731e-05 4.38152541065666e-05 4.32666543938552e-05 0.112682089279676 4.31703116347816e-05 0.515475036886262 4.38263126059167e-05 0.11519151910476 4.4210332721887e-05 0.256124088924512 4.52220305330244e-05 4.37359531515944e-05 4.46370063237188e-05
15.0689 27.56164 17.6286 17 13.912 34.26081 417 26 18.60764 18.60764 68 76.374 23.141 0 0 13.668 6.67 13.81 6.872 48.896 16.792 -9 0 0.0173399 0.0060269 0.017304 0.0060453 0.01776 0.0058003 0.0177787 0.0058014 -0.0936795 0.5348785 -0.1133634 0.5393162 0.0173587 0.0059211 3.68e-05 0.000499 0.0014963 0.0152706 0.9380089 4.17957957045022e-05 4.17867287376574e-05 4.17842906853727e-05 4.17886588404499e-05 0.000668845022406405 4.17907849370859e-05 0.160359827967998 4.17783783124376e-05 0.725828223940216 4.17861309358448e-05 0.016424293518522 4.17848756473051e-05 0.0955875311443527 4.18197429522459e-05 0.000713368496636118 4.17945231162306e-05
12.99113 19.88298 29.45212 17 17.6281 199.53981 394 25 20.32339 20.32339 69 24.914 18.818 0 0 5.234 4.617 4.366 4.536 15.314 12.575 -9 0 0.0058707 0.0054343 0.0056914 0.0050541 0.0059407 0.005087 0.0056695 0.0049543 -0.1046583 0.753011 -0.0156646 0.7938659 0.0058517 0.0052308 7.06e-05 0.000369 0.0072633 0.0270067 0.9591791 0.000471325903765574 7.14074726505207e-05 0.000471925210253808 7.14552320378735e-05 0.00105429186538273 7.15302753740313e-05 0.146253360615059 7.15531040854501e-05 0.67638452251249 7.16042383961431e-05 0.0443500711545997 7.16293458382996e-05 0.129162769937107 7.1415573682114e-05 0.00127942328195673 7.1714277319816e-05
19.51203 16.98234 7.7611 17 4.25409 23.44885 101 489 14.29797 14.29797 70 57.28 34.349 0 0 10.046 8.132 11.632 8.02 35.602 22.182 -9 0 0.0128706 0.0080629 0.012971 0.0077805 0.0131723 0.0086326 0.0135607 0.0082966 -0.0373141 0.6397755 -0.1648942 0.6296947 0.0129887 0.0078434 6.79e-05 0.0005176 0.0040287 0.0212125 0.9733516 5.06429748154773e-05 5.07515983754577e-05 5.08301080652353e-05 5.08209033665461e-05 5.08692432518255e-05 5.08287783995185e-05 0.0793175079485414 5.07930921377508e-05 0.45446472578796 5.06174109886045e-05 0.0487196050093515 5.07864520298803e-05 0.416888833815963 5.07365938963203e-05 5.082102021836e-05 5.08292626388963e-05
7.52074 12.3757 4.26646 17 17.266 35.46771 42 346 21.78875 21.78875 71 34.926 15.076 0 0 5.982 4.248 6.676 4.448 22.268 11 -9 0 0.0078872 0.0040305 0.0079829 0.0039083 0.0079628 0.003712 0.0081584 0.0036508 -0.076457 0.7211417 -0.1037763 0.7071659 0.0080038 0.0039001 6.88e-05 0.0003773 0.0049328 0.0243112 0.9238656 0.000443377936200128 5.28129172732944e-05 0.000482446239185574 5.33285758861661e-05 8.04218229479065e-05 5.2680609702713e-05 0.15543890492645 5.26313331296646e-05 0.470889508987693 5.27701115733935e-05 0.0636452663369248 5.28993435553713e-05 0.306288419589223 5.29080389787209e-05 0.00230829964684449 5.33235844312595e-05
9.21598 15.64526 26.63425 17 5.50486 154.39596 227 318 29.43611 29.43611 72 30.912 41.391 0 0 5.216 7.439 5.798 7.948 19.898 28.108 -9 0 0.0072793 0.0103471 0.0072625 0.0102246 0.0071386 0.0098963 0.0072936 0.0099159 -0.0094569 0.8681681 -0.1499414 0.832281 0.0072957 0.0102392 2.47e-05 0.0003514 0.0086293 0.0302847 0.9909561 0.000282685892701274 0.000279880957339063 0.00183673732104665 0.000282296095039925 0.00159061619507193 0.000284811703407592 0.0106794265583701 0.00028204773945139 0.398221277922469 0.000279979464857399 0.111493386216294 0.000283055591296429 0.403280556556119 0.00028232650744106 0.0703560093709749 0.000284905908119879
12.62576 10.53869 20.67012 17 17.00288 135.07873 78 474 20.20853 20.20853 73 31.078 24.665 0 0 5.24 5.315 6.494 5.642 19.344 16.569 -9 0 0.006811 0.005639 0.0069439 0.0055213 0.0069295 0.0058188 0.0072829 0.005793 -0.0474344 0.7900253 -0.1672547 0.7365291 0.0069458 0.0055521 6.84e-05 0.0003592 0.0060255 0.0255381 0.9709123 4.63692359451046e-05 4.59864529408817e-05 4.5484283052779e-05 4.55841582735985e-05 4.55104188909876e-05 4.56569221176838e-05 0.113896315460686 4.55128104845033e-05 0.618948288082276 4.61014057664397e-05 0.0516373127062107 4.56401447854954e-05 0.214276050847698 4.67654452730852e-05 0.00073781401074594 4.56076148529813e-05
23.20008 29.27717 21.96784 17 15.57187 146.16139 392 444 17.08769 17.08769 74 56.632 31.146 0 0 11.352 7.688 10.944 8.564 34.336 18.603 -9 0 0.0326277 0.0182151 0.0268707 0.0133119 0.0334483 0.0179194 0.0294238 0.0144498 -0.1038283 0.5425116 -0.3004379 0.5185737 0.0297913 0.0156592 4.21e-05 0.000609 0.001014 0.0124818 0.974527 3.31147870951056e-05 3.30242231701776e-05 3.30196496425343e-05 3.30226771122579e-05 3.30158092920357e-05 3.31031020694121e-05 0.0565466455453747 3.3065411479005e-05 0.641217107948391 3.30485052683025e-05 0.0367858130869974 3.30626890153643e-05 0.26505372910138 3.31079521146269e-05 3.3054761947772e-05 3.3064749650526e-05
20.32431 12.99997 22.20743 17 15.70504 143.89196 130 188 26.42807 26.42807 75 28.082 27.263 0 0 5.368 6.682 5.23 6.145 17.484 16.687 -9 0 0.0064221 0.0065441 0.0063577 0.0062496 0.0065771 0.0066354 0.006514 0.0063774 -0.0709328 0.7884894 -0.0759041 0.7478892 0.0064435 0.0063874 5.36e-05 0.0002958 0.005336 0.0227371 0.970641 5.27187378199598e-05 5.25965871991331e-05 5.27939739111902e-05 5.31421776832058e-05 5.28358640260317e-05 5.29211436924651e-05 0.0254362820672631 5.30493964016519e-05 0.518179883778916 5.26064776813971e-05 0.0229964853892291 5.27378556957908e-05 0.431361757757576 5.25748529705618e-05 0.00144409028950002 5.35236504351663e-05
24.3561 19.61174 15.42992 17 6.60842 173.82487 74 239 18.13239 18.13239 76 17.874 26.071 0 0 3.316 5.726 3.872 5.742 10.686 15.953 -9 0 0.0049829 0.0090059 0.004671 0.0075944 0.0050652 0.0093421 0.0050184 0.0085543 -0.0036566 0.9020177 -0.126157 0.872308 0.004865 0.0082408 3.81e-05 0.0002066 0.0125238 0.0330022 0.9878216 3.26247248360159e-05 3.2580705147814e-05 3.26109605172206e-05 3.26581837801163e-05 3.26651204293357e-05 3.26205421387339e-05 0.0135602225625849 3.2628149606502e-05 0.505009566459063 3.27698059029886e-05 0.0172596913682975 3.26330644337195e-05 0.46368519195558 3.26475576254087e-05 0.000126257048487918 3.26317915693678e-05
12.60612 20.67125 26.87101 17 12.30561 47.48538 79 146 6.24717 6.24717 77 37.244 21.066 0 0 6.72 5.033 8.014 5.658 22.51 14.352 -9 0 0.0083874 0.0055903 0.0085087 0.0055323 0.0083676 0.005426 0.0087222 0.0055516 0.0140077 0.7163525 -0.1132994 0.7073938 0.0085971 0.0055318 0.000149 0.0004378 0.0099693 0.0236944 0.9547552 0.000299298295849587 6.87623380219383e-05 0.000692239353857215 6.89921646389116e-05 0.00180760502675463 6.88207649355342e-05 0.116766577902936 6.88691101706745e-05 0.598631690454541 6.87089810212023e-05 0.0375747280033771 6.89241788893676e-05 0.243608461220945 6.87423293117803e-05 6.8800564169346e-05 6.87793105814824e-05
22.29745 21.20348 24.50517 17 5.70461 102.3506 79 179 12.69466 12.69466 78 18.58 21.869 0 0 3.826 5.274 3.942 5.14 10.812 13.515 -9 0 0.0041894 0.0057259 0.0041682 0.0052378 0.0043797 0.0061503 0.0043611 0.0057082 -0.1201539 0.8918073 -0.0974832 0.8322299 0.0042535 0.005422 7.47e-05 0.0002522 0.0140932 0.0344961 0.9785857 5.3159443201918e-05 5.3124399319475e-05 5.33771737141939e-05 5.32105335998308e-05 5.31885035542897e-05 5.32844565582781e-05 0.167646696266115 5.32485015121813e-05 0.396369867257823 5.31390230718269e-05 0.124712134921829 5.343167330488e-05 0.310632571034521 5.3240126610319e-05 5.30272520416284e-05 5.32994332237273e-05
16.99751 8.90278 0.13357 17 19.26396 103.29654 343 239 17.9963 17.9963 79 43.116 29.857 0 0 8.58 6.901 7.606 7.092 26.93 19.546 -9 0 0.0094244 0.0065655 0.0093895 0.0066222 0.0100092 0.0069088 0.0097346 0.0070224 -0.1921196 0.6897643 -0.0563198 0.7073399 0.0094483 0.0065291 4.14e-05 0.0003781 0.0037568 0.0206675 0.9704785 3.76637705073074e-05 3.74362210898184e-05 3.73411389655264e-05 3.76685008135087e-05 3.74473934669291e-05 3.7368899381336e-05 0.061542887785938 3.76489365937451e-05 0.474395824750999 3.76312602187055e-05 0.0394333902948183 3.73176705397283e-05 0.424177922159164 3.74750030006416e-05 3.75009640000666e-05 3.74752505028862e-05
29.06195 10.43444 19.54322 17 16.63254 140.62303 71 307 25.04694 25.04694 80 37.076 28.609 0 0 6.464 6.23 6.446 5.816 24.166 19.353 -9 0 0.0085915 0.006958 0.0084903 0.0068195 0.0086641 0.0068892 0.0086556 0.0068111 -0.0670019 0.7616987 -0.094751 0.7208011 0.0085678 0.0068245 2.68e-05 0.0003334 0.0038508 0.0211198 0.978751 0.000108996409072631 0.000110131800305223 0.00117218509830838 0.000108503700043858 0.000109944034679142 0.000109678815920062 0.0101531364182062 0.00010920423448685 0.555885674699383 0.000109964185291548 0.00611452009257655 0.000108982085083928 0.397438920516101 0.000108897108936457 0.0281424567561288 0.000108804045476366
9.74041 5.12905 18.55053 17 2.76197 116.50505 31 70 14.87702 14.87702 81 3.122 7.991 0.004 0.089 0.754 1.623 0.802 2.007 1.562 5.31 -9 0 0.0006573 0.0018362 0.0006569 0.0019045 0.0006528 0.0018167 0.0006663 0.0019374 0.0208406 0.7920533 0.013078 0.8082573 0.0007449 0.0018922 8.78e-05 0.0001975 0.0866226 0.1425081 0.9623542 5.05577203841051e-05 5.04911593491615e-05 0.00364895862570296 5.08387941036428e-05 0.00246874555488028 5.0348736383501e-05 0.0955249715977282 5.04087718394858e-05 0.345090465615695 5.08805244357368e-05 0.114113105199585 5.08112880327493e-05 0.438646843851697 5.09059645192466e-05 5.07524429476041e-05 5.09141527159613e-05
16.13124 24.91697 6.50903 17 19.47621 198.78664 139 187 22.98089 22.98089 82 31.274 32.13 0 0 5.952 7.526 6.264 7.435 19.058 19.143 -9 0 0.00662 0.0062547 0.0066974 0.0062308 0.0070541 0.0072597 0.0071414 0.0072181 -0.1111239 0.7741488 -0.1387708 0.7610866 0.0066956 0.0062137 3.69e-05 0.0002806 0.0043125 0.0215043 0.981614 3.52811382372109e-05 3.50771131725061e-05 3.51154273391235e-05 3.49152280873839e-05 3.46649002677794e-05 3.50380489149893e-05 0.0193292281408679 3.52626599577744e-05 0.613220889136648 3.51199280943811e-05 0.0216104711951271 3.52651183080467e-05 0.345416386677755 3.59790354376317e-05 3.57047021536968e-05 3.56015496312047e-05
7.61073 28.11436 23.59508 17 15.16114 153.59147 405 307 5.47607 5.47607 83 63.788 41.215 0 0 11.426 8.505 13.416 10.018 38.946 27.898 -9 0 0.0141574 0.0099095 0.0144602 0.0101578 0.0142062 0.0095617 0.0147666 0.0099903 -0.0007568 0.6894901 -0.1331885 0.7119507 0.0144893 0.0099776 0.0001805 0.0005979 0.0126315 0.028352 0.9714487 0.000357339793613314 7.78512240610091e-05 0.000235608555385805 7.80660654743149e-05 0.000793075088886414 7.81474330221855e-05 0.292346085188243 7.82781518721071e-05 0.374840443872058 7.79831409237713e-05 0.133639617058551 7.80135121100339e-05 0.195838143829244 7.80857619115906e-05 0.00132500797773216 7.82533469119183e-05
18.4198 22.84815 7.41049 17 19.80748 77.17082 74 329 27.48972 27.48972 84 53.34 25.048 0 0 9.43 6.533 9.948 6.877 33.962 16.095 -9 0 0.0124319 0.0064871 0.0123072 0.0059661 0.01263 0.0067643 0.0126915 0.0064066 -0.0325828 0.6446788 -0.0832881 0.658707 0.0124134 0.0061811 4.38e-05 0.0004678 0.0017596 0.0198963 0.9526678 6.45975545868126e-05 6.46094256154522e-05 6.46606697941701e-05 6.47151610171386e-05 0.000387727372315382 6.46188263763188e-05 0.0548142846444953 6.47874263187976e-05 0.697796534598503 6.46691376350647e-05 0.0297719307131636 6.47095002373522e-05 0.216307112907779 6.47656447485951e-05 0.000275635445131267 6.46409722821461e-05
9.80553 11.49243 11.65801 17 6.92271 179.87968 237 345 5.85423 5.85423 85 32.554 34.679 0 0 6.324 7.519 7.53 7.26 18.7 22.992 -9 0 0.006828 0.007999 0.0069924 0.0079274 0.0070535 0.0082073 0.0073934 0.0080783 -0.0228391 0.8617788 -0.2562967 0.8807231 0.0070686 0.0079085 0.0001584 0.0003614 0.0392362 0.0646753 0.9802065 4.79710382600866e-05 4.86234855424916e-05 4.99190933876409e-05 4.90365484325685e-05 5.08318493155998e-05 4.90887637331584e-05 0.0747242970696237 4.92760256914249e-05 0.483680152957919 4.90269623766597e-05 0.0600247848714911 4.86203686031408e-05 0.380981620009673 4.97838593630639e-05 4.84709714125437e-05 4.84961251750311e-05
17.50544 4.5715 28.57211 17 11.50806 0.46021 292 136 13.35273 13.35273 86 65.246 16.014 0 0 11.864 6.101 9.986 4.893 43.396 14.28 -9 0 0.0159177 0.0056926 0.0155567 0.005586 0.0155761 0.0043067 0.0150468 0.0042996 0.0339428 0.6494898 0.0926266 0.6414613 0.0158113 0.0055501 7.41e-05 0.0006877 0.0023298 0.0189566 0.9133959 6.67562686840772e-05 6.72935965544786e-05 6.8845200938755e-05 6.72968153000683e-05 6.68305483348691e-05 0.00108789376029345 0.00128787206280135 0.0689672196383238 0.00151313152453685 0.41253658587634 0.000469759222464067 0.076510898886003 0.0124302017198702 0.424726038424853 6.70064726254683e-05 6.6369982076292e-05
