N1 N2 Na Tsplit dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
25.76067 1.08411 3.58492 15.5 79 95.234 12.252 18.258 4.934 73.168 12.005 3.808 2.326 0 0 29.748 6.612 0.0191349 0.0034594 0.0010696 0.0008002 0.0206238 0.0033838 0.0010734 0.0006556 -0.2844787 0.3982019 -0.0375697 0.9523826 0.0350388 0.005433 0.0249366 0.0052077 0.5558183 0.0689371 -0.0395145 0.0130963950696652 0.625323177521162 0.00213375348154047 0.129281120644554 0.00242834965804437 0.226110655743237 3.76166276295131e-05 3.7339029522116e-05 3.75077830142812e-05 3.77087735322609e-05 3.78733178511048e-05 0.00128887192320513 3.77377026616595e-05 3.73399690410599e-05 3.72202900610813e-05 3.73324652785465e-05 0.00155211084059688 0.00155211084059688 0.00100135071684626
6.75065 10.60688 15.43949 15.5 80 91.316 13.335 28.986 8.939 24.08 7.893 38.222 11.029 0.028 0.244 36.946 8.714 0.0067802 0.0028742 0.0109654 0.003956 0.0067953 0.0022318 0.0107815 0.0031145 -0.0637373 0.7158285 0.0334096 0.6450394 0.0458551 0.0085272 0.0369823 0.008514 0.6779287 0.0807977 -0.0636177 0.00644311037947354 0.289404770649309 0.00592145367011483 0.426285269437704 0.00496773628921418 0.26651611571365 4.614989839213e-05 4.61709212623524e-05 4.61470235550263e-05 4.61449856489516e-05 4.61696978968979e-05 4.61599624779099e-05 4.61630714833371e-05 4.61335163245029e-05 4.61545180205513e-05 4.61502654727785e-05 0.000369273162720443 0.000369273162720443 0.000991169681111484
29.58086 12.49554 25.67436 15.5 81 68.502 35.2 2.01 5.839 33.612 21.628 20.748 11.791 12.132 7.784 4.486 15.72 0.0362905 0.0090793 0.0174398 0.0053713 0.0397329 0.0094885 0.0240057 0.0064012 -0.3432514 0.4033414 -1.0543547 0.6592572 0.0581794 0.0103354 0.0313143 0.0078336 0.3773122 0.0817247 0.5009453 0.000237667154492678 0.822304615290277 0.000241714376222031 0.105034410600373 7.17200781990116e-05 0.0717959290676839 2.71787152849415e-05 2.71003493604485e-05 2.71408654127917e-05 2.74288245942098e-05 2.71347166619137e-05 6.9197230946396e-05 2.71302090115939e-05 2.71035551583158e-05 2.74154253367499e-05 2.7113540985028e-05 0.000259428612804701 0.000259428612804701 0.000990241506785342
15.50008 22.92251 0.43677 15.5 82 112.404 23.619 4.866 3.573 46.716 12.958 59.908 15.615 0.914 3.452 3.438 12.396 0.0145146 0.0048838 0.016943 0.0035029 0.0157109 0.0065374 0.0186936 0.0040398 -0.2269778 0.555223 -0.3550506 0.4358772 0.031507 0.0044713 0.0157782 0.0036525 0.3422441 0.0730072 0.2532731 0.000581374868905428 0.963231033450572 0.000202428506684299 0.0153216273851122 9.83871125969331e-05 0.0203722169791386 1.92898271668437e-05 1.92963567135153e-05 1.92964200852646e-05 1.92912887489826e-05 1.92954682768867e-05 1.9292193997268e-05 1.92960930719475e-05 1.92901556358525e-05 1.92911137380842e-05 1.92927795554281e-05 0.000154353759265538 0.000154353759265538 0.000989353957898296
6.71428 16.55341 10.68789 15.5 83 100.766 13.787 21.216 7.57 23.43 7.643 55.998 12.965 0.122 1.636 31.404 8.69 0.006668 0.0029605 0.0155511 0.0044301 0.0067029 0.0025162 0.0158749 0.0038337 -0.0626291 0.7566653 -0.09313 0.5756747 0.0421507 0.0072906 0.0310411 0.0071037 0.586634 0.0819969 -0.0335286 0.0240668542069174 0.605295708259711 0.00327682580625936 0.157252423770897 0.00645118425194578 0.203002906330629 6.54052314680126e-05 6.53896142666514e-05 6.53921198072455e-05 6.54156247091875e-05 6.54196521502239e-05 6.54132519091733e-05 6.54173876719233e-05 6.5416215264076e-05 6.54155209228133e-05 6.54127554712959e-05 0.000523337564598042 0.000523337564598042 0.000992482015323604
20.79072 13.32644 17.47407 15.5 84 109.368 29.442 10.098 9.727 52.44 19.875 38.918 12.663 7.912 10.87 18.77 15.474 0.0225602 0.0079992 0.015165 0.0054214 0.0244843 0.0092985 0.0176839 0.0073256 -0.2673132 0.5225565 -0.4230875 0.7736794 0.048574 0.0089351 0.0297114 0.0072739 0.452567 0.097024 0.4833509 0.00260562453896667 0.826791843246379 0.000404919470725104 0.0879658478499248 0.000204943842234656 0.0818207561961702 2.06275260720642e-05 2.05217006468087e-05 2.06133660530585e-05 2.06745468451045e-05 2.06552182197764e-05 2.05689185544051e-05 2.05651835151869e-05 2.0578434868017e-05 2.06386149904951e-05 2.06213458344596e-05 0.000164811694898496 0.000164811694898496 0.000989442171189948
18.03084 5.69138 10.46676 15.5 85 100.468 13.36 20.334 7.012 59.442 12.369 20.528 6.84 0.164 1.97 31.072 8.368 0.0166306 0.0044335 0.0057345 0.0025479 0.016906 0.0036971 0.0058945 0.0024174 -0.0800019 0.5115057 -0.1175465 0.7945922 0.0410794 0.006809 0.0298969 0.0065415 0.576709 0.0809191 0.0934411 0.013059566741022 0.696923245061194 0.00559535197956545 0.128899937258631 0.00661788078123707 0.148527591750947 3.76871827861358e-05 3.7566766944849e-05 3.76289973408066e-05 3.76673247922232e-05 3.75924298702653e-05 3.76154581960109e-05 3.78049516363275e-05 3.75592857608621e-05 3.75761046167506e-05 3.77279254594122e-05 0.000301145074765248 0.000301145074765248 0.000990594125637087
24.35346 24.32523 12.45853 15.5 86 76.752 36.942 1.394 3.825 30.328 17.306 33.302 18.464 11.728 8.257 -0.4 12.655 0.0286895 0.0085193 0.0226443 0.0050603 0.0348025 0.0106427 0.0272833 0.0055876 -0.6771476 0.4216651 -0.6734347 0.4592808 0.0456016 0.0073516 0.0199348 0.0051677 0.2897176 0.07837 0.4473628 0.123463609471305 0.708924465084806 0.00204518301977008 0.0724122678426598 0.00209704191005057 0.0895984444474427 9.83051975706258e-05 9.8380886902836e-05 9.83885472257755e-05 9.84155720260777e-05 9.83852741564915e-05 0.000573884275756032 9.82487660555389e-05 9.83880979290631e-05 9.83912689908236e-05 9.82003373528184e-05 0.00126264484300037 0.00126264484300037 0.000998836809412307
28.62868 8.11843 19.92823 15.5 87 87.388 41.2 8.81 10.752 52.012 29.58 19.842 10.076 6.724 8.015 23.296 13.788 0.0303516 0.0093518 0.0107709 0.0046943 0.032123 0.0095449 0.0152277 0.0078728 -0.2177447 0.401198 -0.8645918 0.9523792 0.0524669 0.009803 0.0319057 0.0075642 0.4501059 0.0978565 0.5816574 0.00104409216512894 0.678791820368692 0.00047050388347104 0.181346128438752 0.00167809147783675 0.136086880758057 2.95306279652485e-05 2.95878524842171e-05 2.95345049184708e-05 2.9559021142452e-05 2.95655562413686e-05 0.00031649825495677 2.95458999739231e-05 2.95519695203768e-05 2.95516885129589e-05 2.95575323465898e-05 0.000523404625242419 0.000523404625242419 0.000992482587961486
14.19622 1.57402 10.13088 15.5 88 81.98 12.594 26.476 7.905 50.002 11.605 5.502 2.928 0 0 34.208 7.616 0.014179 0.0041522 0.0015515 0.0010264 0.0140941 0.0032712 0.0015508 0.0008252 -0.0048749 0.5710768 -0.0537552 0.9369005 0.0410253 0.0077809 0.0331601 0.0076322 0.6808575 0.0782687 -0.0245057 0.00261454207467248 0.180280942155055 0.00576940604693117 0.397460090906917 0.00209983180408236 0.411260976331722 5.13881818173139e-05 5.14902064139444e-05 5.14414765501175e-05 5.14374266437637e-05 5.14233492572151e-05 5.14160842479017e-05 5.14101575236743e-05 5.14391227015836e-05 5.13953582880218e-05 5.13693171770149e-05 0.00041148829161626 0.00041148829161626 0.000991527974502491
22.84049 25.16994 28.96366 15.5 89 49.608 17.372 0.2 1.641 16.804 7.847 20.134 9.432 12.47 4.691 -5.832 8.529 0.0371565 0.0083472 0.0298535 0.0065602 0.0466455 0.0079862 0.0353786 0.0055887 -0.8428279 0.4356584 -0.6523366 0.4464194 0.0628755 0.0100649 0.0293705 0.0077034 0.3102857 0.0667979 0.3092659 0.000472660001634727 0.244943116166021 0.000465487868481229 0.445366926220089 0.00050744776605266 0.307581160096864 4.88021047122091e-05 4.88701776120178e-05 4.88740058711813e-05 4.88281687425083e-05 4.88674264250136e-05 0.000223592183706254 4.88670313907364e-05 4.88097536789036e-05 4.88701748661417e-05 4.88208538527213e-05 0.000565566102873222 0.000565566102873222 0.000992842868063348
19.52832 2.20915 12.08975 15.5 90 95.83 15.241 23.796 7.524 64.238 14.345 7.742 3.335 0.054 0.626 33.722 8.793 0.0182012 0.0048113 0.0022418 0.0013463 0.0183785 0.0042663 0.0023294 0.0018789 -0.0442122 0.506163 -0.0600602 0.9293563 0.0427041 0.0077698 0.0324826 0.0073611 0.6175511 0.0778945 0.0680549 0.00880248194811891 0.731177602764826 0.00210825912006712 0.118881441893633 0.0068411442966202 0.131498350709774 6.88981723485249e-05 6.94617681801597e-05 6.91409321695454e-05 6.94826982657125e-05 6.94691892147505e-05 6.86060656241293e-05 6.9556505699873e-05 6.78873623951756e-05 7.00522830048157e-05 6.81642900572277e-05 0.000552579069483201 0.000552579069483201 0.000992731791191813
17.983 14.54907 13.79982 15.5 91 115.478 20.675 12.006 9.036 53 14.941 45.212 12.167 5.26 10.191 20.108 15.054 0.018615 0.0064274 0.0148567 0.004903 0.0197337 0.0075316 0.0163473 0.0063733 -0.171513 0.5761604 -0.2634726 0.657325 0.0445075 0.0080394 0.0277717 0.0071488 0.4621826 0.0965708 0.3884656 0.0118581753938455 0.97743717279831 0.00039455508106358 0.00710403543736376 0.000250301561966074 0.00265682205923943 1.80001256555531e-05 1.80120033811927e-05 1.80125686234843e-05 1.79969190613543e-05 1.80002171498147e-05 0.000136894687380434 1.80096164056264e-05 1.80014118178714e-05 1.80049005467775e-05 1.80052181895512e-05 0.000262937017868565 0.000262937017868565 0.000990271138077405
26.93936 27.74333 3.69229 15.5 92 78.294 38.079 0.696 2.005 32.978 18.902 34.856 19.949 9.764 7.563 -6.766 6.844 0.027251 0.0074946 0.0212481 0.0037771 0.0338729 0.010311 0.0258497 0.0048103 -0.745269 0.3818955 -0.6963961 0.4050632 0.0375137 0.0054606 0.0132641 0.0033752 0.2233535 0.064763 0.4796621 0.00248873180951213 0.789787419856973 0.000403583572283249 0.148079019491281 0.00142564813369091 0.0555586070017916 6.62527707798048e-05 0.000437551477680523 6.62452765412793e-05 6.62993829114157e-05 6.6263929337545e-05 6.62526421181663e-05 6.62517184306414e-05 0.00128931670796151 6.62755414001806e-05 6.6280687307133e-05 0.00212471555004127 0.00212471555004127 0.00100639025057941
22.51335 19.65223 26.3122 15.5 93 55.992 31.067 1.516 5.137 21.056 14.717 22.08 14.878 11.34 6.424 6.506 15.493 0.0337989 0.0090421 0.0244775 0.0060316 0.0406535 0.0100439 0.0300789 0.0061198 -0.6637576 0.476601 -0.7372365 0.5728495 0.0595012 0.0101846 0.0303629 0.0078656 0.3507219 0.0798439 0.402302 0.00172764314802519 0.60492959826586 0.000745537566204971 0.111321106783746 0.00058137455686726 0.280019046476527 4.95985002377732e-05 4.96211964948541e-05 4.94259629709846e-05 4.96038198189955e-05 4.95764515847729e-05 0.00022977166205308 4.95529070797067e-05 4.95205547623374e-05 4.96149239916784e-05 4.94072237749461e-05 0.000576728163863968 0.000576728163863968 0.000992938322406864
5.06571 27.60613 6.36225 15.5 94 108.4 18.584 14.682 6.077 16.934 6.397 76.264 15.751 0.52 2.923 25.536 9.152 0.0053738 0.0034274 0.0209015 0.0039895 0.0060675 0.0060217 0.0226663 0.0042359 -0.1790514 0.8444315 -0.304075 0.4034392 0.0375135 0.005895 0.0243759 0.0053467 0.4873303 0.0765446 0.2770767 0.00151672269001309 0.94054598556048 0.000262593897305765 0.0335836564173107 0.000215433491603233 0.0236659743650796 2.09633100450467e-05 2.09633173771185e-05 2.09632884426315e-05 2.09633499764713e-05 2.09633286979616e-05 2.09634101065248e-05 2.09634140543438e-05 2.09634223510018e-05 2.09633696135721e-05 2.0963367543049e-05 0.00016771387274656 0.00016771387274656 0.00098946666766584
5.49925 23.24451 0.20053 15.5 95 97.298 12.698 11.918 4.292 19.55 6.965 65.83 11.444 0 0 21.214 7.409 0.0055244 0.0024585 0.0171236 0.0033788 0.0055105 0.0019631 0.0185555 0.0032256 -0.0221503 0.8021264 -0.306132 0.4253865 0.0311806 0.00464 0.0198566 0.0043209 0.4725035 0.0738326 0.0165545 0.00103106932952307 0.9629522201693 0.000234524854591964 0.0171186260720943 0.000383623678070663 0.0181118983802685 1.68053359999642e-05 1.68373534448969e-05 1.67962182129251e-05 1.68013341189798e-05 1.67980881683652e-05 1.6799995678093e-05 1.67879327065001e-05 1.68022771177054e-05 1.68018727560246e-05 1.68071079483718e-05 0.000134433053605334 0.000134433053605334 0.000989185870052294
18.49752 18.88243 27.46669 15.5 96 78.082 38.471 3.588 8.069 28.092 17.97 33.268 18.484 13.134 9.424 8.422 17.152 0.0278188 0.0092375 0.0234747 0.0067632 0.0340453 0.0119247 0.0285957 0.0075125 -0.6553124 0.6014265 -0.6917069 0.5742732 0.0587779 0.011232 0.0331311 0.0087686 0.4030624 0.0933731 0.4847244 0.00806199006198793 0.861977338040436 0.000647338201203961 0.0771173659087602 0.0013819635943188 0.0489657256240124 3.3951260098747e-05 0.000824995830289895 3.39553303145479e-05 3.39354424310371e-05 3.39445331729123e-05 3.39435206227013e-05 3.39740223203999e-05 0.000751561597434016 3.40772964898045e-05 3.39397361063606e-05 0.00178038263302784 0.00178038263302784 0.00100335476122826
8.73158 23.26587 25.58396 15.5 97 87.078 42.117 11.024 13.491 18.536 12.202 48.906 26.406 8.612 10.065 27.612 15.302 0.0153779 0.0079259 0.025874 0.0072213 0.0234098 0.0148509 0.0293178 0.0087641 -0.9513474 0.9605975 -0.4104073 0.5711284 0.0578636 0.0103309 0.0372377 0.0083802 0.4887592 0.1036116 0.5849475 0.000392076569920865 0.466092770297221 0.000397130829162813 0.155981278233126 0.000658206961084416 0.376173829693635 3.046645985971e-05 3.04740632054717e-05 3.04722625386721e-05 3.04726213402599e-05 3.04707194591742e-05 3.04721583393049e-05 3.04709700483637e-05 3.04716465573195e-05 3.04702756575049e-05 3.04662388442683e-05 0.000243785756802581 0.000243785756802581 0.000990109446758006
26.27368 21.41991 4.12393 15.5 98 93.568 41.484 2.246 3.266 44.762 23.443 39.528 20.047 7.032 8.508 -2.168 10.68 0.0240652 0.0073471 0.0182857 0.0041202 0.0285207 0.0098829 0.0212654 0.0052522 -0.5654421 0.4537289 -0.5133833 0.5328865 0.0365095 0.0053151 0.0153341 0.0037186 0.2770897 0.0765714 0.4701384 0.000200881982448965 0.960577411765882 0.000343255459565234 0.0196234080610988 0.000239843633449175 0.0187289451825718 2.29320486325913e-05 2.29354943027268e-05 2.29365868939044e-05 2.2935042102932e-05 2.29366150901119e-05 7.98380693091948e-05 2.29347221280628e-05 2.29326089188017e-05 2.2935884208105e-05 2.29368433979506e-05 0.000240392214824915 0.000240392214824915 0.000990080783678586
6.3269 8.38421 9.52025 15.5 99 78.61 11.018 26.26 7.545 22.336 7.051 30.01 8.994 0.004 0.063 33.432 7.005 0.006315 0.0025799 0.0084154 0.0033115 0.006297 0.0019899 0.00846 0.0025352 -0.0188076 0.7765181 -0.078435 0.7068726 0.0403181 0.007045 0.0329529 0.0070837 0.694333 0.081003 0.0358286 0.00558370974722799 0.462348950112163 0.00406373383307865 0.236718720241023 0.00302702163772198 0.287979510646639 2.77955269249665e-05 2.77928150130291e-05 2.7878290049293e-05 2.780100640611e-05 2.7853806215139e-05 2.7780911608167e-05 2.78703021255451e-05 2.77876702420824e-05 2.7854124845176e-05 2.79393287167306e-05 0.000222572746686539 0.000222572746686539 0.000989930315425612
29.41344 2.9937 28.71214 16 0 63.372 51.335 10.73 14.837 42.106 38.316 6.676 4.334 3.86 4.632 9.636 24.254 0.0365705 0.0109216 0.0067783 0.0036222 0.0364689 0.0098116 0.0138838 0.0092986 -0.0055938 0.4197275 -1.4034454 1.2024726 0.0629739 0.0122206 0.0412994 0.0096289 0.5016575 0.1018888 0.7637278 0.000120606317438144 0.942660688576426 0.000119977870855954 0.033754849595665 0.000186415947721979 0.0200674091525506 5.70359050046447e-05 0.00019033022801576 4.17661252390566e-05 0.00150778134325442 0.000333542123765812 9.78589560084344e-05 0.000255016005624483 0.000523190529617209 4.17650990182857e-05 4.176622379377e-05 0.0030067723762038 0.0030067723762038 0.00101430623022606
6.78166 21.09973 27.78198 16 1 98.556 40.386 19.582 16.121 17.704 9.86 55.852 25.912 5.418 9.96 37.142 12.65 0.0108479 0.0070411 0.0236026 0.0076753 0.016455 0.014732 0.025932 0.0093163 -0.6649727 1.069204 -0.2835581 0.6203887 0.0592781 0.0110383 0.0420528 0.0095348 0.5635116 0.1096269 0.6102059 0.000188568023627628 0.900333528962388 0.000101362856749692 0.0419282597808845 8.60594500288465e-05 0.0568534939593126 2.09274280093412e-05 2.09286860512488e-05 2.0926308805006e-05 2.09260772597811e-05 2.09299354501894e-05 0.000320369931521811 2.09300545502706e-05 2.09316617583872e-05 2.09278018290044e-05 2.09290817739904e-05 0.000466889625950764 0.000466889625950764 0.000991999768471527
24.07583 29.50801 0.4108 16 2 84.622 40.601 0.848 1.82 34.936 19.759 40.176 21.974 8.662 8.718 -7.194 6.015 0.0241461 0.0072332 0.0207219 0.0035716 0.030522 0.0106355 0.0252865 0.004972 -0.7657237 0.4422884 -0.7002101 0.386524 0.0346657 0.004889 0.0122317 0.0029297 0.2241522 0.0662305 0.521313 0.000178217943165594 0.744074616844182 0.000306695150563184 0.119404377589815 0.00552343443285273 0.129578374546228 3.6069162369799e-05 0.000354640126936872 3.60429281689546e-05 3.64367881462991e-05 3.59357497105441e-05 0.000159264448635943 3.61912020361615e-05 0.000167336254117287 3.61943377587461e-05 3.61724953129695e-05 0.000861979038815074 0.000861979038815074 0.000995378138987879
24.70936 26.82669 28.38302 16 3 48.004 13.151 0.118 1.218 16.688 6.736 18.91 7.429 12.288 4.137 -4.75 9.75 0.0388669 0.0073379 0.0303777 0.0066801 0.048764 0.0070955 0.0361306 0.0055914 -0.836857 0.4060591 -0.6692073 0.4364488 0.0634253 0.010148 0.0288029 0.0080875 0.2979 0.0649446 0.2661619 0.000753954628895465 0.652212783069881 0.00107605360768068 0.180419499735898 0.00166235129681544 0.161000737713801 6.08282827110693e-05 0.00033724424330638 6.08259236828979e-05 6.08668859197386e-05 6.07829395169362e-05 0.00205068494746416 6.08619164059335e-05 6.08821581297783e-05 6.07754781431552e-05 6.08671717482946e-05 0.00275331221733099 0.00275331221733099 0.00101200899192845
10.52812 1.41812 11.17972 16 4 74.386 11.107 32.04 8.048 37.358 9.89 4.988 2.699 0 0 34.472 6.934 0.0105228 0.0035013 0.0014305 0.000963 0.0105301 0.0027876 0.001406 0.0007609 -0.0282029 0.639717 -0.0013197 0.9178072 0.0433862 0.0077835 0.0374095 0.0077979 0.7596707 0.0714104 0.0045243 0.00351418404576041 0.886714145068921 0.00113358414487388 0.0624455642661704 0.000938754080816217 0.0450134332931486 2.40326627910133e-05 2.40458118761353e-05 2.40287724596882e-05 2.40263059680417e-05 2.40312117036528e-05 2.40342502320132e-05 2.40329478681771e-05 2.40377362634705e-05 2.40309945400981e-05 2.40344066072186e-05 0.00019227894112663 0.00019227894112663 0.00098967411095211
19.80901 26.51832 1.83834 16 5 110.322 29.793 2.508 3.218 43.71 16.033 56.884 17.746 7.22 9.139 -2.692 10.406 0.0188775 0.0063294 0.0198895 0.0039836 0.0221978 0.0090951 0.0232306 0.0053357 -0.4939883 0.5428855 -0.5405957 0.4352193 0.0345184 0.0052821 0.015135 0.0037517 0.2905818 0.073743 0.4859364 0.000251544875898828 0.945050727631484 0.000377632863045879 0.0248993104756801 0.000130492023479758 0.0291463092738503 1.43896165380765e-05 1.439760993384e-05 1.4396201403644e-05 1.43979716655381e-05 1.44251049742634e-05 1.43971653191556e-05 1.43998389276841e-05 1.43901187991301e-05 1.43958732818855e-05 1.43933557177456e-05 0.000115196943992532 0.000115196943992532 0.000989023492895744
20.24282 16.62124 7.37433 16 6 115.922 23.329 8.6 6.649 54.926 16.174 48.488 13.368 3.908 7.871 13.946 14.109 0.0185548 0.0060484 0.015668 0.0046025 0.0200804 0.0071085 0.0169398 0.0054182 -0.261261 0.5100106 -0.2478107 0.5782022 0.0395809 0.005979 0.0224694 0.0053525 0.40584 0.0883794 0.307754 0.0146941687554863 0.786457696538262 0.00580164357680554 0.0977229162914347 0.00350685258249889 0.0905471526786969 7.081308420728e-05 0.000632261595145066 7.08039244851496e-05 7.08179408301662e-05 7.08172871742788e-05 7.08100555388567e-05 7.0810839036189e-05 7.07955064530396e-05 7.08183546252992e-05 7.08209893201159e-05 0.00112809001479963 0.00112809001479963 0.000997669555868904
0.30793 23.65696 5.34028 16 7 93.812 12.328 20.73 5.276 1.136 1.207 71.946 11.89 0 0 32.036 6.748 0.0003258 0.0004003 0.0191973 0.0037294 0.0003202 0.0003402 0.0202794 0.0033514 0.0132486 0.7875711 -0.2139203 0.4305989 0.0374832 0.0058085 0.0277216 0.0055547 0.5906462 0.0676741 -0.0611639 0.000167577962412528 0.598027571607832 0.000847792423497605 0.256719802717454 0.00139706392994915 0.14263826967169 2.02246228472579e-05 2.00602889025489e-05 2.05247374919664e-05 2.02065488021817e-05 1.99774037650745e-05 2.01180847631358e-05 1.99659419884619e-05 2.02716626044845e-05 2.00877500395627e-05 2.04846459602742e-05 0.000161355837758058 0.000161355837758058 0.00098941300659926
14.0293 6.27166 22.24806 16 8 106.54 15.673 32.316 12.117 50.48 12.97 22.798 7.616 0.946 5.393 40.134 11.403 0.0147966 0.005205 0.006578 0.0029228 0.0148021 0.0045626 0.0068917 0.0039548 -0.0212175 0.631427 -0.0816334 0.8005402 0.0539037 0.0110487 0.0432164 0.0107016 0.6712307 0.0837409 0.1520953 0.000754984143194327 0.138644112768744 0.00020396963459255 0.41961878099054 0.000529567174305415 0.440020986227997 2.27560786671336e-05 2.27566800984276e-05 2.27572749012446e-05 2.27748982984945e-05 2.27567675620099e-05 2.27607020106199e-05 2.27665292273683e-05 2.27562311778173e-05 2.27579078958403e-05 2.27559907871256e-05 0.000182093449725937 0.000182093449725937 0.000989588084210811
4.806 15.93559 5.28986 16 9 88.772 11.954 19.484 5.916 16.59 5.986 52.696 11.362 0.002 0.045 29.516 7.144 0.0046689 0.0021347 0.014479 0.003768 0.0046768 0.0016879 0.014854 0.0032031 -0.0488767 0.7866353 -0.1128865 0.510682 0.0369912 0.0058973 0.0274172 0.005722 0.5933462 0.0773488 -0.037842 0.00620120933033506 0.62487824241585 0.00781737373527246 0.200210939312976 0.00488295351856814 0.15558880489461 4.20518985948492e-05 4.20317454875789e-05 4.20573025769921e-05 4.20870298063184e-05 4.20226103919716e-05 4.20060634802356e-05 4.20614294126841e-05 4.20528671804366e-05 4.20440404631224e-05 4.2061804994477e-05 0.000336399240073564 0.000336399240073564 0.000990891723162767
10.7927 23.00702 18.1844 16 10 110.158 28.849 10.546 11.004 28.934 12.311 60.882 18.514 9.796 12.546 19.24 17.116 0.0146757 0.0065687 0.0233108 0.0059829 0.0185402 0.0109594 0.0259371 0.0077016 -0.5291813 0.8606221 -0.3311935 0.5675437 0.0501688 0.0086897 0.0311756 0.0074574 0.4616306 0.0964276 0.5405267 0.000190609622774556 0.881421921418025 0.000272413639087483 0.0698031906644566 0.00119846399364171 0.0469943983162674 1.18848395777372e-05 1.18830720745313e-05 1.19481745093098e-05 1.1898044674252e-05 1.19285641667755e-05 1.18830532938181e-05 1.19159178136123e-05 1.18839745582505e-05 1.18921301234566e-05 1.18845749551711e-05 9.52279048740962e-05 9.52279048740962e-05 0.000988854808264173
28.59441 13.26235 17.0812 16 11 82.368 38.813 3.392 6.724 41.656 24.461 26.162 13 11.158 9.115 7.192 16.072 0.0311766 0.0083608 0.0166722 0.0051482 0.0346621 0.0092746 0.021404 0.0066423 -0.3915241 0.3877631 -0.8031331 0.6705725 0.0505647 0.0085969 0.0266403 0.0064328 0.3684592 0.0852124 0.5312477 0.000327805642207756 0.832099851992943 0.000507024232915287 0.102876158186146 7.70678896453635e-05 0.0636520976946186 2.0392959865189e-05 0.000193227475318721 2.03844889120103e-05 2.03893976357382e-05 2.03938617714647e-05 0.000103642730721882 2.0388433053441e-05 2.03917931015199e-05 2.03915928849891e-05 2.03916282589269e-05 0.0004192282378579 0.0004192282378579 0.000991593758401162
26.0734 16.27335 13.81402 16 12 76.8 41.135 3.18 6.034 36.796 24.296 28.068 16.454 8.756 7.724 7.054 14.835 0.0292198 0.0081735 0.0183238 0.0051677 0.0335662 0.0098839 0.0223105 0.0062096 -0.4840048 0.4197794 -0.6603398 0.6214742 0.0476816 0.0078037 0.0239099 0.0059575 0.3450831 0.084789 0.4362208 0.000855391931464787 0.881769095278495 0.000606283288759377 0.0614486599784917 0.000311489107527887 0.0547151085715785 2.94072554552596e-05 2.93999812981712e-05 2.93980884161517e-05 2.93962308560969e-05 2.93969710832352e-05 2.94067437535635e-05 2.94064679644729e-05 2.93901306079896e-05 2.93810330355804e-05 2.93889412123623e-05 0.000235215693055164 0.000235215693055164 0.000990037087606044
27.00859 14.72715 17.97053 16 13 69.476 40.03 3.312 6.634 33.894 24.159 23.438 14.68 8.832 7.147 10.882 15.29 0.0318886 0.0087865 0.0179059 0.0053826 0.0360252 0.010148 0.0228974 0.0067402 -0.4359165 0.3974627 -0.8091626 0.6440876 0.051958 0.0087112 0.0270608 0.0066381 0.363398 0.0897922 0.5280628 0.00237288365219009 0.689303787283946 0.000784587249404345 0.128086023825139 0.00103731237345479 0.178119849368497 2.94923066139233e-05 2.95430249941625e-05 2.95697327456869e-05 2.95665274027313e-05 2.95685559432692e-05 2.9524430448951e-05 2.95748611950183e-05 2.95668303393586e-05 2.95788357560586e-05 2.95711419285448e-05 0.000236420253935846 0.000236420253935846 0.000990047251639698
7.223 16.98228 7.37069 16 14 98.968 13.424 18.352 6.762 24.826 7.995 55.768 11.962 0.022 0.194 28.922 8.591 0.0069944 0.0027736 0.0154011 0.0040566 0.0070039 0.0022557 0.0157255 0.0033739 -0.0389511 0.7553437 -0.0981561 0.5329366 0.0391737 0.0068012 0.027976 0.00659 0.5592886 0.080365 -0.0431669 0.00551842908826938 0.778818369522539 0.00468341559422437 0.105508183588139 0.00240765688202122 0.102778019264235 2.85907233085488e-05 2.86017970850204e-05 2.85835826280648e-05 2.86005943058779e-05 2.85756843797435e-05 2.85913175465222e-05 2.85912877115508e-05 2.85907528302441e-05 2.86105518158776e-05 2.85897689608868e-05 0.000228738823729664 0.000228738823729664 0.000989982399051878
