N1 N2 Na Tsplit dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
10.75689 29.90183 18.09276 8 46 116.826 19.195 3.392 4.095 32.066 10.812 72.594 16.136 8.774 9.388 -1.624 11.315 0.0135006 0.0062024 0.0232639 0.0051012 0.0145259 0.0075853 0.0253406 0.0053357 -0.1611933 0.8292167 -0.3216328 0.4317181 0.0343576 0.0072894 0.0159754 0.0055206 0.3089653 0.0855123 0.378129 0.00133495029765351 0.333653825036549 0.00640728990487095 0.370137665136876 0.00753238213181215 0.278731255541668 7.12334719376881e-05 0.000471513611826197 7.48813388785622e-05 6.6240088989305e-05 7.46221462754975e-05 0.00114700531753393 7.3491125930941e-05 7.55993265032311e-05 7.12534651332712e-05 7.67920575625126e-05 0.00205489064523501 0.00205489064523501 0.00100577403024153
10.78618 15.51932 18.77261 8 47 103.986 14.932 7.632 6.403 39.36 10.743 53.158 12.433 3.836 5.036 7.508 13.559 0.0126069 0.0048985 0.0163739 0.0050593 0.0123222 0.0039207 0.0161726 0.0040483 0.0440692 0.7119138 0.0248524 0.6241224 0.0346124 0.0080603 0.020122 0.0071694 0.412118 0.1013565 0.0929884 0.000270563747678753 0.543743950684437 0.000547983373158335 0.245099863603553 0.000370277029348974 0.209706219520778 2.61179131773796e-05 2.60991431008009e-05 2.61229291661978e-05 2.61003147949038e-05 2.61189591321816e-05 2.61186270137032e-05 2.60963323979808e-05 2.61230159086836e-05 2.61223149958737e-05 2.61224913588367e-05 0.000208908149057625 0.000208908149057625 0.000989814758100466
24.4871 0.59332 21.51477 8 48 99.168 16.426 14.968 6.931 81.414 16.409 2.272 2.554 0.514 4.388 23.198 9.069 0.0227911 0.0058518 0.0006684 0.0009665 0.0232751 0.0048576 0.0008541 0.0022623 -0.0972072 0.4994338 -0.0837783 0.9607002 0.0371447 0.0091048 0.0254149 0.0081065 0.5209206 0.0909883 0.2246547 0.0307989048049705 0.945012775754796 0.000599530218409027 0.0157612846967791 0.000333537336290269 0.00699741973940515 4.96499666330885e-05 4.96521434012949e-05 4.96535541251619e-05 4.96516213337165e-05 4.96530058223969e-05 4.96492327155573e-05 4.96527817040731e-05 4.96827008815203e-05 4.96518494931414e-05 4.96505932398707e-05 0.000397284457933942 0.000397284457933942 0.000991407240387666
21.94823 7.69634 4.27981 8 49 84.014 11.656 3.356 2.867 54.294 9.581 25.59 7.239 0.774 1.548 -2.434 10.292 0.0134048 0.0025887 0.0072869 0.0026607 0.015522 0.0027304 0.0074312 0.0021939 -0.5395544 0.4038607 -0.1024582 0.6799666 0.0201916 0.0037639 0.0098457 0.0033238 0.3247322 0.0835194 0.0311893 0.00132870195832133 0.793887253676398 0.00162190430367255 0.145451326254344 0.00112850607190457 0.056027826847917 3.41834725935558e-05 0.000221453553159292 3.41100160804547e-05 3.41927622658826e-05 3.42373691597813e-05 5.95852252201528e-05 3.41163754279902e-05 3.41531736680817e-05 3.42109612927361e-05 3.42379785746563e-05 0.000486065218224085 0.000486065218224085 0.000992163619063732
9.44148 26.39174 12.73863 8 50 107.854 14.212 4.022 3.772 31.246 9.185 68.82 12.245 3.766 5.161 -0.618 11.842 0.010029 0.0042559 0.0188958 0.0042744 0.0100424 0.0035604 0.0206035 0.0040184 -0.0476291 0.761481 -0.3403576 0.4194409 0.0282542 0.0059437 0.0137917 0.0048289 0.3257766 0.0815248 0.0444934 0.0133982253473736 0.155401835152366 0.0988242914530476 0.481143034522024 0.0231050149731747 0.223912994823045 0.000199199408091314 0.00134937234754045 0.000200277309936558 0.000924554472710264 0.00020020324176341 0.000541715343275957 0.000200294441838721 0.000200206658871521 0.000199081178233434 0.000199699326708129 0.00381734550699701 0.00381734550699701 0.00102173687147827
26.52404 12.29603 14.10053 8 51 114.504 15.556 3.138 3.744 66.746 13.26 38.638 9.789 5.982 6.701 -3.068 10.39 0.0199539 0.0051596 0.01296 0.0044478 0.0215788 0.0048416 0.0131272 0.0041093 -0.3102517 0.4379745 -0.0494389 0.6412676 0.0302605 0.0065635 0.0138036 0.0051753 0.2985841 0.0858941 0.2401297 0.0021991774963268 0.97106565148714 0.000558357932173485 0.0124713988035971 0.000413697489715058 0.0130785232154673 2.13176290321008e-05 2.13242566469399e-05 2.1320816716406e-05 2.13172833397686e-05 2.13176090522588e-05 2.1317468753817e-05 2.1318451088835e-05 2.13229509971063e-05 2.13151924041777e-05 2.13219175485139e-05 0.000170563737972082 0.000170563737972082 0.000989490726297787
18.10967 11.69387 13.2042 8 52 101.82 14.345 4.826 4.609 54.854 11.094 38.846 9.514 3.294 3.939 1.132 12.311 0.0158985 0.0041753 0.011958 0.0040836 0.0164246 0.0034523 0.0119 0.0032053 -0.1447428 0.5108048 -0.0150956 0.6693289 0.0290784 0.0062101 0.0151502 0.0054523 0.3546135 0.0939847 0.0896585 0.000757205835889135 0.906054581076595 0.000338496978732689 0.0203547342134872 0.000764379076989441 0.0715205079228295 1.96213538237922e-05 1.96053797737265e-05 1.95939691783132e-05 1.95905791293107e-05 1.96349368663256e-05 3.36108964799776e-05 1.95866441731146e-05 1.96084345343608e-05 1.96205747216402e-05 1.96221267963548e-05 0.000170858898923693 0.000170858898923693 0.000989493218251514
8.8392 21.98437 25.05151 8 53 114.152 19.253 7.412 6.907 29.428 11.158 69.3 17.476 8.012 11.219 8.622 14.197 0.0124955 0.0072161 0.0236542 0.0062648 0.0131379 0.0082806 0.023858 0.0059374 -0.0749528 0.8723894 -0.0222903 0.5362081 0.0409891 0.0087483 0.0229142 0.0074464 0.3960835 0.1039678 0.2888218 0.0012182157864744 0.259433728185023 0.0026082651798238 0.246316221685202 0.00205965556348574 0.487747078263269 3.88969407923007e-05 3.89320887975861e-05 3.88957408855392e-05 3.89302753989298e-05 3.88775703784307e-05 0.000266807011945277 3.89072122831624e-05 3.88388763390093e-05 3.88685522804194e-05 3.88810676223293e-05 0.000539127633788841 0.000539127633788841 0.000992616875821903
22.40384 21.48278 12.54115 8 54 113.484 22.182 1.164 1.884 52.228 14.117 50.94 13.59 9.152 8.337 -7.454 5.522 0.0189156 0.0061181 0.0176699 0.0045855 0.0208302 0.0072311 0.0191666 0.0047716 -0.3357853 0.4710743 -0.2979757 0.4903059 0.0292739 0.0061824 0.0109812 0.0036428 0.2377719 0.0690866 0.4871975 0.00186953214177971 0.78591523273551 0.00134886696711456 0.0493959697042841 0.000884771283437782 0.159466761960749 6.1911333161961e-05 0.000320116738409539 6.19161792056155e-05 6.19319704155381e-05 6.19080267174351e-05 0.000303416668859477 6.19130258221703e-05 6.19185506611171e-05 6.19150741354488e-05 6.19176397367283e-05 0.00099515572608714 0.00099515572608714 0.000996519986554286
16.81789 12.37052 11.60533 8 55 98.118 14.263 4.204 3.924 51.292 11.276 39.756 9.034 2.866 3.473 -0.41 11.584 0.0147209 0.004068 0.0118326 0.0036399 0.0152655 0.0034258 0.0120138 0.0028813 -0.1566922 0.5471564 -0.0865542 0.6137884 0.0272517 0.005926 0.013975 0.0050581 0.3468009 0.0893161 0.0549161 0.00621617005546498 0.860679959495781 0.00813323452998185 0.0768569304300807 0.00383383349015417 0.0438960090452366 3.37620752786899e-05 3.368192243365e-05 3.36745062762522e-05 3.36594649093451e-05 3.37924148907835e-05 3.3717632018572e-05 3.37229847750589e-05 8.03918898822737e-05 3.37211533909773e-05 3.37389094447962e-05 0.0003164242364635 0.0003164242364635 0.000990723111098454
19.45595 29.92668 1.73072 8 56 107.34 12.452 0.32 0.734 46.278 8.53 59.616 9.506 1.126 1.933 -9 0 0.0116086 0.0024659 0.0134088 0.0022897 0.0134131 0.0025888 0.0171557 0.0028413 -0.5306063 0.4204641 -0.8708752 0.3440864 0.0175937 0.002615 0.005085 0.0015981 0.171397 0.0436456 0.0572976 0.000524357666539634 0.823554522324778 0.000294034142021914 0.0277613381621999 0.000184975866255103 0.147353626734779 2.38943863305119e-05 2.3900802390663e-05 2.39072868352605e-05 2.38991598297101e-05 2.38959246201035e-05 2.39019915773305e-05 2.39077974306575e-05 0.000112050763124146 2.38970590310132e-05 2.38899322578359e-05 0.000279371462460026 0.000279371462460026 0.000990410046181917
14.48667 29.14038 3.07004 8 57 103.096 12.148 0.988 1.551 39.632 8.226 60.998 9.599 1.478 1.845 -8.15 4.106 0.0107956 0.0027528 0.0142982 0.0024325 0.0115877 0.0024541 0.0176101 0.0027556 -0.2753016 0.527124 -0.7516471 0.3459715 0.0194216 0.0031252 0.0068746 0.002334 0.2174142 0.0587199 0.003392 0.000780210833546218 0.924517515228814 0.00033823590426728 0.0414842503056271 0.000248554657644958 0.0321279623027272 2.0939681813798e-05 5.24644164705941e-05 2.09247871810158e-05 2.09285753635096e-05 2.09148705178717e-05 0.000272775332155461 2.09463861686449e-05 3.15588327516301e-05 2.08893322970318e-05 2.09285526537796e-05 0.000461472180213065 0.000461472180213065 0.000991953545833021
2.57003 26.99459 3.03018 8 58 74.784 10.406 6.474 2.849 8.694 3.738 59.614 9.77 0.002 0.045 8.772 10.587 0.0024831 0.0013632 0.0139068 0.0024139 0.0024511 0.0010537 0.016804 0.0027537 0.0059971 0.912567 -0.6836453 0.3683941 0.018821 0.0035793 0.0106261 0.0031632 0.3949395 0.0788349 -0.0009964 0.00422445490198022 0.334800202537925 0.00509853980909368 0.170967834591445 0.00267476281460691 0.481793870593163 3.64505065993608e-05 0.000111269719650711 3.65946784678368e-05 3.66757344885954e-05 3.65480958775817e-05 3.65040080296652e-05 3.66252411183608e-05 3.65408031322787e-05 3.65749895650879e-05 3.65509748572326e-05 0.000367235641824869 0.000367235641824869 0.000991152427644574
15.58769 16.43844 2.81436 8 59 86.942 12.507 1.296 1.77 41.678 8.503 43.016 8.623 0.952 1.429 -7.724 5.121 0.0110089 0.0026488 0.011282 0.0026669 0.0120161 0.0024709 0.0123932 0.002536 -0.3350661 0.4779122 -0.357772 0.4529717 0.0188955 0.0032029 0.00775 0.0024901 0.2617897 0.069421 0.0673663 0.00695233874170164 0.557032626306289 0.00276023814978036 0.244424367433645 0.0418102708130418 0.143407564878521 0.000101802705522038 0.000664333860838282 0.000101898334856679 0.000101786634512495 0.000101462158135723 0.000876603495083119 0.000101207837774428 0.00136073118417461 0.000101283247641935 0.000101484218481987 0.00341051775294031 0.00341051775294031 0.0010179847669258
6.93629 12.16227 1.79067 8 60 62.318 10.406 4.096 2.718 22.86 6.65 35.228 8.053 0.134 0.443 -0.92 10.707 0.0063854 0.0023113 0.0093193 0.0025487 0.0064813 0.0018971 0.0099675 0.0022928 -0.0813543 0.696032 -0.2592503 0.549342 0.0177804 0.003491 0.0099281 0.0029272 0.3919649 0.0860474 0.0203204 0.000658487901900374 0.849453368770775 0.000192905292223962 0.0687814691354223 0.000304348468791 0.0802966872066141 1.71045630713365e-05 1.71076256663624e-05 1.71353512465166e-05 1.71655523696498e-05 1.71658830999938e-05 1.70599659507254e-05 1.71389968975637e-05 0.000158597242436347 1.71384765806909e-05 1.71195669536356e-05 0.000278484721080194 0.000278484721080194 0.000990402550100668
27.12601 14.11735 16.03901 8 61 115.244 20.673 2.03 2.877 63.336 16.689 40.608 11.396 9.27 8.755 -5.758 8.019 0.0222393 0.006534 0.015186 0.0051884 0.0237926 0.0063993 0.0159341 0.0052883 -0.2671887 0.4423785 -0.1580606 0.6386782 0.0322115 0.0069849 0.0134988 0.0048001 0.2715309 0.0788753 0.3799318 0.00165555762796162 0.841757076393819 0.00200623147211908 0.100149558042892 0.00138556953210372 0.0514940913943779 5.77460702930932e-05 5.7793857036273e-05 5.77273964553554e-05 5.77982031173004e-05 5.77534693342058e-05 5.78080763939706e-05 5.78102622050318e-05 0.0010320086715595 5.77237197145163e-05 5.7745810617452e-05 0.00143661189129509 0.00143661189129509 0.00100034659024311
13.19476 23.75909 19.69524 8 62 110.294 25.307 2.922 4.023 37.748 13.392 59.168 18.114 10.456 10.141 -2.538 10.849 0.017446 0.007568 0.0219602 0.0060346 0.0185645 0.0093293 0.0232745 0.0061006 -0.1201646 0.6969515 -0.2166531 0.4950802 0.0363891 0.0081002 0.016686 0.0058213 0.307072 0.0928052 0.4978707 0.00120252070327223 0.50840483505721 0.0167168977004296 0.174046349231034 0.0135140427699139 0.283224529282424 0.000106768511611793 0.00120060149989911 0.000107073356891792 0.00010698292470478 0.00010687634847128 0.000177407117371887 0.000106640856911634 0.000764855401551837 0.000106944072166546 0.000106675166135663 0.00267777804231986 0.00267777804231986 0.00101133033754081
7.73033 19.28962 4.37145 8 63 79.636 11.751 3.646 2.934 25.54 7.4 49.862 9.802 0.588 1.187 -1.376 10.708 0.0071863 0.0027861 0.0127074 0.0028007 0.0073647 0.002213 0.0142203 0.0028044 -0.1402831 0.7053558 -0.417321 0.4429528 0.0202324 0.0038419 0.0102855 0.0033052 0.3443907 0.0858352 0.0581991 0.0629955304601686 0.598731085006147 0.0067097333897296 0.153160599588957 0.0121162065727956 0.160872836800786 0.000165859995261956 0.000384202665635076 0.000165921309800983 0.000924927924959696 0.0001653642043058 0.000654138824109535 0.000165629680893292 0.00245539520207087 0.000166349964029496 0.000166218410350184 0.00508313029541631 0.00508313029541631 0.00103366724198945
12.04267 21.15674 6.3156 8 64 95.584 12.963 2.268 2.636 37.154 8.546 54.024 10.042 2.138 3.222 -5.528 8.269 0.0108749 0.003292 0.0142639 0.0032384 0.0110854 0.0026982 0.0158383 0.0030972 -0.0968767 0.5664183 -0.4011281 0.4268915 0.0224038 0.004344 0.0098343 0.0035503 0.2839715 0.0792069 0.1068338 0.00463573726396651 0.907210598762233 0.000559185227519403 0.0780059446140946 0.000932465447600205 0.00706869971110127 4.31917867324876e-05 0.000690052436527846 4.32756748677061e-05 4.32096005703772e-05 4.32550520928619e-05 0.000551256311416036 4.32650408616998e-05 4.34319932584464e-05 4.32121388637205e-05 4.32189382941571e-05 0.00150106763522006 0.00150106763522006 0.00100090655301791
25.80167 26.47653 17.04152 8 65 98.276 37.052 0.462 1.399 41.414 19.512 42.574 19.622 13.826 8.59 -8.368 3.641 0.0253568 0.0084911 0.0216624 0.0052397 0.0289999 0.0102651 0.0244995 0.0055904 -0.4604098 0.4696057 -0.4506186 0.47956 0.034191 0.0078586 0.0106813 0.0043495 0.1914435 0.069764 0.5646262 0.00207514505277684 0.687692169695086 0.00103919721879066 0.265863977669199 0.000469287327502106 0.0402460891436091 3.7786066367606e-05 3.78238290590962e-05 3.7834166144285e-05 3.77997731662489e-05 3.78049655976471e-05 0.00226013026433832 3.782092767162e-05 5.14850319306565e-05 3.78246403006983e-05 3.7824228460176e-05 0.00253867707232415 0.00253867707232415 0.00101008470549464
14.39848 8.78042 18.20914 8 66 95.99 15.785 9.636 7.051 51.128 12.705 32.89 10.716 2.336 4.029 11.458 13.775 0.0153002 0.0049579 0.0102846 0.004667 0.0152435 0.0040722 0.0100408 0.0037674 -0.007027 0.6446921 0.0385313 0.748944 0.0341454 0.0080031 0.0213531 0.007291 0.4581715 0.1082686 0.1700727 0.000386198246191439 0.5214935105754 0.000947058005855547 0.157515003593523 0.00252513419057622 0.313039574747425 5.10261218743193e-05 5.09605175458026e-05 5.09879227981083e-05 5.10739677678526e-05 5.09638317167209e-05 0.00363459348306663 5.09687544615152e-05 5.10000254376785e-05 5.09546482502686e-05 5.09913681097064e-05 0.00399198159128924 0.00399198159128924 0.00102335771822818
10.59315 5.02749 21.81067 8 67 82.112 15.338 17.704 9.545 43.86 13.699 19.972 8.063 0.576 3.171 22.43 10.65 0.0132465 0.0058184 0.0060045 0.0033321 0.0125821 0.0042128 0.00582 0.0026646 0.1379253 0.7876002 0.0520396 0.8686667 0.0370396 0.0096462 0.0274141 0.0091359 0.5887325 0.1151932 0.0438116 0.00412238459002862 0.777366633613021 0.00293432317690443 0.137305537504156 0.00273367063723819 0.0752758410993476 2.61749079376437e-05 2.61726683039152e-05 2.61579886390404e-05 2.61627166560343e-05 2.61521499329658e-05 2.6149406158927e-05 2.61681251474e-05 2.61559665790642e-05 2.61558925063541e-05 2.61595574421254e-05 0.000209304879233924 0.000209304879233924 0.000989818115512176
23.8808 3.02828 2.76486 8 68 72.562 10.85 6.19 2.852 55.402 9.887 10.946 4.502 0.024 0.209 7.33 11.149 0.0131586 0.0025177 0.003056 0.0015507 0.0156229 0.002792 0.0030921 0.0012798 -0.6236649 0.3833542 -0.0774996 0.8287593 0.0187263 0.0035667 0.010619 0.0031149 0.3980562 0.0803326 0.0142211 0.0153111271818333 0.430001776114329 0.00423323569365948 0.322606642039519 0.00135886104196106 0.225754024994074 7.34621493367156e-05 7.33812493936646e-05 7.35069615558748e-05 7.3465739020028e-05 7.33905213828495e-05 7.34445964166058e-05 7.34486848157518e-05 7.34276369438324e-05 7.33725888309039e-05 7.34328069277826e-05 0.000587613803742334 0.000587613803742334 0.000993031345965522
26.95998 10.14082 21.37966 8 69 114.266 22.942 4.228 5.011 67.962 19.514 33.032 10.558 9.044 9.845 1.694 12.935 0.025018 0.0074806 0.0133935 0.0054677 0.0258858 0.0069269 0.0140439 0.005815 -0.1506666 0.4218723 -0.1108303 0.8175466 0.0375052 0.008468 0.0182995 0.0067161 0.3294183 0.0973717 0.3480717 0.0110404392860239 0.436613678121497 0.00238015367627417 0.402890947558493 0.000697905303185015 0.145143210221066 6.20029298160705e-05 0.000297576421430544 6.20837269842667e-05 6.20080168718346e-05 6.21346647998188e-05 0.000439687616257995 6.20908825301595e-05 6.20046324129377e-05 6.20645449516137e-05 6.20123974058715e-05 0.00110972658258485 0.00110972658258485 0.000997510561721756
26.26093 28.20212 26.56453 8 70 59.136 30.496 0.18 1.12 21.794 14.633 22.464 14.949 14.698 6.719 -8.34 3.677 0.0362571 0.0089484 0.0288167 0.006462 0.0418644 0.0092802 0.0316032 0.0055856 -0.5440922 0.4231178 -0.3733089 0.436239 0.0461531 0.008633 0.0136162 0.0051596 0.1784194 0.0653724 0.4939051 0.0122940265605913 0.268710305051626 0.00275353015323255 0.305005306755915 0.00105511259598195 0.408993687974556 7.17558473006794e-05 7.18657729604048e-05 7.1684630538588e-05 7.1173409593012e-05 7.13770911645675e-05 7.18327559345278e-05 7.15187791254539e-05 0.000544118857943902 7.16766427395423e-05 7.10271207961554e-05 0.00104547633796925 0.00104547633796925 0.000996954242317758
20.50687 10.68634 13.62085 8 71 104.846 16.485 4.47 4.265 60.36 12.434 36.438 9.783 3.578 3.872 0.086 11.937 0.0177033 0.0044192 0.0115576 0.0039738 0.0184444 0.0040672 0.0115127 0.0033623 -0.1618521 0.4901166 0.0011277 0.6805965 0.0299286 0.0064063 0.0152982 0.0055111 0.3457989 0.0893249 0.1764865 0.00206854658992847 0.525037393221269 0.00199259664520841 0.213160003936533 0.00219355827455833 0.254676670292884 4.37115474868762e-05 4.38448746994914e-05 4.38698835184871e-05 0.000474905326729624 4.42187496661616e-05 4.45210399620337e-05 4.38168841753793e-05 4.38405064942647e-05 4.46260510424457e-05 4.3876175844197e-05 0.000782798092106672 0.000782798092106672 0.000994700845679481
13.77018 12.02733 14.76378 8 72 97.892 14.533 6.382 5.213 47.128 11.341 41.314 10.857 3.068 3.812 5.044 13.107 0.0141161 0.0045304 0.0126786 0.0044357 0.0141504 0.0035135 0.0125105 0.0034627 -0.0417614 0.6226021 0.0093573 0.6438531 0.0307802 0.006965 0.0173828 0.0061958 0.3960227 0.1016964 0.045491 0.00135162920009579 0.755623978249166 0.00158858714249182 0.133762518264289 0.00137058605547194 0.105656254056787 4.96328489263238e-05 0.000198884946127204 4.97297163708647e-05 4.96356068378253e-05 4.96850651906747e-05 4.96640217322533e-05 4.96562553925543e-05 4.96095982009255e-05 4.9767261669285e-05 5.01817112500089e-05 0.000546552686158254 0.000546552686158254 0.000992680299247453
8.15811 7.25952 27.37636 8 73 89.786 17.09 22.35 11.738 35.784 13.366 30.508 12.442 1.144 3.305 26.056 10.87 0.0111231 0.0056851 0.0095237 0.0055148 0.0104923 0.0042433 0.0089821 0.0040471 0.1480283 0.862519 0.0915432 0.9010717 0.0436333 0.0113833 0.0333099 0.0111084 0.6192704 0.123608 0.0649036 0.00838390077423903 0.732783728657727 0.00105954954037213 0.164765073216041 0.000164058017362525 0.0924866974824655 3.39694251836697e-05 3.35143018999997e-05 3.38828284422318e-05 3.50101741690987e-05 3.70438735045276e-05 3.36252189582524e-05 3.40403757690879e-05 3.43090179916915e-05 3.39076564438888e-05 4.76894394310566e-05 0.000275417689202151 0.000275417689202151 0.000990376619243144
14.39759 24.54489 21.56653 8 74 105.782 30.375 2.218 3.754 35.474 14.981 54.46 20.12 13.63 11.337 -3.612 10.177 0.0201067 0.0083829 0.0237673 0.0061958 0.0223275 0.010642 0.0254122 0.0064281 -0.2663062 0.7024063 -0.2461445 0.4802426 0.038183 0.0086885 0.016246 0.0059379 0.2799047 0.0916947 0.4995095 0.0168929902410536 0.721936612357038 0.00492796031795241 0.168333487235241 0.00284196857605256 0.0829090405519359 9.32398060187506e-05 0.000656087076170508 9.33287593059067e-05 9.35551884803276e-05 9.3564486666636e-05 0.000682324238790625 9.36172730974934e-05 0.000165207458412181 9.35490894211911e-05 9.34673443626369e-05 0.00197129295112009 0.00197129295112009 0.00100503700333268
1.78851 28.64965 13.0568 8 75 93.83 14.559 10.884 5.027 6.568 3.124 76.378 13.451 0 0 17.864 9.827 0.001847 0.0010936 0.0196115 0.0040752 0.0018513 0.0008804 0.0215286 0.0037914 -0.0402457 0.9192221 -0.3620568 0.4066202 0.0292697 0.0068213 0.0185405 0.0061755 0.461978 0.0882831 0.0143143 0.000537999529658343 0.591812748877767 0.000235249001568288 0.310044518583664 0.00174351731554457 0.0954842000382635 1.41522111175507e-05 1.41987057347159e-05 1.41869401969867e-05 1.41813973459081e-05 1.41937736829504e-05 1.4168492199595e-05 1.4145787952754e-05 1.41619135867996e-05 1.41973160646546e-05 1.41801156524533e-05 0.000113392439603472 0.000113392439603472 0.000989008245315308
11.55774 0.02064 2.54198 8 76 45.456 8.391 10.512 3.777 34.858 8.154 0.086 0.295 0 0 15.48 6.848 0.0093292 0.0026001 2.52e-05 0.0001001 0.0098254 0.0022985 2.42e-05 8.3e-05 -0.205638 0.5502767 0.0044803 0.2983363 0.0185653 0.0041532 0.0138881 0.003933 0.5995328 0.0959716 -0.0355169 0.00716342522671558 0.193614454999379 0.0192963740331268 0.615059430665479 0.0130209404588676 0.151560756128687 2.86837339142259e-05 2.84325520188806e-05 2.84701324575879e-05 2.85225259489352e-05 2.85153048044505e-05 2.82798322767759e-05 2.8417782200415e-05 2.84157392875425e-05 2.85496172454866e-05 2.83312675912847e-05 0.00022775055756205 0.00022775055756205 0.000989974050271077
22.56999 19.31349 4.3879 8 77 104.724 12.92 0.698 1.114 53.158 9.22 48.652 8.992 2.216 2.419 -8.804 1.958 0.0135652 0.0027076 0.0127961 0.0027617 0.0156973 0.0029422 0.0143855 0.0027637 -0.5365793 0.4000521 -0.4375927 0.4249577 0.0202875 0.0033206 0.0071069 0.0022995 0.2152932 0.0551405 0.1263843 0.0015000936562751 0.803138359593277 0.000607107727274652 0.107931826137705 0.00385523665552144 0.0820285906935441 4.66615729048963e-05 4.70010125663907e-05 4.70835772892268e-05 4.79989239463773e-05 4.70548917445075e-05 4.82872813039124e-05 4.68728061179205e-05 0.000511988832679352 4.9019779493564e-05 4.681685835677e-05 0.000843029691683842 0.000843029691683842 0.000995216059618331
10.70014 17.69593 5.02868 8 78 85.054 12.105 2.836 2.682 33.542 8.417 47.636 9.171 1.04 1.683 -4.162 9.196 0.0094948 0.0028599 0.0125048 0.0029138 0.0097476 0.0024693 0.0137203 0.0027188 -0.1080135 0.5799305 -0.3581662 0.4386259 0.0211613 0.0040005 0.0101615 0.0033018 0.3188085 0.0780723 0.00809 0.00968387447289589 0.758130289722879 0.00157835521204836 0.158733477324666 0.00290821789703562 0.0685329324913289 4.33439477056885e-05 4.32888747010852e-05 4.32077246396805e-05 4.3327456424465e-05 4.33251219203832e-05 4.31910704931989e-05 4.32622879203683e-05 4.3285641073934e-05 4.32962268655262e-05 4.33245274022764e-05 0.000346262118364671 0.000346262118364671 0.000990975020328317
27.6355 2.98839 15.82784 8 79 99.962 15.039 9.87 5.269 78.728 14.081 10.932 4.778 0.432 3.275 15.572 10.346 0.0209609 0.004755 0.0031435 0.0018475 0.0224193 0.0042401 0.0032438 0.0020303 -0.2732132 0.4270015 -0.1023803 0.8417274 0.0314113 0.0071534 0.0193591 0.0063023 0.4461303 0.0868409 0.1265172 0.00024594265905885 0.819600126844437 0.00185983781150817 0.0816714673470597 0.000445366575290284 0.0958668143640047 3.10120858540887e-05 3.10247804367645e-05 3.10090953472197e-05 3.10392996406805e-05 3.1130184838246e-05 3.10248310031274e-05 3.10706497088164e-05 3.10396568811903e-05 3.09929891784585e-05 3.11008257530837e-05 0.000248366005702927 0.000248366005702927 0.000990148108767227
16.31153 18.38026 20.64597 8 80 115.56 20.531 3.422 4.51 47.43 14.482 53.792 14.117 10.916 10.431 -2 11.513 0.0192428 0.0070545 0.020188 0.0056848 0.0195837 0.0075033 0.0204107 0.0055941 -0.036145 0.6096431 -0.0235541 0.5855485 0.0371475 0.0082193 0.0174321 0.006396 0.3129244 0.0946541 0.3766003 0.00082177561040835 0.42968451684274 0.00062083292419936 0.264364073871668 0.00114385510229049 0.302160105686411 4.21782007777732e-05 4.21242739184843e-05 4.2138473536829e-05 0.000155516976278042 4.21336280768812e-05 0.00071216781322518 4.21481552010556e-05 4.21360839162159e-05 4.21474316382179e-05 4.21489257132611e-05 0.00112063807063773 0.00112063807063773 0.000997605025362623
28.75167 10.96764 22.58419 8 81 108.682 31.583 3.046 4.256 63.626 24.711 30.362 11.559 11.648 10.952 -0.73 11.814 0.0278003 0.0083412 0.0150065 0.005919 0.02897 0.0079785 0.0159876 0.0064889 -0.1721054 0.430652 -0.1481215 0.8017625 0.0392457 0.009149 0.0178423 0.0065111 0.3023835 0.0921995 0.4803758 0.000124826662811682 0.611841143454492 0.00137849219629557 0.230273469290103 0.00330777592650443 0.151273155970139 4.68456084657106e-05 0.000191299994911238 4.68817787684945e-05 4.68722024702717e-05 4.68537335736118e-05 0.00114003254951336 4.68563387674365e-05 0.000141727892389805 4.68813430828197e-05 4.68850577110798e-05 0.00170753020782176 0.00170753020782176 0.00100271381838574
20.31585 12.63427 21.1927 8 82 112.04 21.803 4.77 5.345 57.748 16.837 40.938 12.76 8.584 9.617 1.868 13.022 0.0212343 0.0069069 0.0157643 0.0058085 0.0215794 0.0068418 0.0156641 0.0056648 -0.0542176 0.5123112 0.0557275 0.7117654 0.037038 0.0082969 0.0185386 0.0066919 0.3403476 0.0980785 0.3262945 0.00818031513282953 0.790706345196856 0.00798421131903146 0.101899923888073 0.00424643217259607 0.0851615884746281 6.95437277320876e-05 6.95066813318048e-05 6.95211183503375e-05 6.94957279824505e-05 6.94957035689325e-05 0.00084288402535149 6.9523706173301e-05 0.000422173569658346 6.95347988011915e-05 6.95047570357662e-05 0.00168237817726327 0.00168237817726327 0.00100249273091582
