N1 N2 Na Tsplit M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
5.83123 10.2875 24.95654 17.5 11.94757 11.94757 3.74072 168.68338 12.0357 190.54595 73 73 19 74.66 16.825 0.04 0.687 14.662 7.522 25.334 13.393 34.624 16.182 -8.96 0.894 0.01479 0.0062746 0.017607 0.0058585 0.0138922 0.004765 0.0169003 0.0045627 0.2078641 0.84047 0.1349783 0.6558559 0.0205573 0.0075842 0.0043589 0.0053432 0.1132966 0.1102322 0.5408676 4.15952639555087e-05 3.95901583770289e-05 0.000103450135504725 0.000728304637754683 3.66104483121097e-05 6.0140716134747e-05 0.000645134499377161 0.157371207709258 2.93926845086857e-05 0.000243511484944046 0.00305532337270393 0.837161369629208 9.00757653819067e-05 0.000335516696677192 2.93890838119173e-05 2.93877140903523e-05
11.56655 24.19101 19.47646 17.5 1.62498 1.62498 15.41274 107.70744 1.36187 5.98286 384 384 20 113.082 22.932 0 0 20.35 8.24 28.458 12.322 64.274 17.976 -9 0 0.0279273 0.0077091 0.0284585 0.0059239 0.0276796 0.0067661 0.0293488 0.0051888 0.0360803 0.4814965 -0.128482 0.4068258 0.0295592 0.0067818 0.0013663 0.002397 0.0240795 0.040517 0.798134 5.11940503170557e-05 5.10574310132197e-05 0.000380731682304998 0.00525524643238135 5.11208864843682e-05 5.11705770226158e-05 0.00330379995142879 0.576661601841409 5.09248391134742e-05 5.0976324140224e-05 0.0122536636536985 0.40043565006191 5.13170218959374e-05 0.00124958476283524 5.10326685065835e-05 5.09278155382857e-05
21.92112 7.34076 4.92179 17.5 21.2047 21.2047 8.33258 69.16474 18.7079 35.63725 281 281 21 85.972 13.317 0 0 18.448 7.19 15.24 6.441 52.284 11.755 -9 0 0.018842 0.0040752 0.0183208 0.0040559 0.0199372 0.003521 0.019033 0.0035603 -0.2311202 0.4411929 -0.1539474 0.4530226 0.0187644 0.0039485 0.0001829 0.0006957 0.0050132 0.0182741 0.8496131 7.49775385284346e-05 7.48836208366584e-05 7.51340658735978e-05 0.00206594280425796 7.51165813576413e-05 9.35652180977579e-05 0.0522335858016143 0.525404622914455 0.000784925493777124 0.0457796358115743 0.00136416845654561 0.32998661424824 0.0015634102636293 0.0402734707429805 7.48815296120989e-05 7.50649086203577e-05
12.43351 13.00452 29.64423 17.5 26.23427 26.23427 11.72535 88.70267 10.637 45.49056 147 147 22 107.936 18.325 0 0 18.808 7.81 18.82 7.563 70.308 16.409 -9 0 0.0268008 0.0073451 0.0264227 0.0064516 0.0262347 0.0057134 0.0260673 0.005259 0.0634185 0.4840256 0.0437094 0.4769123 0.0269125 0.0066694 0.0003008 0.0009083 0.0061362 0.0175461 0.8743736 9.89664222102896e-05 0.0159820006731923 0.000257506146370402 0.024528964266547 0.000418537377283282 0.0186836254459858 0.00299014707806567 0.428543944964862 0.00139511533616618 0.133015859778719 0.00363765138032769 0.230620712329995 0.00200474480973346 0.13752168378581 9.91236806534579e-05 0.000201416524078891
17.15726 19.83129 24.04072 17.5 5.87803 5.87803 5.37825 23.37226 4.84022 112.74186 284 284 23 98.634 36.255 0 0 18.56 9.403 18.75 10.242 61.322 23.32 -9 0 0.0352287 0.0098748 0.0317415 0.0064368 0.0351125 0.0079292 0.0329692 0.0055984 -0.0182913 0.4063942 -0.156749 0.3987591 0.0338702 0.007934 0.0003851 0.0010541 0.0060912 0.0169436 0.8711329 6.86996078959004e-05 6.79454965705746e-05 6.7212836042775e-05 0.00123651598485763 6.66715526253639e-05 0.00229528670324241 0.00407260710874229 0.557119385322509 0.000478411353650489 0.0233154307859485 0.00245456739991618 0.393391998686292 0.000326867543960246 0.0149026023302448 6.82995135836963e-05 6.74977739180963e-05
29.54054 4.6634 23.20216 17.5 8.21373 8.21373 5.05717 31.5086 1.36894 189.2063 289 289 24 79.308 18.708 0 0 20.966 12.272 11.592 5.87 46.75 14.453 -9 0 0.0186037 0.0061676 0.0170758 0.0056996 0.0191846 0.0050965 0.0165097 0.0046049 -0.153306 0.6122547 0.1199996 0.6618941 0.0183376 0.0058757 0.0004978 0.0010749 0.0136278 0.0273274 0.8220497 5.08412779136125e-05 5.11955139128143e-05 5.12926958156148e-05 0.000708075948193152 5.10939429123839e-05 5.12222131391678e-05 0.00451790914069319 0.507106163744334 5.11703712561821e-05 5.12334012036213e-05 0.110506600738717 0.376247050424004 5.09555028309085e-05 0.000402925113534052 5.11951713018154e-05 5.10748002392754e-05
11.70746 17.11797 16.28115 17.5 15.27917 15.27917 1.34275 20.06432 11.14982 82.49009 445 445 25 108.278 16.17 0 0 18.876 7.336 20.292 7.434 69.11 14.299 -9 0 0.0249595 0.0056378 0.0249826 0.0050379 0.0254246 0.0048177 0.0257155 0.0043525 -0.0776891 0.4485691 -0.117498 0.437041 0.0251284 0.0051515 0.0001574 0.0008986 0.0032508 0.0180439 0.8590636 8.15071882592579e-05 8.13571693892118e-05 8.1327474707006e-05 8.16239424847685e-05 8.15075874956471e-05 0.0012877977697885 8.14905285550114e-05 0.325432810139255 0.0008559123419802 0.11019116733521 0.000710518473175714 0.329882670856756 0.00182270492233378 0.229164784141372 8.12478535146465e-05 8.15722757230254e-05
17.99711 10.03948 8.39395 17.5 12.63206 12.63206 18.39571 122.44312 13.4864 2.69767 78 78 26 98.872 14.47 0 0 22.452 7.908 18.69 6.928 57.73 12.466 -9 0 0.0213828 0.0042624 0.0208831 0.0043247 0.0226121 0.0038857 0.0215478 0.0037835 -0.2189296 0.4381191 -0.1256987 0.4482601 0.021577 0.0041865 0.000444 0.000795 0.0106332 0.0185085 0.8227306 9.59194598854103e-05 9.55274846489163e-05 9.61272626696803e-05 0.00491342765097667 0.000348931615892433 0.0072585459630095 0.00249015475490073 0.390960496613169 0.000101234441935569 0.133735374748927 0.00391295693042239 0.356326870187166 0.000742299558295384 0.0987295325893413 9.74612905567004e-05 9.51394482034274e-05
10.06397 16.00149 23.32748 17.5 1.44641 1.44641 2.21561 199.02943 15.37102 9.65965 179 179 27 109.986 19.303 6.302 11.915 28.63 15 42.792 21.825 32.262 27.688 2.414 19.021 0.0190146 0.0087415 0.0223923 0.007081 0.0192602 0.0085413 0.0228066 0.006789 -0.025971 0.7493343 -0.0550465 0.6658913 0.0403153 0.0154765 0.0196119 0.0176572 0.2926272 0.2440147 0.4636299 7.874435377416e-05 7.85557974438005e-05 0.000897925651784677 0.00200966029638715 7.85659523850589e-05 7.85709290667452e-05 0.320063891849493 0.542596244738518 7.85955817564244e-05 7.85816214368589e-05 0.0500407480893528 0.0836052843313129 7.86761965906514e-05 7.85746898687502e-05 7.87250023224796e-05 7.86549185073017e-05
27.53533 13.27859 14.90093 17.5 29.94232 29.94232 10.82149 150.49993 10.07777 121.5893 120 120 28 112.702 25.866 0 0 25.3 10.167 20.224 8.516 67.178 17.887 -9 0 0.029396 0.0075612 0.0273982 0.0053984 0.0311838 0.0062072 0.0287276 0.0049624 -0.2619929 0.3946076 -0.1858099 0.4095955 0.0287002 0.0062597 0.0003031 0.0008139 0.0055171 0.0144735 0.8394552 6.57271322817465e-05 6.58339201070559e-05 6.58522587178285e-05 0.000927335164969968 6.57607227325014e-05 0.00053684760406225 0.00642798639865039 0.344152437861829 0.000112803032581435 0.045607453372736 0.00112602489262531 0.567487346917014 0.000570928788143053 0.0326562324829745 6.57387949978035e-05 6.56906555772955e-05
6.86912 6.78011 16.16762 17.5 29.65883 29.65883 16.71829 106.21063 16.50147 138.55896 224 224 29 58.718 13.202 0 0 10.152 4.956 10.38 5.296 38.186 12.068 -9 0 0.0138012 0.0047046 0.013889 0.0046868 0.013625 0.0036312 0.0136893 0.0035252 0.0157305 0.6496668 0.0134686 0.6256019 0.0139855 0.0046592 0.0001404 0.0006031 0.0048215 0.0196206 0.8985476 7.10668583302885e-05 7.02837589809184e-05 7.04641085168948e-05 0.000445987582280935 7.06340798761198e-05 0.000479860447016903 0.00185703656811155 0.132569697787722 0.00144882362177862 0.422936967261247 7.05317293056655e-05 0.169467554880212 0.00182449787209225 0.267582184098975 7.06917180856451e-05 0.00096371762746792
21.56351 12.9843 3.07182 17.5 9.88675 9.88675 15.01746 190.19091 5.43913 79.98454 120 120 30 111.94 13.918 0 0 28.672 9.356 23.198 7.211 60.07 11.918 -9 0 0.0228639 0.0039703 0.022118 0.0038532 0.0251529 0.0038558 0.0235716 0.0037818 -0.3648288 0.3937752 -0.2410326 0.3981481 0.0231767 0.0037843 0.0006858 0.000871 0.0153402 0.0194447 0.757911 8.57757417096679e-05 8.53623165391749e-05 8.54106837237141e-05 0.0247904868653982 8.57027428663072e-05 0.00320688598308503 0.00513870227141996 0.639315633840195 0.000485593173388628 0.0131901663459989 0.00159775637582325 0.296881547205746 0.00108900060154527 0.0137901438545367 8.59954721824658e-05 8.58365258420677e-05
28.29226 29.58873 15.33153 17.5 13.69221 13.69221 10.51541 140.87938 11.84148 163.9257 302 302 31 50.794 19.396 0 0 11.584 5.682 9.312 5.488 29.898 12.678 -9 0 0.0457579 0.0069659 0.034901 0.0052392 0.0481974 0.0064001 0.0399009 0.005049 -0.2128608 0.2522039 -0.5165774 0.3033516 0.0405342 0.0058844 0.0002048 0.0008289 0.0026317 0.0106272 0.8438927 6.83281305980541e-05 6.83534065679965e-05 6.91708036807907e-05 0.00332260554137813 6.86983822122594e-05 0.00271853805119498 0.000792901457287396 0.453247761693814 0.000518780213560048 0.0617160709727908 0.000603003800014422 0.402682701204669 6.84235052979493e-05 0.0739179481090541 6.83380263046373e-05 6.8376701575715e-05
12.18052 13.9732 18.87164 17.5 0.40013 0.40013 3.73696 80.92556 1.3272 47.06409 442 442 32 106.278 19.95 1.036 4.448 25.76 10.805 29.602 13.168 49.88 19.644 -6.908 8.815 0.0228879 0.0067353 0.0234865 0.0057398 0.0224233 0.0057291 0.0232401 0.0046808 0.0758397 0.5560283 0.0351671 0.5439112 0.028374 0.0089022 0.0051869 0.0089388 0.0916461 0.1374405 0.6371527 7.94760099629089e-05 7.94886047062646e-05 0.000896370296210547 0.487128133838959 7.94681436514948e-05 7.94584561270073e-05 0.00169170632082459 0.223535037221723 7.94577739793692e-05 7.94968949856767e-05 0.000572851043861353 0.285381246461224 7.94299759292965e-05 7.94767470211796e-05 7.94762995933416e-05 7.94259112400656e-05
6.17371 26.3911 28.09631 17.5 4.13583 4.13583 0.46802 105.94064 8.4893 56.59885 0 0 33 97.836 36.903 5.754 11.426 14.182 9.269 58.82 27.518 19.08 17.005 7.192 21.198 0.0149237 0.0086517 0.0312777 0.0078181 0.0222902 0.0140754 0.0334675 0.0080795 -0.9172795 1.162798 -0.2370127 0.5333158 0.054214 0.0142638 0.0311134 0.0139475 0.4020589 0.1538267 0.5442332 7.03637074526953e-05 0.000142521000534178 0.00024618051923739 0.00394647580419789 8.93666010989428e-05 0.000102317895454787 0.00220694177865839 0.628362921433511 0.000154868680208809 0.0010055222449587 0.00391461044042307 0.359046653190511 8.33972859407433e-05 0.000538968861591332 4.44445275044393e-05 4.44460287167169e-05
20.72074 11.06704 7.05088 17.5 29.51892 29.51892 14.38453 54.69915 13.62362 0.70251 57 57 34 104.228 14.471 0 0 21.11 7.586 19.52 7.073 63.598 12.189 -9 0 0.0223289 0.0040683 0.0222222 0.0041491 0.023933 0.0040238 0.0234797 0.0037601 -0.2632189 0.4000109 -0.2176258 0.4106784 0.0223835 0.0039242 0.000108 0.0006216 0.0025394 0.0142827 0.8336309 8.16777512718434e-05 7.97010460299527e-05 8.0699422387734e-05 8.05391702334769e-05 8.02415086011327e-05 0.000223597719138384 0.00108851411082101 0.189332480441146 0.00144631282745195 0.227952539813282 0.00225697584409446 0.289885141750157 0.00394858664625194 0.283301328453327 8.09400813929038e-05 8.07234144131446e-05
25.19105 0.98133 29.85223 17.5 0.77293 0.77293 3.10309 133.54253 4.05451 168.60789 372 372 35 58.962 33.501 2.768 8.676 43.258 29.736 3.75 3.835 9.186 9.71 -3.894 13.833 0.0142568 0.0114485 0.0036046 0.0034996 0.0157965 0.0096253 0.0040634 0.004452 -0.6705872 0.7667838 -0.1267491 1.3036147 0.0182453 0.0200561 0.0093146 0.0153172 0.1961154 0.1923684 0.1320933 0.000169566474051126 0.000169569893559451 0.0014320885075222 0.0294496761676634 0.000169552860552085 0.000169545882713334 0.00678496082956401 0.543332276212293 0.000169549891385973 0.000169555781602209 0.00791442317415736 0.409390982830511 0.000169567750068006 0.000169565547801378 0.000169566617614771 0.000169551578940671
19.68844 19.8133 22.17106 17.5 4.65936 4.65936 17.07222 116.46586 13.94382 34.09389 253 253 36 93.42 37.652 0 0 19.348 10.346 19.086 11.091 54.986 23.018 -9 0 0.0362896 0.0094955 0.0319396 0.0060438 0.0363262 0.0079117 0.0333018 0.0052642 -0.0292207 0.3843585 -0.171317 0.3962126 0.0348474 0.0074579 0.0007329 0.001327 0.0113571 0.0202158 0.8229339 4.19920649898794e-05 4.19699660912856e-05 4.20645202735548e-05 0.00350881577278236 8.17009408703474e-05 0.001461222208883 0.00145886441716881 0.630865875988418 4.19762693637451e-05 0.00357454619417491 0.0020029163573607 0.351677456432775 4.19861190677698e-05 0.00507465250730057 4.194505405892e-05 4.20151864210624e-05
13.4464 11.59738 19.8483 17.5 0.52058 0.52058 2.29144 79.51757 19.37639 134.44042 316 316 37 106.352 18.025 4.078 9.89 32.68 16.236 29.066 14.956 40.528 26.38 -1.566 16.336 0.0218471 0.007128 0.0208909 0.0069351 0.0217468 0.0065064 0.0204378 0.0062567 0.0170792 0.5842497 0.1011651 0.6561034 0.0334169 0.0130757 0.0120479 0.0153584 0.193607 0.2273018 0.5900354 4.5859828256561e-05 4.58497186570299e-05 0.00436803800267683 0.0674333940287755 4.58437370784672e-05 4.58513880612646e-05 0.00501116812799079 0.705926987775969 4.58479446148259e-05 4.58515793553368e-05 0.00218264044547359 0.214619258009298 4.58556283604959e-05 4.58430238503527e-05 4.58516668524861e-05 4.58590947285939e-05
1.00983 19.58296 15.08679 17.5 28.13855 28.13855 19.71497 5.20413 4.31059 113.42351 48 48 38 17.868 5.64 0 0 2.964 2.291 4.208 2.614 10.696 4.791 -9 0 0.0038764 0.0018288 0.0040466 0.0019137 0.0038503 0.0014814 0.004201 0.001498 0.0054457 0.8391635 -0.1813753 0.7989944 0.0040307 0.0018471 6.92e-05 0.0002506 0.0079484 0.0266848 0.8471331 5.11820081428025e-05 0.000440396443326999 5.02946544196884e-05 5.12304222186211e-05 5.07209234184247e-05 0.000544140332522664 0.000822282211389977 0.0627018815785678 0.00375209912575818 0.712493964095444 5.09166173681852e-05 0.0108818942565547 0.0018711501459378 0.206134546401872 5.17048429424849e-05 5.1595940115283e-05
11.97955 19.56958 19.4918 17.5 22.92747 22.92747 19.49865 177.98182 8.63861 149.36222 414 414 39 114.41 17.528 0 0 20.36 7.757 20.58 7.939 73.47 15.742 -9 0 0.0271765 0.0064812 0.0268078 0.0055562 0.0277636 0.0052057 0.0276153 0.0047169 -0.1031142 0.4315186 -0.1254529 0.4199145 0.0271075 0.0057824 0.0001153 0.0009456 0.0023521 0.0177588 0.8590545 8.98434037656558e-05 9.01270383219498e-05 9.00481193931763e-05 0.000802133222378783 9.02270973881726e-05 9.01117931806432e-05 0.00100205930434408 0.563644583458476 0.00101762687021288 0.0896808771409053 0.000378891519082887 0.261985574841684 0.00192447610475474 0.0789336754118242 8.98960289217532e-05 8.98486453662479e-05
14.48799 13.71605 3.1734 17.5 9.95074 9.95074 3.27263 18.70191 14.96293 69.14302 393 393 40 97.99 13.681 0 0 19.674 7.074 19.942 7.369 58.374 11.4 -9 0 0.0205925 0.0038145 0.0206577 0.0039711 0.0220608 0.0036326 0.0221245 0.003715 -0.2647898 0.4044672 -0.2653159 0.4209681 0.0208128 0.0037471 0.0001877 0.0006911 0.0045914 0.0165318 0.8170258 9.16592498142767e-05 9.05716825506528e-05 9.17870579014064e-05 0.00211601205465994 0.000474688854128312 0.0140111080431563 0.00844734499256139 0.422106133323361 0.00160033178311295 0.0910480565864316 0.00815609590378247 0.356303714178929 0.00105521251261681 0.0942264547578606 9.06841795872189e-05 9.01448395456676e-05
17.66873 4.6891 28.00727 17.5 4.88677 4.88677 7.25729 76.43936 3.084 159.5837 375 375 41 72.648 18.43 0 0 19.828 12.588 10.836 5.629 41.984 14.951 -9 0 0.0174631 0.0062516 0.0155149 0.0056917 0.0174246 0.0049469 0.0148895 0.0045013 -0.0342387 0.6280795 0.1489991 0.7067747 0.0174701 0.0062617 0.0009811 0.0019516 0.0261649 0.0484377 0.7521814 7.65609579767962e-05 7.65313613055197e-05 0.000103126821405652 0.0017232861483994 7.65116440069313e-05 7.6543268108508e-05 0.0164754997743054 0.475649426156279 7.65346078948711e-05 7.65477778038693e-05 0.0145755704351586 0.490678010113759 7.65056889077511e-05 0.000106337211848991 7.64777381865018e-05 7.65302946535419e-05
22.66457 28.8289 14.75052 17.5 2.8621 2.8621 12.52454 130.13813 7.93943 90.80764 171 171 42 64.428 32.298 0 0 15.282 9.112 15.476 10.39 33.67 17.557 -9 0 0.0403037 0.0086184 0.0324343 0.0052967 0.0424569 0.0079533 0.0361244 0.0054069 -0.2188055 0.311612 -0.4148217 0.3319999 0.0379947 0.0069031 0.0016256 0.0018658 0.022427 0.0250989 0.8060361 3.90608366354784e-05 3.90574917009806e-05 0.00028940550708413 0.00370539710821513 0.000118570818436768 0.000178027893139561 0.00110174087161068 0.633084822898667 3.90637608700294e-05 0.00187764018263517 0.00107620807131069 0.354426340975698 3.90692562738395e-05 0.00390745420618104 3.90633842799608e-05 3.90767372612975e-05
10.52273 1.36905 17.32384 17.5 22.99327 22.99327 13.12412 90.36506 14.85275 40.38653 136 136 43 25.002 7.588 0 0 8.486 4.899 3.646 2.482 12.87 6.549 -9 0 0.0054568 0.0024191 0.0047469 0.0024645 0.0060196 0.0020756 0.0046554 0.0019456 -0.396343 0.7359405 0.0185214 0.8708413 0.0054046 0.0025375 0.0003027 0.0005799 0.0265206 0.0404594 0.7915462 9.51078539724312e-05 0.000834322405807714 0.000117054906884606 0.00105687940565874 9.45807949105627e-05 0.00173608462857837 0.00958354907420987 0.796391342015798 0.00545957112177255 0.0241066265830754 0.00403282958754412 0.133758598817258 0.00212167835675433 0.0204213225728178 9.49004900720759e-05 9.55513848854562e-05
27.92289 26.21156 21.93843 17.5 13.42761 13.42761 7.53438 102.23146 16.1331 125.30913 46 46 44 51.998 21.716 0 0 11.704 6.577 9.858 6.324 30.436 12.462 -9 0 0.04799 0.0084511 0.0371123 0.0060209 0.0485678 0.0073221 0.0402752 0.0057809 -0.0584431 0.2981661 -0.3222597 0.3259377 0.0432985 0.0070223 0.0007473 0.0012407 0.0091047 0.0154453 0.8506804 4.24464362829945e-05 4.25204310169414e-05 4.24769941021069e-05 0.00895554720963055 4.24506970899696e-05 0.0026619934248718 0.000492061363671123 0.598816866527394 0.000143096636791411 0.00840825462195671 0.000133425040386373 0.371407813857037 0.000239321149079457 0.00848680578167677 4.24713857027135e-05 4.24484433100886e-05
23.85968 18.30145 22.62402 17.5 17.66519 17.66519 6.26297 183.48556 16.76521 40.06718 294 294 45 62.56 40.777 0 0 13.546 10.679 11.344 10.257 37.668 24.015 -9 0 0.0412844 0.0095198 0.0334067 0.0062555 0.0407984 0.0078657 0.0348605 0.0057149 0.0268723 0.3658633 -0.1709423 0.3742837 0.0380154 0.0075731 0.0006699 0.0014351 0.0093522 0.0201961 0.8154604 1.84055370481762e-05 1.84160424955856e-05 1.8413768030284e-05 0.000458598339722867 1.84122038331021e-05 0.000352846984305452 8.60368962873272e-05 0.548239488789436 1.841017820432e-05 0.000690598389070229 0.00015077635488861 0.448497950210257 1.84103426394507e-05 0.00137641765256533 1.84051141426219e-05 1.84131970736038e-05
12.93476 21.33285 21.29413 17.5 17.41661 17.41661 6.12294 65.3279 1.85679 96.46055 286 286 46 100.184 36.916 0 0 17.64 9.191 20.266 11.244 62.278 24.396 -9 0 0.0307804 0.0089338 0.028867 0.005918 0.0307322 0.0072993 0.0300659 0.0052003 -0.0238481 0.4222203 -0.1670731 0.4102514 0.0300698 0.0070457 0.0002462 0.0008524 0.0046056 0.0150639 0.8189242 6.57424871838187e-05 6.56873163337322e-05 6.57267363379774e-05 0.00406917211183719 6.50841762778885e-05 0.00199767055795852 6.58389657828647e-05 0.540694872530708 6.53121153552817e-05 0.0716969027608017 6.56700962083354e-05 0.288578725491921 6.71895932461434e-05 0.0923051851244469 6.58201699713845e-05 6.5399765629756e-05
28.50275 20.18368 13.18994 17.5 28.809 28.809 16.71521 153.39724 18.44353 39.73008 309 309 47 79.73 40.198 0 0 16.576 10.074 14.96 9.509 48.194 24.945 -9 0 0.0368795 0.0085617 0.0307269 0.0048691 0.0389352 0.0074091 0.0344281 0.0049443 -0.241641 0.3143719 -0.4382493 0.3136146 0.0338716 0.0065146 6.84e-05 0.0006934 0.0010287 0.0104454 0.8570356 6.97592867981962e-05 6.95296062962285e-05 7.04140895713872e-05 6.97804885970589e-05 7.02329832792934e-05 0.00173757115764369 0.000453183267375557 0.1325270008839 0.000754363840277403 0.413040177723766 0.00134066019131283 0.238371914661549 0.00130348506002964 0.209981508804256 7.00633061862164e-05 7.03546491617566e-05
23.17923 12.11051 20.79392 17.5 10.59008 10.59008 16.73535 136.7054 5.61223 160.68612 353 353 48 108.632 29.895 0 0 21.958 9.604 19.024 8.995 67.65 20.705 -9 0 0.0295624 0.0081304 0.0279318 0.0060525 0.0300405 0.0064173 0.0283059 0.0049995 -0.09762 0.4172179 -0.0647253 0.4322512 0.0290278 0.0068755 0.0002808 0.0009503 0.0049522 0.0161762 0.8370829 7.05941939983661e-05 0.000197816247883422 7.03947441627322e-05 0.00107801510158718 7.06369999491949e-05 0.00485027434669124 0.0001808741945501 0.328350684640688 0.000281073237025956 0.0667618382799604 0.00182176099804351 0.488297030105042 0.000212896870369466 0.107615090835898 7.05971958304931e-05 7.04220083198679e-05
16.27632 24.30878 25.37344 17.5 22.89713 22.89713 10.18645 110.55838 4.74012 75.84938 176 176 49 88.306 38.939 0 0 16.548 9.364 16.068 9.738 55.69 25.155 -9 0 0.0381741 0.0098279 0.0332436 0.0061653 0.0378106 0.0080324 0.0346418 0.0056203 0.0146175 0.4034083 -0.1633681 0.3896621 0.0359673 0.0077599 0.0002584 0.0009072 0.0037239 0.0128742 0.8531556 0.000109997131751597 0.000112091420788841 0.000112137520756688 0.00422194505452307 0.000111663110771554 0.00797152492843243 0.00733593716017404 0.331713571819524 0.00309779087327142 0.269615427262765 0.0149041476643307 0.244509754095144 0.0020438539642534 0.11391392726721 0.000115215417441417 0.000111015308861521
19.93789 16.24294 7.10711 17.5 2.21422 2.21422 15.05217 101.93532 18.96424 154.58999 265 265 50 110.924 25.708 0 0 27.046 10.643 24.958 10.001 58.92 17.597 -9 0 0.0257704 0.0061376 0.0243842 0.0044778 0.027564 0.0057105 0.026149 0.0042288 -0.2733987 0.3666143 -0.2717385 0.4025806 0.0263355 0.0051972 0.0012582 0.0016587 0.0247138 0.0317747 0.6817111 4.19027586148143e-05 4.19021083663826e-05 0.000101882357842082 0.00229681682531364 4.19041202747969e-05 0.000507677483327216 0.00235782621502149 0.366267506374024 4.18997266952835e-05 0.00092388001377772 0.00122552532241215 0.6243975904608 0.000123477672219081 0.00154640192056629 4.19028362877084e-05 4.19038044569338e-05
23.25659 18.88802 10.7233 17.5 13.54746 13.54746 18.39544 178.03151 19.86957 113.94084 56 56 51 104.216 33.941 0 0 23.448 10.194 21.084 10.272 59.684 21.03 -9 0 0.0312505 0.0075822 0.028141 0.0046912 0.0334348 0.0068416 0.0306533 0.0046678 -0.2850288 0.349049 -0.330823 0.3406819 0.0301024 0.0058518 0.0004066 0.0007354 0.0072097 0.013062 0.802007 0.000115742630600822 0.000118151363789275 0.000114897512816647 0.0327022700361671 0.000119478188905871 0.0075298085436627 0.0429097067313169 0.245884463869249 0.00206355185331431 0.353620351919926 0.0021052968061872 0.151625704406054 0.00120529038902045 0.159649872815417 0.000118150686114087 0.000117262247457596
21.45567 1.80037 2.78876 17.5 10.29252 10.29252 10.80399 70.87887 4.66473 55.67819 267 267 52 36.248 11.345 0 0 14.128 9.319 4.996 3.032 17.124 7.665 -9 0 0.0077505 0.0032351 0.0063586 0.0029277 0.008809 0.0031136 0.0062349 0.0023046 -0.4822212 0.7035916 0.0279455 0.8841791 0.0074818 0.0031884 0.0004272 0.0008441 0.0268228 0.043184 0.7236533 2.48987636449799e-05 2.48163475766784e-05 8.32751770073712e-05 0.000290898647149439 2.4769375395647e-05 2.49157812859073e-05 0.00404162349550894 0.787000074383769 2.48593184012088e-05 2.48249812590268e-05 0.00164032670164641 0.206695312274694 2.48079752566742e-05 2.48435545841284e-05 2.48988160763458e-05 2.48544067438519e-05
0.77965 17.50313 26.14565 17.5 28.18265 28.18265 7.29824 1.83158 2.19443 50.68537 448 448 53 14.162 5.158 0 0 2.114 1.845 3.54 2.552 8.508 4.387 -9 0 0.0030547 0.001592 0.0032132 0.001711 0.002994 0.0012858 0.003396 0.0014167 0.0308655 0.879483 -0.2555487 0.8246412 0.0031732 0.0016139 3.93e-05 0.0001785 0.0059499 0.0243588 0.8646234 4.81245435747077e-05 4.81237638358637e-05 4.81627944524937e-05 4.75552223085858e-05 4.81581036795023e-05 4.76307630343993e-05 0.00219450850658583 0.0242597848967219 0.0127535889865452 0.510659719792055 4.74155780255298e-05 0.0163710862978441 0.0069676382714895 0.426363665464638 4.75576981082659e-05 4.72793171006389e-05
11.60577 13.27668 18.46165 17.5 14.05681 14.05681 6.83604 149.99963 10.37303 46.03694 214 214 54 102.312 16.446 0 0 19.854 7.841 21.558 8.836 60.9 15.3 -9 0 0.0233209 0.0056648 0.0236196 0.0055735 0.0229312 0.0046607 0.0233738 0.0045583 0.0612128 0.4954607 0.0313488 0.4635947 0.0244905 0.0056193 0.0010202 0.001631 0.0215802 0.0332067 0.8154092 2.73499527443571e-05 0.000125533001952795 3.52672497811988e-05 0.000785346226013644 8.71157555533038e-05 0.000341972321903621 0.0015042341217724 0.470529115829166 2.73153029491378e-05 0.000727299106693574 0.00102928604413562 0.524017339178794 6.11289917375602e-05 0.000647093652929368 2.72895852309637e-05 2.73136786429645e-05
2.03623 24.97404 22.4281 17.5 6.46748 6.46748 11.11394 170.51834 5.69851 145.76722 181 181 55 56.856 22.186 0 0 5.692 3.524 32.486 22.374 18.678 11.566 -9 0 0.0070992 0.0044419 0.0126434 0.0062017 0.0068692 0.0035324 0.0144216 0.0061836 0.064902 1.065627 -0.5082704 0.655816 0.0117464 0.0058149 0.001875 0.0025218 0.0751156 0.0789183 0.2896564 3.09354813086743e-05 3.09383780253361e-05 3.11908874902982e-05 0.000645238867306138 3.09431198969673e-05 3.09215843197248e-05 0.00479980495563473 0.528590187334144 3.0929843434524e-05 3.09244487454669e-05 0.00173619742768782 0.463883161145145 3.09400392957561e-05 3.57630259427486e-05 3.09568264494362e-05 3.09666351735123e-05
