N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
21.22886 18.057 11.42126 16 6.91288 39.51318 143 477 96 95.072 22.105 17.33 10.697 22.294 21.465 54.042 16.697 1.406 4.978 25.054 13.601 0.0077565 0.0087282 0.0157898 0.0052246 0.008358 0.0098875 0.0166732 0.0053487 -0.1373502 0.7755935 -0.2054283 0.5294971 0.038474 0.0079466 0.0267008 0.0085993 0.5461597 0.1554222 0.2291573 0.994223586804351 8.47497504046839e-06 0.00256793961701255 8.47495804312872e-06 0.00298937871519979 8.47712946855141e-06 8.47511744462058e-06 8.47577190665622e-06 8.47526846324046e-06 8.47499003458776e-06 0.000117389002948254 8.47547670741714e-06 8.47482886359034e-06 8.47602327662373e-06 8.47534910301069e-06 8.47597213671225e-06
10.57154 25.00955 27.6187 16 16.07141 44.7308 318 214 97 92.372 26.457 24.068 16.688 24.128 15.624 41.12 25.974 3.054 8.001 33.024 12.919 0.0093511 0.007017 0.0142235 0.0100697 0.0112426 0.0109231 0.0154273 0.0115808 -0.2531692 0.8893687 -0.1757711 0.675786 0.0481602 0.0137615 0.0363729 0.0129658 0.6234618 0.1584881 0.4127233 0.677734334333524 4.8847697723298e-05 0.096248219424023 4.88866136288543e-05 0.225382474506453 4.88746691033534e-05 4.87223113670264e-05 4.88186600625967e-05 4.88501790754429e-05 4.88983455904213e-05 4.88485304817541e-05 4.88856690820662e-05 4.88261671862143e-05 4.87538745801969e-05 4.88987300889163e-05 4.88602880293379e-05
24.39159 24.41451 1.16555 16 15.62345 112.54098 427 415 98 103.552 30.93 6.136 7.417 46.394 23.363 46.308 23.11 4.714 8.184 7.32 16.21 0.0177817 0.0083053 0.0157447 0.0064874 0.0206537 0.0106753 0.0182161 0.0081054 -0.4522918 0.57896 -0.4243002 0.5973899 0.0333959 0.0044476 0.0166326 0.0055977 0.3537598 0.1535565 0.2458688 0.857852415647234 2.64542195813258e-05 0.0947948633200626 2.64501372159827e-05 0.0464114630812037 2.64476765914481e-05 8.17219761653859e-05 2.64505874458523e-05 2.64448668254728e-05 2.64475155096962e-05 0.000246381389855829 2.64482009142997e-05 0.00034865433538777 2.64527608754616e-05 2.64552114696762e-05 2.64490736611859e-05
11.14867 19.13415 26.89304 16 14.19399 139.24353 45 352 99 96.672 28.139 39.042 17.546 6.31 10.168 49.466 31.767 1.854 7.927 34.902 16.695 0.002617 0.0048071 0.0150815 0.0105248 0.0034444 0.0073698 0.0155006 0.010773 -0.1657486 1.0087161 -0.0907657 0.7306742 0.0580438 0.0131331 0.0491946 0.0130753 0.7498729 0.1506128 0.1913951 0.671289488751386 5.04531706872777e-05 0.222778360928036 5.04598859541363e-05 0.105276169244848 5.04512211163218e-05 5.04319602604902e-05 5.04744750912972e-05 5.04624148608955e-05 5.04734647370905e-05 5.04815723687505e-05 5.04354341562923e-05 5.04586207774384e-05 5.0457120395588e-05 5.04676273372698e-05 5.04741079868612e-05
1.05432 16.74622 21.95775 16.5 11.16569 150.83472 297 392 0 79.68 24.729 31.872 13.882 2.374 2.445 45.4 24.944 0.034 0.499 29.97 15.673 0.0007468 0.0013277 0.0130224 0.0076745 0.0009054 0.0030979 0.0130303 0.0073355 -0.0521556 0.8009309 -0.0334122 0.665013 0.0447928 0.0138618 0.0379082 0.013474 0.7380376 0.1405702 0.2051202 0.239162921469381 8.84825175837792e-05 0.63445354395669 0.000346832883949086 0.123762352439088 8.84857412908253e-05 0.00101384212839772 8.84806403560118e-05 8.8488906804762e-05 8.84902413179781e-05 0.000375651770598228 8.84807630996212e-05 8.84849530531228e-05 8.84830605860356e-05 8.84898312235751e-05 8.84886965797738e-05
18.89467 1.6514 26.36983 16.5 18.03866 96.80712 247 140 1 84.982 26.74 42.934 18.219 38.01 30.112 3.054 5.392 0.984 5.664 29.562 14.742 0.0113734 0.0097605 0.0008919 0.0015828 0.0113204 0.0093897 0.0013158 0.0038832 -0.0046588 0.729133 -0.0462987 0.9342296 0.0558263 0.0152119 0.0496937 0.0153303 0.8103673 0.1410398 0.3033022 0.914055047557178 2.72642359412096e-05 0.0676100639874674 2.7260410338563e-05 0.0176223939379059 2.72637444449954e-05 0.000314237954715074 2.72573671319962e-05 2.72559864143172e-05 2.72628233196821e-05 9.83951143428857e-05 2.72626635592989e-05 2.72645383236062e-05 2.72617554028063e-05 2.72602975942676e-05 2.72476259202887e-05
28.6144 3.39547 27.18841 16.5 13.20536 149.90267 313 463 2 90.208 30.708 27.658 23.406 44.278 34.98 12.804 7.425 5.468 10.214 29.324 14.477 0.0195652 0.0156741 0.0048732 0.0035009 0.0199107 0.0154684 0.0079386 0.0082771 -0.0966035 0.6511648 -0.6165594 1.1878057 0.0559084 0.0148287 0.0436893 0.0149129 0.665801 0.1981794 0.5877439 0.988857262042197 1.6872553073651e-05 0.00814853052841253 1.6872111707134e-05 0.000961403733896796 1.68748394416099e-05 1.68744245892589e-05 1.68747260224019e-05 2.36312030470403e-05 1.68733906583885e-05 0.00182356297104533 1.68737723690515e-05 1.68752415847646e-05 1.68746110378414e-05 1.68702828921994e-05 1.68735680254468e-05
17.56193 16.03103 18.7223 16.5 8.54009 86.50354 314 379 3 92.226 25.566 15.446 9.325 36.304 25.282 39.964 21.665 0.512 3.028 20.5 11.913 0.0103068 0.0074623 0.0113536 0.0064498 0.0107933 0.007826 0.0116767 0.0066155 -0.108996 0.6856171 -0.074658 0.6746318 0.0347974 0.0049122 0.0239673 0.006494 0.5453374 0.1720545 0.0284506 0.875745471676513 3.46335474016932e-05 0.0310409451976137 3.46380565902352e-05 0.0926245257248125 3.46376033587862e-05 3.46368631877613e-05 3.46341002134518e-05 3.46389980712603e-05 3.46340839627749e-05 0.000173430005712166 3.46344536450288e-05 3.46375520795547e-05 3.46317623744349e-05 3.46346850620183e-05 3.46356894019157e-05
6.70363 8.81848 1.45711 16.5 3.76345 48.86218 168 347 4 56.144 14.826 25.162 7.151 9.004 11.166 21.978 14.946 0 0 21.184 13.666 0.0025179 0.0032668 0.0061332 0.0045349 0.002538 0.0031474 0.0061949 0.0042128 0.0127419 0.8273375 -0.1059717 0.7501007 0.0332636 0.005443 0.028938 0.0059417 0.7798935 0.1305303 -0.0295811 0.955815884362721 4.92832154768683e-05 0.0183188044122397 4.91922486847342e-05 0.0252251995193838 4.92840979829888e-05 4.92341772629991e-05 4.92944226433153e-05 4.92897227416613e-05 4.92976903610801e-05 4.92483941016788e-05 4.91963970003168e-05 4.92218354984402e-05 4.91592830860546e-05 4.91330558404726e-05 4.92771649753391e-05
20.24612 1.02823 19.86471 16.5 5.55406 17.19249 254 21 5 81.704 24.981 36.726 12.867 43.824 28.838 1.068 1.824 0.086 1.419 31.458 12.355 0.012416 0.0085446 0.0002993 0.0005694 0.0124344 0.0082675 0.0003478 0.0011666 -0.0179063 0.6938166 -0.0483423 0.7633133 0.0487921 0.0114168 0.0424345 0.011541 0.7790436 0.1361657 0.1310786 0.684752406740254 2.32971645726836e-05 0.243857346246847 2.32261492925536e-05 0.0710875869593326 2.32894807406571e-05 2.32973558861296e-05 2.32906714904414e-05 2.32896314960317e-05 2.32920434036247e-05 2.32925305099754e-05 2.32868465707538e-05 2.32901034813425e-05 2.32506719463995e-05 2.32624344135285e-05 2.32949697625769e-05
7.4823 23.23511 12.58688 16.5 16.7143 87.62001 388 288 6 93.206 27.017 24.024 12.429 20.858 11.473 46.832 30.597 1.492 6.48 29.9 11.101 0.0064225 0.0043505 0.0133835 0.0091651 0.0068923 0.0054141 0.0141087 0.0097586 -0.1371684 0.8102078 -0.1498018 0.6151578 0.0426285 0.0091189 0.0327255 0.0096871 0.6387695 0.1638433 0.1897136 0.975798959322229 1.6386434500887e-05 0.011832989805576 1.63893333825729e-05 0.0119857833120256 1.63865642628085e-05 0.000185601566481029 1.63903165839981e-05 1.63904412342225e-05 1.63902508556309e-05 1.63892245460261e-05 1.63885809842836e-05 1.63899223439054e-05 1.63913404045161e-05 1.63876973824846e-05 1.63858872071623e-05
19.86071 10.63752 15.87101 16.5 10.37121 0.58115 471 110 7 115.698 20.055 16.914 10.706 59.834 15.07 34.614 10.433 4.336 9.841 27.37 15.587 0.0199114 0.006305 0.0112224 0.0046737 0.0206639 0.0067791 0.0125184 0.0064079 -0.1190332 0.5271909 -0.2349118 0.8086371 0.0480919 0.0083358 0.032525 0.0076444 0.5192643 0.0924714 0.3454138 0.0161187983827761 0.643488413462284 0.010122524166159 0.224719758303212 0.00771913722368398 0.094668637014972 6.93506769384448e-05 0.000593128819811557 6.94983087919793e-05 6.94226496101435e-05 6.94357460915264e-05 6.92733601504513e-05 6.94738509889761e-05 0.00201424401515995 6.93984890195902e-05 6.95055303502036e-05
24.71247 13.1275 29.73853 16.5 7.12032 72.2679 50 49 8 63.61 23.104 40.652 19.059 13.542 18.347 8.718 13.643 0.698 4.381 21.004 11.669 0.0044958 0.0077177 0.0025572 0.0040221 0.0046057 0.0077302 0.0029619 0.0051461 -0.0978248 0.8526023 -0.0749574 0.9928905 0.0479213 0.0169724 0.0443948 0.0170942 0.8684978 0.1382149 0.2408234 0.978486008769119 1.37648100336424e-05 0.015748731983654 2.71586286648558e-05 0.00518389747808889 1.37642944471593e-05 6.78419466126941e-05 8.46553925789237e-05 1.37644938640584e-05 1.37645255861508e-05 0.000210740999652942 8.08497052960404e-05 1.37643407210286e-05 1.37639454737964e-05 1.37644540082268e-05 1.3764232198576e-05
7.00652 29.08881 25.4875 16.5 7.11431 86.17978 377 110 9 73.104 25.956 31.782 16.745 18.286 11.632 22.296 28.847 0.74 4.524 26.998 12.14 0.0056051 0.004196 0.0066665 0.009011 0.0062039 0.0061554 0.0072457 0.0101211 -0.1356856 0.8431728 -0.113386 0.8443576 0.043305 0.0137295 0.0371691 0.0145438 0.7586167 0.1737987 0.2552609 0.996052706913305 4.15350261889248e-06 0.000876539150822477 4.15304427524926e-06 0.00300427433748816 4.15291367338493e-06 4.15328585454858e-06 4.15293601759526e-06 4.15369847201477e-06 4.15292525024736e-06 1.66409696494142e-05 4.15369063202399e-06 4.1530516770985e-06 4.15242542892686e-06 4.1533679540225e-06 4.15378688078945e-06
2.1833 4.13299 13.87009 16.5 15.43713 56.78693 177 463 10 54.288 10.976 37.084 9.643 3.664 3.647 13.54 6.339 0 0 22.504 7.829 0.001049 0.0011533 0.0038004 0.0021451 0.0010328 0.0010279 0.0038165 0.0017867 -0.0065975 0.863151 -0.0634984 0.8172507 0.0417253 0.0094958 0.0393006 0.009529 0.8893523 0.0562379 0.0051577 0.950944723418156 0.000886365420047047 0.0350368012349047 0.000239748451921539 0.012218151954835 0.000474145369849807 2.00065034572504e-05 2.0006373643475e-05 2.00060975942753e-05 2.00068342378906e-05 2.00066270784756e-05 2.00061994228942e-05 2.00068000673816e-05 2.00061542818675e-05 2.00062954208666e-05 2.00062650812434e-05
19.88467 10.88053 14.73667 16.5 7.71428 145.02234 365 59 11 78.61 25.223 25.996 12.279 46.636 28.539 5.912 11.403 0.066 1.345 24.21 16.307 0.0127537 0.0080689 0.001687 0.0034215 0.0131746 0.0080901 0.001689 0.0032913 -0.1005835 0.6001655 -0.0454114 0.8496936 0.0390922 0.0104434 0.0318718 0.0110195 0.6988899 0.1710974 -0.012065 0.995057258039727 9.08553789732978e-06 0.00401739285236023 9.08555430489926e-06 0.00056794648992511 9.08555309044471e-06 7.24846257658724e-05 9.08554603347747e-06 9.08554743238004e-06 9.08565841624776e-06 0.000184976726459343 9.08553978473998e-06 9.08561477381364e-06 9.08554501647454e-06 9.08557050983196e-06 9.08559850304764e-06
8.06259 1.57588 8.51952 16.5 2.78065 180.30492 29 147 12 39.374 9.695 35.488 8.242 2.118 7.031 1.768 3.059 0 0 -2.51 11.854 0.0006025 0.0020704 0.0005208 0.0009888 0.000597 0.0019819 0.0004983 0.0008622 -0.0139162 0.5813279 5.9e-05 0.5825934 0.0365557 0.0080127 0.035994 0.0080722 0.9710767 0.0565885 -0.0360237 0.876072898579891 0.00259614709279107 0.089725740149681 0.000919654655331174 0.0296893837041284 0.000528944333130229 0.00037001511251943 1.07801160964303e-05 1.07570525661752e-05 1.07835246046648e-05 1.0775899529347e-05 1.07791047941638e-05 1.07915174386924e-05 1.07387115838672e-05 1.10461062101625e-05 1.07643397041748e-05
11.82387 23.77827 3.55665 16.5 17.24732 153.35032 343 71 13 70.368 22.762 24.044 8.763 29.112 18.401 17.124 22.08 0.088 1.404 25.976 9.521 0.0081312 0.0054052 0.0046818 0.0059526 0.0082898 0.0053468 0.0048927 0.006402 -0.0667472 0.7366859 -0.0863729 0.8009381 0.0357391 0.0061121 0.0293325 0.0069906 0.7107043 0.1538744 -0.0430162 0.892167660822054 5.46178046970809e-05 0.0732332010222976 5.46325131118405e-05 0.0338885134842239 5.46642389307539e-05 5.46741096402927e-05 5.46797073561156e-05 5.46549400028147e-05 5.46687968378536e-05 5.47090535539155e-05 5.46650104468781e-05 5.46721027544657e-05 5.46669479210534e-05 5.46643389129164e-05 5.46551072586881e-05
12.89662 21.96194 0.3016 16.5 13.46589 16.55173 249 311 14 96.58 20.172 12.888 6.308 31.062 14.427 52.358 18.823 0.272 2.266 20.464 10.261 0.0088681 0.0045315 0.0142153 0.0052866 0.0090181 0.0045856 0.0149622 0.005574 -0.0602035 0.6431125 -0.185721 0.5180396 0.0332538 0.0049457 0.0217121 0.0052689 0.4963977 0.1170474 0.0783883 0.939962062412292 0.000109049786315961 0.0295222074074493 7.43099118992587e-05 0.0301275486328649 6.67371280287204e-05 1.3810170222744e-05 1.38172547352586e-05 1.38069288449115e-05 1.38071092391801e-05 1.37863539435321e-05 1.38192943024908e-05 1.379907877799e-05 1.38204606780158e-05 1.38102514086255e-05 1.38078189972375e-05
24.41714 0.05468 12.16766 16.5 17.26608 4.54382 362 60 15 100.746 14.663 26.302 7.812 74.068 14.65 0.248 1.379 0.128 2.101 37.258 8.119 0.020334 0.0047788 6.78e-05 0.0004414 0.0209542 0.0042198 0.0001223 0.0012045 -0.124912 0.4657261 -0.0488491 0.4353219 0.0447068 0.00811 0.0345059 0.0079385 0.6313298 0.0792541 0.1648442 0.0345901049147368 0.604118014800155 0.0185334087282941 0.231794937744989 0.0372978486982757 0.0704612215897552 0.000320424723987053 0.000320421126984101 0.000320515896517864 0.00032047688629921 0.000320475908019546 0.000320386760795817 0.000320455925644716 0.000320459643222505 0.000320511961021155 0.000320334691302021
2.13773 1.72325 18.22024 16.5 9.99486 62.68269 261 475 16 52.872 13.315 42.326 12.344 4.488 4.235 6.058 3.288 0 0 15.062 9.978 0.0012447 0.0012834 0.0017249 0.0011291 0.001265 0.0011937 0.0017076 0.0009268 -0.0510727 0.8410154 -0.0048473 0.93703 0.0451559 0.0124108 0.0436711 0.012363 0.935169 0.0382574 0.0296252 0.674694797827726 0.0252525154133054 0.22040844942109 0.00631230796881653 0.0690099065922424 0.00325434619366197 3.43493834904097e-05 3.43412082752649e-05 3.43453574078492e-05 3.43579820038211e-05 0.000275255745245516 3.43357122856275e-05 3.44048335716568e-05 0.000517593665990121 3.43468355390386e-05 3.43458593479233e-05
11.37929 11.16952 2.61157 16.5 16.03292 55.41203 214 370 17 73.776 18.267 21.47 7.293 21.866 16.955 30.432 15.241 0.008 0.089 27.09 7.283 0.0061361 0.0050078 0.0084994 0.0046069 0.0061656 0.0047809 0.0085801 0.0042972 -0.0671851 0.8125448 -0.0662295 0.6818799 0.0351817 0.0053916 0.027864 0.0057428 0.6687319 0.129071 0.0192937 0.503367828950951 6.50048048618229e-05 0.350384592712833 6.5487300439118e-05 0.145398710087664 6.55074840807044e-05 6.54283113668462e-05 6.50744818748779e-05 6.53083792701512e-05 6.49815395373218e-05 6.5167400725779e-05 6.51494248119149e-05 6.53803618347237e-05 6.53202279948625e-05 6.54071548034362e-05 6.56513769500594e-05
4.45373 27.49906 27.23891 16.5 8.63773 28.2824 475 369 18 99.71 23.831 19.88 9.212 14.818 6.351 64.242 28.101 0.77 4.223 28.98 8.529 0.0045161 0.0028029 0.0176793 0.008056 0.0050353 0.00471 0.0189022 0.0087082 -0.1558022 0.8700466 -0.222125 0.5636581 0.0397415 0.0071974 0.0286437 0.0074816 0.5755848 0.137261 0.1581347 0.516566149457276 5.52820412067298e-05 0.215598950370183 5.52647340199262e-05 0.267116272164078 5.52516162318292e-05 5.52888729727187e-05 5.5292740554173e-05 5.52948557124668e-05 5.52767960778608e-05 5.52848034098362e-05 5.52580345882238e-05 5.52874848386775e-05 5.52856758493598e-05 5.52750789363714e-05 5.52852740646897e-05
4.24635 27.29573 19.9453 16.5 17.12459 189.07539 103 324 19 82.21 30.36 23.874 11.031 4.206 6.429 53.624 35.529 0.506 4.143 24.642 11.664 0.0013323 0.0022903 0.0143421 0.0097454 0.0015238 0.0034661 0.0154459 0.0104527 -0.0354735 0.8551354 -0.2027157 0.6299056 0.0376671 0.009391 0.0298299 0.0095022 0.6756988 0.1864216 0.1147155 0.892620334589117 3.85248525491047e-05 0.0514080035881643 3.85229859334911e-05 0.0550322943486365 3.85148711037268e-05 0.000270754113790609 3.85371232758077e-05 3.85332087776815e-05 3.85373152808521e-05 0.000244763384573131 3.85327488043254e-05 3.85425090683524e-05 3.85381928064006e-05 3.85361013357039e-05 3.85300667826096e-05
1.4158 0.71356 7.88995 16.5 15.60909 131.31821 211 266 20 37.892 7.232 34.03 6.718 2.374 2.777 1.488 1.711 0 0 -1.296 10.656 0.0006787 0.0008742 0.0004074 0.0005189 0.0006692 0.0007826 0.0004194 0.0004823 0.0272513 0.7902808 -0.051512 0.7534539 0.0350559 0.0066871 0.0345129 0.0066749 0.9697414 0.028375 -0.0512054 0.621384185278079 0.003515018025511 0.268574290283993 0.00331986970483017 0.099993471101985 0.00265333424216479 2.04535384663355e-05 2.04578814684178e-05 2.05125250831247e-05 2.04713812973355e-05 0.000375558677821957 2.04765214751428e-05 2.04571931883584e-05 2.04565442741597e-05 2.04819510350489e-05 2.05051493274133e-05
12.11008 5.92913 26.8569 16.5 13.99865 16.86264 73 476 21 77.672 13.897 34.228 9.659 22.978 12.038 20.466 7.319 0 0 36.05 7.787 0.0064638 0.0038735 0.0057648 0.0025894 0.0064768 0.0033932 0.0057687 0.0020629 -0.0709447 0.7609976 -0.0519721 0.7404183 0.0458399 0.0092239 0.0397256 0.0092288 0.7668497 0.0820042 0.0376953 0.603783933864314 0.0301604346498252 0.143612184367172 0.0263495776196463 0.170543121873497 0.0250854243357177 4.64739918318059e-05 4.65252474865039e-05 4.65324239324506e-05 4.65136963161146e-05 4.66464904855862e-05 4.65333189677826e-05 4.65207392658628e-05 4.65316032980306e-05 4.64996840465153e-05 4.65460941970935e-05
22.17136 14.03755 15.23594 16.5 15.01806 155.64813 350 373 22 98.492 28.651 19.33 15.662 41.372 28.909 32.892 20.948 4.898 9.452 27.498 15.168 0.0168521 0.0115817 0.011908 0.0075934 0.0180977 0.0129365 0.0136436 0.0091807 -0.1706438 0.6827703 -0.3083754 0.8027949 0.0478603 0.008421 0.0334803 0.0096159 0.5632416 0.1824842 0.266914 0.882894543824734 3.32248319093228e-05 0.0575114395880477 3.32177084000521e-05 0.0586554483319206 3.31688139579133e-05 3.31718759156324e-05 3.31470635618996e-05 3.31586282316195e-05 3.31974208142671e-05 3.3194604011937e-05 3.3206163814398e-05 0.000540388938297727 3.31582744644013e-05 3.31596305425947e-05 3.31743013765275e-05
2.8648 20.7727 20.48972 16.5 8.93263 168.84981 405 348 23 77.15 25.001 23.54 11.225 8.42 5.366 45.19 29.29 0 0 24.828 10.983 0.0023538 0.0016984 0.0122044 0.0080837 0.0023733 0.0015124 0.0127377 0.0082559 -0.0592094 0.8429103 -0.1316544 0.6320256 0.0363949 0.0093062 0.0291158 0.0099614 0.678909 0.1718541 0.0887138 0.89213587216622 2.03848216777585e-05 0.0484055925713156 2.03745191321143e-05 0.0328181882988354 2.03741731603059e-05 0.0263958393039663 2.0389942568439e-05 2.03832841191196e-05 2.03407388382263e-05 2.03615499481306e-05 2.03713311498938e-05 2.038510516957e-05 2.03832533306512e-05 2.03812790177806e-05 2.03776615509414e-05
2.62475 19.35439 8.43217 16.5 6.75854 86.87575 388 259 24 71.244 25.719 28.212 9.674 7.426 5.028 35.606 30.907 0 0 25.388 11.539 0.0021139 0.0016425 0.009727 0.0085199 0.0020932 0.0014172 0.0100362 0.0087119 -0.0254851 0.8330931 -0.0697288 0.7283445 0.0389441 0.00774 0.0330237 0.0082715 0.7523758 0.1647045 -0.0578239 0.780515156036613 5.27995319908669e-05 0.174280522136855 5.28606210798903e-05 0.0432542660353099 5.28022895996505e-05 5.28356631180989e-05 5.28141279197904e-05 5.28025824436485e-05 5.28038446045242e-05 0.000702721924869098 5.28168756962257e-05 0.000666285898215876 5.28009564772956e-05 5.29066689315102e-05 5.2804806275569e-05
20.3246 3.7611 17.66517 16.5 12.62546 9.09327 410 374 25 100.846 16.629 26.046 9.55 62.076 16.527 12.324 5.688 0.4 3.707 36.14 9.677 0.0172264 0.00552 0.0035166 0.0019583 0.0177736 0.0050555 0.0036632 0.0025653 -0.1369061 0.5184163 -0.073794 0.8420456 0.0456225 0.0093409 0.0352511 0.0089801 0.632803 0.0907004 0.0803533 0.403513876845773 0.0288383796648147 0.0948451584944344 0.0322850172382092 0.407370011795826 0.0325608341795811 5.86682674131832e-05 5.87203827207424e-05 5.86547384790885e-05 5.86180182516546e-05 5.87061599087182e-05 5.86634421434105e-05 5.86465094573209e-05 5.87211450211082e-05 5.86151327980747e-05 5.87079851678429e-05
24.61348 8.2577 5.91088 16.5 2.7635 127.14958 60 8 26 46.32 20.114 34.938 8.797 10.37 23.67 1.012 3.352 0 0 -1.064 15.07 0.0027299 0.0061832 0.0002822 0.0009771 0.002923 0.0066717 0.0002853 0.0009449 -0.0540723 0.7993764 -0.0236607 0.6365329 0.0375872 0.0072958 0.0360811 0.0078344 0.9330471 0.1305159 -0.0420705 0.864563871037453 2.4716365560431e-05 0.079878067905018 2.47144260923407e-05 0.055013205188033 2.4713425514119e-05 0.000248270280975176 2.47181664508621e-05 2.47127196524435e-05 2.47112529879663e-05 2.47185488302057e-05 2.471622223277e-05 2.47209646234048e-05 2.47179470051637e-05 2.47118293419801e-05 2.47137202292286e-05
26.52354 9.24245 16.38093 16.5 2.29886 85.35602 211 325 27 74.62 31.185 21.808 11.344 31.822 35.426 20.6 16.078 0.39 3.038 18.9 14.954 0.008621 0.0096926 0.0059358 0.0049421 0.0094133 0.0106026 0.0060918 0.0051107 -0.170484 0.680545 -0.0288414 0.6834779 0.0346357 0.0074096 0.0273573 0.0087226 0.679413 0.2133251 0.0873901 0.995074177493017 1.10215678847076e-05 0.00245785881362472 1.10221919530407e-05 0.0020870302246392 1.1023598636702e-05 0.000142174844863173 1.10237995983211e-05 1.10241324502174e-05 1.10236396707439e-05 8.95029408544869e-05 1.10227992257393e-05 3.90245533794382e-05 1.10235028229035e-05 1.10234758536911e-05 1.10224215254152e-05
3.29059 9.74301 28.28106 16.5 15.79429 156.05749 316 399 28 64.19 15.923 28.532 10.823 7.644 6.23 28.014 15.228 0 0 27.568 10.746 0.0021596 0.0019178 0.0077413 0.0046401 0.0021546 0.0017561 0.0078963 0.0042923 -0.0221608 0.81797 -0.1031893 0.7045144 0.0378685 0.0102783 0.032918 0.0103597 0.7709466 0.1083669 -0.0576191 0.85081960720494 0.000138462106417248 0.119263255340936 0.000390091539820843 0.0287716842213225 0.000178913371830618 3.54503622771854e-05 3.54517548220971e-05 3.54517566662219e-05 3.54518592112742e-05 3.54518079362599e-05 0.000118922456435418 3.54517597755667e-05 3.54516604533876e-05 3.5451575766384e-05 3.54512213889804e-05
10.50975 1.79178 25.70606 16.5 11.41592 105.76545 134 119 29 48.306 15.669 34.3 11.644 12.044 14.525 1.962 2.93 0 0 10.87 15.772 0.003372 0.0042236 0.0005641 0.0009333 0.0033948 0.0040942 0.000553 0.0008259 -0.0591464 0.8318839 -0.019414 0.7128686 0.0379263 0.0110951 0.0359582 0.0112552 0.9040934 0.1019318 0.0689579 0.953248173151971 1.12989310891075e-05 0.03777090115435 1.12983165391691e-05 0.00875781984772463 1.12991159117732e-05 1.13001450227658e-05 1.12987800343583e-05 1.12972894246872e-05 1.12989869192729e-05 5.38779743053093e-05 1.12984229990221e-05 4.49426772174794e-05 1.12992419189753e-05 1.12957543255384e-05 1.13002102474095e-05
15.07732 25.38268 28.9512 16.5 1.65353 41.61145 20 192 30 71.252 31.072 34.9 19.153 4.08 10.796 31.258 36.385 1.014 5.399 16.352 19.066 0.0015827 0.0040305 0.0092898 0.0112323 0.0022403 0.0064275 0.0098677 0.0120766 -0.1011907 0.9413368 -0.0514225 0.7921949 0.0456827 0.0167825 0.0402464 0.0168541 0.8038133 0.1974657 0.194418 0.970563424454453 1.56406002730853e-05 0.0215065774599987 1.56399217723366e-05 0.00726027765856621 1.5638037497969e-05 0.000228126484051149 1.56400844298481e-05 9.30008191584344e-05 1.5640620443094e-05 0.000149588920351172 1.56395022851904e-05 5.82442700266535e-05 1.56402040257333e-05 1.56404843809437e-05 1.56404782866633e-05
13.11309 29.91769 2.51805 16.5 4.27567 126.87717 164 296 31 82.986 32.919 20.558 11.06 14.13 19.043 47.4 38.263 0.898 4.126 19.204 15.259 0.0046159 0.0065136 0.0126719 0.0100927 0.0049868 0.0074084 0.0141758 0.0114355 -0.0538944 0.7905341 -0.2406048 0.712472 0.0349791 0.0056438 0.0263352 0.0079016 0.635713 0.2261882 0.0482187 0.958320674851826 4.18451191450697e-05 0.0055199829913159 4.18387479790044e-05 0.034794687271315 4.18351070626861e-05 0.000862615315399152 4.18371599620904e-05 4.18342187798747e-05 4.18351782455933e-05 4.18343503502102e-05 4.18310483756554e-05 4.18477788537364e-05 4.1834298014833e-05 4.18320386492627e-05 4.18345247261298e-05
3.71195 18.02907 14.84365 16.5 8.97199 90.53045 224 94 32 51.136 18.418 29.536 7.982 6.484 6.918 15.116 20.304 0 0 17.456 12.477 0.0018446 0.0021 0.0041743 0.0056933 0.0018276 0.0019501 0.0042607 0.0057232 -0.0336868 0.7984788 -0.1027722 0.8679763 0.0350202 0.0066398 0.0320108 0.0069721 0.8537322 0.1311434 0.0493959 0.581973870397427 7.17543495619656e-05 0.279193071554389 7.15751491041395e-05 0.137900243395929 7.16837145284765e-05 7.16599170645679e-05 7.1676344041682e-05 7.19868725367519e-05 7.15537828870752e-05 7.18193873205713e-05 7.17686121491438e-05 7.17068793297257e-05 7.19722278454705e-05 7.20389433580115e-05 7.1618472527327e-05
