N1 N2 Na Tsplit Tsc M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
4.61922 25.97084 13.33798 0.5 0.29441 15.25731 15.25731 15 59.158 12.569 0 0 10.448 4.915 11.412 5.003 37.298 11.36 -9 0 0.0133531 0.0042354 0.0134316 0.004283 0.0134582 0.0033922 0.0137299 0.00338 -0.0603915 0.6324396 -0.1182725 0.6191715 0.0134607 0.0041332 6.84e-05 0.0005055 0.0031611 0.0182422 0.9116378 0.000110749433558658 0.0166508838086103 0.000111625833518453 0.0109533942615921 0.000110496111185969 0.0390841345793836 0.00174330349877017 0.0732994692384047 0.00470775692587889 0.571304539040125 0.000675839914124762 0.0687303133423526 0.00208163095116382 0.208548771704149 0.000216393335511751 0.00167069802166982 0.932852001564651 0.932852001564651 0.99663749968054
8.95824 20.13496 7.50513 0.5 0.07249 0.12415 0.12415 16 43.302 8.978 0 0 10.746 4.03 15.244 4.762 17.312 7.075 -9 0 0.007753 0.0029275 0.0083408 0.0030211 0.0079087 0.0022414 0.0091765 0.0023804 -0.1166417 0.7315167 -0.40003 0.668733 0.0087149 0.0031193 0.000668 0.0007886 0.0394005 0.0393637 0.790002 0.000426390026550151 0.373899982959524 0.000328063814835149 0.175766291258406 0.000727072720355922 0.389864816595079 0.000182630560153785 0.00446828027786525 8.07734100967584e-05 0.0137163226292609 0.000294635553821463 0.033006230296173 0.000293855081506891 0.00685957627033108 4.27033243059638e-05 4.23752217344399e-05 0.0589073158279909 0.0589073158279909 0
1.09447 10.53687 8.06332 0.5 0.41395 18.63869 18.63869 17 28.382 9.128 0 0 3.54 3.032 5.828 4.369 19.014 8.104 -9 0 0.0068723 0.0031911 0.0072482 0.003136 0.0063573 0.0024459 0.0070022 0.0024592 0.2639751 0.8794956 0.0930601 0.8226822 0.0071641 0.0031217 0.0001039 0.0004209 0.0071005 0.0265183 0.8655714 0.000101756298568454 0.000101797149003534 0.00017226510392312 0.000469808495324816 0.000899322892967454 0.000102334059175949 0.00175877486396356 0.0849466140759866 0.0233040339774268 0.331488259481615 0.00206404323735557 0.108951713081669 0.0524244715716971 0.393009553851747 0.000102616307519347 0.000102635552057125 0.998152336764722 0.998152336764722 0.998996052169268
24.3448 4.83993 18.10209 0.5 0.32003 25.7401 25.7401 18 76.71 14.676 0 0 13.59 6.198 12.274 5.576 50.846 13.357 -9 0 0.0181874 0.0051956 0.0180473 0.0052817 0.0181626 0.0039913 0.0177916 0.0039816 -0.021519 0.5909689 0.0235894 0.571509 0.0181972 0.0051395 7.99e-05 0.0006061 0.0020928 0.016077 0.8915706 0.000118917778798064 0.00325702044522697 0.000118828781558971 0.005537372697728 0.000118726850848062 0.00132256460281848 0.000118556895156896 0.0262823681693298 0.000118599778573865 0.714167316582755 0.000119131649873545 0.0318889803737914 0.000118898032452716 0.185856725417777 0.00213493171842596 0.028721060224886 0.989193111581034 0.989193111581034 0.998906834664088
12.21671 19.83512 13.07161 0.5 0.47218 29.9589 29.9589 19 64.54 12.979 0 0 12.892 5.318 13.532 5.329 38.116 11.027 -9 0 0.0137073 0.0042515 0.0138051 0.0042442 0.0143776 0.0034221 0.014558 0.0033924 -0.2209819 0.5649281 -0.2435581 0.5610229 0.0137916 0.0041543 3.54e-05 0.0004612 0.0012096 0.0159967 0.8956683 7.26603782368916e-05 0.000194548946391701 0.000134548802167595 0.00139649142718021 7.27881116143937e-05 0.0198057207964629 0.00114192715298694 0.0952320061792238 0.00104941246125102 0.430387193344074 0.00122692332384825 0.0534274049566093 0.0223882960716722 0.373324763933704 7.24511976954233e-05 7.28629168809973e-05 0.978320091141186 0.978320091141186 0.998761640666927
17.89999 20.0156 12.34733 0.5 0.49953 11.80613 11.80613 20 63.808 11.987 0 0 13.706 4.828 14.06 5.254 36.042 11.019 -9 0 0.0130633 0.0041417 0.0131473 0.004188 0.0140224 0.0032425 0.0141222 0.0032396 -0.3154827 0.5754189 -0.3188842 0.5869493 0.0131137 0.004049 8.4e-06 0.0003847 0.0005244 0.0142527 0.9070359 6.81162582204502e-05 6.80249778275227e-05 6.75604449746999e-05 0.00330022585849165 6.82438511033951e-05 0.016232396615857 0.000772106226886897 0.0707493627101614 0.00619386035458522 0.464488464666829 0.00047240971671735 0.197787172725473 0.00184896457328116 0.237747138979868 6.81807706807247e-05 6.77712690429023e-05 0.980192739156012 0.980192739156012 0.998790344552754
2.91763 12.2177 16.36557 0.5 0.13119 16.64202 16.64202 21 64.714 14.264 0 0 9.228 4.978 11.594 5.901 43.892 12.941 -9 0 0.0155277 0.0048305 0.015937 0.0049235 0.0149729 0.003836 0.0156398 0.0038771 0.1335647 0.646124 0.0508969 0.6002354 0.0158154 0.0047131 8.3e-05 0.0005826 0.002961 0.0186983 0.8827339 9.03385935095021e-05 0.000779796850926394 9.04744815479207e-05 0.00022002013121759 9.03876862965887e-05 0.00390669171873916 0.00209209082591836 0.0913225948660765 0.00481123547956986 0.474695536501484 0.00033107796362 0.0594141312258105 0.00277174262847252 0.352348761958318 0.000806414825906322 0.00622870426258664 0.994785606659639 0.994785606659639 0.99896506924767
25.25957 27.76508 18.42995 0.5 0.25817 23.56569 23.56569 22 88.912 15.18 0 0 18.088 6.043 17.926 5.777 52.898 13.511 -9 0 0.0190927 0.0051499 0.0190985 0.0051344 0.0200088 0.0040978 0.0199631 0.0040341 -0.2102296 0.5343389 -0.1995739 0.5391816 0.0191975 0.0050371 0.0001019 0.000657 0.0026084 0.0168463 0.8927505 9.87828387151691e-05 9.74150038805475e-05 9.71994510323023e-05 0.0086974145732829 9.76838232292975e-05 0.0892263978687687 9.64750265233375e-05 0.362247010979148 0.00203934640066311 0.289768842325546 0.00247663337785998 0.134317236857198 0.000224287412054876 0.110320611957879 9.73674230023461e-05 9.72946812169211e-05 0.90166596453083 0.90166596453083 0.986823126700817
2.29282 11.84307 8.0142 0.5 0.42992 0.77833 0.77833 23 37.744 9.497 0 0 5.554 3.266 15.626 6.205 16.564 7.591 -9 0 0.0068281 0.0031294 0.0086351 0.0031683 0.0062344 0.0024042 0.0090734 0.0025175 0.3216543 0.8563346 -0.2397581 0.6461236 0.0088119 0.0033744 0.0010803 0.0012839 0.0647617 0.0614785 0.6535781 0.00159498976193253 0.0429460084056473 0.00352131426627288 0.157031480265221 0.00607396918509781 0.36552072247934 0.00735677933807637 0.18760020769532 0.00400128874934744 0.136719563007777 0.000595461957262891 0.064713270538136 0.00111539056882404 0.0208822967074082 0.000163216327324754 0.000164040747011963 0.423122728468356 0.423122728468356 0.0555587565854696
25.35545 7.70931 23.18136 0.5 0.2316 9.06668 9.06668 24 98.278 17.056 0 0 18.6 7.498 16.902 6.787 62.776 14.843 -9 0 0.0230441 0.0058465 0.0228119 0.0059244 0.0232305 0.0048498 0.0227068 0.004883 -0.0443756 0.4910804 0.0036686 0.4954412 0.0230438 0.0057172 0.0001158 0.0008017 0.002692 0.0172924 0.8771033 0.000102470981916154 0.000339717950280143 0.00010223960855381 0.00745585791168056 0.000102411857822848 0.0358263448223531 0.00335904159767879 0.184973852481153 0.0119161349421139 0.371404519583716 0.0101077686842055 0.232206744952312 0.00245590240670312 0.138975365197566 0.000102668383320021 0.000568958638625993 0.956041433106021 0.956041433106021 0.998214677111837
14.86064 24.60144 20.67524 0.5 0.0125 10.94181 10.94181 25 95.292 16.005 0 0 19.532 7.191 21.982 7.352 53.778 14.113 -9 0 0.0205996 0.0055709 0.0208019 0.0057201 0.0207512 0.0044473 0.0214339 0.0045436 -0.0493031 0.5112034 -0.1471468 0.5131513 0.0213855 0.0056332 0.0006848 0.0011207 0.0165174 0.0247422 0.8337525 0.000422560679797012 0.0204984961641732 0.000351706992179954 0.0909560228654057 0.000121085523043868 0.0431028333193975 0.00303768112313775 0.399396243386956 0.000121708522431712 0.0876500158139853 0.00398224419545917 0.200637394300249 0.000668330520082051 0.148811037934342 0.000121733894638981 0.000120904764720815 0.844509566465667 0.844509566465667 0.884963090348226
25.17176 13.86148 7.34765 0.5 0.28062 15.38934 15.38934 26 43.92 9.393 0 0 11.496 3.871 10.592 4.076 21.832 7.872 -9 0 0.0081508 0.0029742 0.0080264 0.0029427 0.0093941 0.0024458 0.0091393 0.0024041 -0.5718226 0.5978525 -0.524641 0.6335827 0.0080993 0.0028759 1.07e-05 0.0002703 0.0011601 0.0159109 0.904017 6.83687842054587e-05 6.83807281183119e-05 6.96091477551517e-05 0.00531522236262281 0.00102121568323108 0.0177458991531662 0.00103468900127376 0.118427743407695 0.00307708840329954 0.426465338088724 0.0022469700593208 0.112713658236016 0.00433614737000555 0.307273253534769 6.82034583043156e-05 6.82125814925872e-05 0.975707990321142 0.975707990321142 0.998718462357026
23.03076 19.83389 4.73519 0.5 0.18399 24.88041 24.88041 27 35.338 7.603 0 0 10.188 3.812 9.888 3.407 15.262 5.999 -9 0 0.0057728 0.0022733 0.0057553 0.0022348 0.0071736 0.0019295 0.007089 0.0019531 -0.800015 0.6464434 -0.7644169 0.6455392 0.0057773 0.0021898 1.33e-05 0.0002259 0.0011699 0.0178421 0.8878887 6.33982600191578e-05 0.000226622969067059 7.63275246033076e-05 0.00534655919690131 0.000191271398216423 0.00903554117324025 0.00136332886653986 0.151193130746172 0.00246465910628515 0.288291511800371 0.0016595969981532 0.112631199556717 0.00490457584980737 0.422424606643439 6.41823662746238e-05 6.34875441926428e-05 0.985058371881628 0.985058371881628 0.998857295186218
13.1572 16.32242 10.94784 0.5 0.37416 26.74734 26.74734 28 56.056 11.391 0 0 11.838 4.719 12.372 5.04 31.846 9.755 -9 0 0.0114486 0.0036896 0.0114671 0.003711 0.0123132 0.0030284 0.0124637 0.0030215 -0.3137484 0.5757106 -0.3539085 0.5774814 0.0114645 0.0036231 6.6e-06 0.0003618 0.0002029 0.0143699 0.8977481 5.76045731958255e-05 5.78352905259826e-05 5.75966695517122e-05 0.00171257456543197 5.76958428835413e-05 0.00982834081695401 0.000819687742127799 0.0503029807807038 0.00479667235041531 0.47635728228093 0.000800060662734979 0.0714120059957341 0.0018687046321011 0.381755649668537 5.76693162616687e-05 5.76388119114538e-05 0.988226994718255 0.988226994718255 0.998895803448614
5.12944 23.98065 27.14127 0.5 0.01499 21.86806 21.86806 29 109.444 17.893 0 0 14.718 7.001 26.058 9.611 68.668 16.728 -9 0 0.0259647 0.0072482 0.0277535 0.0065797 0.0245317 0.0058233 0.0276288 0.0052447 0.2184569 0.5475062 -0.0006752 0.4722974 0.0276078 0.0068105 0.0007487 0.0012188 0.014138 0.0228626 0.8425804 0.000124387552128374 0.032347212424703 0.00027833906153168 0.022241049135135 0.000123611554011304 0.0249284601874477 0.00068962543411618 0.119951848411754 0.000595004912172459 0.308627651923538 0.00238410898524168 0.21330694874987 0.000606938989476903 0.273545947187313 0.000124155870609609 0.000124709620951145 0.919937015170968 0.919937015170968 0.994454496254732
23.0554 19.42599 2.26397 0.5 0.33429 9.42779 9.42779 30 25.216 5.482 0 0 8.738 3.188 8.756 3.343 7.722 3.53 -9 0 0.0031735 0.0012647 0.0031856 0.0012489 0.0046396 0.0012626 0.0046446 0.0013172 -1.1928735 0.5998673 -1.1799448 0.5843044 0.0031928 0.0012078 1.32e-05 0.0001278 0.0018092 0.0168169 0.8197783 6.78656779866215e-05 6.74551611917302e-05 6.78837072168431e-05 0.00966212231703685 0.000206998850101558 0.0113694463136846 0.00231706774184065 0.385643595455113 0.00402932111393858 0.141078949842135 0.00160407991803383 0.172561836792016 0.00352613214308746 0.267661702202909 6.79053297422531e-05 6.76374339660383e-05 0.978555321301764 0.978555321301764 0.998765345951166
26.76039 6.12633 23.89639 0.5 0.36895 12.69812 12.69812 31 99.358 17.082 0 0 17.55 7.291 15.286 7.114 66.522 15.36 -9 0 0.0241929 0.006127 0.0236819 0.0058609 0.02396 0.0048291 0.0232734 0.0047017 0.0234713 0.5032107 0.0586346 0.5182106 0.0239658 0.0058717 2.84e-05 0.000727 0.0004547 0.0139493 0.8843003 0.000180890484060314 0.000696343675395185 0.000181032487383289 0.00126955017534637 0.000180494487095703 0.00276447164369576 0.00018143100451125 0.0129756133207966 0.000181297491541843 0.25379345458056 0.000181212707739254 0.0457201412211418 0.000595808248995702 0.612808347731472 0.00435542418173415 0.0639344865585307 0.994340747176876 0.994340747176876 0.99896076499136
14.19464 3.18683 24.15729 0.5 0.05763 11.85625 11.85625 32 91.962 17.645 0 0 19.296 8.613 11.024 6.48 61.642 15.747 -9 0 0.0232371 0.0060327 0.0216925 0.0060685 0.0229064 0.005005 0.020563 0.0048715 0.0483243 0.5181499 0.2094237 0.5786932 0.0228876 0.0060005 0.0004228 0.0010828 0.009206 0.022553 0.8493623 0.00021093565943145 0.00107245377731658 0.00234621245978322 0.0317756227275648 0.000208016011143813 0.0354633444072161 0.0019267670491512 0.0462365590902508 0.000206957870754217 0.107349467850359 0.0118658130670804 0.0533476641218071 0.192087781898225 0.515473380792142 0.00021299857465927 0.000216024643115637 0.928892908364284 0.928892908364284 0.996125438459439
25.02526 29.18265 14.23033 0.5 0.0501 19.50956 19.50956 33 73.502 13.273 0 0 15.784 4.948 15.996 5.667 41.722 11.481 -9 0 0.0152125 0.0045915 0.0151732 0.004642 0.0162092 0.0034052 0.016269 0.0035882 -0.2893481 0.574277 -0.3106303 0.5738835 0.0152505 0.004556 5.77e-05 0.0005188 0.0017193 0.0160084 0.9116455 8.72935587295237e-05 8.75284898028349e-05 8.75233460635146e-05 0.0113021329794353 8.74684530441868e-05 0.0400456228832182 0.000224359104475294 0.148505567069304 0.00388953041978456 0.432344241023687 0.00145344538635544 0.0823308356026081 0.00165706189410317 0.277723594639871 8.70653778687618e-05 8.67297716492354e-05 0.948293443941065 0.948293443941065 0.997869322915056
25.89738 19.76834 10.8078 0.5 0.48021 14.70697 14.70697 34 58.422 11.215 0 0 13.826 4.804 12.912 4.62 31.684 9.417 -9 0 0.01155 0.0036787 0.01138 0.0036102 0.0128279 0.0029506 0.0125703 0.002885 -0.4343821 0.5587836 -0.4122141 0.5832224 0.0114668 0.0035284 1.8e-06 0.0003467 0.0002031 0.014912 0.8985852 5.30781756507724e-05 5.32071412137826e-05 5.38172600616276e-05 0.000842820880332911 5.35402998929183e-05 0.0193282037506422 0.000351423910007036 0.0678787861017379 0.00205539325891767 0.449748204694441 0.000260431283729241 0.043065901272416 0.000621054462958787 0.415526971526621 5.33854277760708e-05 5.37805536010078e-05 0.979613147715173 0.979613147715173 0.998781650423891
12.67282 16.42627 17.45128 0.5 0.0978 6.70603 6.70603 35 80.66 14.692 0 0 14.994 6.028 15.96 6.354 49.706 13.125 -9 0 0.0178213 0.0050017 0.017918 0.0050334 0.018237 0.0039325 0.0185092 0.0039619 -0.1177315 0.5594726 -0.1533346 0.5767764 0.018015 0.0049163 0.0001454 0.0006399 0.0039573 0.0170571 0.870838 0.000103477883963222 0.00499091928212819 0.000103048447111676 0.0195777681890786 0.000105227388471987 0.105895332068052 0.00179606918439917 0.306010915864076 0.00389540953616706 0.211403475458808 0.000102404328140155 0.194036056895584 0.000775068007516461 0.150996666501496 0.00010417868564764 0.000103982279359768 0.86919699866221 0.86919699866221 0.941046322048447
