N1 N2 Na Tsplit Tsc M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
6.01649 3.3373 9.56106 3.5 2.04528 0.59489 0.59489 9 40.974 9.655 0.012 0.19 13.748 6.407 8.082 4.098 19.132 8.169 -9 0 0.0096686 0.0033959 0.0081651 0.0035362 0.0092679 0.0025219 0.0076708 0.002578 0.1407053 0.7135497 0.1909901 0.8583611 0.0106508 0.0038199 0.0017339 0.0017546 0.0884966 0.0767033 0.6589078 0.00105531376837406 0.00842087667614943 0.00108368452332558 0.058484106603331 0.00107212883434792 0.0288464859131587 0.00390681921464742 0.437673836506081 0.00156899809343146 0.148541317099703 0.00400187571285717 0.234789461693014 0.00295171912329278 0.0672765778675001 0.000163698684553384 0.000163099686232863 0.901005052293687 0.901005052293687 0.986375099906053
15.16497 16.34328 17.93336 3.5 1.45263 7.1513 7.1513 10 98.344 15.283 0 0 20.596 7.063 20.482 7.574 57.266 13.466 -9 0 0.0202985 0.0049551 0.0201967 0.0047921 0.0219768 0.0041881 0.0219379 0.0041433 -0.3274895 0.4583196 -0.3303033 0.4914869 0.020366 0.0047498 0.0001184 0.0005348 0.0030858 0.0133037 0.8796779 7.61196617752476e-05 7.65779954523017e-05 7.63643595431688e-05 7.73829976080751e-05 7.6586184112926e-05 0.00305884831442953 0.00035121281783473 0.429611228007117 0.00188500361255096 0.150483065953207 0.000393457161317101 0.272611960838989 0.00192940465513966 0.139138007052374 7.70240183957416e-05 7.77563701523135e-05 0.996557587669161 0.996557587669161 0.998981721554931
3.56634 11.276 1.07356 3.5 0.80507 6.0385 6.0385 11 34.288 7.352 0 0 7.5 3.595 9.866 4.213 16.922 5.426 -9 0 0.0058418 0.0016425 0.0060321 0.0015708 0.0068838 0.0017889 0.0075507 0.0018371 -0.5650783 0.5206816 -0.7607388 0.4693719 0.006059 0.0015482 0.000122 0.0002462 0.0104718 0.0210884 0.8001694 0.000134432913690426 0.000137583310012219 0.000132550304271797 0.00199991557439437 0.000134378589106379 0.00518161339107139 0.0250621768633812 0.228440533588729 0.0565707180742206 0.142442893094839 0.0051015408478624 0.257893693294799 0.0226605608674975 0.253840849580183 0.000133290615179156 0.000133269090762057 0.992277467401435 0.992277467401435 0.998940069765007
2.94924 7.92268 2.42769 3.5 2.96883 15.74848 15.74848 12 29.174 6.613 0 0 5.598 3.135 6.686 3.283 16.89 5.33 -9 0 0.005845 0.0018198 0.0059449 0.0018288 0.0063387 0.0017041 0.0066453 0.0016943 -0.2934705 0.5792004 -0.4071815 0.5738266 0.0059423 0.0017853 4.74e-05 0.0002339 0.0040739 0.0196137 0.8750607 5.17947837134615e-05 5.19659209294797e-05 5.17804278259882e-05 5.21612941402075e-05 5.19869900289433e-05 0.000446235603990448 5.17285169869162e-05 0.127640942364817 0.00995458060561414 0.507817117065481 0.000609076051466671 0.0508083061389934 0.00368943277884668 0.298619061115528 5.18802493050557e-05 5.19500923329488e-05 0.999294001675324 0.999294001675324 0.999005955374461
12.16756 11.34217 27.70011 3.5 0.56225 17.15603 17.15603 13 108.264 17.452 0 0 16.98 7.313 16.768 6.668 74.516 15.57 -9 0 0.0273623 0.0067701 0.0271478 0.0064978 0.0266446 0.005246 0.0264512 0.005028 0.0944275 0.5176045 0.0922274 0.5087436 0.0273676 0.0064741 0.0001125 0.0009614 0.0019956 0.0173981 0.874577 9.0208711008045e-05 0.000168509691142155 9.02761522526598e-05 9.02418592426964e-05 9.02361882071683e-05 9.02575435358588e-05 9.04111250058415e-05 0.0149725253918358 0.000206270186720592 0.220760652086728 9.02628359430272e-05 0.0821623071359231 0.00497567577902997 0.668349624506428 9.02529470130158e-05 0.00768228785998362 0.999375415244109 0.999375415244109 0.999006652411438
23.39901 8.51311 0.40155 3.5 1.95495 28.26834 28.26834 14 49.47 8.533 0 0 14.67 5.104 13.728 4.666 21.072 5.617 -9 0 0.006483 0.0013854 0.0063953 0.0013688 0.0100746 0.0020553 0.0098091 0.0019893 -1.395453 0.331612 -1.360363 0.3384067 0.0064479 0.0012863 8.7e-06 0.0001357 0.0007923 0.0107856 0.7625746 6.44005175507865e-05 6.36150981169121e-05 6.35501931561389e-05 0.000516763397077823 6.3660432891538e-05 0.000346063036845985 0.0026458408316124 0.0845255349576972 0.00590776442760788 0.380478898435418 0.000258093493745649 0.0536495156759776 0.00549364830642504 0.465794419612069 6.43702478806794e-05 6.38613359272797e-05 0.998881803936309 0.998881803936309 0.999002416110723
23.26647 10.36534 26.77589 3.5 0.97494 18.56764 18.56764 15 110.928 20.071 0 0 19.498 7.845 18.664 7.567 72.766 16.353 -9 0 0.0285132 0.0079831 0.0276328 0.00646 0.0289373 0.0061601 0.0282236 0.005209 -0.0930634 0.4753155 -0.1017405 0.4545147 0.0281578 0.0070759 8.48e-05 0.0008222 0.0014202 0.0147582 0.8856567 0.000115703317034053 0.000721050521598972 0.000115631561380023 0.00107561515069038 0.000115749202353721 0.00289117611777686 0.000893318335146027 0.0235745535862686 0.000115999213174131 0.258393142618141 0.000115736614031974 0.0145715190987525 0.00508298429505053 0.666240609012269 0.000734377144155794 0.0252428342121764 0.994830792534284 0.994830792534284 0.998965505275991
23.7143 6.13558 0.42084 3.5 3.40469 8.06204 8.06204 16 44.112 7.89 0 0 13.374 4.473 11.602 4.452 19.136 5.34 -9 0 0.0061844 0.0013667 0.0061185 0.0014286 0.0091636 0.0019118 0.0086641 0.001942 -1.2624555 0.3513822 -1.1299241 0.4012142 0.0062039 0.0013094 5.25e-05 0.000171 0.0044216 0.014092 0.7373617 6.83977761358419e-05 6.85177394950057e-05 0.000204035055735507 9.84922062746844e-05 0.000288413034986673 0.0272354401425692 0.00187348909161865 0.0693821151394593 0.00496532176294982 0.41847992956728 0.000651463710045007 0.0662865370939353 0.00363230799010541 0.406609433757555 7.65770266081143e-05 7.95289052462146e-05 0.972032338126885 0.972032338126885 0.998650685418561
2.43668 27.85903 22.15144 3.5 1.67861 25.28739 25.28739 17 66.526 17.38 0 0 8.376 5.711 9.542 6.666 48.608 17.086 -9 0 0.017741 0.0067227 0.0178422 0.0068701 0.0160621 0.0049161 0.0163907 0.0048339 0.3711171 0.7905501 0.2926728 0.8070874 0.0179409 0.0067197 0.0001493 0.0009086 0.0040371 0.0230663 0.8943295 8.63642967776687e-05 8.59988109495401e-05 8.62867733213998e-05 8.75308520100621e-05 8.62963809104467e-05 0.000992410757454933 0.001287999897426 0.057412004040795 0.0012029734239522 0.129154475454775 0.00118067407816383 0.481869376471229 0.0123810448173399 0.313912519590716 8.73052336977588e-05 8.67391204806082e-05 0.998574864091717 0.998574864091717 0.998999753001721
1.3288 8.12584 26.87569 3.5 0.7226 3.05353 3.05353 18 63.19 18.19 0 0 4.464 4.822 16.034 11.897 42.692 19.03 -9 0 0.015723 0.0080456 0.0192997 0.0076586 0.0132918 0.0054776 0.0165531 0.005112 0.6541343 1.240625 0.6027288 0.9667009 0.0185995 0.0076982 0.0010882 0.0020993 0.0307375 0.050252 0.7367426 0.00010323659359898 0.00010350001917756 0.00029598165934268 0.00199631529767161 0.000548842248583274 0.00495839277767615 0.000366845334302509 0.0203914414940238 0.000398630639648234 0.00897765213040322 0.0115431285465986 0.231167202981894 0.101043866931764 0.61789802873235 0.000103410309521249 0.000103524303443885 0.991992074286942 0.991992074286942 0.99893712114684
4.27064 26.5656 21.64738 3.5 1.70606 10.81132 10.81132 19 80.702 17.146 0 0 11.734 6.485 14.006 7.005 54.962 15.46 -9 0 0.0199261 0.006492 0.0202334 0.0064092 0.0189033 0.0048953 0.0195409 0.0048661 0.1866385 0.6251095 0.1088693 0.621922 0.0202519 0.0062743 0.0001721 0.0007629 0.0044779 0.0192802 0.8821412 7.789543008816e-05 7.72960089831943e-05 7.72677121833468e-05 7.76931916528744e-05 7.80492327209947e-05 7.86109583815523e-05 0.00234954039830406 0.358761325105643 0.002482304432774 0.328906486970396 0.00150448836685476 0.124361375535017 0.00202542094806069 0.178986359654404 7.78466550358265e-05 7.80393995014508e-05 0.99953311468508 0.99953311468508 0.999008000268327
12.07437 9.84791 18.73584 3.5 2.2598 14.61805 14.61805 20 87.046 14.464 0 0 15.962 6.603 15.036 5.973 56.048 13.933 -9 0 0.0198008 0.0052354 0.0195424 0.0050969 0.0202974 0.0040506 0.0200364 0.0040122 -0.1206022 0.5425753 -0.1197502 0.5192099 0.0197261 0.0050424 5.44e-05 0.0005901 0.001365 0.0144372 0.8952583 6.76273513628027e-05 6.65786473426388e-05 6.75909796702193e-05 6.82123434553356e-05 6.71129258197483e-05 0.00164256608194972 0.0194448188886517 0.0333125067162389 0.00113623410096885 0.759660249676774 6.78021975569304e-05 0.0228956916604714 6.70966557286764e-05 0.159377081418779 6.68273890257278e-05 0.00199200296620399 0.998016227419192 0.998016227419192 0.998994852883791
6.45305 19.25738 1.01658 3.5 1.02089 0.47504 0.47504 21 48.966 7.575 0 0 12.23 4.326 23.564 6.095 13.172 5.041 -9 0 0.005858 0.0015471 0.0069557 0.0014534 0.00716 0.0017767 0.0103548 0.0019159 -0.6773096 0.5096674 -1.2884384 0.3583173 0.0071172 0.0014599 0.0007104 0.0005293 0.0531621 0.036099 0.4746985 0.000406555878338208 0.000637524868808393 0.00102733779309566 0.0352178733021178 0.00520630124182195 0.0276120979486815 0.00134648021791193 0.031800131675883 0.0035726393407748 0.19227488005276 0.00118456160851335 0.513128659816885 0.000196842392548686 0.185994803925582 0.000196646494642388 0.000196663441635192 0.929864724066228 0.929864724066228 0.996261566703641
12.49867 3.05021 19.53666 3.5 0.0667 23.18539 23.18539 22 73.68 15.482 0 0 13.464 6.966 10.238 5.985 49.978 14.122 -9 0 0.0188727 0.0054908 0.0180577 0.0056945 0.0178824 0.0042575 0.0169731 0.0042069 0.2025947 0.6082329 0.2283994 0.6789889 0.018623 0.0053909 0.0001578 0.0008995 0.0042401 0.02279 0.8289588 8.10247585898741e-05 8.11121783261713e-05 8.0946000522586e-05 8.11005369095698e-05 8.11321746829526e-05 0.00126188518502626 0.000147924974985277 0.0345172951255875 0.00111300917865709 0.0781173978407763 0.00501922704681955 0.102676632346837 0.00472228342832322 0.771857173633973 8.08474676091651e-05 8.1008122374183e-05 0.998332529276485 0.998332529276485 0.998997638319997
24.61072 15.53083 27.57416 3.5 2.73041 3.81235 3.81235 23 109.706 28.457 0 0 22.53 9.266 20.812 9.232 66.364 18.61 -9 0 0.0312462 0.0090263 0.0290044 0.0064836 0.0318992 0.0070363 0.0301234 0.0053781 -0.1204374 0.4626929 -0.1627972 0.4516708 0.0303063 0.007475 0.0001809 0.0008189 0.0033982 0.0143608 0.8765339 8.66435124324468e-05 8.66796991689039e-05 8.67777996355798e-05 0.00369220401099894 8.69407321905282e-05 0.0212433076750063 0.00147578852062574 0.46312365874151 0.000223490333261002 0.111983713955849 0.000844648147663955 0.277795762393655 0.000716043874099724 0.118381144518473 8.65996286723473e-05 8.65964567564811e-05 0.974713066972754 0.974713066972754 0.998700973018114
29.55708 17.27007 28.16683 3.5 1.84617 26.00239 26.00239 24 93.554 37.647 0 0 18.83 10.04 17.112 9.827 57.612 23.675 -9 0 0.035226 0.0105742 0.0309925 0.0067718 0.0357185 0.0079857 0.0326321 0.0055578 -0.1139081 0.4731088 -0.2214925 0.4344478 0.0331326 0.0084217 2.34e-05 0.0007693 0.0004609 0.0114253 0.8878204 5.45235562731365e-05 5.44455361672807e-05 5.45635784145594e-05 5.41857010621592e-05 5.48732139123878e-05 0.000464587900311027 0.000786079955888613 0.0376707151641382 0.0013617107340805 0.379558095342442 5.48302849658492e-05 0.0605661252618142 0.00141259000586181 0.51774397426453 5.46225457381361e-05 5.40769544005978e-05 0.999262740374107 0.999262740374107 0.999005688313193
26.56333 14.68658 29.91759 3.5 2.98879 17.35853 17.35853 25 95.036 38.874 0 0 17.944 9.619 16.964 10.15 60.128 25.01 -9 0 0.0344872 0.010107 0.0309803 0.0065844 0.0344394 0.0075529 0.0320204 0.0053568 -0.0441638 0.4700807 -0.1469363 0.4146132 0.0327899 0.008083 5.61e-05 0.0007824 0.0008965 0.0120014 0.8715361 5.99969916380303e-05 5.9680443168512e-05 5.97081686420687e-05 5.96618511514848e-05 5.96263552830667e-05 0.000555698550011746 0.000410916005059549 0.236699472533618 0.000307951969662038 0.459192223708647 0.00075637282242706 0.0552952992875664 0.000509091004172258 0.245855069574692 5.95863848510625e-05 5.96443494103085e-05 0.999145525760514 0.999145525760514 0.999004686076729
10.9905 20.24262 13.42895 3.5 1.13539 2.66401 2.66401 26 86.086 14.231 0 0 18.448 6.715 21.08 6.992 46.558 12.277 -9 0 0.0165011 0.0043378 0.0167998 0.0042209 0.0183232 0.0037646 0.0190651 0.0038196 -0.4183154 0.4836406 -0.4941105 0.4450217 0.0169072 0.0041574 0.0002568 0.0005721 0.0078839 0.0164173 0.856658 0.000133794196800526 0.00013566200883175 0.000134248202377148 0.0148339895275076 0.00100446027983793 0.0278617505793948 0.00562609981889508 0.260113962465881 0.00193240279758768 0.184771975626167 0.00879986771637777 0.246357224254132 0.000987320380042414 0.247035979491964 0.000134181384894191 0.000137081269310475 0.955884128216778 0.955884128216778 0.998208798010545
9.26841 26.55927 3.78831 3.5 1.08767 24.22626 24.22626 27 60.95 10.013 0 0 15.484 5.345 16.384 5.408 29.082 7.667 -9 0 0.0091366 0.0021541 0.0091787 0.0021233 0.0125618 0.0024137 0.0128155 0.0025782 -1.0899729 0.3835096 -1.1295431 0.3729271 0.0091619 0.0020626 4.2e-06 0.0002202 0.0002734 0.0114853 0.8577144 6.6365336911547e-05 6.647866569112e-05 6.63955134340356e-05 6.66432226958684e-05 6.60085584720436e-05 0.00208235698130507 0.00154988606875397 0.0306744818020725 0.00285822273957335 0.245497838613297 0.00160889645179181 0.0392672793476034 0.00403068950758206 0.671965534287274 6.65733776295925e-05 6.63495259126676e-05 0.997585430769937 0.997585430769937 0.998991025356072
0.80102 5.49509 4.96892 3.5 0.83429 22.02459 22.02459 28 19.552 7.088 0 0 2.382 2.677 3.832 3.243 13.338 6.559 -9 0 0.0050032 0.002712 0.0051329 0.0027028 0.004431 0.0019203 0.0048397 0.0019539 0.3953895 1.0656873 0.1349782 1.0331278 0.005163 0.0026831 9.49e-05 0.0004005 0.0088311 0.0299899 0.8630156 0.000174691822437407 7.34388260585105e-05 0.000320865381382412 7.34275487100601e-05 0.000297317538199319 0.00176972106260455 0.00174090315927658 0.0279915035111551 0.00444465988053796 0.236654355193608 0.00136717278825157 0.0375850472572484 0.00916075745614376 0.678199269491611 7.34455893173247e-05 7.34234934584644e-05 0.99729013982593 0.99729013982593 0.99898838202932
20.47996 10.07618 26.11277 3.5 1.72108 15.09412 15.09412 29 108.132 19.531 0 0 19.072 7.435 18.342 7.625 70.718 16.893 -9 0 0.026915 0.0076081 0.0263378 0.0068307 0.0269259 0.0060093 0.026458 0.0054515 -0.0333298 0.4616569 -0.0435021 0.4832555 0.0267171 0.0070224 9.07e-05 0.0008247 0.0018198 0.0149776 0.88978 0.000196347022600307 0.00276043536035079 0.000197696752507152 0.00637095202289432 0.000195204288090046 0.00447123478189329 0.00486073233452241 0.221876387836065 0.0253291596224687 0.352652495752023 0.00252767842704929 0.0306322544056116 0.00270404759895609 0.269407696882938 0.00975779883892846 0.0660598780731026 0.984643863149301 0.984643863149301 0.998851978931989
24.07583 4.66055 29.29106 3.5 1.46738 27.34555 27.34555 30 97.49 19.991 0 0 13.902 7.874 13.234 7.644 70.354 18.47 -9 0 0.0261595 0.0084225 0.026173 0.0078256 0.0245982 0.0060447 0.0243146 0.005967 0.2205354 0.6428983 0.2835167 0.6023148 0.0261778 0.0078403 1.15e-05 0.0008248 0.0004395 0.0164086 0.8888124 0.000113486468155411 0.00011525030925581 0.000113251918809364 0.000113735558434024 0.000114883804894836 0.000114230681115451 0.00206758834250463 0.00258724179579466 0.00108399152209269 0.190561973891286 0.00253882502816888 0.034751670018392 0.0284780718960365 0.737016347787476 0.000114441336910395 0.000115009640674035 0.999315004086353 0.999315004086353 0.999006134960256
12.55162 22.92725 18.10213 3.5 0.7781 1.8392 1.8392 31 103.686 15.454 0 0 20.986 7.087 25.582 7.524 57.118 13.314 -9 0 0.0208623 0.0054405 0.0212464 0.0051975 0.0222525 0.0044792 0.0234893 0.0041905 -0.2734022 0.4977191 -0.4101297 0.483895 0.0214699 0.0052876 0.0004155 0.0007994 0.009834 0.0181336 0.8785148 0.000100739477560544 0.000101219364303225 0.00049899259637311 0.0141326858016036 0.000215467611354236 0.0340241317168802 0.00247006024807756 0.128743941561201 0.000226421679540265 0.337801672700963 0.000387543609485765 0.200976057611032 0.0006047936321636 0.279514122633091 0.000101119349321001 0.000101030407048967 0.950916841283349 0.950916841283349 0.998000189174583
1.76742 2.65368 16.70708 3.5 2.58261 1.60978 1.60978 32 28.106 11.523 0 0 4.718 4.509 6.65 4.849 16.738 10.499 -9 0 0.0069091 0.0044123 0.0073529 0.0043835 0.0060478 0.0031341 0.0065924 0.0031432 0.4322529 1.1276333 0.3288264 1.0233053 0.0081014 0.0048541 0.0009704 0.0015375 0.0616511 0.0678502 0.7636449 0.000410719938861901 0.000135921048268527 0.000965975957963619 0.0124421366061981 0.00113723567501817 0.0402495798804981 0.00102119952871073 0.0363597440195627 0.00320672523126347 0.191364437510183 0.00167088702104726 0.0979323818642383 0.0103868304939218 0.602444206010728 0.000135414781460065 0.000136604432076054 0.944643372827004 0.944643372827004 0.997657857403277
15.16494 0.34397 17.79904 3.5 0.5275 28.54085 28.54085 33 29.444 14.981 0 0 5.126 6.927 2.086 4.535 22.232 14.852 -9 0 0.0091144 0.0061826 0.0083864 0.0060974 0.0077114 0.0042398 0.0068545 0.0042076 0.5016524 1.4634066 0.6590756 1.4738078 0.0089691 0.0060704 0.0002187 0.0009551 0.0116225 0.041355 0.8576325 9.70025954395817e-05 9.70704169661219e-05 0.000339563521036584 9.72920447151506e-05 9.69246822509812e-05 0.00100965028740622 0.0014466039404395 0.0738698489311242 0.00343343180279696 0.106877660566548 0.0136497951023367 0.0951216274800432 0.236664413857459 0.467004739303587 9.70751938314791e-05 9.73002740189823e-05 0.998262158658462 0.998262158658462 0.998997019598566
20.97261 4.35799 3.44036 3.5 3.34393 7.56165 7.56165 34 43.074 8.337 0 0 11.64 4.555 9.228 4.004 22.206 6.251 -9 0 0.0077585 0.0020782 0.0075767 0.0020774 0.0095402 0.0021205 0.0088603 0.0020447 -0.7332163 0.4914883 -0.5669754 0.4990077 0.0077464 0.002044 7.88e-05 0.0003118 0.0048655 0.0179519 0.8449777 7.95854824548233e-05 8.04420576823932e-05 7.95192972941775e-05 0.000150398317110495 7.9476557934237e-05 0.00607610349810789 0.00089171974253318 0.139289570749076 0.00378411557235444 0.495547691521352 0.0015028839050166 0.0846419892151218 0.003591538154891 0.264044810196781 8.00383975106317e-05 8.01173347783556e-05 0.993453426318114 0.993453426318114 0.998952005081812
8.30803 8.52317 0.02054 3.5 0.58084 11.27521 11.27521 35 39.684 7.429 0 0 10.728 4.048 10.546 4.235 18.41 5.4 -9 0 0.0058558 0.001368 0.005797 0.0013629 0.0082131 0.0017929 0.0081618 0.0018464 -1.1055568 0.3866256 -1.1095684 0.4182166 0.0058616 0.0012956 3.52e-05 0.0001777 0.003136 0.0150471 0.7968031 7.56421067785047e-05 7.52850580060262e-05 7.58103545876054e-05 0.000889980379913171 7.53380793881792e-05 0.000989812072253578 0.00206211225788657 0.187733207991194 0.00753087766014774 0.277062527400418 0.000908236680247186 0.164792411964784 0.0107727094367138 0.346804297446565 7.52764220434072e-05 7.64746890733377e-05 0.997817800797919 0.997817800797919 0.998993099957566
21.26191 27.39899 17.42026 3.5 2.06064 4.3421 4.3421 36 112.73 16.685 0 0 26.41 7.955 26.916 7.875 59.404 13.049 -9 0 0.0218296 0.0057486 0.0213989 0.00498 0.0252059 0.0050145 0.0251106 0.0043499 -0.5703548 0.4252703 -0.6220592 0.4064346 0.0217144 0.0052683 0.0001002 0.0005978 0.002185 0.0131394 0.8775931 8.51710277613346e-05 8.40393944426645e-05 8.42345086435427e-05 0.0036885267422425 0.000911425573676379 0.00526485453153803 0.00111094155119714 0.241021913535808 0.00173756065895097 0.27861066222646 0.000215201334937665 0.254095157982427 0.0016465715621 0.211274139688062 8.49810022595905e-05 8.46186794938337e-05 0.989880031878323 0.989880031878323 0.998914494183774
24.30086 11.02666 24.54798 3.5 2.40449 23.36054 23.36054 37 110.952 17.466 0 0 20.784 7.544 19.664 7.71 70.504 15.309 -9 0 0.0261481 0.0072069 0.0257057 0.0062761 0.0269732 0.0054195 0.0264726 0.0048239 -0.1533675 0.4956323 -0.139799 0.4752914 0.0260205 0.0065568 9.36e-05 0.0008302 0.001811 0.0155418 0.8848906 7.58729591213262e-05 7.57019675497327e-05 7.5691268836284e-05 0.00247012793432627 7.56657964677599e-05 0.00280203648645619 7.55429694128264e-05 0.103661296806471 0.000494940076814682 0.515548827625566 0.000459006113948915 0.0956589971471808 0.000560441059481935 0.277738530117144 7.57148266331545e-05 0.000151606844588589 0.994423635958849 0.994423635958849 0.998961569022017
16.46974 24.36079 0.41416 3.5 0.84634 5.538 5.538 38 62.078 9.175 0 0 20.018 5.625 20.666 5.809 21.394 5.817 -9 0 0.0067218 0.0012427 0.0067132 0.0012403 0.0116728 0.0021724 0.0118554 0.0021308 -1.6739637 0.289729 -1.7157117 0.2795697 0.0067423 0.0011206 2.48e-05 0.0001252 0.0019295 0.0093071 0.629042 5.60444221861456e-05 5.59571217496412e-05 5.61655797494988e-05 0.0012789706003853 5.62021260047658e-05 0.00180668209688734 0.000765750406520112 0.178643866471644 0.00116971838206535 0.399161753241998 0.000796869537961711 0.136151752970143 0.00238709753677518 0.277501038614239 5.60588578772001e-05 5.60720338148738e-05 0.996689606855702 0.996689606855702 0.998982933224152
28.97307 23.36436 10.70727 3.5 1.51921 5.6642 5.6642 39 100.164 13.662 0 0 26.986 7.161 26.516 7.215 46.662 11.398 -9 0 0.0158253 0.0037131 0.0158453 0.0036518 0.020798 0.0037199 0.0206515 0.0035269 -0.9811596 0.4198675 -0.9597088 0.3982567 0.0159006 0.0035741 6.53e-05 0.0004039 0.0021061 0.0123784 0.8677688 7.49613840531845e-05 7.48446122977332e-05 7.477272973436e-05 0.0016775891315832 7.51703364656585e-05 0.00203370103425737 0.00320639935772956 0.38777097831643 0.000414394468734616 0.121998346829752 0.00301913757374082 0.287540879250865 0.00150925578965701 0.190379970809581 7.49562000677169e-05 7.46421750503423e-05 0.995988360636878 0.995988360636878 0.998976458412768
29.19596 4.52001 0.70811 3.5 1.78579 2.58043 2.58043 40 42.95 7.917 0 0 16.576 5.305 9.424 4.022 16.95 4.843 -9 0 0.0063841 0.0013599 0.0059907 0.0014683 0.00945 0.0019324 0.007434 0.0017529 -1.2568349 0.3916726 -0.7226718 0.4940621 0.0063246 0.0013738 0.0001372 0.0002208 0.0107772 0.0163988 0.7252896 6.33755975503226e-05 6.3166758601834e-05 0.00161439766721237 0.00467120154208954 8.96815668234915e-05 0.0135863793747557 0.000847387341375329 0.0449650354531826 0.0227936353474273 0.670423714928059 0.000730942105881704 0.0183592434230211 0.00259543343684885 0.219069642953846 6.33880670491039e-05 6.33744362756215e-05 0.979909250739297 0.979909250739297 0.998786107973404
11.29613 27.39985 22.22259 3.5 0.72045 18.45221 18.45221 41 110.846 17.322 0 0 20.918 7.189 21.992 8.033 67.936 14.836 -9 0 0.025038 0.0070249 0.0247279 0.0060589 0.0265617 0.0055397 0.0266192 0.0048905 -0.2644986 0.482331 -0.3082709 0.4858747 0.0249062 0.006294 2.33e-05 0.0006471 0.0007732 0.0134499 0.8853553 6.52206077934594e-05 6.5013043591891e-05 6.53110418931752e-05 0.000204032051656512 6.51666444038216e-05 0.000655413037313736 0.000412983519723349 0.077100044837883 0.00124474327963024 0.333663748294448 0.000841481437844014 0.0880518076269104 0.00140516519952603 0.496029523784037 6.52257703277277e-05 6.51198230177447e-05 0.998879697546859 0.998879697546859 0.999002397879797
2.3056 14.38654 18.41058 3.5 3.00618 27.82637 27.82637 42 48.404 14.639 0 0 6.234 4.348 7.598 5.609 34.572 13.75 -9 0 0.01263 0.0054411 0.0129427 0.0053555 0.011502 0.003988 0.0118864 0.0040431 0.3190102 0.8043886 0.3034623 0.7895905 0.012837 0.0053329 5.07e-05 0.000607 0.0016148 0.0198249 0.899276 7.18962019691399e-05 7.11309900751092e-05 7.10883602367938e-05 7.12706847924051e-05 0.00115706630918834 0.000109692473096288 7.09956172497264e-05 0.0312144029906531 0.0133029119455462 0.448845181007829 0.0146946852845364 0.183696339065664 0.0119216555285152 0.294558581335608 7.1445355333157e-05 7.16568497075099e-05 0.998447632833477 0.998447632833477 0.998998647047291
14.66491 13.37636 14.26465 3.5 1.94211 19.10676 19.10676 43 86.954 14.003 0 0 18.482 6.282 17.752 6.571 50.72 12.181 -9 0 0.0174033 0.0045481 0.0173001 0.0046188 0.0195195 0.0037555 0.0193132 0.0037759 -0.4608481 0.4896463 -0.4466195 0.4948729 0.017391 0.0044734 3.93e-05 0.0004881 0.0011504 0.013477 0.8991994 4.84720431093022e-05 4.85286253891116e-05 4.83370178193374e-05 4.85364954279364e-05 4.84522297729183e-05 0.00153668262664184 0.000581728635873933 0.0951970696172737 0.000914791714760803 0.355303824457635 0.000173112033103707 0.0421423281817312 0.000505592521706649 0.503305640407184 4.84822099522856e-05 4.84211826180159e-05 0.998220818553121 0.998220818553121 0.998996655813889
3.70339 24.85972 16.70373 3.5 2.23208 7.18624 7.18624 44 65.644 14.46 0 0 10.034 5.351 13.37 6.43 42.24 13.245 -9 0 0.0153109 0.0049114 0.0156932 0.0051109 0.0147345 0.0039097 0.0156748 0.0039833 0.1355272 0.6486017 -0.0276715 0.6277736 0.0156767 0.0048922 0.0001746 0.0006778 0.0057201 0.0205816 0.8665195 7.40144816526272e-05 9.91925602760081e-05 7.44146039339369e-05 0.000247517405522518 7.36835409891696e-05 0.000563217139647757 0.000853303259765304 0.194125186551148 0.00219148595919255 0.463544010694657 0.0012906635479275 0.166449377844549 0.00145346578462506 0.168811303547827 7.41206395330739e-05 7.50424387533834e-05 0.998867791384256 0.998867791384256 0.999002294786309
21.03745 8.29528 3.08834 3.5 2.17979 3.01416 3.01416 45 55.808 9.065 0 0 17.17 5.629 13.916 4.845 24.722 6.489 -9 0 0.0085861 0.0019556 0.0083779 0.0019723 0.0118081 0.0022337 0.0108909 0.0022088 -1.0806686 0.4183033 -0.9068416 0.4433828 0.0085864 0.0018992 0.0001044 0.0002411 0.0061759 0.0137897 0.8167496 9.62568470648128e-05 9.60738703390191e-05 9.59041563801152e-05 0.00156684932164585 0.000402310008249641 0.0122449303673309 0.00108394548118216 0.249962235237993 0.00120439325868291 0.268931279848749 0.00125623840584259 0.196784815489139 0.00250425030411227 0.263577340012123 9.62488329368168e-05 9.69285582294847e-05 0.985494873366468 0.985494873366468 0.998862826575698
