N dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
25.98223 15 107.388 18.51 0 0 18.01 7.627 17.602 7.215 71.776 16.687 -9 0 0.0258823 0.0066577 0.025819 0.0062125 0.0260092 0.0054089 0.0258012 0.005256 -0.0375365 0.5017911 -0.0071187 0.4709193 0.0258424 0.0062445 -8.2e-06 0.000681 -0.0002123 0.0131753 0.8810681 6.00147724847344e-05 6.01164723907132e-05 6.0090799589062e-05 0.000414884661746212 6.00444511116148e-05 0.00028704961071609 6.00368112095343e-05 0.000336914478712193 0.000470085251348091 0.00315857186303216 6.00886652863961e-05 0.000218810189851022 0.000796603162048376 0.00759895281529927 0.0177496649537407 0.968608071041434 0.000942200768038426 0.999057799231962 0.993238477799213
28.48309 16 110.192 21.649 0 0 18.682 7.671 18.926 8.37 72.584 17.338 -9 0 0.0292279 0.0086537 0.0285539 0.0070053 0.0288843 0.0065263 0.0284497 0.0054953 0.007437 0.5067391 -0.0065107 0.4747671 0.0288919 0.0076056 1e-06 0.000748 9.91e-05 0.0131276 0.8924825 8.27824829433393e-05 0.000120974987358182 8.27025240677047e-05 0.000507568963036546 8.29600828463211e-05 0.00134503911908688 8.2808380919616e-05 0.00728669300690007 8.30917601278914e-05 0.12960686296648 8.30797626403738e-05 0.0323324437320528 0.00118939532252461 0.0154607441419374 0.0158395007344184 0.795813352032659 0.00222202815933897 0.99777797184066 0.993168544455561
19.28537 17 82.656 15.437 0 0 13.556 5.916 13.862 6.472 55.238 14.006 -9 0 0.0193375 0.0053975 0.0192867 0.0051406 0.0193909 0.0042675 0.0194772 0.0040669 -0.0329282 0.5362543 -0.0579139 0.5164481 0.019269 0.0051186 -4.31e-05 0.0005564 -0.001107 0.0147837 0.8984249 3.76879684636212e-05 3.76790561637983e-05 3.76958173689037e-05 3.76865252908655e-05 3.76789712249572e-05 3.76874920854246e-05 3.76886533084844e-05 3.76858170607854e-05 3.76860042940551e-05 0.00241222680648094 3.7681572592696e-05 0.000506747798450538 3.76828936001795e-05 0.0020468991412973 0.00193938840786332 0.992680197074454 0.00022611583059757 0.999773884169402 0.9932767030483
17.14127 18 72.758 13.974 0 0 12.068 5.805 12.082 5.464 48.608 12.763 -9 0 0.0171504 0.0048482 0.0170758 0.0047006 0.0171027 0.0038101 0.0171067 0.0037232 -0.0121332 0.5482221 -0.0282092 0.5423715 0.0171343 0.0046864 2.12e-05 0.0005658 0.000517 0.0159417 0.9038934 4.04106030349115e-05 0.000100896151731525 4.04109802611381e-05 4.0416173767756e-05 4.03646364474896e-05 5.2287004617965e-05 4.04246912482627e-05 0.00135542657264931 4.03610588242715e-05 0.00699579433586727 4.03919867063423e-05 0.000126790859218659 4.03967403546771e-05 0.00604106880893611 0.00125597805744411 0.98374858133889 0.000314785549860785 0.999685214450139 0.993272008372451
0.2305 19 1.042 1.074 0 0 0.194 0.453 0.172 0.428 0.676 0.872 -9 0 0.0002389 0.0003374 0.0002405 0.0003275 0.0002452 0.0002783 0.000239 0.0002748 -0.0609361 0.7468207 -0.0179192 0.6755698 0.0002408 0.0003289 1.1e-06 2.74e-05 0.0003597 0.0248615 0.901641 6.25749404667952e-05 2.5015877169861e-05 2.48532653153005e-05 2.49754655821546e-05 2.49214053614921e-05 2.48897562241999e-05 2.50018583825278e-05 0.000806606797379016 2.50673756863668e-05 2.47584141358698e-05 2.49596140854161e-05 2.48617571961356e-05 2.49285015984244e-05 0.000503734232328419 0.191688768763437 0.806664081975651 0.000187230710119803 0.99981276928988 0.993278761675229
25.35093 20 105.81 17.287 0 0 17.306 6.859 17.92 7.385 70.584 15.547 -9 0 0.0256458 0.0066641 0.0254691 0.0063221 0.0254675 0.0052402 0.0255419 0.0050257 0.0111151 0.5088967 -0.027661 0.503839 0.0255719 0.0063278 1.44e-05 0.0007341 0.0002802 0.0143376 0.9052949 4.86460083714546e-05 4.85976275716976e-05 4.86183357634297e-05 4.85851130608173e-05 4.85922139673948e-05 4.86167348461398e-05 4.86297467676316e-05 0.00213156097890569 4.85745962816274e-05 0.0129093288987736 4.85828453416876e-05 0.00100912899391144 4.86292824614142e-05 0.00641036298933127 0.00415377282434913 0.972899772810296 0.000291656033580934 0.999708343966419 0.993273233060538
4.55991 21 19.262 6.165 0 0 3.056 2.282 3.148 2.2 13.058 5.603 -9 0 0.004596 0.0021602 0.0045931 0.0021141 0.004542 0.0016508 0.004568 0.0016743 -0.0178759 0.8285469 -0.0331716 0.8006846 0.0045995 0.00207 4.9e-06 0.0002204 0.0009203 0.0213699 0.8951713 2.74194531006828e-05 2.74175493026711e-05 2.74311242737292e-05 2.74242888625971e-05 2.74247425521001e-05 2.74415402067098e-05 2.74268018375874e-05 0.000555565850038843 2.74131318707513e-05 2.7418150280506e-05 2.74246315976982e-05 2.74294196648785e-05 2.73975450685785e-05 0.000265857034810831 0.00788345079700376 0.990966057939528 0.00016455869829849 0.999835441301701 0.993279961774749
11.63171 22 49.824 10.714 0 0 8.32 4.277 8.52 4.508 32.984 10.001 -9 0 0.0116865 0.0037342 0.0117473 0.0037297 0.0116423 0.0029428 0.0116987 0.0029611 -0.0163355 0.63593 -0.012713 0.6136265 0.0117126 0.0035804 -4.3e-06 0.000436 0.0002067 0.0204902 0.8847488 4.7752011280122e-05 0.000238302325074434 4.7743295128135e-05 0.000236999951286708 4.77295891064833e-05 4.77788833552274e-05 4.7756811040431e-05 0.00177611672439641 4.77358672191339e-05 0.00396811390938992 4.77405876015498e-05 4.77574336749491e-05 4.77221013162913e-05 0.00429367084090583 0.00390406870138397 0.98515301096784 0.00066630605523111 0.999333693944769 0.99325327741722
9.39335 23 40.428 10.278 0 0 6.49 3.915 6.568 3.713 27.37 9.311 -9 0 0.0098173 0.0035689 0.009691 0.0034394 0.0095441 0.0027709 0.0095661 0.0027735 0.077588 0.6772066 0.0190205 0.6227503 0.0097048 0.0033888 -4.93e-05 0.0002996 -0.0020789 0.015361 0.9222396 3.54941512671666e-05 0.00124119286590397 3.55138775130712e-05 3.55126114709106e-05 3.54849397296609e-05 0.000180376205150605 3.55029962863284e-05 3.5489913993279e-05 3.55166869379892e-05 3.54847160190316e-05 3.54993284488934e-05 3.5475831397854e-05 3.55023648007905e-05 3.54705703285372e-05 0.0476701764197308 0.950482306521021 0.00156357465103538 0.998436425348964 0.993204782118857
10.26124 24 43.382 9.814 0 0 7.104 3.874 7.012 3.839 29.266 8.759 -9 0 0.010251 0.0035204 0.0102415 0.0035754 0.0102516 0.0025945 0.0102257 0.0026699 -0.0446047 0.6853028 -0.0322684 0.7248993 0.0102446 0.0034539 -1.7e-06 0.0003649 0.0003189 0.0180243 0.9155617 3.13472167560797e-05 3.13465990053165e-05 3.13407575577858e-05 3.13437123237433e-05 3.13463553715317e-05 3.13480178378398e-05 3.13478898784829e-05 3.13519210821328e-05 3.13535200984253e-05 0.00131291708859059 3.13457456881136e-05 5.15996206358328e-05 3.1346533384562e-05 0.000295883950793472 0.00170432062443756 0.996290460446559 0.000188072658852297 0.999811927341148 0.99327871711328
12.1194 25 52.842 12.135 0 0 8.756 4.7 8.608 4.683 35.478 11.123 -9 0 0.0125163 0.0040956 0.0125013 0.0042219 0.0124682 0.0032203 0.0124265 0.00334 -0.0161255 0.6312912 -0.0099404 0.6392009 0.0124734 0.0040284 -3.55e-05 0.0003881 -0.0013298 0.0146795 0.9007875 3.25127652703462e-05 0.000314079460130993 3.25135043028286e-05 3.25012557157396e-05 3.25132965612753e-05 4.21495567963008e-05 3.25012823620017e-05 3.25082124821545e-05 3.25112929838164e-05 0.000531195738806946 3.25153041924596e-05 3.2503126381178e-05 3.25033102776099e-05 0.000217746356070768 0.00825374174050844 0.990316003797157 0.000486269838777484 0.999513730161222 0.993262899690527
7.21319 26 30.536 8.045 0 0 5.216 3.162 5.032 3.173 20.288 7.289 -9 0 0.0071059 0.0027992 0.0071288 0.0027803 0.0071888 0.0021215 0.0071369 0.0021768 -0.099476 0.7285775 -0.0504469 0.7310497 0.0071564 0.0027486 3.91e-05 0.0003521 0.0021666 0.0204113 0.8854042 0.000107517061711171 0.00163211791815889 0.000107658933609644 0.000653775186577256 0.000107904216528424 0.00069771714847885 0.000106824334350232 0.00881172171216228 0.000236512348755698 0.0436609838643582 0.000107380668932162 0.0027191840630891 0.000107306103069921 0.0209990908962162 0.0110617745470476 0.908882530996954 0.00330669046506424 0.996693309534935 0.993107619824568
7.49603 27 31.582 8.304 0 0 5.36 3.532 5.194 3.144 21.028 7.498 -9 0 0.0073816 0.0027882 0.0074172 0.0028827 0.007438 0.0022389 0.0073912 0.0022471 -0.0670074 0.70667 -0.0351672 0.6875342 0.0073915 0.002734 -7.9e-06 0.000277 3.83e-05 0.0179915 0.8835827 3.19728209447341e-05 0.000514738295683255 3.19875423148967e-05 3.21572480196667e-05 3.19664011326282e-05 3.20133908769598e-05 3.20793002032098e-05 3.19801688007592e-05 3.19483106465797e-05 4.86424148265067e-05 3.19376675130881e-05 0.00150168640431381 3.20329398298141e-05 0.000192033102289089 0.0131571655333552 0.98426565845925 0.000674835698972141 0.999325164301028 0.993252820470038
14.79628 28 62.828 12.981 0 0 10.472 5.191 10.51 5.238 41.846 11.652 -9 0 0.0146508 0.0044501 0.0146358 0.0044646 0.0147469 0.0034929 0.0147576 0.0035032 -0.054528 0.5901076 -0.0639964 0.5893342 0.0146554 0.004363 1.21e-05 0.0004846 0.0002136 0.0155278 0.9020627 3.71614757370546e-05 3.71598932821137e-05 3.71831647775869e-05 3.72190434929437e-05 3.71674479097895e-05 3.71751966431473e-05 3.71060739032139e-05 0.00104282359860061 3.72029292791884e-05 0.00692607578363167 3.71714834959177e-05 3.71550082773714e-05 3.71957345026525e-05 0.00113756247727383 0.00839324127423973 0.982091399414953 0.000223066221842636 0.999776933778157 0.993276864544623
15.22059 29 65.29 13.534 0 0 10.634 5.279 10.604 5.066 44.052 11.867 -9 0 0.0154481 0.0044457 0.01541 0.0044147 0.0154143 0.0036306 0.0154059 0.003577 -0.008005 0.5595463 -0.017419 0.5686914 0.0154327 0.0043093 3.7e-06 0.0004557 0.0001628 0.014587 0.9018499 4.90658580256716e-05 4.90935494340958e-05 4.91103614669206e-05 0.000884715314497796 4.91222317416638e-05 4.90772690787513e-05 4.91312202288336e-05 0.00140749933000623 4.90583726399802e-05 0.00451060878920156 4.90352816057232e-05 0.000345663885457532 4.91636476938907e-05 0.00102198103394667 0.0320441435469397 0.959343530308035 0.0011301845842449 0.998869815415755 0.993228336646396
9.24641 30 38.7 10.356 0 0 6.43 3.813 6.676 3.838 25.594 9.113 -9 0 0.0089988 0.0033586 0.0090514 0.0034326 0.0090266 0.0027435 0.0090959 0.0027882 -0.0431454 0.6716608 -0.0530865 0.6631291 0.0090271 0.0033212 1.9e-06 0.0003306 -0.000203 0.0172362 0.8980672 6.06951135385604e-05 6.07361306929001e-05 6.07238043056349e-05 0.000552196875070391 6.0712615276717e-05 0.000600027404265086 6.0691489617941e-05 0.000700090074626714 0.00105680414019111 0.00182262182379561 6.06767144414337e-05 6.06816658088327e-05 0.000216256416072678 0.00235553753627625 0.52018622776943 0.47208532042659 0.00139509194314929 0.998604908056851 0.993213953289852
27.11718 31 109.616 18.149 0 0 17.916 7.079 17.75 6.739 73.95 16.218 -9 0 0.0273055 0.0073773 0.0270028 0.006676 0.0270871 0.0055829 0.0268768 0.0051917 0.004731 0.5045552 6e-07 0.5045596 0.0270838 0.0068566 -7.04e-05 0.0007685 -0.0014277 0.0134961 0.9068539 3.99765583809874e-05 3.99754954609569e-05 3.99722413560968e-05 3.9970746579593e-05 3.99806248007553e-05 3.99784942871781e-05 3.99722544837521e-05 0.000105054656962643 3.99746101855721e-05 0.00257097761920094 3.99777680297945e-05 0.000345533592338935 3.99743328252845e-05 0.00146489549429061 0.00381596404396179 0.991297821466855 0.000239854160865568 0.999760145839134 0.993275975546677
8.66423 32 36.472 9.145 0 0 6.156 3.951 6.062 3.397 24.254 8.312 -9 0 0.0085239 0.0030898 0.0085254 0.0031789 0.0085716 0.0024406 0.0085452 0.0025108 -0.0503256 0.7123536 -0.0434438 0.6959705 0.0085091 0.0030398 -1.56e-05 0.0003097 -0.0006161 0.0175646 0.9012192 3.29498958414494e-05 0.000229749045435061 3.30013322476741e-05 3.3000352525123e-05 3.29820513061863e-05 4.90695617408368e-05 3.29437088416917e-05 3.29816931459161e-05 3.29694434674714e-05 0.00045500191990361 3.29898885773465e-05 3.29581053534162e-05 3.29765222088818e-05 0.00139427454758576 0.00978728099698267 0.987754870934837 0.000410752239096331 0.999589247760904 0.993266919484191
11.52519 33 48.782 11.156 0 0 8.276 4.401 7.936 4.224 32.57 10.327 -9 0 0.0114837 0.003765 0.0114653 0.0038068 0.0115132 0.0030684 0.0114174 0.0030255 -0.0250933 0.6489046 -0.0077872 0.6486138 0.011448 0.0036595 -2.65e-05 0.000363 -0.0008872 0.0155792 0.8941961 3.54564166940343e-05 0.00131534136441191 3.54638321781928e-05 3.54359281272922e-05 3.54337931371655e-05 0.000112740142157736 0.000172676980711951 3.54302776560967e-05 3.54535536508901e-05 0.000112163336863809 3.54550564179672e-05 0.000458770619035571 3.5452630892759e-05 3.54483431625316e-05 0.00719865311766264 0.99031062460724 0.00156987147670633 0.998430128523294 0.993204438603626
10.36009 34 43.49 10.263 0 0 7.252 4.44 7.366 4.17 28.872 8.962 -9 0 0.0102404 0.0034285 0.0102039 0.0033808 0.0101823 0.002726 0.0102144 0.0027401 -0.0024602 0.6538852 -0.0229496 0.6547032 0.0102405 0.0033387 1.84e-05 0.0003929 0.000528 0.0179406 0.8829839 4.8458747750597e-05 4.84591222841864e-05 4.8469089811958e-05 0.000252398856945063 4.84507730970736e-05 0.000717663712682201 4.8435275883352e-05 0.0012649032146471 4.84439171419663e-05 0.0126897942157174 4.846948700288e-05 0.000808581051026864 4.84531317225771e-05 0.00198533642402967 0.00948585487819123 0.972407828102066 0.00116390030257108 0.998836099697429 0.993226510515796
9.38152 35 39.15 9.312 0 0 6.414 3.56 6.544 3.631 26.192 8.619 -9 0 0.0091912 0.003377 0.0091609 0.0032022 0.0091906 0.0025633 0.0092273 0.0025214 -0.0460555 0.683423 -0.0614879 0.6549031 0.0091876 0.0032209 1.15e-05 0.0003623 0.0003949 0.0182307 0.892565 3.84827216325985e-05 0.000153399004777165 3.85178373547766e-05 5.24126644499338e-05 3.8493350672687e-05 0.000378079640134167 3.84936647911288e-05 3.84719393440931e-05 3.84913868877394e-05 0.00397345300328483 3.84827903986616e-05 0.000395300025323682 3.84757634154219e-05 0.000347869830855012 0.00738148899503652 0.987010087381642 0.000699385219021328 0.999300614780979 0.993251505075808
25.52124 36 106.302 17.613 0 0 17.42 7.356 17.406 6.615 71.476 16.227 -9 0 0.0255929 0.0067876 0.0256866 0.0065441 0.0256394 0.0053024 0.025552 0.0052688 -0.0333045 0.4842513 0.0010594 0.4839112 0.0256334 0.0064922 -6.4e-06 0.0007833 -0.0001042 0.0150039 0.9188417 5.12782972887551e-05 5.1294709536449e-05 5.13085708292426e-05 0.000323439487314701 5.13723354865038e-05 5.13375236233592e-05 5.13022662257437e-05 0.00031383700800466 5.12908133235658e-05 0.00702299235378964 5.1314789290042e-05 0.000752572362673265 5.13295204239104e-05 0.00395046608981739 0.0112490618377505 0.975925802034622 0.000580030924079011 0.999419969075921 0.993257893916509
29.1972 37 112.224 22.103 0 0 18.568 8.212 18.046 7.713 75.61 17.518 -9 0 0.0303162 0.0085489 0.0293173 0.006906 0.0299723 0.0064497 0.0293184 0.0054494 0.0144271 0.5041617 -0.0172586 0.4672173 0.0298007 0.0075445 -1.6e-05 0.0007475 -0.0004471 0.0121882 0.8946393 4.6238683369509e-05 0.00105383740388019 4.62412443122471e-05 4.62248137241328e-05 4.62408726413139e-05 0.000686754343071762 4.62331065794198e-05 0.000487924237186334 4.62395673365716e-05 0.00149191529289883 4.62391255017492e-05 0.000946708889004752 4.623383009257e-05 0.00202559491566488 0.000422898364899624 0.992514475309836 0.00192553736099915 0.998074462639001 0.993184914317741
7.03498 38 30.122 7.893 0 0 4.752 2.962 5.164 3.455 20.206 7.182 -9 0 0.0071166 0.0027562 0.0071741 0.0027029 0.0070349 0.0021614 0.007151 0.0021106 0.0085964 0.7294104 -0.0214855 0.7231225 0.0071268 0.002642 -1.86e-05 0.0002523 -0.0008887 0.0173661 0.9113726 2.54299620461367e-05 2.55126021430349e-05 2.54711791851247e-05 2.55078164618807e-05 2.55320018943314e-05 2.54819930663997e-05 2.54818975329151e-05 8.06272014875957e-05 2.55160311265076e-05 0.000691649132414304 2.54656898877823e-05 2.54980676207523e-05 2.55075983903234e-05 2.54592644028854e-05 0.00559470736383846 0.993327152198502 0.000152935554796908 0.999847064445204 0.993280576977534
25.20749 39 106.176 17.248 0 0 17.288 6.78 17.626 7.573 71.262 15.965 -9 0 0.0255672 0.0066038 0.0255472 0.0063162 0.025538 0.0051643 0.025543 0.0050393 -0.0159036 0.4885094 -0.0166199 0.4947147 0.0255311 0.0062141 -2.61e-05 0.0007346 -0.0002131 0.0146637 0.8988696 3.84450517624801e-05 3.84497189064574e-05 3.84496518134337e-05 3.84474814574579e-05 3.84470460990357e-05 3.84474084942969e-05 3.84457411501156e-05 0.00104174110550362 3.8445708626938e-05 0.00227476126052829 3.84454339197407e-05 0.000249120878318731 3.84488186826036e-05 0.00168862475658688 0.00146722254229767 0.992894057395852 0.000230686358533162 0.999769313641467 0.993276461022771
6.38056 40 27.02 7.919 0 0 4.316 2.738 4.456 2.884 18.248 7.289 -9 0 0.0064897 0.0028146 0.0064464 0.0027823 0.0063601 0.0021144 0.0063996 0.0022029 0.0157692 0.7463303 -0.0223659 0.71725 0.0064723 0.0027254 4.3e-06 0.0002782 0.0003626 0.0194073 0.9151779 3.4362227275813e-05 3.42180354127263e-05 3.42519744385703e-05 3.4273575471851e-05 3.42537360869222e-05 3.44118311500721e-05 3.42665303141496e-05 0.000211112993802551 3.45071370766345e-05 0.00252748937328441 3.42117785635881e-05 0.000530242518076885 3.41956452239398e-05 0.00114504120042173 0.0147599091288601 0.98048325231454 0.000205771379835955 0.999794228620164 0.993277780260921
12.26693 41 52.48 11.727 0 0 8.696 4.749 8.856 4.622 34.928 10.43 -9 0 0.0122668 0.0039469 0.0123037 0.0038229 0.0122963 0.0031146 0.0123414 0.0031577 -0.0347603 0.6404436 -0.0255553 0.6156564 0.0122815 0.0037582 -3.8e-06 0.0004215 8.71e-05 0.0167117 0.8905897 4.15805453341722e-05 4.16108900313499e-05 4.15964194294472e-05 7.30076369445804e-05 4.1589372529721e-05 0.000242904058191556 4.15843638100989e-05 0.000825980915701898 4.1613506409501e-05 0.00272632154594209 4.15443916673783e-05 0.000226027534506806 4.1559481171823e-05 0.00309960214359693 0.00752143726535882 0.984952039929374 0.000482288922460827 0.999517711077539 0.993263111897968
5.17898 42 22.454 6.779 0 0 3.77 2.874 3.544 2.392 15.14 6.42 -9 0 0.0052434 0.0023799 0.0052244 0.0024017 0.0053301 0.0018592 0.0052664 0.0018878 -0.1163905 0.7867811 -0.084357 0.7966886 0.0052329 0.0023159 -1e-06 0.000238 -0.0001972 0.0201208 0.8853418 2.63608750157355e-05 2.63657191043074e-05 2.63502432023013e-05 2.63893703339502e-05 2.63527122141629e-05 2.63221170686233e-05 2.63621133392988e-05 2.63570943880852e-05 2.63483868952551e-05 2.63302226065238e-05 2.63780858192405e-05 0.000261760850058901 2.63586875014485e-05 2.6376550871691e-05 0.00925832357243387 0.990137263399147 0.000158141036939081 0.999841858963061 0.993280301487171
29.5466 43 111.184 23.196 0 0 18.284 8.453 18.638 8.179 74.262 17.757 -9 0 0.0308853 0.008492 0.0295593 0.0066496 0.0301008 0.0063967 0.0295608 0.0052614 0.0775947 0.4673778 -0.0151262 0.4561269 0.030216 0.0073335 -6.3e-06 0.0007619 -6.18e-05 0.0125558 0.8818002 5.41978269199515e-05 5.42219005660295e-05 5.41992076148566e-05 0.000964811842003911 5.4213717288352e-05 5.42486961214455e-05 5.41956119136642e-05 0.00139386933642982 5.42056900051738e-05 0.00821270767200032 5.4188305310497e-05 0.000483168847439286 5.41972838949481e-05 0.023352637170195 0.00252461295479159 0.962580323937505 0.00123589319051455 0.998764106809485 0.993222606071833
15.1199 44 64.332 13.143 0 0 10.886 5.5 10.958 5.128 42.488 11.347 -9 0 0.0149461 0.0042603 0.0149704 0.0043241 0.0150445 0.0034985 0.0150648 0.0034553 -0.0415478 0.5688067 -0.0479358 0.5569778 0.014971 0.0042034 1.28e-05 0.0004766 8.56e-05 0.0150969 0.872872 8.8476029985426e-05 8.80096167880644e-05 8.80653826417855e-05 0.000906748377211445 8.77795965382781e-05 8.77363427353034e-05 8.76669644182786e-05 0.0045759619506774 0.000841622976004942 0.0608255748815832 8.80615346081106e-05 0.00272169341296921 8.9344617278268e-05 0.0157920655078407 0.00363321074174924 0.90999798206697 0.0013468153459003 0.998653184654099 0.993216579174595
6.02018 45 25.818 7.856 0 0 4.282 2.864 4.408 2.904 17.128 6.998 -9 0 0.0059959 0.0025336 0.0060913 0.0026402 0.0060348 0.002064 0.0060703 0.0021183 -0.0587138 0.7604627 -0.0352642 0.7183226 0.0060401 0.0025129 -3.5e-06 0.0002424 -0.0001502 0.0177695 0.8945561 4.00252450482977e-05 3.99419020712792e-05 4.00314327938376e-05 0.000107332902861565 3.98953799100291e-05 3.98355976329017e-05 4.0090337892198e-05 4.00280718660507e-05 3.99588924234425e-05 0.000905131433563094 0.00106529833463926 4.00243338972506e-05 3.99685751446704e-05 4.01474704323674e-05 0.0960858091608066 0.901396480929017 0.00030706246031791 0.999692937539682 0.993272417326965
12.21381 46 52.282 11.221 0 0 8.61 4.877 8.402 4.165 35.27 10.595 -9 0 0.0123188 0.0039773 0.0123137 0.0040976 0.0123684 0.0030681 0.0123098 0.0031348 -0.046721 0.6672541 -0.0371536 0.6619959 0.0123023 0.0039086 -1.4e-05 0.0004068 -0.0005019 0.0161946 0.8933795 3.3586827982103e-05 3.35917029715988e-05 3.35905452070892e-05 3.36043715404871e-05 3.3602340789604e-05 0.000101791403458508 3.36005006648624e-05 3.35988478553023e-05 3.35900118125274e-05 0.00231361260395736 3.35970967779806e-05 3.35882860039746e-05 3.35982975001395e-05 0.000892920304541642 0.00201176568276243 0.994310361176174 0.00026976719194939 0.99973023280805 0.993274391847936
15.95359 47 68.078 13.54 0 0 11.554 5.399 11.448 5.415 45.076 12.024 -9 0 0.0158749 0.0046201 0.0158015 0.0044828 0.0159623 0.0035805 0.0159324 0.003643 -0.0443623 0.6019654 -0.0498196 0.5545965 0.015797 0.0044171 -4.12e-05 0.0004787 -0.0013796 0.0146782 0.8960121 4.65463305510113e-05 4.65663722369983e-05 4.65071963907536e-05 4.65675269942622e-05 4.65483484294186e-05 0.00107660178737456 4.65798585368938e-05 0.00147524829161301 4.65566668872177e-05 0.0038871403264469 4.65395452452634e-05 0.000363698921426994 4.65545443758598e-05 0.00336172129334351 0.00423436959959245 0.985182253390555 0.001309337561977 0.998690662438023 0.99321861702789
18.86888 48 80.876 15.144 0 0 13.178 5.723 13.412 6.113 54.286 13.737 -9 0 0.0191306 0.005401 0.0191287 0.0053028 0.019016 0.0041271 0.019082 0.0040339 -0.0049565 0.5532968 -0.0176813 0.561488 0.0190942 0.0052062 -3.54e-05 0.0005807 -0.0008708 0.0147837 0.9108258 3.3211044527472e-05 3.32112149463503e-05 3.32067789786958e-05 3.3205050176252e-05 3.32148772362421e-05 3.32159142649584e-05 3.32113978396825e-05 3.32057627220105e-05 3.32098430264176e-05 0.00354064402902582 3.32078765879201e-05 3.321424937552e-05 3.32064413961836e-05 0.00105739435028243 0.00341528283401369 0.9915881583356 0.000199264880129971 0.99980073511987 0.993278124673214
18.8666 49 80.948 15.087 0 0 13.222 5.598 13.342 5.863 54.384 14.598 -9 0 0.0191445 0.0054534 0.019092 0.0054853 0.0190561 0.0042113 0.0190899 0.0041999 -0.0073521 0.5692168 -0.0274722 0.5555794 0.0190803 0.00529 -3.8e-05 0.0005405 -0.000693 0.0138489 0.9064564 3.13919105832839e-05 3.13886704746949e-05 3.13878581602255e-05 3.13975607765745e-05 3.13936531633117e-05 3.13870895470526e-05 3.13894418860897e-05 3.1385413272367e-05 3.13932084555872e-05 0.00137905001827536 3.13857631042918e-05 3.13897808742101e-05 3.13875554726948e-05 0.00142705558641769 0.00335365977847906 0.993463556711058 0.000188346742705143 0.999811653257295 0.993278702606687
25.42755 50 106.174 17.044 0 0 17.58 7.389 17.714 7.755 70.88 15.714 -9 0 0.0257049 0.0068913 0.0256227 0.0062719 0.0256265 0.0053387 0.025569 0.0050507 -0.0106748 0.489137 -0.0048858 0.4893986 0.02564 0.006378 -2.39e-05 0.0007168 -0.0004514 0.0137079 0.8919536 4.16637578589379e-05 4.16901719319271e-05 4.16721071520292e-05 4.16826373663267e-05 4.16881967058733e-05 4.45330318577441e-05 4.16752271652845e-05 0.00051010065961794 4.16840303903737e-05 0.00371625149079399 4.16768376183384e-05 0.000225514851131158 4.16831465120422e-05 0.00338359384047054 0.0023124947002958 0.989432395313132 0.000252929902872838 0.999747070097127 0.993275283192344
16.63755 51 70.246 13.469 0 0 11.508 5.496 11.512 5.03 47.226 12.801 -9 0 0.0164455 0.0046112 0.0165151 0.0049151 0.0165553 0.0036746 0.0165565 0.0037625 -0.0468754 0.5696531 -0.0401155 0.6001192 0.0164732 0.0046542 -7.1e-06 0.0006238 -0.0003495 0.0171315 0.9042194 5.49871515487843e-05 5.49948533552844e-05 5.4986992623205e-05 5.49693649339678e-05 5.49854901354788e-05 0.000283733490498043 5.49815649641063e-05 0.00105276398634063 0.000936682436216068 0.00277366668226443 5.49847637032041e-05 6.67887063909362e-05 5.4962520994693e-05 0.00331496794485325 0.0029022698338444 0.988229274217334 0.000558657343094763 0.999441342656906 0.993259036131407
10.37748 52 44.192 10.637 0 0 7.4 4.096 7.534 4.632 29.258 9.603 -9 0 0.0102731 0.0035748 0.0102832 0.0036216 0.0103328 0.0028187 0.0103705 0.0029049 -0.0612304 0.6574339 -0.064523 0.6549788 0.0103019 0.0035144 2.37e-05 0.0004417 0.0012111 0.0184729 0.8879111 6.84700636900299e-05 6.84684679312439e-05 6.84779143477115e-05 0.00043599268724824 6.84636518404128e-05 0.00082824869302073 6.85345517811229e-05 0.00288499808810489 0.000420002112943022 0.0208728403352276 6.84609630228683e-05 0.0016462520572965 6.84657873544956e-05 0.00869148004281325 0.00805068519794101 0.955690159385437 0.00153812147807837 0.998461878521922 0.993206169786367
