N dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
9.42121 14 40.626 9.745 0 0 6.554 3.646 6.774 3.924 27.298 9.151 -9 0 0.0096178 0.0033473 0.0096264 0.0035369 0.0095418 0.0026094 0.0096039 0.0027387 -0.0077143 0.6715512 -0.0314913 0.7132546 0.0096262 0.0033564 4.1e-06 0.0003879 0.0003481 0.0185107 0.9009372 3.71167727647728e-05 3.71177565670651e-05 3.71483106548368e-05 0.000198137252786524 3.713667649765e-05 3.71511535230223e-05 3.71226939053811e-05 3.71318806224783e-05 0.000166499216440958 0.0017831556706149 3.71321724594014e-05 3.71044109590195e-05 3.71133889483487e-05 0.000376564253815128 0.109721182739407 0.887383185650034 0.000383807922793871 0.999616192077207 0.993268350376324
26.77206 15 109.102 17.825 0 0 17.836 7.099 17.312 6.611 73.954 16.393 -9 0 0.0270395 0.0070344 0.0265944 0.0065408 0.026737 0.0054442 0.0264568 0.0051578 0.0253624 0.513815 0.0033985 0.4870502 0.0268342 0.0066093 1.72e-05 0.0007379 0.0003368 0.0136988 0.8977359 5.27726289545686e-05 5.27156198667477e-05 5.27172447830308e-05 5.28637158084046e-05 5.27819104383247e-05 0.000258955008288383 5.273661864026e-05 0.000866236870949862 5.26982736672741e-05 0.0108629908119311 5.28205311803913e-05 0.000786432262061662 5.25794134288912e-05 0.00921380019347264 0.00150543960534619 0.976031459291182 0.000522806128139459 0.99947719387186 0.993260950765818
21.91896 16 93.766 16.32 0 0 15.918 6.886 15.214 6.567 62.634 15.018 -9 0 0.0222271 0.0059118 0.0220116 0.006013 0.0221826 0.0044521 0.0219813 0.0045343 -0.0202883 0.5220175 -0.0234621 0.5273747 0.0221419 0.0057745 2.26e-05 0.0006504 0.0007081 0.0153001 0.8980547 7.82341949262487e-05 7.83957670436671e-05 7.85462254664307e-05 7.86443274342774e-05 7.87616690199782e-05 0.000465460523641497 7.92174879179318e-05 0.00302556251215275 7.87858496928041e-05 0.0435389818474363 7.88426802568696e-05 0.00906452516136362 7.82211162617136e-05 0.0202570378760634 0.00224915464857021 0.920691628112752 0.000858042707532099 0.999141957292468 0.993242994750943
24.18439 17 100.704 17.112 0 0 16.658 6.88 17.32 7.229 66.726 15.893 -9 0 0.0238342 0.0064076 0.0238464 0.0062717 0.0237734 0.0050048 0.0239183 0.005047 -0.0144795 0.4863917 -0.0304079 0.4948266 0.0238346 0.0061079 -5.7e-06 0.0006775 0.0001305 0.0146697 0.8935513 6.61352694278276e-05 0.000742526872793787 6.55337697548308e-05 6.61362666259799e-05 6.61915890323174e-05 6.59997069244248e-05 6.57721874557422e-05 0.00281648149094339 6.58299709963104e-05 0.0347317825008947 6.61724578268437e-05 0.00163279664756355 6.57235253512926e-05 0.105839884038679 0.00669182011394737 0.846951213591782 0.00107252347455917 0.99892747652544 0.993231455603628
11.55457 18 48.992 11.577 0 0 8.39 5.049 8.202 4.248 32.4 10.18 -9 0 0.0114246 0.00386 0.0113059 0.0036881 0.0114975 0.0030923 0.0114445 0.0030655 -0.0570407 0.647045 -0.0716202 0.6098597 0.0113705 0.0036569 5.2e-06 0.0004101 0.0005761 0.0169471 0.8909452 7.96148493558881e-05 0.00016458022167946 7.97575690992913e-05 7.98534244962236e-05 7.9654512250547e-05 7.9505851741218e-05 7.97077844311393e-05 0.00215361164307341 0.00135413117729729 0.0580635845826584 7.96412183557993e-05 0.00151271147273701 7.96927896161948e-05 0.00797454619950013 0.0120411725295353 0.916098234174173 0.000562966428622628 0.999437033571378 0.99325880589543
27.06057 19 109.78 20.424 0 0 18.156 7.936 18.102 7.087 73.52 17.263 -9 0 0.0280988 0.0077319 0.027537 0.0069123 0.0278222 0.005989 0.0275347 0.0056287 0.0112014 0.4733611 -0.0150378 0.4874547 0.0278102 0.0071403 -7.6e-06 0.00078 -0.0001596 0.0136705 0.893706 7.0852798442391e-05 0.000498566958129373 7.0895350710283e-05 0.000170781084248756 7.10190923349266e-05 7.12159429678292e-05 7.10856412499817e-05 0.0008845011997818 0.00256158269347409 0.00733128440207623 7.10213673571157e-05 0.000749114264306496 0.000169291682157105 0.00575319053272246 0.148807129637329 0.832648467352712 0.000953331226833559 0.999046668773166 0.993237879848979
2.70799 20 11.594 4.336 0 0 1.966 1.799 1.95 1.697 7.678 3.849 -9 0 0.0027145 0.0014571 0.0026891 0.0014575 0.0027183 0.0011686 0.0027138 0.0011657 -0.0590228 0.8479857 -0.0744698 0.8875591 0.0027074 0.0014301 5.6e-06 0.0001339 0.0004683 0.0206886 0.9028206 2.80574169469219e-05 0.000386508778707771 2.80618100784898e-05 2.80498821376897e-05 2.80580171697118e-05 2.80485221855974e-05 2.80594512470834e-05 2.80536563396966e-05 2.80421301334815e-05 0.000370697701506008 2.80580189573873e-05 0.000320186510003291 2.80599043209622e-05 2.80500208733574e-05 0.0322642495630915 0.966349758616301 0.000526784427226182 0.999473215572774 0.993260738388508
16.7758 21 70.25 13.811 0 0 11.632 5.216 11.634 5.523 46.984 12.928 -9 0 0.016592 0.0048168 0.0165628 0.0047796 0.0165221 0.0037948 0.0165226 0.0037748 -0.0069597 0.5486191 -0.0155577 0.5624827 0.0165772 0.0046883 -2e-07 0.0005435 6.41e-05 0.0161997 0.9061394 4.14732538434517e-05 4.14490379703325e-05 4.14803178666939e-05 0.000578793863549878 4.14625816926186e-05 0.000697374570239629 4.14750872169221e-05 0.000576424974190044 4.14248433109462e-05 0.00420922676686411 4.14875819432201e-05 4.13941470491962e-05 4.14545536922156e-05 0.00153671042897016 0.00296438492178947 0.989063983069811 0.0014420336251626 0.998557966374837 0.993211399188091
11.16023 22 46.408 10.632 0 0 7.774 4.314 7.648 3.854 30.986 9.933 -9 0 0.0108623 0.0036136 0.0107884 0.0036453 0.0109253 0.0029527 0.0108897 0.0028777 -0.047963 0.6250987 -0.0691769 0.6172733 0.0108193 0.0035105 -6e-06 0.0003709 9.99e-05 0.0168052 0.8974465 3.20912256148699e-05 3.20763875449642e-05 3.2068582668532e-05 3.20530807952914e-05 3.20555304410876e-05 3.20821563126095e-05 3.20686321028357e-05 0.000161250215064245 3.20795991751163e-05 0.00102431279521254 3.20703421315143e-05 3.20753788629026e-05 3.20777604505885e-05 0.000169108684372852 0.00624282195167372 0.992049707677576 0.000192426963377355 0.999807573036622 0.993278486646669
5.16829 23 21.834 6.71 0 0 3.39 2.214 3.6 2.512 14.844 6.129 -9 0 0.0051681 0.0022031 0.0051693 0.0021967 0.0051396 0.0017831 0.0051988 0.0018402 -0.0148206 0.7567235 -0.0448055 0.7604447 0.0051781 0.0021652 9.4e-06 0.0002446 7.47e-05 0.0199412 0.8971407 2.87574304649861e-05 2.87673311727069e-05 2.87479988414732e-05 2.87683013378579e-05 2.87489732867745e-05 2.87587240012428e-05 2.87549082245913e-05 2.87568396106325e-05 2.87717200653461e-05 2.87551224587315e-05 2.87643500548749e-05 2.87700264863371e-05 2.875979288743e-05 0.000869425068964963 0.00916339366080854 0.989593299751334 0.000172548759105041 0.999827451240895 0.993279538820687
22.84727 24 96.572 17.417 0 0 16.194 7.073 15.97 6.38 64.408 15.637 -9 0 0.0228504 0.0059404 0.0227761 0.0058364 0.0227649 0.0047254 0.0226995 0.0047908 -0.0058115 0.4890127 -0.000703 0.4929632 0.022874 0.005789 6.08e-05 0.0007291 0.001149 0.0152554 0.8958868 9.69979064076316e-05 9.65090677272882e-05 9.69093500992118e-05 0.000358501793111384 9.67202120915756e-05 9.7174137168159e-05 9.7224362858609e-05 0.00559955664620337 0.0020585302801363 0.0276036951742551 0.000135911647174479 0.00927231942972909 0.00307576352551192 0.0344949149057166 0.0182632836589515 0.898555987902858 0.00084281246660525 0.999157187533395 0.993243811895696
27.55155 25 111.162 19.191 0 0 18.05 7.323 17.988 7.962 75.124 16.367 -9 0 0.0282689 0.0075513 0.0278402 0.006354 0.028068 0.0059587 0.0277918 0.0051977 0.0082623 0.4866704 -0.003032 0.451068 0.0279811 0.0067512 -7.35e-05 0.0007439 -0.0012744 0.013041 0.8983425 3.47474159711283e-05 3.47400560146074e-05 3.47537810134114e-05 3.47511574536708e-05 3.47548310969544e-05 3.47532816197195e-05 3.47506635310544e-05 3.47402932559544e-05 3.47502828887265e-05 0.00148880562389715 3.47472169829555e-05 3.47404433326375e-05 3.4748952696164e-05 0.000774845495490109 0.00325552399927376 0.994063846505482 0.000208500523169492 0.99979149947683 0.993277635773624
21.51458 26 91.336 15.603 0 0 15.174 6.861 15.176 6.398 60.986 14.503 -9 0 0.0214804 0.005494 0.021302 0.0055656 0.0214847 0.0043176 0.0214818 0.0043495 -0.0186986 0.5305572 -0.0539679 0.5300786 0.021422 0.0053979 3.08e-05 0.0007331 0.000608 0.0164825 0.8772471 4.68640858498432e-05 0.000170156077381417 4.68578583625869e-05 4.68583913663303e-05 4.68612476484558e-05 0.000118140401699427 4.68593734362996e-05 0.000959490354427299 4.68602875402236e-05 0.012201901112071 4.68606890058139e-05 0.0012970902488017 4.6859072704676e-05 0.0111343565402083 0.000399136214313642 0.973344848045183 0.00047573806230806 0.999524261937692 0.993263461009221
29.2969 27 110.602 22.959 0 0 18.414 7.754 18.092 8.014 74.092 18.847 -9 0 0.0304031 0.0089161 0.0293606 0.0070879 0.0298618 0.006732 0.0292259 0.0055721 0.0366883 0.4765787 0.0012678 0.4686904 0.0298718 0.007781 -1e-05 0.0007807 -0.000168 0.012916 0.8925692 4.66653982734673e-05 0.000414195108553979 4.66567981221643e-05 4.6663928899584e-05 4.66607740469396e-05 7.89387861413451e-05 4.66646182659014e-05 0.000699017771865137 4.66851727989104e-05 0.00146138066593228 4.66413810349381e-05 0.00144568102911901 4.66447411563525e-05 0.00430728423041109 0.00253788520093864 0.98868233439444 0.000679780794037479 0.999320219205962 0.993252555535644
2.19194 28 9.286 3.953 0 0 1.588 1.492 1.464 1.407 6.234 3.497 -9 0 0.0022411 0.0013552 0.0022143 0.0013369 0.0022048 0.0010726 0.0021698 0.0010251 -0.0051647 0.8868082 -0.0026223 0.8759252 0.002224 0.0013138 -3.7e-06 0.0001068 -0.0002592 0.02368 0.924623 2.9000442666263e-05 2.8997875354797e-05 2.89965779475194e-05 0.000672655412816519 2.90044071423679e-05 2.90114597429824e-05 2.90614691621768e-05 2.90297322532883e-05 2.89703911843193e-05 0.000262550683155063 2.89955984634297e-05 2.90307953797735e-05 2.8954293738656e-05 2.90414891881092e-05 0.0843883146881026 0.914328384683702 0.000817666175670449 0.999182333824329 0.993245161316974
21.56923 29 91.774 16.273 0 0 15.136 6.643 15.386 6.526 61.252 14.895 -9 0 0.0214606 0.0057415 0.0214739 0.0059299 0.0215315 0.0043476 0.0216019 0.0045324 -0.0380102 0.5447314 -0.0518559 0.5360368 0.021492 0.0056804 2.47e-05 0.0006721 0.0006378 0.015195 0.8961911 4.88919398718885e-05 4.8885033459047e-05 4.88630028329177e-05 7.29765443348429e-05 4.88580232734497e-05 0.000136727609856941 4.88316645510095e-05 0.000720515022040336 4.8886761671345e-05 0.00929880776207877 4.89203805165213e-05 0.00104073424393761 4.88492543925019e-05 0.00777350559919334 0.000779837743316318 0.979785909414673 0.000405202153629087 0.999594797846371 0.993267214422169
9.73409 30 40.782 10.187 0 0 6.802 3.905 6.896 3.926 27.084 9.095 -9 0 0.0094675 0.0033839 0.0094541 0.0033635 0.0095514 0.0027521 0.0095779 0.0027268 -0.0643777 0.6714199 -0.0886085 0.6185503 0.0094412 0.0032699 -1.96e-05 0.0003123 -0.0010437 0.0156563 0.8951822 2.9386120657906e-05 2.93233703830881e-05 2.94159106748436e-05 0.000686048517381314 2.94056343644693e-05 2.94240831656442e-05 2.94758715114837e-05 2.9468813183742e-05 2.94550860105967e-05 0.000621069392849669 2.94271487041826e-05 2.94402842526019e-05 2.94649133777051e-05 2.94205438617172e-05 0.0168875867485616 0.981452187561059 0.000833003636627265 0.999166996363372 0.993244338229655
24.4771 31 103.752 16.539 0 0 17.044 6.957 17.72 7.472 68.988 15.335 -9 0 0.0246402 0.0062509 0.0247862 0.0059705 0.0245277 0.0048823 0.0246822 0.0047792 -0.0041027 0.4878979 0.0020635 0.5016353 0.0247265 0.0059088 1.34e-05 0.0007338 0.000522 0.0152193 0.8984417 8.03470884626205e-05 0.00134824040221037 8.04672588901324e-05 0.000925813316811673 8.04815385560463e-05 8.06150847515729e-05 8.01604993889367e-05 0.00434342676164758 0.00148193690204722 0.0467786374122874 8.03213106632179e-05 0.00237858473900357 8.03198711744409e-05 0.0421843372989191 0.00849241213300931 0.891503898382177 0.00259596468968241 0.997404035310318 0.993147700054126
17.35055 32 74.178 14.592 0 0 11.574 5.235 12.48 6.027 50.124 13.381 -9 0 0.0175983 0.0051116 0.0177413 0.0051942 0.0173908 0.0039567 0.0176462 0.0039225 0.0187777 0.5720922 -0.0102317 0.5933868 0.017665 0.0049945 -4.8e-06 0.0005319 0.000147 0.0150893 0.9022167 5.35279581607173e-05 5.34832620428709e-05 5.35118792983132e-05 5.35550265171775e-05 5.35715894071031e-05 5.35282902887682e-05 5.35044169118677e-05 0.00203036656215893 7.42851207270022e-05 0.0140093543494102 5.35511908107471e-05 0.000438973874066656 5.35280598908516e-05 0.0103217319697024 0.00482192492922819 0.967821601521378 0.00032117800571495 0.999678821994285 0.993271669810197
16.29643 33 69.32 14.037 0 0 11.942 5.61 11.19 5.257 46.188 13.067 -9 0 0.016368 0.0047792 0.0162711 0.0049183 0.0163851 0.0038337 0.0161731 0.0038744 -0.0254488 0.5679371 -0.0054836 0.5704658 0.0162938 0.0046857 -2.57e-05 0.0004742 -0.0004799 0.0144329 0.9031383 5.00717188029184e-05 4.91636325789152e-05 4.99249259927915e-05 4.99257046586594e-05 4.96888983245046e-05 4.96314545022816e-05 4.94816378705701e-05 0.000911830378411829 5.00438160863569e-05 0.017467396313598 4.96010879601614e-05 4.91848617374378e-05 5.0193090912463e-05 0.00275169001785124 0.0078531971955068 0.970468975265205 0.000298406334860071 0.99970159366514 0.993272875663662
13.29826 34 56.272 12.574 0 0 9.668 4.911 9.306 4.919 37.298 11.279 -9 0 0.0132347 0.0042893 0.0130961 0.0043161 0.0132383 0.0033189 0.0131363 0.0034564 -0.0347148 0.6260529 -0.042189 0.6335632 0.0131926 0.0042071 2.72e-05 0.0005408 0.0009619 0.0186747 0.8973827 8.50634570347323e-05 8.53634596920183e-05 8.5074652151872e-05 0.00242733631340272 8.51479633566755e-05 0.0013684085079769 8.53247915764423e-05 0.00382702690481454 8.50457799740457e-05 0.0546678264178674 8.52977005914802e-05 0.000744456657400819 0.00118936992351329 0.0266987186229833 0.0170606348644655 0.891419903983198 0.00413639435361492 0.995863605646385 0.993059951383142
23.90124 35 100.822 16.367 0 0 16.432 6.763 16.968 7.369 67.422 15.521 -9 0 0.0242836 0.0064961 0.0242983 0.0061596 0.0239854 0.0051565 0.0240779 0.0047788 0.032394 0.5047953 0.0214926 0.5288469 0.0242798 0.0060983 -1.12e-05 0.0006417 -5.02e-05 0.0129913 0.8865435 5.74129043616462e-05 5.73504067199563e-05 5.73418134996271e-05 5.73797249447857e-05 5.72896414839541e-05 0.00067065352221339 5.73863094451908e-05 0.00147041282049864 5.74043238104058e-05 0.0148975992286191 5.73783381251112e-05 5.73799249671863e-05 5.74351795181526e-05 0.00580332830270347 0.00228013994043564 0.974304107618654 0.000957428013223359 0.999042571986777 0.99323765963924
9.56737 36 40.348 10.094 0 0 6.556 3.552 6.824 3.952 26.968 9.092 -9 0 0.0094201 0.0034751 0.0094815 0.0035493 0.0094494 0.0027526 0.0095249 0.00268 -0.0503519 0.6989794 -0.0679404 0.7128251 0.0094376 0.0034266 -1.32e-05 0.0003532 -0.0005161 0.0181026 0.906518 3.60578509162363e-05 3.60267657814776e-05 3.60818906484319e-05 0.000180791979023866 3.60304280794945e-05 3.59965892568481e-05 3.6092205506734e-05 0.000463290059566712 3.59470389267947e-05 0.0014756898951424 3.60727636070156e-05 3.61080207036709e-05 3.59927145748653e-05 0.000281469383810547 0.0418857205196451 0.95535263189481 0.000360985503706354 0.999639014496294 0.993269560929761
13.75875 37 57.37 12.099 0 0 9.436 4.353 9.732 4.666 38.202 11.126 -9 0 0.0134123 0.0041055 0.0134179 0.0041936 0.0134277 0.0031936 0.0135111 0.0033758 -0.0309513 0.5999517 -0.0571101 0.593796 0.0133852 0.0040639 -2.99e-05 0.0004134 -0.0012503 0.0143778 0.9135178 3.47162055395503e-05 0.000203153604231519 3.47159986986461e-05 0.000299822554123004 3.47180630352617e-05 3.47192488328341e-05 3.47132898586731e-05 3.47203905364374e-05 3.47145938200413e-05 0.00130965335185618 3.47145043570541e-05 3.47179846819478e-05 3.47229093148905e-05 3.47129646635634e-05 0.00391846016845313 0.993887024167997 0.000641845674460815 0.999358154325539 0.993254586900424
17.59399 38 74.32 14.53 0 0 12.16 5.708 11.846 5.155 50.314 13.277 -9 0 0.0175703 0.0048412 0.0177339 0.0048787 0.0176095 0.0038732 0.017521 0.0039736 -0.0312364 0.5361593 0.0290727 0.5258057 0.0176385 0.0047319 -1.36e-05 0.000524 -0.0002689 0.0147986 0.9135677 3.62330217193495e-05 3.62332141675851e-05 3.62340201900037e-05 3.62386676812641e-05 3.62456889568291e-05 0.000442470853218849 3.62306115877402e-05 3.62301626887281e-05 3.62275227241575e-05 0.0010792471408097 3.62298282169275e-05 3.62244565349113e-05 3.62248915649867e-05 0.00220858574581846 0.00309338963957472 0.992777754534546 0.000623655465933881 0.999376344534066 0.993255560434322
1.2785 39 5.366 2.773 0 0 1.016 1.122 0.896 1.126 3.454 2.406 -9 0 0.0012064 0.0008734 0.0012269 0.0008913 0.00126 0.0007212 0.0012261 0.0007366 -0.1783479 0.8955391 -0.0357167 0.9337499 0.001221 0.0008587 4.4e-06 9.12e-05 0.0015113 0.0273394 0.8978794 2.70336392161721e-05 0.000848577064674494 2.70296994075567e-05 2.7065842771748e-05 2.70477986618197e-05 0.000983778206637972 2.69977251579128e-05 2.70485750106015e-05 2.71089237592827e-05 2.71299281086211e-05 2.70273088286663e-05 2.70666107735839e-05 2.70490962632686e-05 2.70673029624273e-05 0.0804418942755381 0.917401078002228 0.00194053225136976 0.998059467748631 0.993184087734011
6.26027 40 26.788 7.561 0 0 4.448 2.808 4.514 2.929 17.826 6.967 -9 0 0.0062248 0.0026311 0.006168 0.0027078 0.0062784 0.0020188 0.006297 0.0020998 -0.0942513 0.7430135 -0.1320302 0.7789416 0.0062267 0.0026285 3.03e-05 0.0002932 0.00187 0.0199782 0.8929489 6.08140201253988e-05 6.08159137468264e-05 6.07345317175873e-05 0.00155311177955559 6.0742711814236e-05 0.000917963242325726 6.07218016555472e-05 6.08206256746885e-05 0.000402097351682445 0.014767924120631 6.07659689780437e-05 0.00082127980264452 6.08323233598767e-05 0.00658204084990096 0.0116660027384155 0.962803332217772 0.00271418219928536 0.997285817800715 0.993141089539818
0.58323 41 2.418 1.706 0 0 0.434 0.674 0.39 0.686 1.594 1.445 -9 0 0.0005684 0.0005379 0.0005675 0.0005183 0.0005716 0.0004566 0.0005592 0.0004327 -0.0234427 0.8968573 0.0051298 0.8870539 0.0005697 0.000513 1.8e-06 4.59e-05 0.001059 0.0278512 0.8936309 2.31858752754016e-05 2.31740980937146e-05 2.32625535410321e-05 2.31533488875395e-05 2.32407732520355e-05 2.3125314592945e-05 2.32618840305724e-05 0.000254730106496561 2.32342942230726e-05 2.32793310805527e-05 2.33318912660657e-05 0.000579884990876735 2.31174888533084e-05 2.32068444863387e-05 0.0959079972897962 0.902978813915248 0.000139141963642668 0.999860858036357 0.993281306800407
9.31644 42 39.97 10.68 0 0 6.55 4.052 6.59 3.644 26.83 9.79 -9 0 0.0093904 0.003517 0.0094287 0.0034736 0.0094088 0.0029354 0.0094201 0.0028498 -0.0420526 0.6719891 -0.0280759 0.6950816 0.0094156 0.0033762 6e-06 0.0003698 0.0007472 0.019152 0.8929402 8.77866600258272e-05 0.000899736472688218 8.79217814969397e-05 0.000203865789734616 8.78248219086781e-05 0.000406035588342246 8.76931140271675e-05 0.000562778108791323 0.000338713194254986 0.00613908447578523 8.8034865353292e-05 8.77056567183234e-05 0.000634836355044067 0.00418088851035716 0.304398990716074 0.681708103889398 0.00177317111419653 0.998226828885803 0.993193300509353
19.7253 43 85.112 17.026 0 0 14.118 6.394 14.64 6.677 56.354 14.685 -9 0 0.0199329 0.0056111 0.0199181 0.005489 0.0199017 0.0046028 0.0200443 0.0045322 -0.0127167 0.5036809 -0.0410239 0.5283097 0.0199499 0.0054266 2.44e-05 0.0006243 0.0006124 0.0149912 0.8915976 0.00016326399953089 0.00123004967543681 0.000150940450264567 0.000278473410400702 0.000148102351710312 0.000947699502460886 0.000993882206004708 0.0128836424920364 0.00414693192908907 0.0864636194280941 0.000146791468005063 0.00206127161381179 0.00307055262712021 0.0438771956605317 0.341893626307905 0.501543956877597 0.00291852938980417 0.997081470610195 0.993129597315778
5.35212 44 22.74 6.656 0 0 3.582 2.651 4.082 2.821 15.076 6.114 -9 0 0.0053286 0.0022602 0.0054041 0.0022674 0.0052591 0.0017993 0.0054 0.0018108 0.0202247 0.7807459 -0.0355975 0.7899905 0.0053718 0.0022058 5.5e-06 0.0002342 0.0003853 0.0200878 0.9002033 3.58607148209348e-05 3.5873718104558e-05 3.59349635160184e-05 3.58525936988283e-05 3.59268933407433e-05 0.000277844675734896 3.59832167116072e-05 0.000349629079322821 3.59440313268485e-05 0.00119599404916252 3.58045268842337e-05 0.000163157712680931 3.58807447980474e-05 0.000219341942968848 0.00673186822593861 0.99073910291099 0.000457293559215979 0.999542706440784 0.993264443373849
22.64682 45 96.72 16.88 0 0 16.1 6.639 16.374 6.788 64.246 15.651 -9 0 0.022926 0.0063355 0.0229373 0.0061169 0.0228128 0.004836 0.0228743 0.0048613 -0.0079108 0.5148299 -0.0094017 0.5115495 0.0229457 0.0060611 1.41e-05 0.0006679 0.0003705 0.0146278 0.9071944 6.40931778963977e-05 0.000950341490149289 6.40336402646507e-05 0.00134615075207297 6.40727311237876e-05 0.000270460078349239 6.40617106901181e-05 0.00189528903884832 6.41075159906158e-05 0.0424140570895976 6.40373054663325e-05 0.00240614998676462 6.40361503923924e-05 0.012856677684157 0.00310609759071093 0.934306334057526 0.00275915186985633 0.997240848130144 0.993138568912156
14.70887 46 62.188 13.102 0 0 10.356 4.89 10.352 5.233 41.48 11.754 -9 0 0.0146502 0.0045902 0.0146161 0.004554 0.014611 0.0035451 0.0146099 0.0035023 -0.0258126 0.5898904 -0.0281211 0.6148204 0.0146253 0.0044814 -7.9e-06 0.0005634 -0.0005592 0.0176626 0.9033765 4.26222153140258e-05 4.26355699515199e-05 4.26191316395669e-05 4.26234742567777e-05 4.26277086219362e-05 4.26288504245678e-05 4.26280608566423e-05 0.000574997963488276 4.26113564237712e-05 0.003870369076701 4.2620122905431e-05 0.000276024501268439 4.26175908736197e-05 0.000919744705010383 0.00380216186075495 0.990130467811509 0.000255756950208394 0.999744243049792 0.993275133530592
2.15505 47 9.228 3.748 0 0 1.546 1.56 1.474 1.485 6.208 3.394 -9 0 0.002158 0.0012814 0.0021547 0.0012601 0.0021856 0.0010256 0.0021653 0.0010063 -0.1093309 0.8828114 -0.0713726 0.9026962 0.0021552 0.0012344 -1.1e-06 0.000119 -0.0001489 0.0229298 0.8904248 2.73755537434392e-05 2.73495897794364e-05 2.74494115431006e-05 2.73456248983997e-05 2.73109482226148e-05 2.73340551791782e-05 2.73790581078506e-05 0.000520368626198815 2.73562047394333e-05 0.000458630084134841 2.73419579765186e-05 2.72655305605758e-05 2.73065202871706e-05 2.73500442487134e-05 0.0193757760471064 0.979317060743274 0.000164165183366169 0.999835834816634 0.993279982607317
17.52338 48 75.086 14.841 0 0 12.294 5.847 12.606 5.908 50.186 13.253 -9 0 0.0178292 0.00506 0.0177902 0.0050815 0.0176112 0.0040282 0.0176992 0.0039553 0.0301076 0.5653834 -0.0071306 0.5615351 0.0178039 0.0049182 -5.8e-06 0.0005653 0.0002008 0.0159424 0.9081022 5.15538102432443e-05 5.15409365650923e-05 5.15115118509498e-05 0.000551052662322267 5.15035974320156e-05 0.000647599272261072 5.15277603214621e-05 0.000309688997909218 0.000297810683755598 0.00433074676845637 5.15314759136705e-05 0.000420763967539238 0.000225646424586951 0.00301132071584558 0.00868991475626475 0.981206286658733 0.00140476179067464 0.998595238209326 0.993213427104713
19.38221 49 82.596 15.557 0 0 13.74 6.219 13.818 6.259 55.038 13.832 -9 0 0.0193827 0.00528 0.0194516 0.0053142 0.0193864 0.0041523 0.0194084 0.0042007 -0.0210248 0.5659976 -0.01198 0.5410638 0.0194369 0.0051656 1.97e-05 0.0006706 0.000524 0.0166076 0.9001094 5.24076795307882e-05 5.24024376949949e-05 5.24183863111307e-05 0.000348869817971008 5.24518216126338e-05 0.000345735154284727 5.239518810557e-05 0.00152944878693988 0.000184577069830843 0.0132012828806058 5.24448595200737e-05 0.000389298750054064 5.24047528723543e-05 0.0167879288925536 0.00680014910050164 0.960045784421611 0.000904285297405283 0.999095714702595 0.993240513411875
28.80374 50 110.748 20.784 0 0 18.382 7.637 18.22 7.877 74.146 16.892 -9 0 0.0291992 0.0083395 0.0283739 0.0068948 0.0289638 0.0062768 0.0285179 0.0055001 -0.002454 0.475161 -0.040775 0.4507981 0.0287737 0.0073692 -1.29e-05 0.0006972 2.21e-05 0.0125642 0.9030125 4.12068779338275e-05 0.000469630716108426 4.11975075658379e-05 4.12097281617106e-05 4.11913965843082e-05 4.11931543506627e-05 4.11915412643774e-05 0.000248213349436072 4.1202129807192e-05 0.00415009647841323 4.11955441122188e-05 4.12064702537695e-05 4.12108379804853e-05 0.00191976361067909 0.00570718786322858 0.98709310279412 0.000675629380704773 0.999324370619295 0.993252777949442
9.54954 51 40.356 9.834 0 0 6.658 3.757 6.966 3.923 26.732 8.725 -9 0 0.0095178 0.0034357 0.0095996 0.003434 0.0094116 0.0026078 0.0094984 0.0026686 0.0103146 0.6911724 0.006435 0.6691535 0.0095725 0.0033389 1.37e-05 0.000342 0.0008885 0.0183774 0.9005682 7.15767707094739e-05 0.00169388637944103 7.15608295322674e-05 0.00207155180069053 7.17288649848841e-05 0.00111860733058608 7.15861728247973e-05 7.14399191889026e-05 7.14194345361148e-05 0.0849415872081505 7.15069105445849e-05 0.00110587638339264 7.15006477912594e-05 0.0127917441552005 0.0361529392673484 0.859551487925078 0.00509891197594426 0.994901088024056 0.993003468746299
27.63666 52 111.738 18.004 0 0 18.876 8.196 18.556 7.762 74.306 15.956 -9 0 0.0281127 0.007404 0.0274548 0.0064551 0.0278696 0.00572 0.0275268 0.0050929 0.0114368 0.479479 -0.0276039 0.4635102 0.027817 0.006779 3.33e-05 0.0007289 0.0003486 0.0130289 0.880518 6.14938890539165e-05 6.15013598703305e-05 6.14915358215528e-05 0.00095534364003111 6.14305882152615e-05 6.1481157689896e-05 6.14651213031462e-05 0.000754861382664976 6.15090224546384e-05 0.0465296917900815 6.14959366669697e-05 0.00100775015351835 0.000333777126488731 0.00869679447131221 0.00968357397909412 0.931546338845733 0.00126274217068207 0.998737257829318 0.993221148423344
