N1 N2 Na Tsplit Tsc M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
19.55753 4.6101 4.1971 0.5 0.45277 3.40103 3.40103 1.4008 80.50497 19.73019 34.19174 67 67 21 28.654 6.68 0 0 12.578 4.668 7.196 2.991 8.88 5.108 -9 0 0.00494 0.0020054 0.0043858 0.0020325 0.0060484 0.0017147 0.0045313 0.001642 -0.740114 0.650027 -0.1640763 0.7742064 0.005198 0.002124 0.0005351 0.0006843 0.0529797 0.0536775 0.694111 0.00488077213700126 0.135616751618442 0.0137709212149182 0.163057336334882 0.0042260037607394 0.0246980242055471 0.00588463533316263 0.324719701725323 0.000383948025907539 0.00339125375900705 0.00257292677551848 0.310043764041485 0.00193743798076748 0.00445325343549534 0.000181280527603502 0.000181989124199988
16.05798 5.57217 13.6347 0.5 0.44821 17.31386 17.31386 13.87266 139.57188 6.16036 32.25752 402 402 22 61.248 11.989 0 0 12.238 5.654 10.22 4.83 38.79 10.642 -9 0 0.0141227 0.0040282 0.0138967 0.0042091 0.0143832 0.0031954 0.0138144 0.0032755 -0.0972241 0.5746091 0.001651 0.6370782 0.0141368 0.0039542 0.0001272 0.0005975 0.0052253 0.0208928 0.8678482 8.38263882846512e-05 0.00122012385988292 8.41911924207353e-05 0.00083371050407971 8.39296568652515e-05 0.00266946690434234 0.0012101748800193 0.0832479441280357 0.00152021155872157 0.435914760862958 0.000141259710539321 0.155236932403671 0.00637079132029912 0.311214575147199 8.40003806428461e-05 8.41011020374577e-05
16.2846 9.65592 13.44073 0.5 0.36161 24.73095 24.73095 18.44054 128.29186 12.00419 187.3016 444 444 23 63.244 12.119 0 0 13.058 5.588 12.424 5.211 37.762 10.814 -9 0 0.0136597 0.0040445 0.0135295 0.0039837 0.0143246 0.0032923 0.0141459 0.0032339 -0.2186673 0.5417872 -0.2004022 0.5729626 0.0136203 0.0038959 2.58e-05 0.0004825 0.0010247 0.0160365 0.8701715 8.90064004203531e-05 8.61945441245727e-05 8.78254802647298e-05 0.00217708301737614 8.81278220805193e-05 0.00670403465020847 0.00134977712971711 0.170199042890197 0.00423645758607974 0.37886535254077 0.00049700582570797 0.116126415266957 0.00315373171996346 0.316163083340629 8.91278193584402e-05 8.77339661446784e-05
5.20458 4.85493 25.96444 0.5 0.15923 25.99334 25.99334 1.25561 115.0387 15.77894 178.79665 78 78 24 93.786 18.012 0.002 0.045 22.07 11.209 20.898 10.356 50.816 17.251 -9 0 0.0229715 0.0065212 0.0224689 0.0063694 0.020665 0.0051322 0.0203036 0.0051023 0.4498077 0.6020142 0.4329379 0.6147451 0.0263434 0.0069083 0.0036232 0.0033537 0.0749016 0.0649554 0.6426753 0.00025373202405099 0.000341102449892523 0.000511656717747989 0.0138534424763385 0.000264676825155449 0.000577015729264106 0.00231634549604133 0.382935746322076 0.000167189203758419 0.00273951420873145 0.00432297048984408 0.586949126269175 0.000366989196579004 0.00425791070903566 7.12930093230452e-05 7.12888729867196e-05
3.14117 26.55498 24.61646 0.5 0.31991 16.43179 16.43179 13.52356 191.50624 9.44957 75.12257 174 174 25 95.52 17.252 0 0 11.478 6.777 26.956 13.709 57.086 16.506 -9 0 0.0212563 0.0065245 0.0236718 0.0060139 0.0194868 0.0052686 0.0238219 0.0049112 0.3665276 0.6857514 -0.0383594 0.5365967 0.023542 0.0060322 0.0010779 0.0016253 0.0241826 0.0345276 0.7181625 6.12602366213237e-05 0.000233191216111189 6.11180999087039e-05 0.00400567690327901 6.11263751338767e-05 6.11082906083531e-05 0.00102880697182651 0.213064808115239 6.11393341427346e-05 0.000336443725489627 0.00143992626392672 0.776470712272578 6.11126202111219e-05 0.00293116100825553 6.10397060944986e-05 6.13688605732906e-05
18.21361 29.55556 24.06425 0.5 0.20844 23.57103 23.57103 2.15035 61.65742 18.50282 45.62329 138 138 26 107.194 17.881 0 0 21.436 7.801 23.19 8.075 62.568 15.851 -9 0 0.0242085 0.0070045 0.0241295 0.0065131 0.024433 0.005483 0.0248028 0.0052497 -0.0659641 0.5236821 -0.1365838 0.5219525 0.0246271 0.0065556 0.0004581 0.0009883 0.0099998 0.0206895 0.8653179 0.00208819474815409 0.0103111584125881 0.00122987530095537 0.0912358352533051 0.00309024058236476 0.0306024887278583 0.006111816009433 0.366477987196264 0.00176451802516489 0.0182490077991825 0.0104599458982189 0.445217285890578 0.000256145095778701 0.0126093246432831 0.000148098987400905 0.000148077429470485
21.08698 10.89881 5.54298 0.5 0.39636 10.25928 10.25928 7.4946 110.06878 6.36664 75.25115 236 236 27 36.426 7.652 0 0 11.162 3.869 9.462 3.654 15.802 6.305 -9 0 0.0064388 0.0024113 0.0062182 0.0024246 0.0076003 0.0019491 0.0071212 0.0020022 -0.6389419 0.6445238 -0.534076 0.6884097 0.0064429 0.0023835 0.0001144 0.0003676 0.0095046 0.0238803 0.8788534 0.000635261419888364 0.0056186404886019 0.00265761210219957 0.10690331584049 0.00318914225765326 0.173152553651918 0.00209866280386341 0.261357940498568 0.00118180568490893 0.062233424294361 0.0199568195994754 0.231686974853821 0.000510632268036201 0.128593541208576 0.000111657177395989 0.000112015850242573
28.60886 11.00508 1.98141 0.5 0.25969 23.07051 23.07051 5.73925 93.13474 4.21023 84.44433 404 404 28 22.846 5.438 0 0 8.19 3.179 7.772 2.927 6.884 3.643 -9 0 0.0029106 0.0013095 0.0029024 0.0013214 0.0042489 0.0012962 0.0041311 0.001289 -1.1883328 0.6366699 -1.121002 0.6369022 0.0029183 0.0012568 1.18e-05 0.0001076 0.002797 0.0170891 0.8559113 0.000124573305221438 0.000623859238486745 0.000577863225373643 0.0199936311601893 0.00153525035513236 0.0373043140350074 0.0120662896226412 0.280648591612774 0.0116035242326046 0.160857539249757 0.0101854283879312 0.299001981048559 0.0163477771203256 0.148883475687982 0.000122210977094369 0.000123690740920813
16.24362 0.53691 5.74438 0.5 0.37371 14.71986 14.71986 0.0099 158.98105 2.22928 47.43671 370 370 29 20.764 7.531 0.118 0.548 10.062 8.776 2.038 2.084 8.546 6.689 -8.926 1.169 0.0050275 0.0023341 0.0033585 0.0026141 0.005245 0.0020319 0.0029833 0.0020011 -0.1764885 0.8820784 0.3087298 1.071803 0.005018 0.0025429 0.000825 0.0015474 0.0833247 0.1347851 0.4962646 0.000722959116212864 0.000126375174692634 0.00180004123889036 0.00219523107992361 0.00065567230221939 0.000126442208612344 0.0110855216082154 0.263161058878799 0.000259306235138971 0.000126667632941253 0.0421296173016547 0.676660217533171 0.000571787349128211 0.00012623923891498 0.000126276144162155 0.000126586957323233
8.61558 18.46924 27.35456 0.5 0.33236 18.71801 18.71801 16.74298 116.83891 10.52883 44.10807 281 281 30 108.812 18.944 0 0 17.458 7.45 19.38 8.084 71.974 15.813 -9 0 0.0278842 0.0075804 0.0272333 0.006627 0.0269676 0.0059876 0.0272799 0.0053999 0.1200565 0.5027868 -0.0176447 0.5018029 0.0277949 0.0069445 0.0002361 0.0009845 0.0043117 0.0170015 0.8754988 0.000137451877046977 0.00433633434850792 0.000138360183861061 0.0108032928584784 0.00013567804724962 0.091698072451584 0.00428694411716615 0.239137206376926 0.00325258672833967 0.220681218838126 0.0248399315331514 0.233382882485378 0.000139750558822102 0.164889230956598 0.000153812255087661 0.00198724638367709
23.29392 10.72751 28.93895 0.5 0.02855 20.36187 20.36187 10.577 144.42041 9.75377 4.00486 448 448 31 112.082 21.445 0 0 21.876 9.536 18.34 7.649 71.866 17.441 -9 0 0.0294876 0.008344 0.028162 0.0067382 0.029443 0.0061516 0.0279378 0.005405 -0.0331033 0.489431 0.0204225 0.5022439 0.0291633 0.0074322 0.0003385 0.001056 0.0058211 0.017994 0.8706545 4.44229633736886e-05 0.00108424102722458 4.44293157493218e-05 0.00166292858012402 4.44733801073039e-05 0.00349772027803342 0.000934219188557476 0.654742056497899 4.44425447903288e-05 0.0161791665108664 0.00165595451734581 0.30849038176284 4.44168474955699e-05 0.0114422912550899 4.44049426049936e-05 4.44503878988133e-05
24.23074 29.41615 18.40015 0.5 0.23173 29.61515 29.61515 4.00121 166.82728 0.58915 71.44566 96 96 32 90.378 15.857 0 0 20.238 7.006 20.39 6.859 49.75 13.7 -9 0 0.0189015 0.0052263 0.018808 0.0052844 0.0197596 0.0042872 0.0197974 0.0042825 -0.1976697 0.5411752 -0.2263298 0.5471277 0.0191894 0.0051645 0.0003346 0.0007539 0.0089352 0.019284 0.8602865 0.000142185429561291 0.00582320777291631 0.000690503277758437 0.311058110295837 0.0059972344897193 0.153702525834392 0.00277353256413239 0.172082983215133 0.00045480050744767 0.0174611657923667 0.00266138693339554 0.289379280189542 0.000916348182938796 0.0365707060671054 0.000142801164567575 0.000143228283187417
4.45972 11.64705 7.26632 0.5 0.19611 22.00374 22.00374 10.62107 130.22831 15.97764 158.79814 26 26 33 37.152 8.617 0 0 7.608 3.864 11.4 4.675 18.144 7.145 -9 0 0.0072068 0.0027912 0.0076797 0.0027166 0.0072587 0.0022314 0.0083276 0.0022975 -0.0596366 0.7472689 -0.333931 0.6294838 0.0079012 0.0028334 0.0004579 0.0006673 0.0288455 0.0355732 0.7727183 0.0016194351122311 0.0406835475469075 0.00274595949260499 0.102132299442394 0.00303348954075291 0.0741902655984367 0.00564156356220932 0.257865045905982 0.00553955010239279 0.127630832884801 0.0033475802601817 0.297782790551308 0.00577064761020699 0.0716383393946733 0.000189192272400139 0.000189460722517645
2.5872 10.90955 29.99807 0.5 0.46881 2.87982 2.87982 6.27104 175.60937 19.18001 61.76512 352 352 34 103.828 19.083 0.004 0.063 11.54 7.268 28.984 15.123 63.3 19.931 -9 0 0.0249599 0.0080192 0.0285717 0.0071591 0.0219802 0.0065627 0.0268193 0.0056253 0.5805689 0.7582798 0.2574733 0.536614 0.0292097 0.007634 0.0024439 0.003082 0.0444863 0.0546055 0.7128097 0.000722182262596314 0.000168651885600898 0.000717891823352564 0.0187438545988339 0.000855332869224004 0.00279139313612378 0.00351091406380326 0.289219871516735 0.000168803127541481 0.00123528831915432 0.0363327386215016 0.633303718365722 0.00326874315483281 0.00862343612177591 0.000168643262606104 0.000168536870595536
19.91016 7.57388 22.05997 0.5 0.44131 2.1617 2.1617 11.94187 29.77739 8.41409 98.27683 208 208 35 95.122 16.294 0 0 23.47 8.854 15.162 6.105 56.49 15.662 -9 0 0.0224675 0.0059766 0.0212773 0.0060546 0.0226065 0.0046542 0.0202495 0.0046519 -0.0488276 0.530135 0.1822071 0.5387408 0.0227836 0.006079 0.0009112 0.0012593 0.0204251 0.0257261 0.8297352 0.000166102947094577 0.0113769262304596 0.000403827236063676 0.0345252940565657 0.000502764024847586 0.0263794515242176 0.000832208688397455 0.373914949559692 0.00133673707935882 0.276278664793942 0.000499264968298038 0.164133431068824 0.000114861681529104 0.109303705336658 0.000117382529688791 0.000114428274362861
