N1 N2 Na Tsplit Tsc M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
29.2865 24.98 16.59278 3.5 0.07171 8.23502 8.23502 8.02701 105.96375 3.90698 85.20589 220 220 81 114.284 17.634 0.002 0.045 38.022 12.401 34.318 11.565 41.942 17.545 -9 0 0.0211216 0.0062294 0.0199391 0.0049371 0.0243518 0.0059609 0.022783 0.0048744 -0.5562426 0.4558752 -0.5077778 0.482051 0.0228085 0.00563 0.0022782 0.0023379 0.0543857 0.0531759 0.7428862 6.18260726511997e-05 0.000188622500580812 0.000534932752875934 0.00618103466293389 0.000176153425175375 8.89479810376471e-05 0.12310887210158 0.372178770018758 6.18218276546514e-05 0.000159926578938539 0.0433468815127503 0.452880536277421 0.000151241320105819 0.000757265621306105 6.12582921704068e-05 6.19090540600403e-05
0.62706 12.58474 17.12145 3.5 2.15454 21.32012 21.32012 4.86317 141.53132 18.86645 71.21296 452 452 82 21.186 14.066 0.002 0.045 2.162 2.568 7.146 11.542 11.876 10.058 -9 0 0.0043725 0.0039926 0.0057298 0.0050556 0.0039569 0.0029198 0.0053617 0.0039413 0.1701732 1.1742167 0.0081911 1.108263 0.0055239 0.0049813 0.0004727 0.0018575 0.0253561 0.0644979 0.6538411 2.36268111951019e-05 2.40307132672101e-05 2.35671665804804e-05 2.62153322582429e-05 2.3792332731827e-05 2.44419034784075e-05 0.00460883731781359 0.239567908323986 8.54075071552682e-05 0.000313736300750763 0.0191661319684694 0.735401425237009 0.000186796671071056 0.000476083936404588 2.36774479559479e-05 2.43210298737465e-05
16.49218 5.885 21.78037 3.5 3.05757 28.71298 28.71298 8.50698 30.10902 14.85769 184.58087 416 416 83 83.156 17.15 0 0 14.19 6.616 12.358 5.906 56.608 16.069 -9 0 0.0204514 0.0060604 0.0202581 0.0060852 0.0199558 0.0047456 0.0194394 0.004684 0.0757637 0.578073 0.1417153 0.5987674 0.0204093 0.0059228 5.46e-05 0.0006609 0.0013284 0.0152639 0.8871682 5.77024298078072e-05 5.76765271109154e-05 5.76961686751783e-05 5.79056536158835e-05 5.77734106567385e-05 5.77394709319956e-05 0.00010365957561628 0.0320149829716731 0.00260522769047273 0.354635019726207 5.78964009055482e-05 0.0559418578239854 0.0031888027923282 0.5489080997915 0.000625395652564407 0.0015725639139488
10.6466 18.25277 2.9076 3.5 1.29252 8.83705 8.83705 6.66833 92.34403 12.44426 172.85909 378 378 84 58.214 9.599 0 0 15.63 5.582 18.282 6.393 24.302 7.602 -9 0 0.0082781 0.0020297 0.0085673 0.0020399 0.0112556 0.002527 0.0120031 0.0023021 -1.0327741 0.4456404 -1.1432129 0.382618 0.0086108 0.0019657 0.0001881 0.0004169 0.0111316 0.0238933 0.77295 4.23054207608124e-05 4.22922330552033e-05 4.23086536934507e-05 0.000596291238098528 0.000247209865717271 0.000632962801389523 0.00875230742617695 0.359483781646171 0.000333141037037857 0.00071646910315548 0.0992127370458099 0.528210294461682 0.000297657138346523 0.00130562462319048 4.23080214423339e-05 4.23092842727518e-05
14.15447 18.78994 28.10093 3.5 0.16054 26.0429 26.0429 12.93645 133.85371 7.98036 116.44621 324 324 85 109.808 25.729 0 0 20.654 9.574 21.42 10.152 67.734 18.827 -9 0 0.0305806 0.0095683 0.0290891 0.006991 0.0305158 0.007381 0.029775 0.005608 -0.0321259 0.5052679 -0.1130397 0.4704674 0.0309097 0.0080254 0.0010748 0.0021807 0.0189978 0.0371662 0.8506303 5.95713603524603e-05 0.000132248713780152 0.00120294336438948 0.00188907340658851 5.95409769356905e-05 9.99768794934461e-05 0.0163388412922814 0.180067533034918 5.96803824616433e-05 0.000254346493726762 0.0486074030565536 0.749862847635533 0.000122389887998123 0.0011243522095772 5.95913889839722e-05 5.96599164268822e-05
5.67307 8.57637 2.58221 3.5 1.60615 17.83051 17.83051 19.6205 60.87558 11.68221 43.77476 167 167 86 39.118 7.446 0 0 8.934 4.037 9.92 4.076 20.264 5.702 -9 0 0.0069476 0.0018107 0.0069767 0.0018868 0.00823 0.0018504 0.008508 0.0019241 -0.5949357 0.5140293 -0.7049179 0.449844 0.007055 0.0017819 9.29e-05 0.0002553 0.0066801 0.0180665 0.8010485 8.50235571402186e-05 8.52981416526056e-05 8.64248886923782e-05 0.000294011000253022 8.58519082626847e-05 0.00496728849223814 0.00226335462820656 0.179654246154107 0.00563375193955615 0.362045986289562 0.00280548299780924 0.136198081156572 0.0119815586639066 0.293639575119515 8.66846544269925e-05 8.73804081002648e-05
5.69444 9.93249 4.25123 3.5 0.95549 3.61351 3.61351 2.10348 115.95871 7.77055 134.0233 317 317 87 45.562 8.613 0.152 0.668 12.464 5.957 16.06 8.211 16.886 10.53 -8.83 1.698 0.0074947 0.0025357 0.0081366 0.0024595 0.0082729 0.0025817 0.0092865 0.0023601 -0.3423187 0.632843 -0.4878785 0.5539539 0.0095395 0.0029648 0.0017239 0.0025745 0.0962682 0.132538 0.6021397 0.000144583304421229 4.12596970835253e-05 0.000211613300426845 0.00183734957191822 0.000126513827575025 4.12998560650636e-05 0.00383756177856817 0.327051476907947 4.13140331047305e-05 4.12918973356383e-05 0.00902198870904065 0.657398666425975 8.12084295186633e-05 4.13062911242799e-05 4.13068465805872e-05 4.1259123315098e-05
11.44707 22.38028 11.07051 3.5 1.91304 9.20201 9.20201 7.92209 35.89788 15.27969 170.25577 117 117 88 83.222 13.021 0 0 18.856 6.291 22.776 7.124 41.59 11.403 -9 0 0.0149826 0.0039022 0.0152268 0.0038776 0.0170379 0.0035276 0.0181428 0.003493 -0.4959994 0.4922575 -0.666087 0.4491133 0.0153811 0.0037819 0.0002764 0.0005824 0.0094756 0.018788 0.8495576 7.68514269212703e-05 7.71992717574436e-05 0.000464048394542458 0.0279093786333859 7.70708304028441e-05 0.0062416305246795 0.0064988307220753 0.59616706754175 0.000910890902184201 0.0175149816275984 0.00665958502349713 0.301274658943063 0.00186726331908885 0.0341065742752774 7.66853440931171e-05 7.72832196830799e-05
1.59377 22.84543 29.07091 3.5 3.00138 7.11857 7.11857 2.51951 165.42093 3.95087 82.65778 154 154 89 86.644 29.314 0.634 2.201 5.608 4.238 60.276 38.84 20.126 20.396 -7.836 5.466 0.008206 0.0079998 0.023919 0.0094007 0.0077655 0.0071581 0.0231595 0.0085818 0.1265421 1.259491 0.1263293 0.6796039 0.0248467 0.0113551 0.0087842 0.0084101 0.1896596 0.1539054 -0.0055923 4.27021768012593e-05 2.05926097388133e-05 8.48111620428598e-05 0.0049678567056818 5.68242816542261e-05 2.06029813024869e-05 0.000306193942083309 0.336819773077182 8.27970587892203e-05 2.05934454291606e-05 0.00144082541414339 0.65597596124914 9.86854694630517e-05 2.05946379882523e-05 2.05926544859011e-05 2.05931340742392e-05
9.45751 14.17726 12.8634 3.5 2.70839 1.54108 1.54108 13.6981 3.26537 3.51793 63.48163 200 200 90 75.844 13.465 0 0 16.12 5.675 18.654 6.309 41.07 11.487 -9 0 0.0152642 0.0042942 0.0155273 0.0043767 0.0161201 0.0034738 0.0168344 0.0036308 -0.2358815 0.5223153 -0.3373614 0.5081561 0.0158241 0.0043034 0.0004284 0.0006309 0.014091 0.0198208 0.8727626 0.00011254973337214 0.00811336529808635 0.00123147481364731 0.0804280014673121 0.00386837411122077 0.196909877329724 0.00495364589212597 0.0880347590584308 0.000158822616834374 0.311220561870427 0.000736622710030188 0.0561800368679575 0.000323217613540792 0.247502829484963 0.000112874257065767 0.000112986875262628
8.39883 14.83736 1.14304 3.5 3.1395 6.20825 6.20825 13.84897 141.48212 8.19702 169.94585 95 95 91 47.816 8.271 0 0 13.906 4.849 18.346 5.801 15.564 5.884 -9 0 0.0063292 0.0015305 0.0067309 0.0014752 0.0083067 0.0020248 0.0095582 0.0019451 -0.8908079 0.4973151 -1.1522992 0.3797355 0.0069506 0.0014328 0.0004205 0.0004209 0.0319709 0.0303963 0.6115324 0.000138152179131638 0.000138545642054742 0.00185278041510431 0.0225232743819745 0.00217695593884855 0.00138443978089782 0.0261497335545535 0.287716437300835 0.000557510189843149 0.00451785760522994 0.0436091312348445 0.59630966623634 0.00140989416587586 0.0112390434578854 0.000138083336309015 0.000138494580272517
6.83368 1.42704 7.91542 3.5 1.79896 14.61945 14.61945 12.86976 92.4739 4.10754 140.39612 61 61 92 29.968 8.872 0 0 10.814 6.067 3.606 2.618 15.548 7.724 -9 0 0.0072746 0.0030299 0.0058778 0.0030974 0.0074306 0.0024113 0.0053989 0.0023202 -0.113834 0.8198998 0.2838224 1.0093811 0.0072473 0.0031694 0.0006711 0.0010306 0.0472189 0.0584885 0.6849806 0.000440287336839686 0.00088756210810187 0.00078414841257677 0.0126571865417733 0.00091394961626699 0.00694498353629716 0.00462345350440155 0.36156868361921 0.00114538213435995 0.00653413079066826 0.00321385109885185 0.588277472057432 0.00301097157130115 0.00876717557125288 0.000115234114769107 0.000115527985897539
16.99928 28.21154 8.08648 3.5 3.00286 12.87234 12.87234 7.76884 114.92288 11.70207 152.38795 402 402 93 86.212 12.736 0 0 22.678 6.724 24.53 7.116 39.004 10.266 -9 0 0.0133219 0.0032669 0.0134192 0.0031987 0.0173863 0.0033696 0.0179083 0.0030874 -0.9498656 0.4227369 -1.0290102 0.4052844 0.0134589 0.0031346 8.84e-05 0.0003703 0.0035502 0.0141367 0.8851846 7.30082178991793e-05 7.29111510781985e-05 0.00066990674242926 0.00127064385218543 7.28010946573735e-05 0.00315830580137995 0.00196691002682316 0.58910468749649 0.000625399638226669 0.0224182081583668 0.000115136628682436 0.361400609194895 0.000955026709850159 0.0179504477583063 7.29750127112786e-05 7.30225160190119e-05
13.8338 25.08493 11.64685 3.5 3.3704 13.62274 13.62274 7.46964 73.3074 11.47653 0.42386 279 279 94 89.72 14.019 0 0 20.57 6.555 22.97 7.051 46.18 11.381 -9 0 0.0161752 0.0040094 0.0162194 0.0039589 0.0188148 0.0035979 0.0194913 0.0035235 -0.5833581 0.4461646 -0.6973304 0.4471958 0.0163329 0.0038616 0.0001356 0.0005056 0.0044222 0.0155356 0.8742823 8.35782594081679e-05 8.32649617325596e-05 8.36997444333638e-05 0.00535691930302292 8.3724611088005e-05 0.00357658135489585 0.00379076712353964 0.487071655536351 0.00107407403835935 0.0607439369171732 0.00390218001779258 0.388543421990704 0.000716889968530606 0.0447225426911777 8.32976500155238e-05 8.3465831775791e-05
3.40617 23.04961 14.10885 3.5 3.42926 17.90872 17.90872 19.27809 161.58256 14.97632 96.94368 462 462 95 56.18 13.163 0 0 8.478 4.712 11.114 6.331 36.588 11.598 -9 0 0.0131387 0.0044812 0.0134389 0.0043997 0.0127027 0.0035202 0.0134457 0.00347 0.1052135 0.6526079 -0.0298662 0.6832079 0.0133837 0.0043621 9.49e-05 0.0005718 0.0036673 0.0205565 0.8858503 6.90871027477651e-05 0.00018025118230419 6.93827448550847e-05 6.91444830556242e-05 6.88329093280135e-05 0.000673524297853289 0.0038649345165809 0.367429451566709 0.00153788054736376 0.0248704978812311 0.00255422232003542 0.559318421386372 0.000712424212993235 0.0384434926694476 6.91254658097671e-05 6.93267133125265e-05
9.09377 12.93881 13.65739 3.5 1.2412 13.01714 13.01714 18.16528 104.89007 17.43924 1.93727 460 460 96 74.518 13.197 0 0 14.426 6.098 14.726 5.585 45.366 11.542 -9 0 0.0157127 0.004156 0.0157495 0.0042684 0.0168536 0.0035456 0.0169381 0.0034215 -0.2878517 0.5022134 -0.3075477 0.5228521 0.0157939 0.0041091 6.28e-05 0.0005938 0.0021026 0.0174518 0.8984436 7.28809127232212e-05 7.20895673344434e-05 7.24807878575151e-05 0.000694516272745608 7.21990019426619e-05 0.000672671894200971 7.76468075819011e-05 0.223841092849164 0.0165292194680652 0.330967570088915 0.000274751129115533 0.0859506437211607 0.00326418001120583 0.337281886005103 7.67745320753067e-05 7.93969508096013e-05
7.11736 28.76897 4.03208 3.5 2.53687 13.34223 13.34223 12.08506 78.13848 4.79944 117.91648 175 175 97 57.362 9.679 0 0 13.382 4.945 19.35 6.286 24.63 7.083 -9 0 0.0086403 0.0021968 0.0089803 0.0020764 0.0107144 0.0024123 0.0123966 0.0023292 -0.7545751 0.4760009 -1.099368 0.3988672 0.0089681 0.0020873 0.0001578 0.0003094 0.0088894 0.0171077 0.8091394 8.64700631065959e-05 8.63718312597895e-05 8.60827733140073e-05 0.0034921875134183 0.000518918915684861 0.0035005018862363 0.00260143134655403 0.554504258620852 0.000931641892600823 0.0179291226952939 0.00677933047107848 0.38233666082281 0.00119363630333804 0.0257806812885936 8.63374325841578e-05 8.63661432754619e-05
2.93021 16.14922 13.3487 3.5 0.97547 11.61638 11.61638 13.2812 47.78647 1.07136 137.88487 24 24 98 59.58 13.874 0 0 8.308 4.856 17.216 7.642 34.056 11.411 -9 0 0.0127726 0.0045941 0.0139539 0.004631 0.0119411 0.0034903 0.014452 0.0037412 0.2459501 0.7598827 -0.1732327 0.6459693 0.013847 0.0045762 0.0004838 0.00091 0.0174829 0.0298363 0.8000246 0.000153828988639579 0.000732390721914851 0.000154783197932592 0.0155127960355007 0.000809395090334713 0.00933337746419251 0.0330466791941751 0.35175926442632 0.00355022934820646 0.096837642285009 0.00172556444530315 0.35218271155879 0.00956503965898255 0.12433392096768 0.000151766082492404 0.000150610534526613
27.21277 27.0277 25.61646 3.5 0.75025 8.43616 8.43616 5.62764 45.25152 13.0543 52.87062 413 413 99 94.358 38.169 0 0 20.868 10.301 19.812 11.113 53.678 22.107 -9 0 0.0336857 0.009801 0.0295053 0.0062144 0.0357946 0.0080982 0.0325216 0.0052803 -0.2853501 0.4155859 -0.3944335 0.3995517 0.0317504 0.0078104 0.0001549 0.0007918 0.0025414 0.0127525 0.8797284 6.83371293856667e-05 6.75454529909704e-05 6.61986315424706e-05 0.000479790925470934 6.83794222044434e-05 0.00207270883188567 0.0013328024120095 0.369313415088066 0.00102778558251489 0.159496729442664 0.00120961154623753 0.299841198548467 0.00190025445010741 0.162919540065173 6.7949385680618e-05 6.77530855998937e-05
5.62409 25.74372 25.25267 4 0.57688 21.91911 21.91911 3.37218 6.63989 11.57617 39.25414 64 64 0 102.354 24.719 0 0 15.924 8.391 20.054 8.937 66.376 19.383 -9 0 0.0250638 0.0076184 0.0251976 0.0064418 0.0247217 0.0058843 0.0256687 0.0050757 0.0300814 0.557133 -0.0961277 0.4911548 0.0253056 0.0069019 0.0001749 0.0009993 0.0031749 0.0182608 0.8554977 7.92075793016954e-05 0.00225047207407007 7.90501594038971e-05 0.00423273387548612 7.92071833015325e-05 0.110955372949173 7.92078520203411e-05 0.153692619561914 0.000152201161682147 0.0502739779357822 0.000264449254001923 0.184730289942587 8.38214791632387e-05 0.492888985646659 7.92029766665774e-05 7.92003687882919e-05
21.89099 24.41596 24.46308 4 3.82944 13.40159 13.40159 3.39986 119.4907 8.2076 176.20047 491 491 1 106.898 31.727 0 0 22.506 9.795 21.846 10.207 62.546 19.794 -9 0 0.0304898 0.0090462 0.0279179 0.006129 0.0323186 0.0072894 0.0305479 0.0052032 -0.273187 0.4340726 -0.3681467 0.4061271 0.0292615 0.0073066 5.76e-05 0.0007776 0.0012264 0.0141163 0.8864905 7.31943388724427e-05 7.2931150985082e-05 7.3052282238064e-05 0.00344873057615301 7.30557241549521e-05 0.00454550255460045 0.00111843500831818 0.158613040454434 0.000896439022738513 0.182537240974484 0.0011837365507172 0.325488266520646 0.0040920695559199 0.317637830851076 7.32203648071267e-05 7.32540698552936e-05
29.99203 9.65619 1.2597 4 0.60419 17.6868 17.6868 15.14002 102.17025 13.56049 114.17494 270 270 2 62.668 9.472 0 0 20.188 6.261 17.484 5.667 24.996 6.72 -9 0 0.0080839 0.0014961 0.0079739 0.0015334 0.012736 0.002294 0.0119738 0.0023837 -1.4470227 0.307343 -1.305428 0.3750753 0.0080818 0.0014052 5.29e-05 0.0001886 0.003497 0.0119525 0.7330336 0.000105843592532794 0.000106205694178087 0.00010589830029422 0.00623491698568929 0.000424360014023959 0.00342515684870165 0.0111465003806218 0.379405939574216 0.00451449766326218 0.0454439440475159 0.00364801843876407 0.441618951544455 0.00218547308418516 0.101421851995237 0.000106329379234399 0.000106112457088417
9.48148 22.28072 14.01883 4 3.5104 3.35178 3.35178 7.08323 134.32695 17.32806 88.59696 245 245 3 87.91 14.003 0.006 0.134 19.142 6.654 29.826 12.876 38.936 15.235 -9 0 0.0154931 0.0046038 0.0173168 0.0040843 0.0163879 0.0043678 0.0193921 0.0036438 -0.2144495 0.5727888 -0.4416375 0.4718507 0.0181201 0.0043672 0.0017151 0.0022145 0.050867 0.061948 0.6661287 4.46748955224525e-05 4.4807960566829e-05 0.000375345170240852 0.00399044004664797 4.45193310687707e-05 4.45702959550306e-05 0.00297903799955456 0.514665578844405 4.46095092361394e-05 4.45758302388276e-05 0.002997786781671 0.474545441428855 4.46013540949805e-05 4.47023503108776e-05 4.47584092058011e-05 4.45497924265625e-05
24.71726 6.06292 9.22617 4 2.40116 15.1243 15.1243 6.5865 133.80921 2.17274 92.75883 471 471 4 65.17 12.347 0 0 14.67 6.388 13.046 5.603 37.454 10.265 -9 0 0.0130127 0.0035522 0.0128889 0.0035198 0.0146922 0.0032441 0.0142344 0.0031488 -0.4732811 0.458027 -0.3884627 0.4998745 0.0130238 0.003443 7.3e-05 0.0003903 0.0030837 0.0150597 0.8936977 0.00014942729008454 0.000149662964290253 0.000149771310441541 0.000361878042969169 0.000149541605119192 0.00319159373139497 0.0140487944587763 0.227663700407202 0.0156113182184488 0.0552130713043107 0.00483974418722251 0.440581073087493 0.0242496702086879 0.213341998285996 0.000149331154425104 0.000149423743139333
7.01569 4.79976 5.51082 4 3.51125 7.37602 7.37602 1.34928 187.52031 19.45167 141.42183 484 484 5 40.644 8.202 0.036 0.583 9.332 4.683 8.344 4.156 22.932 7.529 -8.908 1.466 0.0084101 0.0025225 0.0083373 0.0025134 0.0090942 0.0021506 0.0088157 0.0021996 -0.304851 0.6097997 -0.21565 0.5818377 0.0086889 0.0026636 0.0003153 0.0013786 0.0164214 0.0628625 0.8383495 3.11077647147152e-05 3.11090122610707e-05 0.000153504808027397 0.00204252297766117 3.11078768889231e-05 3.10993735819779e-05 0.0018329901876912 0.834891824258366 3.11027701677136e-05 3.11097304428903e-05 0.0029095314890562 0.157858566039923 3.11066593052342e-05 3.1101260301669e-05 3.11131076428984e-05 3.11026839675591e-05
20.16256 24.31044 7.33479 4 0.46746 16.03107 16.03107 16.64706 189.57642 0.38992 58.17148 147 147 6 89.982 12.891 0 0 25.244 7.341 26.918 7.131 37.82 10.175 -9 0 0.013326 0.0031761 0.0135713 0.0029891 0.0177758 0.0034368 0.0182477 0.0030945 -1.0163131 0.4041251 -1.0428927 0.401711 0.0138032 0.0030299 0.0003546 0.0005924 0.0132514 0.020642 0.8189399 4.51853385627972e-05 4.51694262710731e-05 0.000319521800133151 0.00519609502152405 9.84749422266998e-05 0.00107269203897006 0.00543460550477226 0.261652914410477 0.00041353620004116 0.00296512744545182 0.00277197836489161 0.685790682264894 4.51604099136537e-05 0.034058538909513 4.51703694079847e-05 4.51475529494937e-05
6.0866 1.73126 4.21364 4 2.42705 0.8807 0.8807 4.31209 185.09411 12.40211 40.43336 190 190 7 30.434 7.597 2.348 3.53 17.632 7.754 5.644 3.527 4.81 6.492 -4.318 9.012 0.0061065 0.0023016 0.0030506 0.0023179 0.0063257 0.0019644 0.0029467 0.0018992 -0.1482746 0.7307279 0.0312211 0.9476169 0.0096586 0.004215 0.00508 0.0044426 0.3304995 0.2309307 0.3205379 8.99190719586179e-05 0.000473005849574923 0.00114409249218415 0.00851309008410002 0.000199182457053762 0.000694252533069211 0.0115110495677441 0.327832174073976 0.000118603721779697 0.000118532628170838 0.0306469453963404 0.61818489490458 0.000118565463862482 0.000118549900681712 0.00011848125282031 0.000118660602103773
0.11129 20.93241 7.4621 4 3.90983 18.04712 18.04712 3.11373 85.11735 2.21545 111.12146 162 162 8 23.516 17.031 0.106 0.654 0.38 0.679 22.136 17.141 0.894 2.265 -8.924 1.202 0.0003619 0.0008884 0.004998 0.0041492 0.0003591 0.000689 0.0064915 0.0047717 -0.0358013 0.8041759 -0.8916029 0.723639 0.0041867 0.0038298 0.0015068 0.0020613 0.150976 0.1320952 0.0343674 8.06343690408076e-05 8.06066514332802e-05 0.000627762915798871 0.00462139194278044 0.000797140230489198 0.000102032350803582 0.115031376252272 0.532169819618174 0.00046813353557157 0.000434668978728465 0.12049890609289 0.224142463357335 0.000435881637404277 0.00034798183198293 8.05998735432094e-05 8.06003617508779e-05
0.57061 28.89056 13.72471 4 2.37076 24.40656 24.40656 12.56134 111.8496 12.00553 54.01087 190 190 9 24.764 14.013 0 0 2.14 2.573 13.496 11.959 9.128 8.459 -9 0 0.0034086 0.0031875 0.0053579 0.0039111 0.0031761 0.0024906 0.006377 0.003912 0.1488782 1.1609226 -0.6338702 1.0396044 0.0048017 0.0036467 0.0004184 0.0008709 0.0396111 0.0522497 0.6600528 2.37635975763107e-05 2.37156322518277e-05 2.37491339685526e-05 2.37306882737074e-05 2.36313076094436e-05 2.36876344128908e-05 0.00121692339751049 0.302893759848571 2.37103355705043e-05 0.000131431757595599 0.00210176185183941 0.692830268683518 2.36493388306792e-05 0.000588881212255903 2.36311943759249e-05 2.37043858394478e-05
26.94294 13.77179 12.31976 4 1.17539 6.45849 6.45849 3.29408 87.70555 16.2839 133.46686 174 174 10 96.826 14.238 0 0 34.144 12.101 24.306 7.511 38.376 14.882 -9 0 0.0171667 0.0040882 0.0156449 0.0043737 0.0204463 0.003638 0.017671 0.004251 -0.6656415 0.4406023 -0.4661786 0.5037351 0.0182076 0.0042777 0.0018018 0.0020212 0.053583 0.0572425 0.7025968 2.41763981064121e-05 2.41724373216836e-05 0.00016897951371651 0.000501765487614301 2.41708558640614e-05 2.96552423091052e-05 0.000965228997591307 0.0660134802027659 6.18238981418672e-05 9.1263166769827e-05 0.00220761244436761 0.929578221090744 2.41640929593975e-05 0.000236946715391016 2.41684716082106e-05 2.41709847286258e-05
27.81604 0.94254 27.19965 4 1.03764 22.48962 22.48962 2.25887 23.23506 17.41612 28.42855 195 195 11 71.274 25.409 0.044 0.94 30.346 27.048 4.452 4.605 36.432 20.078 -8.94 1.342 0.0194309 0.0086777 0.013255 0.0082469 0.0188954 0.0073388 0.0115775 0.0059051 0.109249 1.0272555 0.4557217 1.3501372 0.0182453 0.008395 0.0019024 0.0034589 0.049285 0.0765921 0.4547205 4.18466987064864e-05 4.17300724595963e-05 0.000535964207884172 0.00105192890736228 4.18003785043055e-05 4.18735817321063e-05 0.00702179600752487 0.0728477953864352 4.18080279317832e-05 0.00015496870852767 0.0234864247426987 0.894228762150028 0.000337841273575239 4.17579949386388e-05 4.18146974292798e-05 4.18871642611248e-05
29.85977 11.58726 29.10399 4 1.62178 13.11683 13.11683 9.98969 163.74621 18.96942 151.3948 411 411 12 108.6 29.628 0 0 21.552 10.542 18.372 8.461 68.676 21.384 -9 0 0.0326867 0.00907 0.0301169 0.0066811 0.0329004 0.007047 0.0305981 0.0055311 -0.0589058 0.4685673 -0.0736615 0.4455979 0.0317153 0.0076125 0.0003135 0.0010873 0.0052445 0.0176469 0.8573929 2.66888826016475e-05 2.66793671997205e-05 2.67022094280805e-05 0.000591880203560757 2.66905783444207e-05 0.000411907335931482 0.00116205025727962 0.605895903359285 2.66823019934307e-05 0.00181520670732094 0.000509752037723554 0.386928517186217 9.44224319475492e-05 0.00240356425074508 2.66759681895842e-05 2.66769222327022e-05
2.47966 3.68705 24.75919 4 0.39965 20.15132 20.15132 1.6685 1.9963 4.85913 120.4268 210 210 13 53.36 15.243 0 0 4.79 4.057 6.024 5.177 42.546 14.574 -9 0 0.0170194 0.0066755 0.0176933 0.0066215 0.0133426 0.0042348 0.0136904 0.0042122 1.0599872 1.0156997 1.1274835 0.954331 0.0180228 0.0067809 0.0006664 0.0025262 0.0161588 0.0589488 0.8043803 4.2196943653587e-05 4.21933493383282e-05 4.21819080425916e-05 0.000247922823040606 4.21895814240195e-05 4.22031820151296e-05 0.000342568680527886 0.00167943394685669 4.21940831841252e-05 0.000213880668405083 0.283787917710843 0.703818333180454 0.00695421947824083 0.00261819019200004 4.21813828928348e-05 4.21928890817206e-05
5.93824 6.68501 27.9946 4 2.05726 1.61597 1.61597 2.32298 2.58899 0.48885 58.81229 81 81 14 79.294 17.976 0.08 1.265 14.508 8.305 16.296 8.985 48.41 17.618 -8.896 1.648 0.0199989 0.0071294 0.020358 0.0069107 0.0177347 0.0050866 0.0182387 0.005054 0.4796363 0.8312488 0.4346265 0.7415772 0.0229432 0.0072545 0.0027648 0.0038368 0.0647249 0.082316 0.6981316 7.071131609485e-05 7.0751713559274e-05 0.00031514004602357 0.0282771807859549 0.000155245293232597 0.00165041200761637 0.000932810367101845 0.429189062154324 7.08514640799082e-05 7.07618282980431e-05 0.0706127999864385 0.467357927920602 7.07683809037201e-05 0.00101402841658612 7.07744673865088e-05 7.07738517983255e-05
12.41432 5.58853 8.86264 4 0.25236 22.1151 22.1151 7.09566 152.87529 6.90853 189.06295 29 29 15 59.64 10.851 0.02 0.328 21.558 8.539 12.382 5.374 25.68 10.858 -8.968 0.716 0.0121875 0.0035169 0.0095896 0.0034477 0.013315 0.0030406 0.0107285 0.0030999 -0.351217 0.5539153 -0.4275896 0.7027544 0.0141293 0.0038689 0.0032408 0.0025775 0.1312592 0.0937725 0.5152103 0.000168617834338132 0.000113991544783679 0.000128269313381967 0.000683907352788431 0.000136638045310471 7.25519962228472e-05 0.000385369544309404 0.035511641403862 0.000285751804303456 0.0168051920072458 0.00644227904945838 0.915523407082505 0.00374276239892192 0.0198701018961967 6.4771829829369e-05 6.47468965422736e-05
22.0277 1.81927 2.46564 4 0.77509 22.54177 22.54177 10.61052 9.32983 15.82148 168.30713 350 350 16 32.344 7.125 0 0 7.504 4.065 5.496 3.483 19.344 5.98 -9 0 0.0069744 0.0020978 0.0067713 0.0020964 0.0075676 0.0019248 0.0070016 0.0018372 -0.2989786 0.6000695 -0.1112782 0.7220871 0.0069325 0.0020284 5.97e-05 0.0002988 0.0042813 0.0206716 0.8221471 8.34992439475616e-05 8.3437697534593e-05 8.35195195940222e-05 0.000750312115158665 8.36193588372674e-05 0.00248747596489916 0.00140003424958814 0.0685020568833658 0.0046811303563738 0.106447920324697 0.00145844345710398 0.100317162551887 0.00362238943505111 0.709831995475541 8.34840722236852e-05 8.35192941970784e-05
