N1 N2 Na Tsplit M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
16.22037 9.2581 1.62725 0.5 1.87195 1.87195 25 20.5 4.948 0 0 8.122 2.877 7.014 2.749 5.364 2.818 -9 0 0.0024896 0.0009936 0.0024296 0.0010196 0.0038013 0.0011159 0.003489 0.0011338 -1.2601385 0.5716299 -1.0930417 0.6150841 0.0025107 0.0009749 5.11e-05 0.0001342 0.010139 0.0212086 0.7739261 0.000662630115007943 0.00792364978523739 0.00294311021709807 0.179139190054992 0.0029774422283975 0.169817843376568 0.00433819581448117 0.152504004232183 0.00266085144542018 0.165657887539043 0.00846332049373519 0.120942550797459 0.00723356757624572 0.174471244568979 0.000132132600336462 0.000132379154814898
18.2189 22.56451 19.24194 0.5 24.0605 24.0605 26 90.69 15.646 0 0 17.418 6.462 17.832 6.204 55.44 13.451 -9 0 0.0196904 0.0051337 0.0197356 0.0052456 0.0205365 0.0041116 0.0206532 0.004103 -0.1885856 0.5165224 -0.2052192 0.5314126 0.019768 0.0051426 5.51e-05 0.0007113 0.0009771 0.0153219 0.8959482 7.81594244772061e-05 7.91308283725894e-05 7.87974699987147e-05 0.000777348130892949 7.75694382615973e-05 0.010448655219335 0.000381904145849941 0.0443346677206146 0.00261274128984599 0.398458190620993 0.000234440018813354 0.0696946414226932 0.00190008787330303 0.470687418984613 7.87912356136626e-05 7.74561763220176e-05
18.07993 17.87169 29.73634 0.5 27.81512 27.81512 27 110.45 26.831 0 0 19.5 8.442 18.728 8.126 72.222 19.565 -9 0 0.03147 0.0093285 0.0298055 0.0070409 0.0311889 0.0070633 0.0301178 0.0056541 -0.0027651 0.4704494 -0.059352 0.4551901 0.0306974 0.0079568 5.97e-05 0.0008129 0.0010954 0.0131491 0.8924214 0.000102428136845502 0.000102342301886383 0.000102316567511909 0.000195881369839155 0.00010263801967985 0.00206582685980608 0.000203940488179878 0.0676438071345623 0.00252468117267718 0.508035744344965 0.000102459025433098 0.0446572305912086 0.00227510996095548 0.363423207223651 0.000424602464539203 0.00803778433825941
20.95071 1.90162 28.98825 0.5 19.68839 19.68839 28 94.638 18.443 0 0 13.886 8.461 9.982 7.297 70.77 17.706 -9 0 0.0263928 0.0072075 0.0256273 0.0068388 0.0240937 0.0055314 0.0229634 0.0052178 0.3785344 0.5879616 0.4672377 0.6265892 0.0261837 0.0067969 0.0001737 0.0010649 0.0036847 0.0203096 0.8646229 7.67837341925574e-05 7.68789931637236e-05 7.66508774136527e-05 7.66744457037599e-05 7.67683318782407e-05 0.00391762060873561 0.000679898011044193 0.0626003126509591 0.0011243374428755 0.649856847224418 0.000408660525797432 0.0431340636387848 0.00154863070928292 0.236192247353419 7.67377919085663e-05 7.68876604229402e-05
8.13167 22.73102 1.3929 0.5 18.60117 18.60117 29 19.984 4.908 0 0 6.922 2.781 7.134 2.889 5.928 2.853 -9 0 0.0022876 0.000956 0.0023056 0.0010021 0.003622 0.0011002 0.0036818 0.0011448 -1.3415923 0.5459281 -1.3657498 0.5378564 0.0023018 0.0009418 5.2e-06 7.77e-05 0.0007018 0.0147596 0.7983871 5.69017213686653e-05 8.6111944413822e-05 0.000399561462626525 0.00332495530128545 8.38959953230681e-05 0.0107600465761519 0.00155397304912763 0.0726300253537905 0.0174505400708259 0.473637601057779 0.00215103357395105 0.0442011988395436 0.010459382435619 0.363090769051028 5.70314949636432e-05 5.69720722027883e-05
17.93772 11.00281 25.65503 0.5 28.89637 28.89637 30 107.922 17.029 0 0 18.334 7.165 18.162 7.487 71.426 15.744 -9 0 0.0259119 0.0064915 0.0256583 0.0062677 0.0259613 0.0052552 0.0258046 0.0050968 -0.0216191 0.4544626 -0.0376169 0.459645 0.0258193 0.0062015 3.42e-05 0.0007276 0.0007065 0.0140016 0.8933391 8.71135244785912e-05 8.71155646937461e-05 8.71755549400535e-05 8.71899857325977e-05 8.72255005913234e-05 0.000437887912246444 8.70312143781791e-05 0.00647844025492706 0.00163392293935346 0.0623882568509322 8.71011733484965e-05 0.0023497095245613 0.000416121232365361 0.0331424457418971 0.00123229440888798 0.891310968616666
13.08128 25.19654 18.94373 0.5 9.63763 9.63763 31 88.338 15.695 0 0 16.846 6.545 17.584 6.399 53.908 14.101 -9 0 0.0195078 0.0052254 0.0195684 0.00542 0.0199434 0.0042461 0.0201514 0.0042149 -0.1060986 0.5307089 -0.1470358 0.5142636 0.0195977 0.0051524 5.96e-05 0.00055 0.0018968 0.0150719 0.8991506 8.36532584254039e-05 8.27635621703864e-05 8.42856530281152e-05 0.00216063869085938 8.41727995613668e-05 0.0734755917784388 0.00107647625746471 0.255207313569143 0.00248759979543383 0.25159965616293 0.000746898311989761 0.103435391264709 0.00292627320942164 0.3063825214428 8.34347655361398e-05 8.33294780878726e-05
10.26854 16.411 10.78674 0.5 21.20094 21.20094 32 54.55 10.958 0 0 11.294 4.546 11.94 4.979 31.316 9.404 -9 0 0.0111505 0.0035541 0.0112063 0.0035201 0.0120105 0.0028778 0.0121926 0.0028816 -0.3131613 0.6381241 -0.3501081 0.6140135 0.011205 0.0034356 2.66e-05 0.0003799 0.0014189 0.0163642 0.8826427 6.9909773784271e-05 0.000198638148951242 7.01735016028749e-05 0.00422755228081617 0.000201259599373453 0.00902576426967454 0.00121863135075043 0.0755727243004053 0.00696407726669406 0.252910267301718 0.000114328510221248 0.196349886928802 0.00130452695358745 0.451631910681379 7.0056832132888e-05 7.02923001069627e-05
4.88379 20.04052 0.89758 0.5 8.61389 8.61389 33 16.39 4.341 0 0 5.558 2.616 6.282 2.625 4.55 2.411 -9 0 0.0017745 0.0007827 0.0017755 0.0007274 0.0028491 0.0010024 0.0030532 0.0009649 -1.2971545 0.5836173 -1.458882 0.5709594 0.0017901 0.0007179 1.51e-05 7.34e-05 0.0040685 0.0181494 0.7665462 0.000121421354902202 0.000764741887945852 0.000532647531387731 0.00787284664603519 0.00169197043039294 0.0148408650143176 0.0143778107460858 0.349743509981095 0.025364082055846 0.104635289059968 0.00989342016135588 0.333876048476476 0.014750494252296 0.121288164540999 0.000122833511035621 0.000123854349860899
7.73995 1.44162 9.70469 0.5 0.42149 0.42149 34 38.386 9.805 0 0 19.15 8.517 4.566 3.082 14.67 8.324 -9 0 0.0095864 0.0034704 0.0060783 0.0035156 0.0095328 0.0026871 0.005422 0.0025955 -0.005771 0.6832901 0.4013425 1.1425649 0.0100674 0.0038396 0.002235 0.0020464 0.1262915 0.0944511 0.4735653 0.000765683516866805 0.015866273828666 0.000731860716496603 0.0194219006967929 0.000700635363422245 0.0586049221689579 0.000568225623774126 0.180932825787261 0.000729431887772975 0.316077053646776 0.00137464016233335 0.153847712866611 0.00350746301856842 0.24642204786424 0.000223894174882086 0.000225428676578324
1.74905 2.74705 2.48514 0.5 18.43262 18.43262 35 14.166 4.258 0 0 2.87 2.047 3.236 2.09 8.06 3.544 -9 0 0.0028727 0.0013442 0.0028873 0.0013461 0.0030808 0.0010908 0.003184 0.0011306 -0.2726709 0.7731212 -0.3635671 0.7758254 0.0029099 0.0013027 2.99e-05 0.0001416 0.0056816 0.0226474 0.8634487 0.00102101241483819 0.0136197055249159 0.00111709116456288 0.0103414358788047 0.000355436914903691 0.0109915176514324 0.00190504822119618 0.0478854564707031 0.00722001230324386 0.518597462066877 0.00135886993788142 0.0402597310489001 0.00570140791828485 0.334288951918779 0.000114097751855524 0.00522276281282078
9.23819 19.08426 3.65871 0.5 21.00231 21.00231 36 28.094 6.482 0 0 7.696 3.157 8.352 3.287 12.046 4.868 -9 0 0.0044749 0.0018345 0.0045583 0.0018479 0.0055647 0.0016121 0.0057496 0.0016173 -0.7785938 0.6597648 -0.8258309 0.6375797 0.0045397 0.0017892 2.31e-05 0.0001902 0.00242 0.0184036 0.8765277 7.74258155156388e-05 0.000253320028009903 0.000365078009203547 0.00952165209651772 0.000935262581926796 0.028049769792368 0.00291917895026915 0.156582259787755 0.00329976062792064 0.378420546969665 0.00398732702102358 0.0924599308397629 0.00408691266448977 0.318886298982508 7.74095238358692e-05 7.78663092286353e-05
14.44003 7.75432 22.10937 0.5 1.9216 1.9216 37 94.554 16.724 0 0 19.424 7.793 15.636 6.757 59.494 15.303 -9 0 0.0226203 0.0059929 0.0221946 0.0059303 0.0222699 0.00468 0.0211938 0.0045732 0.0418278 0.5152581 0.1744187 0.5523913 0.0229397 0.005903 0.0005322 0.0009281 0.0118843 0.019743 0.8646238 0.000121995787655494 0.11510952443323 0.000121587234115878 0.201426054126501 0.000121774450023916 0.266586339757395 0.00131672548182957 0.0619839421149933 0.00179443165674396 0.129809907005577 0.000855221040941736 0.0850106876236778 0.000121978948533146 0.135375546063977 0.000121675648191734 0.000122608626613537
16.95201 1.44691 19.46654 0.5 17.25619 17.25619 38 62.656 15.24 0 0 10.394 7.061 6.622 5.053 45.64 14.004 -9 0 0.0172501 0.0053304 0.0165661 0.0053695 0.0157943 0.0042237 0.0147311 0.0041253 0.3665634 0.6919701 0.4919216 0.7239172 0.0170972 0.0052766 0.000189 0.0008117 0.0051768 0.0225962 0.8565205 9.08352219152371e-05 8.9365332558249e-05 8.95707696283538e-05 0.000583447804279444 8.92698720191225e-05 0.00332273181915535 0.00108603560032644 0.0418608905708016 0.00920003461522896 0.679222436927499 0.00151705615342429 0.0124078107451867 0.0152413388605583 0.235020808332481 8.93283676420134e-05 8.90390072955186e-05
