N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
28.38545 26.77382 11.05241 5 18.37404 82.84037 271 172 3.82041 3.82041 0.02491 29.14043 0.76538 55.01694 449 449 94 59.238 24.58 0.244 1.252 17.41 12.658 16.32 11.956 25.264 13.771 -8.658 2.697 0.0099071 0.0041209 0.0097914 0.0043082 0.0120285 0.005102 0.0117213 0.005201 -0.6076723 0.6993578 -0.5623162 0.7132198 0.0106697 0.0045715 0.0008205 0.0025713 0.0362757 0.0933128 0.7869331 2.73280646012374e-05 2.75522893986229e-05 0.00181243581752381 2.75330855165334e-05 2.76424885575067e-05 2.77670450096824e-05 0.396464354894976 2.75099794363302e-05 2.73358468247474e-05 2.7499878201097e-05 0.601365837047005 2.73309408001388e-05 2.74584472674106e-05 2.74913236996527e-05 2.73743110831322e-05 2.75485400988901e-05
20.7231 12.42488 9.69641 5 15.53789 153.82963 441 145 22.97855 22.97855 13.04929 100.32319 17.57505 95.87319 69 69 95 37.204 23.657 0 0 13.66 8.132 7.332 7.926 16.212 12.624 -9 0 0.0067331 0.0040543 0.0058471 0.0042658 0.00842 0.0049192 0.0066363 0.0053588 -0.7118632 0.7634153 -0.1955981 0.9835966 0.0066018 0.0040765 0.0003117 0.0005141 0.0309376 0.0458924 0.8959539 9.32164036854724e-05 9.30421576886222e-05 0.00761639682811199 9.33010025537084e-05 0.00669803478685087 9.31725915072738e-05 0.679845745551378 9.31458906032054e-05 0.0503629322580981 9.30300665467741e-05 0.202179179220963 9.30281745782633e-05 0.0523660490472776 9.3031837003379e-05 9.32827297971906e-05 9.34114533565311e-05
9.07792 8.33475 1.14363 5 3.99758 22.24924 323 371 13.28885 13.28885 12.04732 84.99841 4.79176 191.04046 321 321 96 31.766 16.701 0 0 8.032 5.846 8.33 5.925 15.404 9.053 -9 0 0.0055937 0.0028207 0.0056273 0.0027873 0.0066059 0.0036434 0.0066899 0.0036036 -0.4215213 0.7549359 -0.44141 0.7775277 0.0057958 0.0027331 0.0001854 0.0005059 0.0228073 0.0603348 0.906849 4.87553059593186e-05 4.88105229251975e-05 0.00183509396403304 4.88550334937447e-05 0.00173841865593899 4.88819845129339e-05 0.459046571314193 4.8836976717754e-05 0.00428296560105763 4.88641663660253e-05 0.507260012180243 4.89036266630021e-05 0.0253485749411431 4.87707936846052e-05 4.88732157470216e-05 4.88117173217838e-05
10.4181 18.05858 10.65319 5 12.71153 37.77826 349 237 9.27946 9.27946 16.97738 197.08434 17.71855 80.54975 46 46 97 49.166 17.386 0 0 13.83 7.435 15.562 9.443 19.774 9.6 -9 0 0.0083561 0.0033056 0.0085213 0.0033751 0.0094719 0.003735 0.0099601 0.004173 -0.3810962 0.6858265 -0.4581554 0.7268503 0.0092306 0.0031645 0.0007919 0.0009278 0.0498144 0.0586321 0.7198116 0.00014848182595576 0.00010220654947862 0.0113571578847893 0.000102294069131126 0.00225255420871622 0.000102240401632927 0.589661967665438 0.000102152886391053 0.0325823515137964 0.000102217380271693 0.303991032830394 0.000102235212863703 0.0590862022081529 0.000102344334101647 0.000102256932165684 0.000102304096721045
5.02956 13.43176 4.08669 5 16.0593 12.63938 348 145 20.21135 20.21135 19.60087 167.06752 19.38048 191.00388 449 449 98 39.42 10.148 0 0 7.602 3.885 8.828 4.748 22.99 7.626 -9 0 0.0080002 0.0024743 0.0081575 0.0025133 0.008623 0.0024909 0.0089685 0.0024865 -0.2548001 0.6215921 -0.3424578 0.5637622 0.0081546 0.0024497 7.58e-05 0.0003664 0.0047334 0.0200397 0.8593022 0.000125763931228756 0.000125888696631494 0.000125878925955689 0.000125736019033423 0.00356282079062101 0.000970599952196772 0.183056694627146 0.00731157898078216 0.0652823605095976 0.00357099580363025 0.569711274356042 0.00490985567189724 0.151426582287652 0.00944230937233152 0.000125912139370654 0.000125747935882616
19.6045 24.15644 13.92952 5 7.04145 141.80138 283 338 16.78379 16.78379 9.1236 72.35082 15.41921 100.77363 219 219 99 42.618 31.443 0.004 0.089 12.36 11.322 13.416 10.979 16.838 13.607 -9 0 0.0059231 0.0043938 0.0060235 0.004093 0.0082762 0.006631 0.0085638 0.0063781 -0.6838226 1.0053837 -0.7945071 0.9494426 0.0062197 0.004162 0.0002464 0.0006778 0.0299461 0.0688908 0.9273549 2.48790488439999e-05 2.48672734726424e-05 0.00094661765599535 2.48758557873731e-05 0.000901699176981282 2.48868325351086e-05 0.713744716031039 2.49065783730186e-05 0.00210524154377631 2.48837908230629e-05 0.269323714486858 2.48903488267001e-05 0.012729150177448 2.48917024903193e-05 2.48880458417634e-05 2.48914509079044e-05
6.60177 9.07816 18.39054 5.5 16.90609 107.36838 103 1 24.66967 24.66967 9.14926 73.47529 13.17759 104.60375 350 350 0 11.93 8.199 0 0 2.536 3.052 2.36 2.288 7.034 6.295 -9 0 0.0027583 0.0024556 0.0027331 0.0024267 0.0026975 0.0021366 0.0026479 0.00195 0.0057137 0.9475592 0.0038446 0.9321484 0.0029064 0.002481 0.0001607 0.0003641 0.0316135 0.0670289 0.8889142 0.000834862520243001 8.80958846271035e-05 0.00085829424631702 8.82358329433789e-05 0.00271892837116002 8.80337823284384e-05 0.426994834213752 8.8078045383497e-05 0.026348557753549 8.82378013959211e-05 0.409930294500011 0.000241913786990931 0.131366845025511 8.82556211585894e-05 8.82312676647702e-05 8.83013469642824e-05
14.69593 16.99439 4.2833 5.5 4.03098 122.61856 431 52 28.94566 28.94566 9.14405 106.03996 5.55532 29.13374 116 116 1 20.548 19.339 0.006 0.1 9.808 7.552 3.592 6.289 7.142 9.888 -9 0 0.0036497 0.0031689 0.002736 0.0033476 0.0047777 0.0040468 0.0030256 0.0043188 -0.775887 0.8314147 -0.0307096 1.0398788 0.0035901 0.003203 0.0003973 0.0006514 0.0748292 0.1108829 0.8630167 3.77232424808345e-05 3.77176399194347e-05 0.0015362808033774 3.7728353074795e-05 0.000866888747194059 3.77240405483428e-05 0.816621249325801 3.77208034404038e-05 0.00753929641009265 3.77282973893771e-05 0.15702328892692 3.77171302721379e-05 0.0160357596093539 3.77214905240731e-05 3.77174516370649e-05 3.77377279749531e-05
9.62215 24.11323 29.83215 5.5 11.58061 64.91097 337 390 13.13826 13.13826 18.3998 7.26798 1.92812 34.67767 497 497 2 77.964 41.405 0 0 12.254 9.254 13.89 9.499 51.82 28.916 -9 0 0.0204236 0.0127319 0.020148 0.0117148 0.0195803 0.0114789 0.0198239 0.0110048 0.1384289 0.7496376 0.010569 0.718967 0.0204311 0.0121078 0.0001453 0.0008329 0.0053026 0.0213533 0.9617354 0.000100220060375922 9.97968584851138e-05 9.98881986166853e-05 9.98719554048117e-05 0.0154896475421829 9.95208562598664e-05 0.0278578448877652 9.98605737111893e-05 0.0331453325662582 9.98273443126977e-05 0.421788322653046 0.000100116316581198 0.498450774225729 0.000100092874802074 0.00226912847324214 9.97546132269507e-05
0.13186 24.4413 21.65429 5.5 13.76618 82.2786 16 401 16.96225 16.96225 4.59557 6.38285 14.4972 195.07205 223 223 3 3.374 2.846 0 0 0.088 0.311 3.114 2.778 0.172 0.493 -9 0 8.36e-05 0.0002202 0.0005246 0.0005037 7.33e-05 0.0001722 0.0009262 0.0007882 0.0538624 0.4814756 -1.0323457 0.7893816 0.0004008 0.0004478 9.67e-05 0.0002153 0.0740124 0.1238504 0.2088428 6.26494888870125e-05 6.25744771562968e-05 6.29275151113421e-05 6.26192342078646e-05 0.000163266187758933 0.000225690218413465 0.11293351537307 0.259615485720488 0.00198798449815509 0.00528750399988077 0.12907429115247 0.36861656654589 0.00750825101897144 0.114210950733609 6.2835428417463e-05 6.28884075135809e-05
27.98386 2.16018 0.46101 5.5 15.1178 2.80229 184 174 23.65574 23.65574 3.59654 59.81625 5.86758 1.45158 407 407 4 29.442 8.829 0 0 8.786 7.543 5.046 2.942 15.61 5.819 -9 0 0.0059885 0.0020161 0.0055086 0.0020329 0.0068765 0.0022541 0.0058223 0.0018687 -0.4624673 0.6538297 -0.2009651 0.6670546 0.0059366 0.002023 0.0001881 0.0006062 0.0149156 0.0401059 0.7198696 6.56831377121713e-05 6.58674100333332e-05 6.57530411101808e-05 0.000820396632379589 6.57601929332257e-05 6.58232650997621e-05 0.024348304919378 0.755926246446872 0.000100318726804095 6.59321900240888e-05 0.00858755509561233 0.209557852370547 6.60961283109916e-05 6.59061696488934e-05 6.61807890646689e-05 6.63234844695309e-05
15.16742 22.24067 19.36954 5.5 12.77707 128.67502 380 264 22.45026 22.45026 2.15616 71.26558 6.32584 156.46394 290 290 5 51.572 31.033 0.004 0.089 14.846 11.139 13.572 12.251 23.15 17.145 -9 0 0.0090485 0.0060757 0.0087637 0.0060615 0.0107477 0.0067412 0.0103745 0.0069613 -0.509684 0.7720953 -0.4332328 0.8590105 0.0095302 0.0060763 0.0006241 0.001424 0.0384847 0.0769688 0.8701941 2.17030619415206e-05 2.17021233641739e-05 0.000552774446646757 2.1700530351786e-05 0.000301108366076296 2.17012950732753e-05 0.670329274601503 2.17009482833543e-05 0.000529319681753488 2.17035902420871e-05 0.324480631705781 2.17035992858198e-05 0.00358987243507892 2.17019486505112e-05 2.17007510316967e-05 2.17009149364231e-05
8.83019 18.24715 18.4243 5.5 18.86854 139.8411 384 233 21.58659 21.58659 5.36806 16.19356 2.18578 107.92906 413 413 6 36.906 20.874 0 0 8.418 6.422 8.34 6.613 20.148 11.563 -9 0 0.0068753 0.0036524 0.0068527 0.0037223 0.0080519 0.0045129 0.0080299 0.0045623 -0.4271693 0.7282084 -0.4259096 0.7291927 0.0069185 0.0036323 5.45e-05 0.0003101 0.0054983 0.0237837 0.9465507 5.27206553202989e-05 5.23569369587254e-05 0.000649440113850109 5.22539214912175e-05 0.00145520821395887 5.28188787808478e-05 0.117092004842224 5.23737692125054e-05 0.298772418151791 5.23957932857078e-05 0.0706356979865952 5.24202967593761e-05 0.510869611663014 5.29743133182307e-05 5.24324001067125e-05 5.28720633338543e-05
24.55508 6.68526 22.47779 5.5 9.45784 149.7141 484 393 16.36938 16.36938 9.03528 115.9004 17.97349 173.70782 171 171 7 72.354 33.294 0 0 21.762 12.133 11.498 7.527 39.094 25.402 -9 0 0.0159804 0.0091346 0.0143648 0.0092979 0.017269 0.0084116 0.0143511 0.0085502 -0.4197599 0.7212707 -0.05305 0.721118 0.0158197 0.0091322 0.0006471 0.0011539 0.0333877 0.0630223 0.9216883 8.13928109612356e-05 3.98501685145064e-05 0.00127610117337561 3.98788743507552e-05 0.000645601477914335 3.98648914328636e-05 0.581963281581051 3.98599575295625e-05 0.00639910054265147 3.98573442855307e-05 0.395139186081692 3.9858733518648e-05 0.0141365918339723 3.9861865931598e-05 3.98581514596632e-05 3.98545113590742e-05
7.97475 7.14186 29.34371 5.5 6.71602 108.87593 68 167 8.01287 8.01287 16.09453 132.0596 7.81358 182.3745 344 344 8 11.03 15.708 0.034 0.263 2.64 4.85 3.952 6.553 4.404 9.977 -9 0 0.0019973 0.0039587 0.0023129 0.0041483 0.0019855 0.0036994 0.0023553 0.0037045 0.0161477 0.9672731 -0.1199479 0.9873123 0.0026774 0.0042064 0.0005223 0.0012141 0.1197231 0.1761352 0.8392435 4.89384698786974e-05 4.89393408910131e-05 0.0020577589928875 4.8947244015186e-05 0.00378280825997309 4.89552319702632e-05 0.339911815174413 4.89058098066646e-05 0.00382563240595335 4.89299251171418e-05 0.643545637038194 4.89361392549127e-05 0.00638700220292107 4.89209762689119e-05 4.89270011689159e-05 4.89457872862161e-05
16.27664 22.00697 17.77679 5.5 18.45119 12.2793 408 373 13.71439 13.71439 5.11053 42.47362 17.46413 29.32651 432 432 9 101.076 18.495 0 0 20.918 7.293 21.742 8.064 58.416 13.947 -9 0 0.0205879 0.0058945 0.020469 0.0052694 0.0229431 0.0052487 0.0230659 0.0049413 -0.4360023 0.4674288 -0.4675908 0.4423854 0.0206058 0.0054604 7.74e-05 0.0005395 0.0019989 0.0129029 0.9165365 7.28622334994105e-05 7.29303762605514e-05 7.29623981289137e-05 0.000419877290524087 0.0081286564449391 0.000485213875062786 0.289420712618244 0.00138505387069324 0.351727520194013 0.00186073723512618 0.127693553234922 0.00143788684402154 0.215084810789161 0.0019909594162499 7.31300371496597e-05 7.31331420045951e-05
5.11789 20.14547 6.98049 5.5 13.81346 149.23238 65 445 15.1217 15.1217 6.20361 3.75409 1.04157 102.12266 162 162 10 14.506 13.62 0 0 2.552 3.864 5.196 4.195 6.758 7.584 -9 0 0.0025176 0.0026479 0.0027974 0.0026181 0.0026242 0.0030181 0.0033695 0.0029592 0.041117 0.9544163 -0.605243 0.9200255 0.0027497 0.002611 9.22e-05 0.0002059 0.0233588 0.045548 0.9480969 5.67314809898121e-05 5.64650459693623e-05 5.71287386135708e-05 5.65902838827692e-05 0.00257941551092338 5.71452137726759e-05 0.236777138725091 5.67054164319707e-05 0.453753925120156 5.65353184932531e-05 0.0757294816967943 5.67413692434523e-05 0.230535876998366 5.65568984814415e-05 5.67740827493957e-05 5.67881000416762e-05
27.59314 20.79847 27.71243 5.5 16.95688 140.31146 265 143 0.92898 0.92898 9.21476 165.49411 9.81626 84.39853 266 266 11 63.988 33.627 1.858 6.875 28.754 25.737 15.928 19.247 17.448 18.517 -6.696 7.903 0.0136437 0.0112469 0.0102354 0.0097308 0.0146583 0.0110058 0.0105633 0.0096665 -0.2848921 0.9714671 -0.0661062 1.0300361 0.0184473 0.0128268 0.0065078 0.0094827 0.202075 0.2264546 0.5184289 0.000335021139798838 2.43730200789336e-05 0.00174441101782592 2.43721352878122e-05 0.000561527501619224 2.43722903835585e-05 0.464679238820516 2.43723446944632e-05 2.43726161269987e-05 2.43727291161888e-05 0.532411702959142 2.43725264177177e-05 2.43724639867128e-05 2.43731780767351e-05 2.43725598735358e-05 2.43726970554899e-05
15.78399 8.57498 8.76065 5.5 8.90208 46.15637 371 251 23.70546 23.70546 1.43258 87.83978 6.77389 117.00887 152 152 12 47.386 22.314 0.094 0.781 19.418 14.207 10.65 8.966 17.224 13.506 -8.868 1.756 0.0092704 0.004836 0.0074459 0.0049206 0.0103283 0.0053118 0.0078568 0.005089 -0.3221112 0.7290082 -0.1568613 0.9014278 0.0102291 0.0050893 0.001871 0.0025706 0.1003005 0.1246035 0.6110607 0.000625240228318092 2.83475829323948e-05 0.00241448197719734 2.83585588015142e-05 0.000499009206113688 2.83420326408681e-05 0.538357298711731 2.83393873378609e-05 0.000403214147791196 2.83437404158638e-05 0.456638284002548 2.83441392685488e-05 0.000807337723564831 2.83334194622805e-05 2.8368792887847e-05 2.83563489887774e-05
17.07401 23.66042 26.47498 5.5 5.95462 121.80261 415 154 0.60465 0.60465 17.40199 97.69768 13.50762 174.12969 251 251 13 60.022 33.088 0.98 4.855 31.064 22.426 13.8 17.64 14.178 17.878 -8.296 4.029 0.0129404 0.0104503 0.0081265 0.009806 0.0140749 0.0096808 0.0089307 0.0102386 -0.4208551 0.7957637 -0.2185179 1.0629482 0.0153542 0.0116427 0.0048208 0.0071567 0.2080166 0.2144603 0.6292827 0.000253155817084102 4.86097752680429e-05 0.00390520801940954 4.86144782386107e-05 0.0023303672398915 4.86001494001534e-05 0.14770994973424 4.86183857479032e-05 0.00495231555303141 4.86219797331722e-05 0.838759977185432 4.85841952581409e-05 0.0016515751899265 4.86038975315112e-05 4.86202191494529e-05 4.85781806579737e-05
22.45152 13.84661 29.74899 5.5 6.41229 148.27509 87 386 2.65639 2.65639 14.22727 175.65631 17.60907 6.0174 348 348 14 44.552 36.803 0.426 3.682 6.994 12.312 20.326 23.344 16.806 23.092 -8.746 2.178 0.0080387 0.0113941 0.0113232 0.0110197 0.0077892 0.0108562 0.0113216 0.0102282 0.0942972 1.0587366 -0.1060827 0.9630286 0.0125615 0.0122887 0.0028806 0.0060529 0.1284089 0.1747704 0.6783339 0.000289583244106081 3.24695441703967e-05 0.00153929928502851 3.24733946289243e-05 0.00128097569350484 3.24571822105735e-05 0.0201823059940077 3.24556975718751e-05 0.000399536113283789 3.24541578228647e-05 0.975230174094554 3.24849002277051e-05 0.000785945748749537 3.24536089446162e-05 3.24683865525088e-05 3.24629546354255e-05
18.31399 7.07555 5.4355 5.5 0.84739 164.60288 311 312 27.87064 27.87064 19.5843 89.02189 8.99832 176.44498 494 494 15 22.686 26.686 0 0 5.678 7.138 5.32 6.54 11.688 14.724 -9 0 0.0038449 0.0046998 0.0038055 0.0046575 0.0048949 0.0059066 0.004794 0.0057707 -0.4731395 0.759145 -0.4392185 0.7086385 0.0038578 0.004662 3.26e-05 0.0001942 0.0205737 0.0659164 0.9864537 5.57976486050323e-05 5.57969532802307e-05 0.000308157641788744 5.65110636932371e-05 0.000185048646809805 5.50665328181884e-05 0.0533343550935331 5.43079965593264e-05 0.648635841163001 5.68341265091161e-05 0.0567163233626529 5.58310226206503e-05 0.240264136016996 5.49647615608874e-05 5.5726303358581e-05 5.53016662130053e-05
23.46478 17.57032 3.60173 5.5 6.36255 5.53374 186 385 9.38786 9.38786 16.64723 12.70451 11.03954 72.70942 283 283 16 69.258 13.892 0 0 18.132 7.002 18.368 7.018 32.758 8.021 -9 0 0.0104376 0.0021318 0.0103849 0.0020821 0.0143443 0.0030366 0.0144109 0.0030834 -1.0624669 0.414901 -1.0858014 0.435387 0.010456 0.0019996 4.48e-05 0.0002495 0.0023727 0.0121466 0.8165327 4.06586550127368e-05 4.00371768563117e-05 0.000234126446416762 5.13822544789754e-05 0.000356721363182465 0.000106219488654627 0.102349855778769 0.000324215533554074 0.187383436189634 0.000249181693044743 0.143075570268215 0.000269240971638176 0.564850240660916 0.000588938437936878 4.0099681192452e-05 4.00754004978776e-05
13.41826 16.66434 24.61751 5.5 13.63725 39.85132 45 334 5.81611 5.81611 1.51674 107.07266 11.02456 124.47663 29 29 17 66.012 25.066 1.83 4.627 14.152 11.248 37.422 21.821 12.608 14.422 -5.588 8.797 0.0079268 0.0063681 0.0140715 0.0080276 0.007708 0.0057564 0.0142389 0.0071771 0.0816708 0.9946518 -0.0918413 0.7816082 0.0201209 0.010059 0.0091217 0.007844 0.2896642 0.1922552 0.3756464 0.0022680190958944 0.000114599156122548 0.0310250471363053 0.00252855088368836 0.00115731789701449 0.000114831806907585 0.69444585738404 0.000838024493204599 0.000913975258105641 0.000114682132287059 0.265576565948652 0.000114911467528941 0.000443894144495097 0.000114858268643132 0.000114496256530436 0.000114368670580531
4.06103 9.34923 10.26691 5.5 4.86838 41.70995 38 219 12.65769 12.65769 9.71664 77.114 19.2021 149.77602 216 216 18 11.234 9.667 0.032 0.509 1.578 2.106 5.55 6.509 4.074 5.227 -9 0 0.0016191 0.0019303 0.0024647 0.0024015 0.0015931 0.0018351 0.0027127 0.0024684 0.0436137 0.9688984 -0.2450317 0.9642519 0.0025364 0.0024267 0.0004945 0.0010129 0.1002523 0.1431582 0.6725237 0.000271554714349136 4.1617114943569e-05 0.00316176986866536 4.16494752344225e-05 0.00129706603213408 4.17356927373737e-05 0.65911148536909 4.18021969381459e-05 0.00116046070106477 4.17540261959985e-05 0.332474117451405 4.17693291550638e-05 0.00214839281906275 4.16276340568232e-05 4.1540274911567e-05 4.16573000558518e-05
28.05657 21.564 19.31735 5.5 11.44555 70.47093 38 281 14.75259 14.75259 3.5986 61.75081 4.93425 147.56136 22 22 19 58.308 26.637 0.022 0.306 11.586 8.845 20.308 15.507 26.392 16.239 -8.96 0.894 0.0113523 0.0066277 0.0127384 0.0071537 0.0110171 0.0063493 0.013395 0.0073038 0.1465928 0.8833855 -0.1328467 0.8342672 0.0136367 0.0068818 0.0015914 0.0025576 0.0687201 0.0935428 0.7388136 0.00242609106868954 6.70331540443397e-05 0.0257749455263158 6.70288377865429e-05 0.00505939158710581 6.70682997302288e-05 0.573845205294744 6.70240474397876e-05 0.00139353062847681 6.70605645718759e-05 0.382804992299845 6.70864346102307e-05 0.00809243039297769 6.70574119810393e-05 6.70137470246889e-05 6.70407046562827e-05
2.68202 10.43477 21.9476 5.5 13.065 116.38658 488 430 19.37052 19.37052 6.40675 118.84327 0.04305 69.20753 19 19 20 39.85 17.653 0.006 0.134 6.406 4.07 15.376 10.048 18.062 12.369 -9 0 0.0072589 0.0047673 0.0089734 0.0056458 0.0068968 0.0037956 0.0094252 0.0047725 0.106828 0.9122588 -0.2659507 0.7850577 0.0093 0.0058113 0.0011839 0.0019328 0.0689011 0.0828711 0.7698208 0.0107047625083239 0.000192635926832146 0.0358401199251219 0.00172051956971143 0.0112358411789501 0.00126602213955407 0.400597424095623 0.00345422694681823 0.00326401677812877 0.000712718946720357 0.518060740042355 0.00736400085893544 0.0039224865213642 0.00127909204699786 0.000193591153331644 0.000191801361232197
21.18469 23.41861 3.75058 5.5 3.20078 103.99131 41 426 6.1961 6.1961 3.47001 136.20641 4.12875 67.72604 430 430 21 22.238 21.602 0.158 1.067 3.714 7.033 11.058 12.673 7.308 8.884 -8.892 1.41 0.0027153 0.0029869 0.004027 0.0034805 0.0031068 0.0041239 0.0051768 0.0046915 -0.0929948 0.9874924 -0.6875071 0.8389178 0.0040981 0.0036744 0.0007269 0.0019277 0.076776 0.144453 0.6351498 0.000279471698572588 3.51120708532474e-05 0.00167123443703734 3.50905754738424e-05 0.000341048278836963 3.50973153482119e-05 0.619486844379803 3.50902431606097e-05 0.000190423444642053 3.50951763461605e-05 0.377616862516562 3.51135678260818e-05 9.82604605912704e-05 3.50733314233733e-05 3.50929116509421e-05 3.50895918726623e-05
17.48339 20.65264 29.46776 5.5 1.70921 38.56299 248 376 24.5671 24.5671 8.10078 136.74993 1.3572 121.68033 34 34 22 53.494 39.686 0.028 0.389 12.072 11.695 17.894 14.474 23.5 25.977 -9 0 0.0121422 0.0140811 0.0124905 0.0119981 0.0126599 0.0134334 0.0138229 0.0117592 -0.2303483 0.9273074 -0.4572162 0.9735661 0.0132516 0.0130814 0.0009352 0.0023223 0.0745616 0.1195456 0.9370705 0.00028645947426934 0.000132082991314251 0.113109043074674 0.000132693632429313 0.0117466264872091 0.000131965178584207 0.380217105627831 0.000132193686076989 0.0161685936162614 0.000132435955126278 0.468172626747272 0.000133550469479644 0.00910423691252018 0.000133169724667529 0.000132257311908311 0.000134959110376956
26.90214 18.97366 17.24398 5.5 19.47399 33.87607 262 127 14.73622 14.73622 9.78166 158.42318 1.58904 176.09436 72 72 23 71.654 19.169 0 0 22.772 10.222 16.208 7.546 32.674 11.929 -9 0 0.0131901 0.004524 0.0124339 0.0042333 0.0157548 0.0048122 0.0138748 0.0045519 -0.6354721 0.5478988 -0.3833111 0.5901806 0.0134282 0.0042998 0.0006162 0.0008983 0.0249193 0.0323071 0.8326078 6.93286134411396e-05 6.92274668511832e-05 0.00927159669690017 6.94441244068168e-05 0.00116264370098745 6.93867419585456e-05 0.658146769560088 0.000198615692322095 0.0142159528828454 6.94112637611431e-05 0.270648014552647 0.000216137412713558 0.0455846118067789 6.99327529790259e-05 6.95369064084119e-05 6.93898249108226e-05
18.46603 9.42641 18.21154 5.5 3.99533 73.37505 260 373 13.15174 13.15174 2.62514 56.69115 7.58496 61.49999 17 17 24 53.166 34.25 0.148 1.156 16.652 16.45 16.478 12.605 19.888 21.499 -8.904 1.58 0.0095925 0.0089833 0.0100303 0.0079236 0.0103497 0.0091204 0.0102927 0.0074525 -0.2211794 0.9600767 -0.1529364 0.813649 0.0120575 0.0085032 0.0022461 0.0031231 0.1440015 0.1667703 0.7213839 0.000156717924229565 0.000107893983669875 0.0108858673130894 0.000107904625139433 0.0029752059478316 0.000107919602817925 0.415602315847131 0.000107961928164742 0.0020925633821038 0.000107905066105114 0.561997314106734 0.000107902986031541 0.00531880791364063 0.000107909382184459 0.000107913553336499 0.000107896437790969
8.43875 10.94824 29.22938 5.5 17.84151 134.3859 387 494 7.06878 7.06878 6.61999 184.02461 17.60135 121.33949 407 407 25 74.19 32.221 0.008 0.141 12.138 8.309 16.918 13.219 45.126 26.237 -9 0 0.0170182 0.0102325 0.0179979 0.0095642 0.016243 0.0085797 0.0175746 0.0081583 0.0882479 0.8145005 0.0014952 0.7609254 0.0188182 0.0103477 0.0013102 0.0036909 0.0362655 0.0833525 0.8789571 0.000125113006418083 2.28944713809296e-05 0.000762141057304705 2.28903993999954e-05 0.000520191676553333 2.28924778189886e-05 0.193847967848236 2.28919721306388e-05 0.000345957738757863 2.28932697965993e-05 0.801983927732707 0.000980011094654885 0.00124695554961836 2.74887114939175e-05 2.28904017192285e-05 2.28925920088408e-05
2.73091 12.08392 11.2638 5.5 4.03153 63.56496 411 397 10.51227 10.51227 0.5816 130.53082 2.96862 152.49686 176 176 26 34.422 15.619 2.156 3.757 6.668 5.08 19.43 15.118 6.168 8.894 -5.344 7.956 0.0035338 0.0029254 0.0064293 0.0038961 0.0036181 0.0028374 0.0072153 0.0040525 -0.0762155 0.8032873 -0.3952397 0.6840235 0.0094305 0.0053172 0.0044489 0.004754 0.2741049 0.2531568 0.258695 0.000105495770726204 3.76595429047312e-05 0.0016165578784657 6.2112103807925e-05 0.000152536581210543 3.76598514695591e-05 0.484060015670725 0.000554263862925014 3.76531835054753e-05 3.76922888988867e-05 0.512766751099413 0.00038097252856787 3.76408758442715e-05 3.76529186456466e-05 3.76635037660862e-05 3.76723391233087e-05
13.0168 17.19982 10.99734 5.5 5.25771 198.51609 273 244 20.0355 20.0355 19.06194 3.14562 2.79042 85.54666 314 314 27 22.562 27.539 0 0 5.868 7.992 5.69 7.485 11.004 13.829 -9 0 0.0036643 0.0043404 0.0036363 0.0042464 0.0047557 0.0058901 0.0047055 0.0057701 -0.4433514 0.9258344 -0.428754 0.9319359 0.0036953 0.0042547 4.51e-05 0.0001666 0.0164312 0.0398408 0.9827805 3.87082181766423e-05 3.87204817315899e-05 0.000123789358798963 3.87541436813527e-05 0.000662620372741333 3.86067917166908e-05 0.0242917068390916 3.86568940529702e-05 0.678843018706964 3.87480601261802e-05 0.0407395367169111 3.85946146973976e-05 0.254952497121566 3.86971810127784e-05 3.8688482607073e-05 3.86560161239448e-05
19.86506 0.3135 27.42399 5.5 17.7237 164.65677 182 482 8.4163 8.4163 2.05424 60.46266 14.6385 197.70798 313 313 28 16.368 19.502 0.97 5.216 12.026 18.962 1.096 1.751 2.276 3.216 -8.448 3.321 0.0037462 0.0055791 0.0010103 0.0012357 0.0040313 0.0053332 0.0009505 0.0010429 -0.4192111 0.9364995 0.1140281 1.0071803 0.0048897 0.0078027 0.0025114 0.0063211 0.1706036 0.2285838 0.0153352 3.34298886653289e-05 3.34365784043378e-05 0.00280260725106601 3.34397838827314e-05 3.34291223430298e-05 3.34305945652745e-05 0.131211656333129 0.000372639006036742 3.34199235778393e-05 3.34262582205963e-05 0.86479020272399 0.000455156503813861 3.34281731006423e-05 3.34314687538174e-05 3.34335422640364e-05 3.34328481860232e-05
