N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
29.12033 20.44867 5.47997 19 18.75064 41.4464 1 208 22.15158 22.15158 9.47003 169.76392 8.20801 122.33119 122 122 75 77.018 22.554 0 0 15.932 7.038 17.43 9.454 43.656 14.866 -9 0 0.0167294 0.0050959 0.0167705 0.0055853 0.0167961 0.004813 0.0172183 0.0057453 -0.0082222 0.5446591 -0.0756102 0.5698658 0.0174323 0.0053502 0.0006823 0.0011114 0.0207073 0.0332492 0.8773808 0.000300569426984552 5.39009125224514e-05 0.00344568852178397 5.39008148859874e-05 0.00162921285812454 5.38743335649635e-05 0.618493332348092 5.38661006824565e-05 0.00743303441138527 5.38898946035602e-05 0.352554930460422 5.39141197899081e-05 0.0156582640840319 5.3878473558662e-05 5.38854572024866e-05 5.38577823645694e-05
12.10658 29.31192 28.34351 19 6.07342 91.95603 206 117 10.42565 10.42565 17.38687 60.12907 14.58012 3.4373 359 359 76 25.716 29.341 0.002 0.045 5.33 6.397 5.47 6.282 14.914 19.985 -9 0 0.0065899 0.0098956 0.00646 0.0090598 0.0066414 0.0095017 0.0065146 0.0089076 -0.0418903 0.893418 -0.1033942 0.850455 0.0067405 0.0094854 0.0002155 0.0004938 0.0315404 0.0567491 0.9802451 7.21705137736313e-05 7.21744789491672e-05 0.000515048222001319 7.21850861605337e-05 0.00136800165445771 7.21596929364333e-05 0.378527918269082 7.21534234001702e-05 0.0347037874036449 7.21591614861442e-05 0.489416242069126 7.21743396708019e-05 0.0947473184663636 7.21584116736191e-05 7.21772780769435e-05 7.21715291968001e-05
11.37024 5.4969 6.98936 19 16.71988 95.90416 339 211 4.2571 4.2571 2.40393 152.30461 17.96433 20.73817 423 423 77 34.438 24.9 0.986 4.742 11.892 12.961 6.316 7.426 15.244 15.652 -7.572 6.997 0.0074174 0.0060966 0.0062007 0.0057017 0.0076488 0.0057359 0.0060771 0.005408 -0.2080241 0.8131522 0.0613798 0.8917057 0.0093297 0.0091645 0.0025207 0.006849 0.0933722 0.1822778 0.7715849 3.69687386492711e-05 3.6941070037521e-05 0.00259101533414653 3.69688464071164e-05 3.69585087589628e-05 3.69715242822498e-05 0.433099793054326 0.00042134596995318 3.69576498182919e-05 3.69635731003543e-05 0.563087641360897 0.000393580928295945 3.69705775679256e-05 3.69786500244002e-05 3.69695027187996e-05 3.69747110165436e-05
23.54197 20.54685 20.11178 19 8.61027 86.61409 133 239 29.4582 29.4582 10.05208 62.44286 6.13899 88.93255 99 99 78 37.484 31.672 0 0 7.45 7.757 8.622 8.263 21.412 19.388 -9 0 0.0093859 0.010193 0.0091224 0.0086855 0.0097972 0.0108381 0.0098046 0.0097792 -0.1104508 0.7618974 -0.153355 0.8083696 0.0094433 0.0093009 0.0001892 0.0004948 0.0199038 0.0414077 0.9720791 7.86245343436766e-05 7.82677474275469e-05 7.87722596587756e-05 7.87388204205051e-05 0.00128633874098737 7.86088140988534e-05 0.53614516507749 7.86837092962452e-05 0.101598398532393 7.82360472870081e-05 0.283631316014612 7.87732728759467e-05 0.0764744741724081 7.83025996875709e-05 7.84707682975974e-05 7.88288887162191e-05
29.06517 13.1884 14.04121 19 2.80309 71.90686 425 426 29.97328 29.97328 15.75966 30.7243 10.5919 39.23078 70 70 79 85.794 49.478 0 0 16.462 10.906 16.574 11.028 52.758 32.31 -9 0 0.0221117 0.0135812 0.0212002 0.0121983 0.0233484 0.0136554 0.0226516 0.0127818 -0.2652649 0.6090801 -0.224438 0.6022273 0.0217357 0.0127904 7.98e-05 0.0005725 0.0059673 0.0212701 0.9687475 7.48259352899909e-05 4.37122773790882e-05 4.37167294665924e-05 4.36022547425769e-05 4.3634751950476e-05 4.3671320335995e-05 0.242048562912969 4.35728133418771e-05 0.360532878137178 4.36683485676023e-05 0.0509048071824441 4.37109869356978e-05 0.345559816538421 4.36164063433379e-05 0.000442538891543546 4.36645130917518e-05
23.66286 1.98281 16.82177 19 6.98414 158.07084 311 160 1.64827 1.64827 1.90558 63.12968 5.06878 89.30098 330 330 80 34.402 32.812 2.814 8.159 25.362 30.351 2.262 3.963 3.964 8.145 -6.256 8.537 0.007474 0.0088592 0.001792 0.0031853 0.0082661 0.0088401 0.0017549 0.002895 -0.4706926 0.9006845 -0.0068364 0.8519636 0.0107973 0.0132215 0.0061643 0.0105044 0.2666722 0.2680739 0.2035698 0.000471173691148368 5.31458041315092e-05 0.0122251315984569 0.00010491370976905 0.000380123140188648 5.3150426040595e-05 0.630617118611726 0.000479616745859755 5.31535603745428e-05 5.31468124656958e-05 0.354914550831675 0.000382162516675777 5.31526409011925e-05 5.31496301958065e-05 5.31586080955275e-05 5.3151672295513e-05
25.0411 21.92244 23.28955 19 3.48571 87.98966 247 329 12.51963 12.51963 7.77984 167.57801 14.98096 185.36152 275 275 81 39.732 34.732 0.028 0.309 9.622 11.723 11.416 13.554 18.666 20.527 -9 0 0.0165802 0.0195513 0.0144631 0.0151698 0.0169099 0.0193293 0.0156206 0.0159709 -0.0844213 0.8454964 -0.2540079 0.7600167 0.0163555 0.01723 0.0008339 0.0014675 0.0673801 0.136592 0.9635482 1.70815808509444e-05 1.70873318941187e-05 0.00147690053706881 1.70809541041011e-05 0.000264917840769 1.70748293092491e-05 0.635939818556949 1.70908269278284e-05 0.000375432225125162 1.7083094770754e-05 0.360934383152697 1.70874360672814e-05 0.000837714204066301 1.70805120684232e-05 1.70860640122024e-05 1.70808533199065e-05
18.04854 24.50358 14.55627 19 7.09906 114.70531 252 173 6.35724 6.35724 19.02554 87.34523 15.30364 134.70161 323 323 82 37.846 39.418 0.014 0.272 10.116 10.626 8.504 9.939 19.212 23.504 -8.974 0.581 0.008493 0.0097446 0.0079354 0.0089579 0.0092853 0.0108157 0.0085959 0.0100689 -0.1313196 0.9098694 -0.1052689 0.8799143 0.0086249 0.0092536 0.0004107 0.0008292 0.044847 0.0800049 0.9680749 4.35065867635522e-05 4.35039816502475e-05 0.00114525665511105 4.3498884802196e-05 0.000719055408916601 4.35224392451836e-05 0.804770209552416 4.3512521527945e-05 0.00287241467876669 4.3503948893289e-05 0.185539498166556 4.35141549015874e-05 0.00451850750763823 4.3499371188593e-05 4.34941979565001e-05 4.35019436660098e-05
29.3284 2.95417 1.91929 19 19.72952 15.62401 313 52 16.20003 16.20003 8.27616 193.97957 14.96286 105.36267 200 200 83 43.994 17.003 0 0 21.924 16.258 4.886 3.289 17.184 9.746 -9 0 0.00958 0.0041652 0.0064997 0.0037241 0.0110234 0.004573 0.0062209 0.0030635 -0.468123 0.7411065 0.1230385 0.9669238 0.0090367 0.0040094 0.0009968 0.0014578 0.0552067 0.0688367 0.5180446 0.000104014997631593 0.00010527534795192 0.000105868024261674 0.00133916425395823 0.000104657361249767 0.000104511462845588 0.565656057614883 0.25668342046428 0.000105701800363653 0.000105090393436077 0.0862371674221993 0.0889286777647869 0.000105458506604516 0.000104664257771768 0.000105280851867604 0.00010498947590882
8.87081 9.19061 15.56299 19 10.76107 160.66921 147 408 21.26932 21.26932 8.44359 154.00974 13.67238 182.99671 119 119 84 30.428 27.028 0.022 0.279 5.882 7.828 10.962 8.032 13.562 18.303 -8.968 0.716 0.0054873 0.0071106 0.006562 0.0066228 0.0054807 0.0067494 0.0069126 0.0061793 -0.0315655 0.9465827 -0.3262713 0.8670654 0.0068357 0.0069085 0.000811 0.0011547 0.1006131 0.1315622 0.9267588 8.38141245124298e-05 8.36974469810116e-05 0.00539769028849869 8.36850536882802e-05 0.00271416380913071 8.35817477370501e-05 0.457067660932965 8.31753804703667e-05 0.0148242707970515 8.39076865023015e-05 0.504656890509423 8.31846954376331e-05 0.0145037965014323 8.37308120633574e-05 8.31037914962298e-05 8.3646422609932e-05
7.81042 27.88036 26.62794 19 4.46628 150.53919 424 184 0.48593 0.48593 3.83662 54.14926 11.71875 111.91379 168 168 85 65.018 36.041 6.726 11.902 24.68 18.306 22.944 30.358 10.668 17.245 -0.536 14.708 0.0108851 0.0085274 0.0098463 0.0118332 0.0111423 0.0083549 0.0104765 0.0125571 -0.0742024 0.8414786 -0.0754241 0.9446582 0.0251559 0.0149045 0.0147902 0.0134492 0.4120917 0.2898142 0.4021769 0.000264095333754645 2.91482337010898e-05 0.0119530809420369 2.91412245459766e-05 0.000268141736606165 2.9143804560912e-05 0.381687552666815 2.91629575179127e-05 0.000245302378062397 2.91577467784904e-05 0.605190892065761 2.91465024945453e-05 0.000128593390135388 2.91489203328227e-05 2.91471930125696e-05 2.91449038845561e-05
26.83441 10.07136 10.94329 19 0.91723 172.04677 459 217 3.63858 3.63858 2.35115 94.64882 18.5515 150.29995 401 401 86 56.414 49.372 0.378 1.998 23.57 25.119 9.156 11.964 23.31 29.886 -8.396 4.077 0.0121454 0.0114022 0.0088542 0.0108018 0.0135196 0.0118749 0.0093321 0.0113098 -0.7564399 0.7979681 -0.1364319 0.5871917 0.0127639 0.0122203 0.0022641 0.0051849 0.1106991 0.1737968 0.7877041 0.000471724785268655 2.12591405560321e-05 0.000756103727014232 2.12623495035673e-05 0.000223680272703803 2.12643853716397e-05 0.531747284947453 2.12677618544341e-05 2.12687486362699e-05 2.12693434258964e-05 0.466470910961094 2.1268284391196e-05 0.000117653209363802 2.12641523681322e-05 2.12589852161821e-05 2.12589457793083e-05
10.82916 8.88198 10.50837 19 16.60334 178.75683 384 229 26.18711 26.18711 2.78402 144.09144 14.10712 48.96206 48 48 87 46.496 28.988 0.32 2.037 18.192 13.397 10.472 10.872 17.512 18.922 -8.644 2.731 0.0097785 0.0070004 0.0080067 0.0076302 0.0100639 0.00675 0.0078878 0.0072501 -0.1269282 0.8064125 0.0048343 0.9107799 0.0115151 0.0078852 0.0026225 0.0037942 0.1564283 0.1829037 0.751609 0.000316158005904962 3.22799980180268e-05 0.00650130740625703 3.2278093334305e-05 0.0031962090487243 3.23386497757154e-05 0.568838212653151 3.22802904017465e-05 0.000306659950679216 3.22662761990291e-05 0.42037672046659 3.23007780889281e-05 0.000174107847540081 3.22695737860139e-05 3.23298910311916e-05 3.22810705184167e-05
23.53693 26.86545 15.92822 19 6.12066 89.04394 386 433 21.07625 21.07625 0.43821 104.43037 6.46842 116.78601 296 296 88 59.268 35.082 1.13 4.836 15.792 18.228 17.544 21.487 24.802 19.667 -3.55 12.112 0.0292753 0.0176421 0.0245207 0.0129966 0.0314273 0.0185656 0.0272545 0.0143607 -0.2220735 0.6520557 -0.3370525 0.5503049 0.0332701 0.0173131 0.0063721 0.011021 0.0995992 0.1693714 0.8318974 0.000135743716962675 2.98066567458261e-05 0.00161486107495723 2.98077982659756e-05 2.98053850491158e-05 2.980561247672e-05 0.70526414606433 2.98057165269419e-05 2.98057266634409e-05 2.98088151458644e-05 0.292627576080052 2.98055001257692e-05 2.98048671478162e-05 2.98054968859596e-05 2.98062336892665e-05 2.98052549756418e-05
23.36412 1.15073 18.76374 19 12.26115 77.03056 383 385 15.50492 15.50492 17.74776 79.43037 17.21167 32.19803 182 182 89 19.468 9.603 0.002 0.045 7.984 5.524 2.57 2.529 8.912 6.442 -9 0 0.0040617 0.0024267 0.0033683 0.0024497 0.0047625 0.0024639 0.0032364 0.0021142 -0.5524091 0.7859808 0.0763164 0.9088647 0.0039692 0.0024257 0.0002542 0.000408 0.0425558 0.0705857 0.8349554 6.65336442513225e-05 6.65650411729549e-05 0.00220528249549423 6.65404026926568e-05 0.001950011515573 6.65519950727255e-05 0.548146722158583 0.000539596955117565 0.025429345002189 8.45494541786244e-05 0.385195950308678 0.000316583304979928 0.0355778262566579 0.000154849023430898 6.65515233390181e-05 6.65409185886222e-05
4.44179 22.32243 14.21393 19 16.30478 162.27914 60 283 8.51101 8.51101 6.70358 193.00536 4.19988 114.25525 266 266 90 27.16 25.203 0.238 1.379 2.678 4.574 17.842 21.026 6.402 10.823 -8.81 1.932 0.0026061 0.0041286 0.00628 0.0065234 0.0025594 0.0038598 0.0068336 0.0067121 0.0380885 0.9958562 -0.3375038 0.8840837 0.00661 0.0067066 0.002167 0.0035636 0.1524996 0.1918947 0.4563376 0.00100011528769937 3.11572515130149e-05 0.00159290884627904 3.11533669316078e-05 0.00033047014401353 3.11575696218653e-05 0.56914316944986 3.11574581546451e-05 5.72725145294307e-05 3.1158426558448e-05 0.427159607332855 3.11589717413941e-05 0.000436035551236635 3.11597395990707e-05 3.11584593256663e-05 3.11596300814413e-05
2.77548 12.76938 14.24307 19 13.61954 85.7136 410 476 10.84688 10.84688 2.74966 68.71004 0.89332 187.89203 105 105 91 47.314 17.708 0.174 1.404 6.508 4.708 24.468 15.294 16.164 11.937 -8.702 2.604 0.0066542 0.0045145 0.0110648 0.0052551 0.0063905 0.0039079 0.0114529 0.0046414 0.10305 0.9663396 -0.2038106 0.6968026 0.0117185 0.0060284 0.002859 0.0038719 0.1296594 0.1375091 0.4553017 0.000797562393954838 4.53886238768604e-05 0.00407043147983364 0.0003804708373083 0.000452906539061792 0.00011029740620668 0.735699704856601 0.00111194361204821 4.53844998154522e-05 4.53972259577835e-05 0.255752293972898 0.00103725662684462 0.000314779825350176 4.53905826796749e-05 4.53965327779289e-05 4.5394984784803e-05
1.45153 17.31857 9.67271 19 8.91022 99.17975 434 325 16.11176 16.11176 13.44257 16.41357 10.9348 191.94471 435 435 92 18.574 10.559 0 0 2.912 2.578 4.436 3.555 11.226 7.633 -9 0 0.0041493 0.0029594 0.0042398 0.0028704 0.0039851 0.0025034 0.0044146 0.0026059 0.0769877 0.8244144 -0.2157952 0.837016 0.0042814 0.0029222 8.68e-05 0.0003329 0.0154825 0.0390901 0.9408547 0.000988156997453244 6.81946475684785e-05 0.00250989422082949 6.80416763313691e-05 0.000342702216727782 6.77026166950854e-05 0.19688669663721 6.80405188773533e-05 0.319726706851935 6.76793243424262e-05 0.182217713000011 6.73312745042292e-05 0.296717364811278 6.78988407594798e-05 6.77756783660094e-05 6.81006871116495e-05
25.42435 23.01546 0.30959 19 6.84673 12.34813 186 423 17.85906 17.85906 3.31685 103.90452 18.15262 35.98178 284 284 93 97.376 26.247 0 0 20.568 10.355 24.298 12.949 52.51 17.361 -9 0 0.0220934 0.0075795 0.0216698 0.0058148 0.0238495 0.0085905 0.0241619 0.0067851 -0.2545418 0.4901947 -0.383845 0.4585128 0.0226204 0.0064428 0.0007388 0.001575 0.0179963 0.0386151 0.8341876 1.57047465663972e-05 1.57063921921124e-05 0.00106681280456458 1.57005536563631e-05 0.000166400414316055 1.5705041900727e-05 0.464541944329273 1.57026154870471e-05 0.000370455335382587 1.5702531368437e-05 0.530978238522511 1.57017485258433e-05 0.00271912861052195 1.57039819647858e-05 1.57017355928837e-05 1.56906361767981e-05
28.55265 7.01903 21.12083 19 8.45675 119.51324 314 29 13.74863 13.74863 18.30488 95.53798 2.69939 27.61018 52 52 94 18.146 16.132 0 0 9.944 7.477 2.218 3.632 5.984 9.536 -9 0 0.0035735 0.003571 0.0023177 0.0035051 0.0044896 0.0038176 0.0023119 0.0035025 -0.6599705 0.944811 0.0441275 1.077153 0.0033673 0.0036211 0.0004218 0.0007708 0.0773008 0.0914021 0.8936033 6.87883114617125e-05 6.94333296572818e-05 0.000898016892176835 6.81923195172503e-05 0.00152664499069095 6.84751935148044e-05 0.448635463511245 6.93844407619573e-05 0.0236528311467338 6.82027810942305e-05 0.349266666763038 6.81970585005252e-05 0.175334889761256 6.79541189300665e-05 6.82861119943724e-05 6.85732694269287e-05
15.84295 9.39875 0.45451 19 4.30154 101.75112 304 103 21.95208 21.95208 5.09239 90.28439 12.85363 46.54489 120 120 95 24.432 28.264 0.064 0.439 11.104 11.422 3.952 6.297 9.312 17.253 -9 0 0.0050805 0.006471 0.0036443 0.0063196 0.0057546 0.0067339 0.0037387 0.00626 -0.4101116 0.9486098 -0.0802122 0.950106 0.0050917 0.0063785 0.0007293 0.0010684 0.1309577 0.1818489 0.9096929 1.83280993799292e-05 1.83232474049175e-05 0.000766873953995406 1.8336073643111e-05 0.000249369825297234 1.83036785515772e-05 0.797272929730985 1.83384606727087e-05 0.000785945481844855 1.82735644537588e-05 0.198826371594693 1.8332729007535e-05 0.00191527659607959 1.83669740532625e-05 1.83230617793478e-05 1.83069281588256e-05
7.00302 6.76502 8.099 19 16.96626 27.58478 153 75 11.61486 11.61486 14.62372 68.01688 1.33019 163.52831 322 322 96 28.728 12.86 0 0 6.084 4.467 5.216 3.656 17.428 9.465 -9 0 0.0065992 0.0035764 0.0065261 0.0035811 0.0066273 0.0032197 0.0063826 0.0030946 -0.0389748 0.7516322 0.0403839 0.7759751 0.0068298 0.0035881 0.0002671 0.0006092 0.0211392 0.0417286 0.9067412 0.00133039935437532 7.03574650658388e-05 0.00130148497416853 7.09072269219691e-05 0.0047406609102439 0.00011635985712439 0.716287649614809 0.000299245824854531 0.0257794700939917 0.00011258746407733 0.216465138272926 0.000360958309832626 0.0328529626764352 7.08271520845777e-05 7.07957092462792e-05 7.01950938429335e-05
24.62221 21.64229 24.84921 19 5.41668 162.69817 474 5 2.99501 2.99501 10.92884 116.42128 18.71798 60.88668 208 208 97 42.932 25.066 0.098 0.847 33.48 24.934 2.558 2.808 6.796 9.063 -8.964 0.805 0.0100616 0.0079026 0.0030507 0.0046369 0.0116536 0.0077739 0.0028672 0.0043426 -0.6854227 0.7423775 0.157082 1.1473812 0.0091465 0.0073218 0.0025904 0.0032662 0.1377847 0.1281472 0.4397131 9.8070639922676e-05 9.79546843162694e-05 0.176978746940415 0.00934275814713562 0.00147911177902684 9.80961599007202e-05 0.676707411504208 0.000667212228614998 0.00290228521688975 9.79947836042231e-05 0.127252554742243 0.000590617952751309 0.00310886975554866 0.000382199203291775 9.80701197877579e-05 9.80461423444363e-05
20.31041 5.03639 22.51921 19 14.65313 137.5684 391 332 2.1538 2.1538 3.83651 65.48215 7.14146 132.08597 451 451 98 52.354 32.236 0.126 1.375 17.198 14.813 8.44 6.812 26.59 22.278 -8.828 1.981 0.0119343 0.0088376 0.0102673 0.0081225 0.0123865 0.0081044 0.0098959 0.0074748 -0.312852 0.8503976 0.0936769 0.8605571 0.0124059 0.0091875 0.0013051 0.0035871 0.0661924 0.1107643 0.8264682 0.000362447362735412 2.39888745247545e-05 0.00433860916714568 2.39967155549846e-05 0.000453884273373694 2.40191237054272e-05 0.628851328919198 2.40064469776643e-05 5.3911721696251e-05 2.40078463026885e-05 0.365669827459422 2.39996150566103e-05 5.3899307397657e-05 2.40383794055639e-05 2.40294672593117e-05 2.40053202441187e-05
9.25557 15.60851 25.07535 19 0.21158 5.33699 280 167 10.45568 10.45568 3.4276 187.94837 10.46023 0.81559 313 313 99 31.076 36.475 0.868 3.5 9.842 14.396 8.672 16.181 11.694 22.212 -8.646 2.851 0.0060103 0.0085565 0.0057421 0.0092355 0.0060912 0.0082804 0.0057575 0.0088728 -0.1887702 0.7063492 -0.1071447 0.7358803 0.0085748 0.0103382 0.0026986 0.0056436 0.2041858 0.2908668 0.7434947 0.000214836200247605 2.40277117906743e-05 0.000842993381364205 2.40244650592768e-05 0.00195698585181718 2.40309772150429e-05 0.593776610321498 2.40202061134853e-05 0.000282738413297105 2.4040076304593e-05 0.402585426976442 2.40317493935222e-05 0.000124156853822657 2.40179274045933e-05 2.40260330998531e-05 2.40328551303846e-05
5.95774 27.83536 4.55232 19.5 2.97472 182.61009 194 196 19.09246 19.09246 15.75591 132.55777 6.46871 199.26363 313 313 0 16.666 26.981 0.022 0.313 3.43 5.565 4.982 7.728 8.232 17.237 -9 0 0.00321 0.0061899 0.0034486 0.0063207 0.0032872 0.0060223 0.0037246 0.0064934 -0.108226 0.7543427 -0.2596855 0.9466084 0.0036071 0.0062865 0.0002778 0.000739 0.0829336 0.1474715 0.968012 2.38584112862671e-05 2.37845121466799e-05 0.000107569418761959 2.38319764571496e-05 0.000303497622689238 2.38180314782306e-05 0.536571678863115 2.38565242694044e-05 0.00160570725163258 2.38170532263559e-05 0.458383395705151 2.38554400237093e-05 0.00278982989420231 2.38560288004673e-05 2.38283684021618e-05 2.38148983575714e-05
27.65924 3.32888 25.70707 19.5 14.54482 94.6683 381 401 9.79998 9.79998 3.39315 149.77141 2.07316 92.38181 215 215 1 59.852 30.576 0.24 1.562 31.49 28.465 7.662 6.377 20.46 15.604 -8.702 2.534 0.0135849 0.0078973 0.0081159 0.0056539 0.01466 0.0083112 0.0079374 0.0050466 -0.284953 0.6741762 0.0514105 1.0057369 0.0142225 0.0080027 0.0033721 0.0049833 0.1229121 0.1544356 0.3850855 4.73489840839153e-05 2.11814769277514e-05 0.00122057785759022 7.74422654779516e-05 0.000215579039237248 2.11811657837318e-05 0.466762488313881 0.000165965281224072 2.11912443463003e-05 2.11867255180532e-05 0.530543189533737 0.000574890438015867 0.000244219925099486 2.11847794405894e-05 2.11919924572974e-05 2.11809771799159e-05
28.72087 28.51875 3.99679 19.5 16.12577 94.689 481 401 2.17022 2.17022 5.16582 107.30471 5.19653 175.25077 401 401 2 67.732 31.5 0.016 0.358 18.998 13.883 14.72 10.832 33.998 18.25 -8.96 0.894 0.0326531 0.0111229 0.0255688 0.0076431 0.0366616 0.0126225 0.0301352 0.0102885 -0.4197288 0.3750726 -0.4984014 0.5750593 0.0303325 0.0091129 0.0012215 0.0025854 0.0234783 0.0522838 0.8659979 1.74776255334224e-05 1.74803200380085e-05 0.00282822982531738 1.74797584248387e-05 0.00164755592214088 1.74669789314059e-05 0.237595073463145 1.74718865139872e-05 0.00270750119174716 1.74720600582898e-05 0.74717314182864 1.74523528253626e-05 0.00787381821988819 1.74557231322664e-05 1.74657153812174e-05 1.74571282828632e-05
8.08902 28.20244 28.91842 19.5 7.09507 185.9582 483 142 0.15159 0.15159 12.08055 91.0494 9.83195 121.20655 157 157 3 68.43 31.527 12.182 19.101 30.684 21.16 16.906 25.272 8.658 15.037 7.056 18.519 0.01441 0.0094904 0.0107847 0.0146475 0.0155806 0.0113382 0.0110944 0.0149503 -0.0775728 0.9532043 -0.0221227 0.9327736 0.0368291 0.0201212 0.0242318 0.0193952 0.481636 0.2667942 0.539878 0.000692512138510816 0.000110994290734414 0.0594902464800316 0.000111000375628288 0.000111017185741773 0.000111020820001021 0.802689172414021 0.00099163674410102 0.00561583361330054 0.000111008985295914 0.12681443708923 0.000467413565507525 0.00235071355219957 0.000110997948841232 0.000110998712074018 0.000110996084781072
11.15335 19.27501 25.26638 19.5 3.92981 29.51967 283 61 18.10483 18.10483 14.2753 68.74103 5.39694 112.80117 274 274 4 29.942 24.607 0 0 6.888 6.344 5.768 6.025 17.286 15.855 -9 0 0.0064539 0.005612 0.0063051 0.0054648 0.0068139 0.0057155 0.0064982 0.005714 -0.2009024 0.8029754 -0.0875185 0.8262776 0.0065375 0.0054645 0.000158 0.0004344 0.020427 0.0464402 0.9613127 6.45138351578692e-05 6.45019104364644e-05 0.00175781213289096 6.51628155894073e-05 0.00147357387882005 6.46420316135978e-05 0.629798893302785 6.44077575820721e-05 0.0486592818608368 6.49761834813951e-05 0.247322087797124 6.46202545277732e-05 0.0703409300911118 6.47975120402987e-05 6.50939967809444e-05 6.47046392214837e-05
22.08495 29.8037 20.04924 19.5 17.74027 136.61599 59 183 13.15254 13.15254 3.91735 56.89714 14.66414 127.891 116 116 5 41.116 22.613 0.004 0.089 7.908 7.221 14.346 14.922 18.858 12.351 -9 0 0.009375 0.0099059 0.0102471 0.0080309 0.0094432 0.0100157 0.0108678 0.0089967 -0.0128012 0.855824 -0.0720026 0.8626315 0.0108985 0.008812 0.0010875 0.0015142 0.0653981 0.082418 0.8660735 2.47367121486951e-05 2.50920394632361e-05 0.00201525486652572 2.49329966420723e-05 0.000654324599845401 2.48679772413734e-05 0.625376364947812 2.48221011824423e-05 0.00610479639134331 2.49332654072798e-05 0.356196069209961 2.47667064151981e-05 0.0094044522993647 2.47305865492219e-05 2.50333718574092e-05 2.48219282414518e-05
20.79347 13.07843 23.9634 19.5 13.93935 182.05913 395 93 21.39669 21.39669 0.23601 191.27315 3.94046 147.96252 414 414 6 37.34 38.714 2.838 8.817 13.418 22.179 6.58 11.016 14.504 19.642 -4.562 12.799 0.0080536 0.0091576 0.0060101 0.0076325 0.0083473 0.0092095 0.0062924 0.0082576 -0.173051 0.7576925 -0.0614274 0.8824301 0.0118592 0.0157192 0.0048273 0.0122033 0.1011907 0.2287958 0.732383 3.49052749065215e-05 3.49515842692806e-05 0.000330254536455278 3.49484440224345e-05 3.49568244206857e-05 3.49317230830155e-05 0.803146255047316 0.000232549872262875 3.49595691090796e-05 3.49553941985464e-05 0.195546388907294 0.000360122083415217 3.49575045524732e-05 3.49527657425456e-05 3.49593132967205e-05 3.49511556547646e-05
28.16844 26.10012 23.54775 19.5 1.38163 16.18046 405 261 14.68991 14.68991 18.80722 81.84196 12.41303 153.56579 377 377 7 42.734 28.308 0 0 9.826 7.42 8.198 7.443 24.71 17.547 -9 0 0.0229017 0.0204354 0.018708 0.0155531 0.023796 0.0205417 0.0205201 0.0171878 -0.240576 0.6720001 -0.2498332 0.6926839 0.0209363 0.017919 0.0001314 0.0006257 0.0091757 0.027978 0.9860159 6.08086301335987e-05 6.10924133497167e-05 0.000333480172642614 6.03962402015764e-05 0.000887168343753471 6.0623839953945e-05 0.614078540438555 6.07837704350756e-05 0.084119009646279 6.07866955923157e-05 0.184580439397993 6.09934453240392e-05 0.115393474853746 6.10531663951798e-05 6.08519778368146e-05 6.04969678085699e-05
2.37263 0.81714 28.34036 19.5 5.69035 70.71878 473 188 19.82878 19.82878 17.83544 189.08069 4.80006 39.37334 295 295 8 6.488 5.244 0.012 0.126 3.29 3.344 0.85 1.406 2.336 3.28 -9 0 0.0014586 0.0013891 0.0009405 0.0012974 0.0015858 0.0012942 0.000898 0.0011505 -0.3361092 0.8651533 0.0684383 0.7944655 0.0014669 0.001504 0.0002674 0.0005804 0.0905368 0.1351377 0.6895807 4.97956132441109e-05 3.81235157652108e-05 0.00358388351137883 3.82803766414144e-05 0.00275024685635913 3.84099618337998e-05 0.587469938884785 0.000206827797217555 0.00318769654626263 3.80883317540106e-05 0.396495635282385 3.80852866304132e-05 0.00595040822674701 3.8103040221102e-05 3.81045045772332e-05 3.83722641971088e-05
7.18387 5.79016 25.47736 19.5 5.13822 154.90543 245 456 27.01722 27.01722 5.57305 60.63421 5.89664 13.87653 203 203 9 27.716 23.744 0.018 0.249 5.22 5.824 6.806 5.181 15.672 16.916 -9 0 0.0058599 0.0062461 0.0061354 0.0058058 0.0058888 0.0060286 0.0063359 0.0054702 -0.0611922 0.8500318 -0.3110126 0.8670829 0.006308 0.0059841 0.0003103 0.0006313 0.0584812 0.1131846 0.9622486 6.24932436887946e-05 6.2588177596572e-05 0.000329764748840353 6.24156511287495e-05 0.00346081309250583 6.26404997294426e-05 0.651039048238176 6.25512477233296e-05 0.0166554540565863 6.25322411106419e-05 0.308236808461997 6.24877526756271e-05 0.019652870556697 6.26270034066658e-05 6.25229925571251e-05 6.23820355798759e-05
