N shape1Ne shape2Ne propNtrlNe dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
20.8148 9.92562 192.00908 97 57 20.66 34.217 0 0 3.46 6.121 3.382 6.003 13.818 23.385 -9 0 0.0048332 0.0082476 0.004922 0.0083952 0.0048701 0.0081353 0.0048481 0.0081084 -0.0861883 0.845453 -0.0308419 0.8963948 0.0048971 0.0083304 1.95e-05 0.000302 0.0006083 0.0211681 0.9882355 1.06225099864461e-05 1.06220426867984e-05 1.06223438981852e-05 1.06216187888373e-05 1.06224184319e-05 1.062238397756e-05 1.06226411822292e-05 1.06216758553325e-05 1.06224672371699e-05 1.06221560544829e-05 1.06221263248366e-05 1.06225517787908e-05 1.06220411847779e-05 1.06220035196328e-05 0.99984066673922 1.06222798731324e-05 6.3733317769727e-05 0.99993626668223 1
12.96192 4.28007 46.4749 383 58 42.982 24.245 0 0 7.074 5.447 7.274 5.639 28.634 17.478 -9 0 0.0100518 0.006301 0.0100474 0.0062219 0.010065 0.0058511 0.0101214 0.0058998 -0.0335431 0.7044353 -0.0561255 0.6879147 0.0100497 0.006203 1e-07 0.0004293 -0.0002796 0.0192735 0.9620151 1.93398538879567e-05 1.93347130586007e-05 1.93453499924978e-05 1.93445746925638e-05 0.000140894845592946 1.93397805767351e-05 0.000116128560701186 1.93305503661526e-05 0.00366848772243104 1.93411439122479e-05 1.93376398298e-05 1.93430976095937e-05 0.00207367632416678 1.93422071833674e-05 0.993788067733379 1.93459026198069e-05 0.0002375991178013 0.999762400882199 1
22.91329 9.43877 80.28642 108 59 28.566 36.886 0 0 4.718 6.647 4.638 6.709 19.21 25.295 -9 0 0.0067606 0.0089993 0.0067973 0.008951 0.0067649 0.0088344 0.0067406 0.0088137 -0.0454339 0.8241534 0.0338275 0.8368403 0.0067407 0.0089065 -3.83e-05 0.0002863 -0.0025491 0.018386 0.9882807 1.43127868496868e-05 1.43125982452565e-05 1.43131104780148e-05 1.43126992104025e-05 1.4312770084556e-05 1.43126217912836e-05 1.43126745157826e-05 1.43125401704416e-05 1.43123681804175e-05 1.43125494396301e-05 1.43122982322401e-05 1.4312233453315e-05 0.000351959174488426 1.43123654302922e-05 0.999447665071572 1.43121378585439e-05 8.58765866592002e-05 0.999914123413341 1
23.98476 11.06025 62.84252 214 60 52 44.352 0 0 8.436 8.155 8.88 8.759 34.684 30.45 -9 0 0.0122806 0.0110184 0.0123906 0.0111124 0.0122478 0.0105641 0.01236 0.0107532 -0.0536232 0.6927665 -0.0358994 0.6879547 0.0123437 0.0110286 8.1e-06 0.0004714 -7.9e-06 0.0188661 0.9827127 2.18546025235483e-05 2.18521300927849e-05 4.8194285693094e-05 2.18545744757221e-05 2.18544616668237e-05 2.18480870243174e-05 2.18542801588569e-05 2.18538279956369e-05 0.00207247869408064 2.18525174748903e-05 2.18529274432876e-05 2.18492460446441e-05 0.00161746626146405 2.18524983209492e-05 0.995999627822207 2.18537833334501e-05 0.00015745814147629 0.999842541858523 1
16.54184 1.27889 56.62674 423 61 60.554 28.658 0 0 9.796 6.21 10.354 6.739 40.404 20.962 -9 0 0.014173 0.0075015 0.0143204 0.0075707 0.0141499 0.0069402 0.0143071 0.0069922 0.0016174 0.6085185 -0.0121679 0.6182535 0.0142307 0.0074699 -1.6e-05 0.0004819 0.0002753 0.0192655 0.9687066 2.64237909040652e-05 2.64228205619219e-05 2.64358550396681e-05 2.64177763502887e-05 2.64300738936439e-05 2.64270550999301e-05 2.64250944387651e-05 2.64175542088904e-05 0.00484064624754267 2.64219530330861e-05 0.000503702405273899 2.64237325923998e-05 0.00370116859745771 2.64267599530189e-05 0.990637378562701 2.64317209494431e-05 0.000158557371849518 0.999841442628151 1
14.10044 11.01242 27.988 262 62 38.87 23.07 0 0 6.48 5.253 6.46 5.381 25.93 16.643 -9 0 0.0090053 0.0058065 0.009071 0.0059685 0.0091354 0.0055983 0.0091298 0.0055765 -0.0700877 0.7127075 -0.0645521 0.7338796 0.0090227 0.005829 -1.54e-05 0.0003667 -0.000518 0.0188878 0.9652039 2.02977162949348e-05 2.02979507987315e-05 2.02998686107053e-05 2.03007013020607e-05 2.02993160654197e-05 2.02978295146191e-05 0.000129980745692252 2.02992637507629e-05 0.00353275497137558 2.0299494727159e-05 2.03024187947793e-05 2.03047353131977e-05 0.00195932035574145 2.03009554605983e-05 0.994134343691011 2.0299985547277e-05 0.000121793382586471 0.999878206617414 1
25.67519 6.907 115.39861 63 63 18.542 33.667 0 0 3.172 6.195 3.096 6.237 12.274 22.553 -9 0 0.004479 0.0084721 0.0044222 0.0083128 0.0044778 0.008262 0.0044276 0.0081595 -0.0870285 0.8720223 -0.0749726 0.8593017 0.0044506 0.0083578 0 0.0002072 0.000313 0.0243693 0.98759 1.85664516657642e-05 1.85649284870624e-05 0.000256550205477429 1.85661647521726e-05 1.85674429209832e-05 1.85668969827349e-05 1.85666061062774e-05 1.85641335544223e-05 0.00011388990417588 1.85672193276741e-05 0.000324442170861391 1.8567161172325e-05 1.85639440469731e-05 1.85660892375896e-05 0.999082324895987 1.85657852446463e-05 0.000349382090286146 0.999650617909714 1
15.61143 5.62025 37.52148 99 64 20.11 23.849 0 0 3.336 4.746 3.302 4.762 13.472 16.274 -9 0 0.0047251 0.0057667 0.0046733 0.0057552 0.0047377 0.0056217 0.0047281 0.0056943 -0.0473006 0.8553871 -0.0787615 0.8484198 0.0046979 0.0057515 -1.3e-06 0.0002499 -0.0004967 0.0217857 0.9876198 4.77745644949111e-05 1.40773867200995e-05 1.4076490141061e-05 1.40783263651234e-05 1.40773071645769e-05 1.40772859728664e-05 1.40766191774462e-05 1.4076928293052e-05 0.00049274407258493 1.40773297510613e-05 1.40764529692219e-05 1.40774765795532e-05 1.40774794174419e-05 1.40767565207691e-05 0.99927647704208 1.4078481767838e-05 0.000118161360858638 0.999881838639141 1
21.04077 12.06348 108.82026 55 65 17.956 25.972 0 0 3.144 5.462 2.962 4.781 11.85 17.481 -9 0 0.0041575 0.0062633 0.0041686 0.0061454 0.0042263 0.0061945 0.004175 0.0060449 -0.0996834 0.8794584 -0.0402512 0.9172248 0.0041631 0.0061824 1e-07 0.0002111 3.5e-05 0.0216656 0.9851438 1.83423633550819e-05 1.83394717544461e-05 0.000578726712063486 1.83448794985655e-05 0.000127385397217087 1.83428243558764e-05 1.83441260640774e-05 1.83426794571375e-05 0.000270592353359236 1.83422691326863e-05 1.83419416046903e-05 1.83445118044482e-05 1.83417681227894e-05 1.83445984132406e-05 0.998803181485433 1.83426183638858e-05 0.000779481648244543 0.999220518351755 1
5.65123 13.93438 106.16229 422 66 20.884 10.106 0 0 3.42 2.651 3.562 2.964 13.902 7.773 -9 0 0.0048565 0.0028697 0.0049298 0.0028809 0.0048825 0.0025417 0.0049226 0.0024956 -0.0632667 0.8077814 -0.0204955 0.8312141 0.0049181 0.0028564 2.49e-05 0.0002205 0.0025306 0.0225457 0.9457313 0.000878982618130987 0.00010556427581844 0.000105137795671096 0.00010513531303585 0.000105540799305496 0.000105242812336415 0.0015446445961974 0.000105642495904661 0.0390761976865906 0.000105553552155325 0.0040976274192627 0.000105451860777868 0.030313761552417 0.000104964945230625 0.923034711904313 0.000105840372852595 0.00140560361429828 0.998594396385702 1
17.55611 9.62769 97.5847 147 67 26.762 32.327 0 0 4.536 6.389 4.376 5.992 17.85 22.01 -9 0 0.0063345 0.0078435 0.0062459 0.0077755 0.0063099 0.0076826 0.0062648 0.0076468 -0.0271431 0.8157566 -0.0221632 0.8283738 0.0062962 0.0077953 6e-06 0.000325 0.0005507 0.0193319 0.9841383 1.52027964521902e-05 1.52025740380008e-05 1.52021602379386e-05 1.52026584212479e-05 0.000173683185911285 1.52032238188137e-05 1.52027652857637e-05 1.52000922655318e-05 1.52011352415581e-05 1.52017294243014e-05 1.5201621919433e-05 1.52009465335551e-05 0.000429217891818502 1.52009112250873e-05 0.999199473723533 1.52025838737731e-05 0.000249696598879476 0.99975030340112 1
24.93532 6.83305 79.73091 463 68 97.596 30.075 0 0 16.23 7.942 15.69 8.001 65.676 22.837 -9 0 0.0233972 0.0085204 0.0233108 0.0083673 0.0233444 0.0076901 0.0231471 0.0076136 -0.0070139 0.5087123 0.0238955 0.5319053 0.0233045 0.008274 -4.95e-05 0.0006191 -0.0008429 0.0137514 0.9464173 1.64112066455865e-05 1.64113521054963e-05 1.6411897474296e-05 1.64134884059759e-05 5.17534728385521e-05 1.64146154230921e-05 2.17289576280246e-05 1.64120830842904e-05 0.000431174016894969 1.64143209046473e-05 6.46674630310066e-05 1.64135295254327e-05 0.000869333094943429 1.64127953458967e-05 0.998397213919446 1.64137863033602e-05 0.000133816032892999 0.999866183967107 1
1.20118 0.59722 131.36282 262 69 2.748 3.347 0 0 0.386 0.864 0.462 0.835 1.9 2.512 -9 0 0.0006928 0.0009905 0.0006938 0.0009894 0.0006444 0.0008117 0.0006658 0.0008421 0.0601765 0.7192376 0.0128908 0.6592205 0.0006934 0.0009767 1e-07 6.03e-05 0.0004443 0.0268196 0.961386 2.08496515903121e-05 2.08471579133899e-05 0.000197273048295817 2.08498709548076e-05 0.000181790781571902 2.08452174230211e-05 2.08478410383198e-05 2.08504372671338e-05 2.08495476090048e-05 2.08511433421093e-05 2.08504323217642e-05 2.08503511271483e-05 0.000728400533061997 2.08493584958254e-05 0.998642342675126 2.08519528616594e-05 0.00046245572774925 0.999537544272251 1
17.4982 2.54426 194.634 272 70 40.404 37.649 0 0 7.196 7.773 6.466 7.138 26.742 25.705 -9 0 0.009438 0.0092187 0.0092557 0.009026 0.0095661 0.0090277 0.0093603 0.0088279 -0.0535033 0.6532882 -0.0417641 0.6470983 0.0093463 0.0090944 -6e-07 0.0003678 -0.000682 0.0186862 0.9824771 2.78063976477723e-05 2.77977560576959e-05 0.000407609994308801 2.77973083938174e-05 0.0025144366777366 2.77985385269459e-05 0.000106111204680836 2.78121265837294e-05 0.00232672522700869 2.77950796678522e-05 0.000202786091459827 2.78174312664797e-05 0.00184161608010543 2.77958510791676e-05 0.992350481471085 2.78127643916899e-05 0.00303324667267163 0.996966753327329 1
26.63787 17.27306 167.34765 117 71 34.464 44.084 0 0 5.984 8.705 5.574 7.891 22.906 29.928 -9 0 0.0082792 0.0110809 0.0081258 0.01073 0.0084172 0.0110426 0.008261 0.0107574 -0.1084301 0.7769095 -0.0995784 0.786235 0.0082337 0.0109345 3.12e-05 0.0003923 0.0007871 0.0193105 0.989825 2.34549215043532e-05 2.34544566537932e-05 2.34536965430141e-05 2.34542455448325e-05 2.34519276819075e-05 2.34519144952404e-05 2.34482980887616e-05 2.34538605158675e-05 0.000647916426527165 2.34535975623373e-05 0.000119170228753033 2.34592341139826e-05 0.000941850866513726 2.34579190334713e-05 0.998009615042156 2.34533643121504e-05 0.000140721162423141 0.999859278837577 1
25.06818 0.8873 7.74374 157 72 40.264 45.843 0 0 6.714 8.91 6.984 8.879 26.566 30.983 -9 0 0.0094476 0.0111152 0.0093863 0.0110048 0.0094793 0.0109763 0.0095463 0.011011 -0.0036156 0.7513273 -0.0698638 0.7570807 0.0094396 0.0110528 2.26e-05 0.0004481 0.0001669 0.0199446 0.9859006 1.8894516240765e-05 1.88938474849001e-05 1.8894868730262e-05 1.88954539694402e-05 1.88959330406241e-05 1.88944031565419e-05 1.88954496287663e-05 1.88965564692526e-05 0.00100716287606559 1.88943388433439e-05 1.88955791653705e-05 1.88956892524926e-05 0.00081777409452861 1.88974743384065e-05 0.997929423322167 1.88955969182108e-05 0.000113369022622533 0.999886630977377 1
28.2987 9.14131 36.40577 263 73 68.724 46.249 0 0 11.674 9.545 11.544 9.61 45.506 31.038 -9 0 0.0176804 0.0130953 0.0171888 0.0121867 0.0175616 0.0124115 0.0173113 0.0119182 -0.0005373 0.6345374 -0.0390238 0.5958745 0.017415 0.0125429 -1.97e-05 0.0005331 -0.000552 0.0160047 0.9757163 0.000132741977903146 1.67332923295365e-05 1.67305584311743e-05 1.67284536396841e-05 1.67279975499641e-05 1.67313624271289e-05 0.000431549089378053 1.67303031952037e-05 0.00271627662398937 1.67320579859386e-05 0.000478276355381259 1.67327042255109e-05 0.00406760674071472 1.67279100875244e-05 0.992006246025744 1.67285470181841e-05 0.000216393642280634 0.99978360635772 1
7.28089 16.71321 42.6112 335 74 23.914 12.7 0 0 4.06 3.576 4.064 3.402 15.79 9.368 -9 0 0.0055253 0.0034114 0.0056006 0.0034691 0.0055951 0.0030918 0.0055962 0.0031237 -0.0937422 0.8238973 -0.0432044 0.7948273 0.0055661 0.0033921 3.2e-06 0.0002505 -0.0001455 0.0196206 0.9510105 2.49990241376742e-05 2.50014055861468e-05 2.49960785642938e-05 2.50063557621426e-05 2.4987247359169e-05 2.50012817868209e-05 0.00014517770124858 2.49963281860725e-05 0.00360305986477726 2.5015167252704e-05 0.000429578022171495 2.50030000569614e-05 0.0023343002752157 2.50061233384973e-05 0.993212879398862 2.49927256944374e-05 0.000149991393196247 0.999850008606804 1
6.08857 5.39217 91.85925 466 75 24.038 9.382 0 0 4.032 2.991 3.866 2.785 16.14 7.737 -9 0 0.005666 0.0029264 0.0056487 0.0028768 0.0056859 0.0024406 0.0056391 0.002397 -0.0811501 0.7336513 -0.0548397 0.7185992 0.0056534 0.0028521 -4e-06 0.0002483 -0.0003815 0.0184171 0.9342924 0.000714540686704371 2.05304162274409e-05 4.178288415716e-05 2.05341290682507e-05 2.05340444194769e-05 2.05311639414205e-05 0.000399336312870251 2.05343417858628e-05 0.00100059279003599 2.05315884075405e-05 6.88960711698514e-05 2.05322603595659e-05 2.05333127818665e-05 2.05310102677848e-05 0.997569522547813 2.05364399899527e-05 0.00083845332451812 0.999161546675482 1
16.941 18.42394 39.8575 206 76 43.178 26.369 0 0 7.226 5.967 7.168 5.762 28.784 18.652 -9 0 0.0100706 0.0066423 0.010065 0.0065847 0.0101501 0.0063993 0.0101338 0.0062981 -0.0610445 0.6887082 -0.0659153 0.7068455 0.0100476 0.0065511 -2.03e-05 0.0003472 -0.000703 0.0169984 0.9699882 2.41196407066125e-05 2.41234401742906e-05 0.000199534814589821 2.41244051494191e-05 2.41240906320002e-05 2.41257491335397e-05 2.41276744860381e-05 2.41195434669138e-05 0.00533905218425112 2.41221182438324e-05 0.000181039537845875 2.41195964127648e-05 0.00216411797684081 2.41271811952904e-05 0.991850910607169 2.41114397026538e-05 0.000320152140385683 0.999679847859614 1
24.33078 11.99455 131.66551 153 77 38.724 45.765 0 0 6.302 8.668 6.374 8.453 26.048 31.275 -9 0 0.009385 0.0114165 0.009315 0.0112957 0.0092256 0.0110501 0.0092256 0.0110135 0.0579268 0.7843956 0.0072557 0.7570614 0.009342 0.0113113 -8e-06 0.0003946 -0.0010283 0.0194105 0.9891226 1.23779059966112e-05 1.23794831627502e-05 1.23795289735581e-05 1.23780658140856e-05 1.23792481333128e-05 1.23789553992306e-05 1.23799185497128e-05 1.23799827297072e-05 0.000238322820557449 1.23800327745374e-05 1.23800724196729e-05 1.23792694757317e-05 1.23798945675445e-05 1.23798295061118e-05 0.999588365549723 1.23794422175167e-05 7.42731874795485e-05 0.999925726812521 1
1.4669 13.22824 81.38279 353 78 4.836 3.691 0 0 0.732 1.134 0.814 1.1 3.29 2.914 -9 0 0.0011264 0.0010495 0.0011653 0.0010958 0.0011337 0.0009271 0.0011568 0.0009297 -0.0423359 0.8727977 -0.0258985 0.912604 0.0011451 0.0010596 -7e-07 8.61e-05 -0.0017659 0.0229627 0.938294 1.51403696243602e-05 1.51385841549449e-05 0.000812333410744841 1.51429101768677e-05 1.51418724924543e-05 1.5141207037463e-05 1.51420068256474e-05 1.51392312526476e-05 1.51409280209411e-05 1.514132760239e-05 1.51405198850375e-05 1.5140573210213e-05 1.51355423010836e-05 1.51379985532212e-05 0.998975705739037 1.51377790806946e-05 0.000888038354230931 0.999111961645769 1
15.49435 10.4369 152.47821 27 79 7.452 14.588 0 0 1.258 2.821 1.274 2.967 4.92 9.982 -9 0 0.0017217 0.0035358 0.0017466 0.0035881 0.0017414 0.0034403 0.0017459 0.0034877 -0.0832404 0.8871387 -0.0332521 0.9196999 0.0017354 0.0035642 1.3e-06 0.0001308 -0.0010956 0.025535 0.9861506 1.10877295540453e-05 1.10882951700417e-05 1.10884351127078e-05 1.10882896983687e-05 1.1088262821032e-05 1.10880826713175e-05 1.10881483399835e-05 1.10881231219508e-05 1.10881940594101e-05 1.1087804724962e-05 1.10885362883382e-05 1.10881203916079e-05 1.10881349820461e-05 1.10882726811951e-05 0.999833677133771 1.1088436612447e-05 6.6529095027513e-05 0.999933470904973 1
2.84898 10.93627 95.37978 456 80 11.222 5.379 0 0 1.816 1.693 1.828 1.718 7.578 4.519 -9 0 0.0026134 0.0016044 0.0026295 0.0016089 0.0026479 0.001392 0.0026513 0.0013958 -0.0847279 0.7948946 -0.0680045 0.8225821 0.0026119 0.0015628 -9.5e-06 0.0001197 -0.0011848 0.0215844 0.9212016 1.31280376681415e-05 1.31281090249464e-05 1.31288199749203e-05 1.31287490821167e-05 1.31286008945799e-05 1.31297931633199e-05 1.3128132080746e-05 1.31293423394676e-05 1.31276582538084e-05 1.3128015474281e-05 1.31286068397839e-05 1.31287225033989e-05 1.31285173605933e-05 1.31286251277939e-05 0.999586561069973 0.000229639200239418 7.87721098080247e-05 0.999921227890192 1
24.40137 5.30425 125.20702 468 81 97.208 29.318 0 0 16.436 8.007 15.944 7.848 64.828 22.291 -9 0 0.0232847 0.0085153 0.0230637 0.0083956 0.0232334 0.0075753 0.0230445 0.007552 -0.0217984 0.5263028 -0.0381941 0.5071959 0.0232243 0.0083362 5.01e-05 0.0007682 0.0010041 0.0164284 0.9332538 3.79793675813644e-05 3.79663081486632e-05 3.79896965723928e-05 3.79755742059963e-05 0.000698605812468929 3.79735862749859e-05 0.000415997658347495 3.80262049180957e-05 0.00294791099499001 3.79781654328057e-05 0.00065189211544708 3.799847661016e-05 0.00424155889526986 3.79600748771619e-05 0.990664200920148 3.79861487068956e-05 0.000888490345252332 0.999111509654747 1
10.43358 2.67067 162.19404 269 82 24.33 23.22 0 0 3.904 4.561 3.922 4.537 16.504 16.586 -9 0 0.0057409 0.0058528 0.0057178 0.0058049 0.0057524 0.0056095 0.0057575 0.0055871 -0.0299605 0.6473464 -0.0494158 0.6487787 0.0057211 0.0057906 -8.3e-06 0.0002572 -0.0013127 0.0193172 0.9790969 1.55994809287113e-05 1.56021730701427e-05 0.000529300101415478 1.56023378016736e-05 1.55992811018741e-05 1.56014894331625e-05 1.56008534395132e-05 1.5600827662122e-05 1.55963835860789e-05 1.5599430908585e-05 1.56008665957754e-05 1.55987480409668e-05 0.000318897363845478 1.55968497668169e-05 0.998949005072096 1.55987403072173e-05 0.000607304863751042 0.999392695136249 1
0.61078 13.75025 162.48434 185 83 1.156 1.677 0 0 0.19 0.463 0.18 0.49 0.786 1.325 -9 0 0.0002817 0.0004886 0.0002738 0.0004733 0.0002751 0.0004207 0.0002723 0.0004231 0.0024105 0.6815285 0.0008751 0.6563042 0.0002825 0.0004797 4.7e-06 3.55e-05 0.0069596 0.0349554 0.9437409 5.64300189939847e-05 5.63390670910345e-05 0.00235343112259023 5.63628122128962e-05 0.00105694596334334 5.6407352124279e-05 0.00105606104290405 5.63993969562279e-05 0.00250662451848117 5.63647672919714e-05 0.000923913817219289 5.6341161822271e-05 0.00141848202289413 5.63777926592962e-05 0.978358271669046 0.0118752474743703 0.00363591633635576 0.996364083663645 1
1.30205 19.72091 1.17577 142 84 5.362 2.678 0 0 0.902 1.023 0.898 1.052 3.562 2.308 -9 0 0.0012691 0.000864 0.0012572 0.0008541 0.0012583 0.0006962 0.0012571 0.0007093 -0.0161143 0.9297804 -0.0279094 0.9354908 0.0012697 0.0008485 6.6e-06 9.86e-05 0.0018517 0.02638 0.9036722 2.01783816318531e-05 2.01926713370827e-05 2.01993049881822e-05 2.02185568361705e-05 2.02033890105494e-05 2.01810290967084e-05 2.01828848685449e-05 2.01973924129176e-05 2.01785179852745e-05 2.01826529174512e-05 2.0165183644244e-05 2.02090663184111e-05 2.02425827172914e-05 2.01868218470334e-05 0.0522826292245834 0.947434652339805 0.000121173332900546 0.999878826667099 1
5.73122 11.14049 86.16656 494 85 23.944 7.478 0 0 4.028 2.856 4.13 2.847 15.786 6.204 -9 0 0.0056269 0.0024577 0.0055963 0.0023801 0.005585 0.0019308 0.0056137 0.0019316 -0.0044809 0.7618812 -0.0449323 0.7458529 0.0055928 0.0023581 -1.88e-05 0.0002056 -0.0014076 0.0164375 0.9127397 3.97397730113116e-05 0.00062876753187859 3.97192591584813e-05 3.97307920991076e-05 3.98378922259322e-05 3.96996251725644e-05 3.96326854334361e-05 3.99579605695493e-05 3.98002237727159e-05 3.97326216217647e-05 3.97739790156653e-05 3.97196600975115e-05 0.00104702774987359 3.97941350526819e-05 0.166782644328903 0.831064421782114 0.000827494873545987 0.999172505126454 1
9.80549 6.27332 136.19398 478 86 40.152 12.683 0 0 6.658 4.064 6.112 4.074 27.382 10.487 -9 0 0.0096121 0.0039024 0.0095636 0.003899 0.0095948 0.0033201 0.0094409 0.0032338 -0.0302494 0.6322631 0.0233974 0.6687839 0.0095728 0.0038218 -1.5e-05 0.0003506 -0.0008684 0.0184578 0.9190955 2.44605311616682e-05 2.44590457767611e-05 2.44637774045966e-05 2.44612290761516e-05 0.00037281881626442 2.44594200702862e-05 9.03136792505814e-05 2.44607647637647e-05 0.00256916381805217 8.53472834769244e-05 0.00040080297643219 2.44598614786626e-05 0.00119818318312195 2.44628230265599e-05 0.995063221928451 2.44608621920177e-05 0.000495122819753884 0.999504877180246 1
13.03353 2.45049 91.11538 253 87 28.706 28.369 0 0 4.682 5.566 4.724 5.634 19.3 19.872 -9 0 0.0068734 0.0071179 0.0067767 0.0070555 0.0067598 0.0067745 0.0067716 0.0068221 0.0529059 0.7079661 0.0111004 0.7014142 0.006822 0.0070473 -3e-06 0.0003017 0.0001926 0.0228817 0.9838746 1.88721907758252e-05 1.88742606711783e-05 1.88737603852055e-05 1.88742063776431e-05 1.88761729060039e-05 1.88749114705594e-05 1.88732556189739e-05 1.88766691867126e-05 0.00064977916497196 1.88722860743513e-05 0.000239294464699732 1.8873834986338e-05 0.000376273247687999 1.88705489856498e-05 0.99850816848859 1.8872536611391e-05 0.000113245502586415 0.999886754497413 1
28.60184 9.59423 92.76096 227 88 56.576 52.042 0 0 9.472 10.046 9.176 9.618 37.928 35.832 -9 0 0.0148588 0.0145502 0.0146886 0.014176 0.0147857 0.0140458 0.0145168 0.0136353 -0.0077186 0.7384852 0.0049128 0.7085711 0.0147682 0.0143119 -5.5e-06 0.000543 -0.0003404 0.018327 0.984317 0.000740925266201144 2.05841471381108e-05 2.05768149001611e-05 2.05797165469999e-05 2.05812593141084e-05 2.05824029804422e-05 2.05812194939506e-05 2.05806186395775e-05 0.000828262360283455 2.05759309724163e-05 2.05791759416081e-05 2.05775264820277e-05 0.00128609223055071 2.05763961977029e-05 0.996897762759386 2.05821749715489e-05 0.000843829607080966 0.999156170392919 1
18.75369 9.90787 126.23652 335 89 55.078 36.924 0 0 9.198 7.587 9.236 7.614 36.644 26.017 -9 0 0.0128211 0.0092415 0.0128771 0.0092104 0.0129215 0.0088948 0.0129322 0.0088437 -0.0410292 0.6738985 -0.0293437 0.6951702 0.0128525 0.0091659 3.4e-06 0.0004256 0.0001899 0.0188403 0.9743826 2.62036945572058e-05 2.61833489037695e-05 2.6208093078153e-05 2.61722534584791e-05 0.00055183134162671 2.61983976472808e-05 0.000722576341543641 2.61836759280518e-05 0.00184370178765093 2.61980355516176e-05 0.000133596237832744 2.6195245773254e-05 0.00292216987572976 2.6189777497328e-05 0.993564190940675 2.62009525455782e-05 0.000682797129271598 0.999317202870728 1
19.22387 2.85063 78.30742 60 90 12.21 25.901 0 0 2.196 5.517 1.938 4.352 8.076 17.633 -9 0 0.0028552 0.0062225 0.0028149 0.0061333 0.0028954 0.006269 0.0028226 0.0060041 -0.0218425 0.8110566 -0.0372138 0.8279304 0.0028292 0.0061209 -5.9e-06 0.0002048 0.0024608 0.0282542 0.9882812 2.56616804214942e-05 2.56597952405747e-05 2.56637773547512e-05 2.56592144433741e-05 2.5660741088694e-05 2.56648332941547e-05 2.5665598222909e-05 2.56574543760266e-05 0.00065884808947459 2.56626128810766e-05 2.56651671186526e-05 2.56585231465953e-05 0.0011141995296908 2.56633442559034e-05 0.997893346770817 2.56628681730848e-05 0.000153970041843043 0.999846029958157 1
1.4923 16.62884 66.85304 41 91 1.662 2.294 0 0 0.3 0.615 0.258 0.642 1.104 1.767 -9 0 0.0004121 0.000675 0.0004031 0.0006625 0.0003957 0.0005703 0.0003839 0.0005724 0.0154767 0.797403 0.0251605 0.8074787 0.0004097 0.0006601 2.1e-06 3.84e-05 0.00161 0.0279591 0.9547002 1.16898877513005e-05 1.16902252702792e-05 1.16905118138516e-05 1.16904413466682e-05 1.16898432761004e-05 1.1689645466973e-05 1.16903643670629e-05 1.16898575254674e-05 1.16902036360801e-05 1.16899754111102e-05 1.16901289569685e-05 1.16901215340664e-05 1.16901701038878e-05 1.16898828647329e-05 0.999824648642108 1.16900985676023e-05 7.01405549251729e-05 0.999929859445075 1
19.58384 18.90663 170.24419 157 92 32.222 36.061 0 0 5.354 6.841 5.518 7.176 21.35 24.376 -9 0 0.0075041 0.0086881 0.0074437 0.0085695 0.007527 0.0084928 0.0075733 0.008548 -0.0650826 0.7847636 -0.056701 0.8113973 0.0074702 0.0085921 -3.8e-06 0.0003398 -5.58e-05 0.0191265 0.9842569 1.96647039122414e-05 1.96728687439065e-05 1.96759293211028e-05 1.96829720730453e-05 4.68667584331597e-05 1.96690069296298e-05 1.9681416375956e-05 1.9677071797572e-05 0.000822180578554248 1.96681062090399e-05 0.000141261416776372 1.96820685758781e-05 0.000248005662726278 1.96836173145798e-05 0.99852525078913 1.96770331274491e-05 0.000145232239413086 0.999854767760587 1
20.43536 8.40514 15.35513 181 93 50.78 29.56 0 0 8.004 6.167 8.538 6.835 34.238 20.84 -9 0 0.0120395 0.0074884 0.0121819 0.0075785 0.0119067 0.007009 0.0120572 0.0071969 0.0153105 0.6629773 0.0151707 0.6561522 0.012108 0.0075024 -2.7e-06 0.0004013 -0.0008909 0.0154663 0.9722053 0.000429450589901256 2.14281978904893e-05 2.1426709516221e-05 2.14282915197619e-05 2.14317288238007e-05 2.14274800102579e-05 2.14335666462209e-05 2.14213634208823e-05 0.00177027964210626 2.1421141165157e-05 2.14302660227343e-05 2.14255365748472e-05 0.0022659868513261 2.14308843047361e-05 0.995277152139925 2.14256108467237e-05 0.000536592997661787 0.999463407002339 1
