N shape1Ne shape2Ne propNtrlNe dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
21.52781 13.6294 34.4097 318 3 67.682 34.327 0 0 11.184 7.474 11.736 7.8 44.762 24.2 -9 0 0.0157203 0.0086219 0.0158102 0.0087231 0.0157695 0.0082073 0.0159251 0.008272 -0.024713 0.6172969 -0.0654679 0.5885697 0.0157503 0.0085897 -1.49e-05 0.0005054 -0.0005365 0.0154816 0.9698582 3.37142634193768e-05 3.37100841578414e-05 3.37183269887225e-05 3.37053544917838e-05 3.3715171546507e-05 3.37081813381387e-05 0.000842524030455613 3.37077287601663e-05 0.00403744441961211 3.37159446400907e-05 0.000378186678253781 3.37192941376339e-05 0.00436292431858998 3.37139883308387e-05 0.990008090179688 3.37020355893967e-05 0.00020227138194237 0.999797728618058 1
6.61842 5.13226 100.41912 106 4 6.914 11.154 0 0 1.166 2.295 1.11 2.129 4.638 7.835 -9 0 0.0016465 0.0027519 0.0016599 0.0028485 0.001636 0.0026658 0.0016202 0.0026868 0.0056234 0.789102 0.0307264 0.7734075 0.0016564 0.0027892 3.1e-06 0.0001224 -0.0001615 0.0241468 0.9754661 1.27747216180017e-05 1.2776443063783e-05 1.27753728566928e-05 1.27753420476946e-05 0.000125876230737916 1.27758696330492e-05 1.27769859448875e-05 1.27750042824585e-05 1.27750945953026e-05 1.27757153811769e-05 1.27758444249378e-05 1.27755405598931e-05 1.27758142104357e-05 1.27767044232814e-05 0.999695262823051 1.277649316962e-05 0.000189753979957137 0.999810246020043 1
27.2434 13.49294 65.17444 223 5 61.056 46.759 0 0 10.068 9.118 9.66 8.609 41.328 32.428 -9 0 0.0153898 0.0127521 0.0149666 0.0120988 0.0152125 0.0121291 0.0149909 0.0118252 -0.0217268 0.6723075 -0.0422288 0.6561944 0.0151334 0.0123431 -4.48e-05 0.0004789 -0.0013028 0.0159108 0.984489 1.43977551199871e-05 1.43977125731656e-05 1.43989850777155e-05 1.4399196628821e-05 8.1155279472302e-05 1.43969891283563e-05 0.000136794331092888 1.43980719287177e-05 0.00101138840187015 1.43998586629709e-05 0.000237067081130813 1.43996745487369e-05 0.000758432859297353 1.43983706856905e-05 0.997631177817377 1.43976154050376e-05 0.000153145918000347 0.999846854081999 1
16.50377 11.07699 132.89719 278 6 42.288 34.964 0 0 6.766 6.591 7.054 7.117 28.468 24.972 -9 0 0.0098906 0.0086774 0.0099244 0.0087137 0.0099314 0.0083948 0.0100126 0.0084828 -0.035672 0.754702 -0.0400741 0.779722 0.0098959 0.00864 -1.15e-05 0.0003987 0.0001374 0.0200303 0.9818841 2.56521169741421e-05 2.56620264011157e-05 2.56640516716889e-05 2.56536572138106e-05 0.00045792570139473 2.56591888690106e-05 2.56609130465154e-05 2.56652166440503e-05 0.00233657257720669 2.56597285211078e-05 0.000903173162733469 2.56527390162318e-05 0.00109756815316731 2.56610256143397e-05 0.994922510391241 2.56593502843767e-05 0.000586216742524498 0.999413783257475 1
23.04053 18.14534 114.53899 475 7 93.092 24.57 0 0 15.32 7.09 15.382 7.403 62.39 19.498 -9 0 0.0221326 0.0074349 0.0222328 0.0073628 0.0220129 0.0062786 0.022014 0.006326 -0.0016705 0.5546729 0.0201539 0.5270771 0.022177 0.0072988 -5.7e-06 0.0006681 -0.0004541 0.0145204 0.9343711 1.94994761145786e-05 1.94828036101788e-05 1.94911041001575e-05 1.94842405777304e-05 1.94957598311549e-05 1.94982454519136e-05 0.000601524800612736 1.94946738520403e-05 0.00227478740396232 1.94833954430216e-05 0.000294165665047008 1.94932360525906e-05 0.00122653782853462 1.94938652078299e-05 0.995388574279262 1.94932223400965e-05 0.000116951629685714 0.999883048370314 1
5.51487 16.9354 170.17882 368 8 17.798 11.065 0 0 2.916 2.652 3.152 3.251 11.73 8.212 -9 0 0.004024 0.002935 0.0040386 0.0028722 0.0041283 0.0027152 0.0041948 0.0027198 -0.1064828 0.7986359 -0.1524264 0.798991 0.004043 0.002871 1.17e-05 0.0002331 0.0012102 0.0218262 0.9451655 0.000710157353496785 9.12018797227606e-05 0.00105681326013088 9.11762404137041e-05 0.000451458778437903 9.11334970517743e-05 0.00262251662404625 9.12251489975272e-05 0.0202845855048887 9.1221780007183e-05 0.00331834766900682 9.11684877872278e-05 0.00638841034740255 9.11211272221419e-05 0.964438271781416 9.11905199717739e-05 0.00249194100925381 0.997508058990746 1
14.98702 4.69987 172.07655 363 9 46.972 30.202 0 0 7.618 6.141 7.758 6.586 31.596 21.594 -9 0 0.0108795 0.0075551 0.0110063 0.0075877 0.0110532 0.0072917 0.0110927 0.0073071 -0.0755266 0.6301131 -0.0713926 0.6508837 0.0109489 0.0075 6e-06 0.000391 0.0007303 0.0179087 0.9651068 2.8545653601678e-05 2.85381903705455e-05 2.85419970977066e-05 2.85364363554933e-05 2.85415785627637e-05 2.85355535442037e-05 0.000645549701068361 2.85417191219267e-05 0.00411317079105 2.85386831631633e-05 0.000316134361852878 2.85421821206047e-05 0.00151119543591043 2.8535303572269e-05 0.993100010987108 2.85414255003356e-05 0.000171239409532391 0.999828760590468 1
28.74602 6.71411 37.13145 497 10 110.06 23.82 0 0 18.386 8.142 17.648 8.045 74.026 18.596 -9 0 0.0299959 0.0086063 0.0289308 0.0071141 0.0294283 0.0066747 0.0287106 0.005821 0.0496439 0.4891692 0.0154821 0.4514124 0.0294325 0.0077243 -3.09e-05 0.0007437 -0.0008202 0.0124684 0.9062506 9.42114918324558e-05 0.00137945378863726 9.41969036010107e-05 9.42211339833432e-05 9.42205358472137e-05 9.42206112989575e-05 9.42160023828241e-05 0.00222276321787476 9.42254113195685e-05 0.0045302418454636 9.42150505720823e-05 0.000151679620743923 0.000804947673754232 0.00548259591884298 0.737514001934956 0.24716058885889 0.00185052446520024 0.9981494755348 1
19.94544 19.93872 61.38512 20 11 23.41 14.984 0 0 3.712 3.133 3.882 3.388 15.816 11.221 -9 0 0.0055822 0.0042553 0.0055689 0.0042627 0.0055043 0.0036593 0.0055523 0.0037288 -0.0245015 0.7596347 -0.0578524 0.7550367 0.0055624 0.004169 -1.31e-05 0.000247 -0.0001792 0.0208156 0.9718815 7.63959247869006e-05 7.63744511151248e-05 7.6388344406156e-05 7.6391557103512e-05 0.000218352059232273 7.63934467517274e-05 0.000210471572524229 7.63702514569199e-05 0.0100773853491208 7.63703495590715e-05 0.00137336331730756 7.63763913680738e-05 0.0133251782730638 7.63720818380301e-05 0.974031434385115 7.63822452512775e-05 0.000600295783395694 0.999399704216605 1
1.57192 12.41159 189.85705 46 12 1.07 2.388 0 0 0.172 0.635 0.15 0.46 0.748 1.898 -9 0 0.0002763 0.0007172 0.0002739 0.0006768 0.0002593 0.0006097 0.0002531 0.0005948 0.035872 0.6023114 0.0562984 0.6107939 0.0002755 0.0006912 4e-07 3.85e-05 0.0008168 0.0301834 0.9548596 1.26971071003091e-05 1.26975911279127e-05 1.26969029880722e-05 1.26974936404936e-05 1.26969767491668e-05 1.26969023329893e-05 1.26970066335506e-05 1.26968830796838e-05 1.26968600714737e-05 1.26969799743377e-05 1.26973776965477e-05 1.269703664051e-05 1.26966274949637e-05 1.26974801551035e-05 0.999809543831819 1.26969424962925e-05 7.61829739389437e-05 0.999923817026061 1
20.09679 3.74515 144.11976 354 13 60.476 39.855 0 0 10.08 8.027 10.256 8.307 40.14 27.675 -9 0 0.0140922 0.0098708 0.014082 0.0098511 0.0141701 0.0095172 0.0142192 0.0095318 -0.0475689 0.662201 -0.0612 0.6485639 0.0140621 0.0097898 -2.5e-05 0.000457 -0.0015555 0.0170109 0.9780033 1.67977059549272e-05 1.67918028043003e-05 1.67953071257121e-05 1.67912218030638e-05 1.67966773899424e-05 1.67927492070597e-05 1.67929777850529e-05 1.67992726968646e-05 0.0012926347698732 1.67922468026924e-05 8.08948091046302e-05 1.67901463121775e-05 0.000768367219880205 1.67987841940556e-05 0.997656572279777 1.67920292886394e-05 0.000100765464285006 0.999899234535714 1
12.72271 7.22426 10.70779 309 14 41.294 19.094 0 0 6.902 4.798 7.02 4.86 27.372 14.013 -9 0 0.0095429 0.0049499 0.0095623 0.0049417 0.0096608 0.0046822 0.0096941 0.0046691 -0.0698208 0.6587865 -0.0759028 0.6391913 0.0095533 0.0048999 7e-07 0.0003473 -0.0003047 0.0172531 0.9529288 4.65814501084162e-05 4.65306242800739e-05 0.000104803448393932 4.66664966163272e-05 4.65330691990447e-05 4.65560820628071e-05 0.000597578127525607 4.66400907544835e-05 0.0188624899534642 4.66553913708836e-05 0.000715204873189488 4.66038603591844e-05 0.00978218132088669 4.66486549692393e-05 0.96947179286596 4.65336908594217e-05 0.000337671170660601 0.999662328829339 1
5.47819 4.39574 105.45326 415 15 19.032 10.256 0 0 3.34 3.059 3.09 2.706 12.602 7.721 -9 0 0.0044652 0.002865 0.0044344 0.0028132 0.0044936 0.0025623 0.0044231 0.0024998 -0.0512687 0.745735 -0.0183671 0.7531555 0.004438 0.0027901 -1.17e-05 0.0001756 -0.00142 0.0187363 0.9527711 1.743896265794e-05 1.74410609730366e-05 1.74406219943004e-05 1.74404998800972e-05 1.74401988436006e-05 1.74427265619391e-05 1.74435610037932e-05 1.74459536394483e-05 0.00026006241662017 1.74415556963761e-05 1.7440244866358e-05 1.74431636608466e-05 0.000661752255943456 1.74418356705347e-05 0.998851444270159 1.74406718285236e-05 0.000104644070910914 0.999895355929089 1
26.28704 19.56052 140.81612 422 16 94.444 38.318 0 0 15.81 9.038 15.43 8.837 63.204 27.471 -9 0 0.0232462 0.0108298 0.0230569 0.0104563 0.0230084 0.0098192 0.0228004 0.0096804 0.0071678 0.5786905 0.0325983 0.562072 0.0231456 0.010538 -5.9e-06 0.0006801 1.4e-06 0.015507 0.9652326 1.64056928584901e-05 1.64102685664493e-05 1.64077133485817e-05 1.64115377188524e-05 1.6408952794924e-05 1.64115283496345e-05 0.000612124413438247 1.64066582596511e-05 0.000489507102144469 1.64080389713764e-05 1.64083763584262e-05 1.64059464249883e-05 0.000306049637981334 1.64119152236454e-05 0.99839541023106 1.64119865013216e-05 9.8455693636932e-05 0.999901544306363 1
20.62817 17.50711 95.89955 339 17 64.58 37.823 0 0 10.838 7.953 10.74 7.877 43.002 26.653 -9 0 0.0150603 0.0095013 0.0150074 0.009496 0.0151759 0.0090798 0.0151482 0.0091026 -0.0755816 0.6332406 -0.0867564 0.6306259 0.0150687 0.0094437 3.48e-05 0.0005269 0.0010572 0.0169828 0.9702256 3.81612219091773e-05 3.81587300278674e-05 3.81512169475608e-05 3.81712207909489e-05 3.81495403075292e-05 3.81501485327596e-05 0.000674192345542008 3.81634019933428e-05 0.00872760436750881 3.81640035536686e-05 3.81575848539398e-05 3.81433895628495e-05 0.0079799492374629 3.81691000242239e-05 0.982160365437501 3.81490534810506e-05 0.000228942078515843 0.999771057921484 1
13.00054 4.97074 104.39528 395 18 43.94 23.57 0 0 7.344 5.714 7.27 5.263 29.326 16.787 -9 0 0.0103829 0.0061375 0.01045 0.0061342 0.0103362 0.0057407 0.0103153 0.005631 0.004024 0.6851521 0.0411355 0.6768187 0.0104156 0.0060905 -8e-07 0.0004266 -0.0002005 0.0195449 0.9626051 0.000217310161290894 2.72050538419856e-05 3.95803104599186e-05 2.72237255975608e-05 2.72163051842276e-05 2.72094352567498e-05 0.00135365068021903 2.72118803301476e-05 0.00491968003167455 2.72135775147002e-05 2.72333892621126e-05 2.72185688197288e-05 0.0039790194573377 2.72334882364001e-05 0.989218566673748 2.72272612266811e-05 0.000365744991631336 0.999634255008369 1
23.2534 11.6117 194.8761 458 19 90.378 30.387 0 0 15.138 7.875 14.626 7.803 60.614 22.611 -9 0 0.0213563 0.0083198 0.0212629 0.0081508 0.021461 0.0076221 0.0212986 0.0074934 -0.0345715 0.5379251 -0.0205544 0.5337453 0.0212802 0.0081259 -2.94e-05 0.0005563 -0.0004924 0.013841 0.9561115 9.21599149670946e-05 2.07792024956948e-05 2.07813281987041e-05 2.07787407815136e-05 0.000294772024162596 2.07818367185653e-05 5.62924498221006e-05 2.07807005702712e-05 0.00138207879776273 2.07806311279694e-05 0.00071282954688444 2.07794394492518e-05 0.000309151093243396 2.07808242087475e-05 0.996965693937982 2.07795316248323e-05 0.000470053047324168 0.999529946952676 1
29.37391 16.12836 171.67861 131 20 37.398 46.345 0 0 6.252 9.014 6.248 8.736 24.898 31.294 -9 0 0.0102187 0.0137989 0.0098738 0.0128998 0.0100154 0.0130507 0.0098305 0.0125529 -0.0061365 0.8121548 -0.0349241 0.7974967 0.0100573 0.0133527 1.1e-05 0.0003887 0.000341 0.0191099 0.9889749 1.60804983722402e-05 1.60764148168498e-05 1.60772385082421e-05 1.60760841169158e-05 1.60814006321886e-05 1.60730439635168e-05 0.000269915676109637 1.60745385744789e-05 0.000610884623932139 1.60776383390365e-05 0.000228275421676445 1.60754463740945e-05 0.0012231355110448 1.6075600436015e-05 0.997490945521509 1.60753415944563e-05 9.64646804099533e-05 0.99990353531959 1
11.813 4.95328 118.09192 239 21 25.086 25.638 0 0 4.344 5.124 4.11 5.108 16.632 17.73 -9 0 0.0057602 0.0062149 0.0057431 0.0061856 0.0059125 0.0061278 0.0058465 0.0060944 -0.0829696 0.7352286 -0.0497635 0.7432039 0.0057393 0.0061636 -1.24e-05 0.0002554 -0.0020609 0.0190121 0.9807686 1.11728928247559e-05 1.11728580265244e-05 1.11732709893102e-05 1.11729575801723e-05 1.11731030151387e-05 1.11726954218419e-05 1.11727626373673e-05 1.11731799780413e-05 1.11729798165971e-05 1.117316097648e-05 1.11733473012221e-05 1.11729815340125e-05 1.1172955083672e-05 1.1172706360573e-05 0.999832404917375 1.11732310795228e-05 6.70377778577434e-05 0.999932962222142 1
2.07198 18.34626 54.59066 460 22 7.974 3.902 0 0 1.278 1.27 1.308 1.363 5.388 3.33 -9 0 0.0018557 0.001236 0.0018786 0.0012194 0.0018789 0.0010174 0.0018874 0.0010283 -0.0911138 0.8844553 -0.0561042 0.8827845 0.0018698 0.0012092 2.7e-06 0.000127 -0.0002765 0.0237499 0.9009064 0.00109860879761315 3.57228888355037e-05 3.65609388750258e-05 3.60746918546291e-05 3.58176842514505e-05 3.63436494457547e-05 3.74880216259465e-05 3.77904370643319e-05 3.57053628747358e-05 3.57882904499751e-05 3.76236571806152e-05 3.59522489966658e-05 3.87904144930044e-05 3.64016580875382e-05 0.914856237410139 0.0835690938482125 0.00127912865087551 0.998720871349124 1
26.30388 11.79789 15.79821 36 23 51.908 22.217 0 0 8.244 5.616 8.586 5.598 35.078 16.056 -9 0 0.0124522 0.0062366 0.0124005 0.0059975 0.0122771 0.0055901 0.01236 0.0055713 0.0322311 0.6380394 -0.002962 0.6189376 0.0123848 0.0060589 -4.16e-05 0.0003721 -0.0018709 0.0142844 0.9652078 2.43997615992452e-05 2.44002964276783e-05 2.44014329744972e-05 2.44040866902121e-05 2.4402030867008e-05 2.44063062535829e-05 0.000158626938088712 2.43986722704231e-05 0.00184248290790735 2.44009743022024e-05 2.44002790060798e-05 2.44006278694117e-05 0.00220727582331932 2.44046133311671e-05 0.995498793463191 2.44017859022192e-05 0.000146413914812224 0.999853586085188 1
19.96979 17.78726 134.84886 82 24 22.254 29.274 0 0 3.634 5.505 3.552 5.256 15.068 20.154 -9 0 0.0052908 0.007357 0.0052664 0.0072288 0.0052715 0.0070263 0.0052484 0.0069037 -0.0767316 0.861855 -0.0703291 0.805737 0.0052858 0.0072748 7.3e-06 0.0002664 0.0009876 0.0222911 0.9888474 2.57807624158706e-05 2.57768806260005e-05 0.00015678047195647 2.57616920359241e-05 0.00126365621550978 2.57948778208105e-05 2.57886149231257e-05 2.57667255994193e-05 0.000399802707154 2.57772120454729e-05 0.000637562186222496 2.57783822852476e-05 0.000385683222459552 2.57744174125957e-05 0.99689874915603 2.57664755027791e-05 0.00152355090036486 0.998476449099635 1
24.10588 19.03653 139.09438 499 25 102.252 17.396 0 0 17.436 6.913 16.918 6.675 67.898 15.542 -9 0 0.0241738 0.0062727 0.0240516 0.0061189 0.0241698 0.0048995 0.0240029 0.004707 -0.0204681 0.5132032 -0.0174155 0.5063785 0.0241733 0.0061 6.06e-05 0.0007603 0.0010349 0.0147834 0.8968319 0.000173804110275845 0.0070236482527792 0.000175354309456014 0.00230042601020519 0.000171181910767595 0.00212298222904491 0.000171651187749295 0.0286536525494765 0.000174631671830779 0.316645142606407 0.000173986789973404 0.0265914731050657 0.000175427626947543 0.0627478148240731 0.00711971352597271 0.545579109289975 0.0119673968225288 0.988032603177471 1
22.78608 3.36645 192.62394 292 26 57.84 49.16 0 0 9.936 9.59 9.902 9.97 38.002 33.111 -9 0 0.0135228 0.0120458 0.0136137 0.0121187 0.0135816 0.0116776 0.013559 0.0116923 -0.0448098 0.6491032 -0.0329805 0.6572742 0.0135517 0.0120119 -1.65e-05 0.0004807 0.002769 0.0266269 0.9869528 0.000119698489555056 0.000119697991308152 0.00011968837016833 0.000119667580892109 0.000119690586042281 0.000119682677506976 0.00406155266846625 0.000119709033926225 0.0146737751055769 0.000119684027303495 0.00227368001211619 0.000119699465412632 0.0194391772648784 0.000119656668756297 0.958235244773552 0.000119695284538399 0.000718125695472904 0.999281874304527 1
14.56372 0.46781 199.49851 264 27 32.85 32.529 0 0 5.722 6.734 5.748 6.752 21.38 21.816 -9 0 0.0075754 0.0077971 0.00757 0.0078138 0.0076392 0.0076574 0.0076466 0.0076502 -0.026752 0.4634629 -0.0331987 0.4667766 0.0075971 0.0078126 2.44e-05 0.0003931 0.0015203 0.0196871 0.9840228 0.000418459480298992 8.93898191076204e-05 8.93536083265361e-05 8.93723549277239e-05 0.00428349708159171 8.93977693167754e-05 0.00209598366468198 8.93827201953389e-05 0.0296307050368855 8.99003864016327e-05 0.00221994248960151 8.94144232656578e-05 0.0154060233121114 8.94404924292684e-05 0.94514032571257 8.94116482885559e-05 0.00505947011356936 0.994940529886431 1
20.66699 0.13349 148.96348 204 28 35.826 44.324 0 0 6.062 8.353 5.682 7.955 24.082 30.382 -9 0 0.0085282 0.0108181 0.0084819 0.0107958 0.0084967 0.0105796 0.0083896 0.0104594 0.0040182 0.3833699 0.0161993 0.3797113 0.0085098 0.0107807 4.8e-06 0.0004118 -0.0002755 0.0162 0.9909204 1.34589111320069e-05 1.34577199525154e-05 1.34560372856121e-05 1.34557531370184e-05 1.34568834127671e-05 1.34572814393042e-05 1.34567904759035e-05 1.3456011342979e-05 1.34571844796516e-05 1.34569605010867e-05 1.34555026811625e-05 1.34564701977237e-05 0.000271122445585242 1.34569619583971e-05 0.999540483189697 1.34558967218719e-05 8.07425863592241e-05 0.999919257413641 1
8.86179 8.38367 38.24851 153 29 16.328 15.515 0 0 2.69 3.309 2.594 3.401 11.044 11.063 -9 0 0.0038235 0.0037844 0.003812 0.0037966 0.0038712 0.0037369 0.0038441 0.0037314 -0.0152148 0.8429604 -0.0058956 0.8648909 0.0038065 0.0037461 -1.12e-05 0.0001703 -0.0006173 0.0233585 0.9759901 1.38728038558693e-05 1.38730545248205e-05 1.38744639652487e-05 1.3873725477205e-05 1.38745600918907e-05 1.38736713180202e-05 7.48383981593169e-05 1.38741473060186e-05 1.38734736931938e-05 1.38715208495064e-05 1.38740788674762e-05 1.38735703815835e-05 1.38720860195977e-05 1.38811719977764e-05 0.999730928660615 1.38706128774879e-05 8.32422792330544e-05 0.999916757720767 1
23.0228 5.58378 56.64147 38 30 15.498 24.129 0 0 2.532 4.536 2.742 4.929 10.224 16.365 -9 0 0.0035869 0.0057153 0.0036262 0.0058599 0.0035955 0.0056245 0.0036547 0.0057833 -0.0885874 0.8433133 -0.0898195 0.8304231 0.0036137 0.0057879 7.1e-06 0.0002793 0.0007751 0.0211557 0.9878842 1.24700714217572e-05 1.24702344630546e-05 1.24702565836451e-05 1.24698091300629e-05 1.24702377472854e-05 1.24699267329799e-05 1.24699656103596e-05 1.24698338076789e-05 1.24700669452525e-05 1.24699835728254e-05 1.24701837231229e-05 1.24700732099067e-05 1.24701569843978e-05 1.24702682548452e-05 0.999812948799552 1.2470132260514e-05 7.48205360787851e-05 0.999925179463921 1
25.14683 12.78615 115.39461 447 31 93.342 33.355 0 0 15.286 8.035 15.806 8.56 62.25 24.576 -9 0 0.0222261 0.0092075 0.022214 0.0090634 0.0222378 0.0084552 0.0223382 0.0085052 -0.0055596 0.5488488 -0.0278992 0.5396116 0.022223 0.0090239 2.9e-06 0.0006644 -3.65e-05 0.0153965 0.9530999 1.98554020688141e-05 1.98508495863647e-05 1.98480906187419e-05 1.98562231997873e-05 1.98502646065497e-05 1.98506002436178e-05 0.000658158091214136 1.98548036584414e-05 0.0011098574301941 1.98468650370807e-05 0.000259710893228063 1.98500443801466e-05 0.00122389883204094 1.98491310362487e-05 0.996530011123752 1.98513551346864e-05 0.000119111430323875 0.999880888569676 1
7.67409 13.76319 121.61084 373 32 24.636 14.673 0 0 4.112 3.548 4.118 3.716 16.406 10.672 -9 0 0.005722 0.0037643 0.0057183 0.003808 0.0057834 0.0035495 0.0057851 0.0035912 -0.040534 0.7633621 -0.0434065 0.7604797 0.0057259 0.0037433 5.8e-06 0.000288 0.0008763 0.0252634 0.9587874 0.000156889312437326 4.34176186388309e-05 4.34162147229602e-05 4.34158561774491e-05 4.34148462239169e-05 4.34237614927629e-05 0.000926819312020344 4.34173767474e-05 0.0111099182856426 4.34145606225235e-05 0.000176170262640578 4.34216337330069e-05 0.0077568106900471 4.3418176416941e-05 0.97943922155609 4.34105363465528e-05 0.000373977609693246 0.999626022390307 1
23.90022 12.54059 192.36272 369 33 76.748 44.249 0 0 13.018 9.212 12.898 9.383 50.832 30.701 -9 0 0.0181339 0.0111558 0.0179769 0.011061 0.018118 0.010709 0.0180639 0.0106636 -0.0489986 0.6043769 -0.0647451 0.5975407 0.018072 0.011095 1.67e-05 0.0006508 0.0003465 0.0179277 0.9794772 2.60174574581513e-05 2.60146408675136e-05 2.6018489436489e-05 2.60131708485481e-05 2.60179889820274e-05 2.60149572298163e-05 0.000438642715520672 2.60136993906881e-05 0.00209005625436353 2.60147459575382e-05 0.000237441110473024 2.60176450060649e-05 0.00170048176729908 2.60151165021911e-05 0.995247202883702 2.60173569629428e-05 0.000156096704822546 0.999843903295178 1
6.45746 15.22364 52.01392 80 34 9.364 8.666 0 0 1.56 2.236 1.584 2.204 6.22 5.891 -9 0 0.0021102 0.0020173 0.0021354 0.0020259 0.0021929 0.0020384 0.0021997 0.0020556 -0.0824275 0.9023971 -0.0560874 0.8745852 0.0021184 0.0020029 -4.4e-06 0.0001091 -0.0009638 0.0230954 0.9488994 0.000824704915840421 3.58624861475953e-05 3.58692047163395e-05 3.58668578703452e-05 0.00207257450578982 3.58699531948616e-05 0.000692125120116453 3.58725656060792e-05 3.58688616867228e-05 3.5868497756516e-05 0.000345087353973092 3.58631740299823e-05 0.00040967801990805 3.58728657375491e-05 0.995297144384564 3.58712330621508e-05 0.00304074792355938 0.996959252076441 1
12.64407 7.39115 183.75411 423 35 45.34 21.56 0 0 7.836 5.486 7.428 5.177 30.076 15.834 -9 0 0.0105054 0.0056739 0.010458 0.0056713 0.0106862 0.0052711 0.0105712 0.0052641 -0.0670401 0.6794937 -0.0623778 0.6496423 0.0105134 0.0056395 3.17e-05 0.0004397 0.001067 0.0182746 0.9469727 0.000363561486176962 5.7900207334832e-05 0.000268420553124296 5.79417635078782e-05 5.79560745543171e-05 5.79082982354668e-05 0.00334544213975144 5.79261421407053e-05 0.0252679173604639 5.78956616356428e-05 0.0010971268688814 5.79481375889135e-05 0.0165161875018659 5.79414920496475e-05 0.952620005112445 5.79212002433845e-05 0.000863688382933752 0.999136311617066 1
26.15976 15.79045 148.61188 273 36 63.634 50.223 0 0 10.698 10.14 10.588 9.752 42.348 34.37 -9 0 0.0157366 0.0132623 0.0155407 0.0128996 0.0155259 0.0125847 0.0154126 0.0124007 0.0429454 0.7133154 -0.0034839 0.737662 0.015723 0.0131387 8.43e-05 0.0007906 0.0012782 0.020028 0.9807749 0.00341836612281982 9.19620476123035e-05 9.19658493575014e-05 9.19665040146191e-05 9.1935483892035e-05 9.1927713563569e-05 9.19455712614265e-05 9.19569663603676e-05 0.00720829815619005 9.19304145511003e-05 0.00438466861403365 9.19539692522619e-05 0.013661097689573 9.19408797775032e-05 0.970316146373506 9.19376442345561e-05 0.00387812372125985 0.99612187627874 1
9.75829 0.46608 175.2119 56 37 5.026 14.298 0 0 0.9 2.972 0.776 2.622 3.35 9.72 -9 0 0.0012232 0.003543 0.0011932 0.0034846 0.0011979 0.0034255 0.001163 0.003332 0.025395 0.3308298 0.0090824 0.388772 0.0012065 0.003499 -1.7e-06 0.0001041 -0.0006364 0.0261505 0.9844952 1.14693221916788e-05 1.1470285278484e-05 1.14700806288987e-05 1.14693383603362e-05 1.14693402272173e-05 1.14699519140855e-05 1.14700694009296e-05 1.14695894805441e-05 1.14696287203003e-05 1.14699717797699e-05 1.14700674602323e-05 1.14692713323402e-05 1.14696650312611e-05 1.14709871527969e-05 0.999827952819112 1.1469611929412e-05 6.88183186007005e-05 0.9999311816814 1
27.32101 5.25321 152.52731 288 38 64.996 54.612 0 0 10.922 10.718 10.712 10.476 43.362 37.363 -9 0 0.0162585 0.014418 0.0160401 0.0139962 0.0162329 0.0139034 0.0160592 0.0136774 0.0015114 0.7006192 -0.0040391 0.6960899 0.0161588 0.0141219 9.5e-06 0.0005922 0.0006589 0.0215053 0.9830898 1.64533304926589e-05 1.64546200793703e-05 0.000586731443858824 1.64689766328602e-05 1.64590160092951e-05 1.64612749062379e-05 1.64521802527972e-05 1.64673249283401e-05 0.000716040343379725 1.64543230595027e-05 1.6453596419982e-05 1.64544548954379e-05 0.000111606661582307 1.64543706250673e-05 0.998388128921404 1.64591614734955e-05 0.000669028661979246 0.999330971338021 1
13.70387 15.88649 87.93102 323 39 40.252 25.4 0 0 6.556 5.161 6.886 5.643 26.81 18.132 -9 0 0.0093219 0.0064368 0.00935 0.0064206 0.0094049 0.0060946 0.0094979 0.0061661 -0.0599645 0.7171631 -0.0919573 0.6902836 0.0093225 0.0063772 -1.35e-05 0.0003769 -0.0011223 0.0173798 0.9729752 2.24359836566085e-05 2.24362864977953e-05 2.44448925314028e-05 2.24336526537277e-05 2.24406260483748e-05 2.24338976024995e-05 0.000120037281426868 2.24350460748686e-05 0.00239727810778998 2.24399881729654e-05 0.000322044464379072 2.243395494755e-05 0.00158363002763825 2.24316234185466e-05 0.99532821263484 2.24315323219057e-05 0.000136625338990409 0.99986337466101 1
