dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	Wald_avg	Wald_std	piA_avg	piA_std	piB_avg	piB_std	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	FST_avg	FST_std	corr_pi
755	69.514	47.077	8.823	13.196	23.945	18.294	24.895	20.940	11.852	18.069	7.048	21.054	0.2392068	0.0841828	0.2450440	0.0847165	0.2399682	0.0838557	0.2450532	0.0833391	-0.0225412	0.6462287	-0.0066486	0.6435774	0.4031616	0.1432852	0.1610361	0.1733884	0.2330232	0.2487405	0.2701693
756	58.625	43.905	6.285	14.685	18.664	17.580	19.268	17.139	14.409	16.716	0.799	20.213	0.2221814	0.0959673	0.2295464	0.0956758	0.2228933	0.0953014	0.2291132	0.0941130	-0.0265268	0.6668285	0.0167689	0.6787979	0.3256020	0.1643652	0.0997382	0.1753153	0.1430381	0.2459520	0.3805751
757	24.876	19.671	0.078	0.631	7.490	7.910	7.806	8.726	9.503	9.557	-8.932	1.144	0.1171013	0.0683228	0.1154875	0.0644483	0.1169956	0.0667052	0.1160071	0.0648331	-0.0025350	0.7814986	-0.0358686	0.7714167	0.1194427	0.0608993	0.0031483	0.0294894	0.0116066	0.1186436	0.5738361
758	45.484	34.211	0.301	2.074	13.462	14.582	13.327	13.895	18.394	17.613	-8.534	3.555	0.2101455	0.1055701	0.2126553	0.1087154	0.2110741	0.1054588	0.2118187	0.1052420	-0.0508645	0.7263840	-0.0169805	0.6996247	0.2152342	0.0976142	0.0038339	0.0564436	0.0055981	0.1165613	0.5033645
759	13.882	17.446	1.194	8.417	4.266	6.511	3.808	5.278	4.614	6.014	-7.795	8.014	0.0597000	0.0506099	0.0567040	0.0454007	0.0598290	0.0490993	0.0565465	0.0446168	-0.0329259	0.8597770	0.0032802	0.8601890	0.0724802	0.0964608	0.0142782	0.0799391	0.0277073	0.1721534	0.5805821
760	61.388	44.579	4.586	10.034	19.397	18.499	20.660	19.563	16.745	19.968	-1.329	15.306	0.2401310	0.1098511	0.2488147	0.1070478	0.2401488	0.1076885	0.2495571	0.1043168	-0.0167491	0.7056110	-0.0421247	0.6797422	0.3310144	0.1492623	0.0865416	0.1561791	0.1271284	0.2272141	0.3606857
761	57.808	41.671	1.630	5.638	17.865	15.196	18.521	17.448	19.791	19.400	-6.166	9.638	0.2496409	0.0977205	0.2538462	0.0962904	0.2519015	0.0982079	0.2533930	0.0940097	-0.0817550	0.6210542	0.0030963	0.6605216	0.2815425	0.1099526	0.0297990	0.0998825	0.0447312	0.1600730	0.3742037
762	21.769	16.140	0.218	1.908	6.810	7.491	6.791	7.601	7.950	7.860	-8.682	2.889	0.1023905	0.0605065	0.1008277	0.0611671	0.1020645	0.0589209	0.1008692	0.0593882	0.0162315	0.8265911	-0.0299459	0.7997454	0.1062104	0.0565930	0.0046013	0.0341614	0.0185723	0.1297787	0.5151263
763	45.470	37.526	8.904	12.272	23.473	23.684	8.636	8.882	4.457	9.017	6.299	18.770	0.1892309	0.1087778	0.0888298	0.0810429	0.1902579	0.1077343	0.0890684	0.0804858	-0.0726682	0.6338425	-0.0417737	0.8195793	0.2910948	0.1726848	0.1520646	0.1539228	0.2884588	0.2750741	0.1901657
764	23.360	24.006	1.246	8.531	7.436	9.400	6.224	8.307	8.455	10.436	-7.706	7.824	0.1087425	0.0828341	0.0986677	0.0770160	0.1087791	0.0822067	0.0988713	0.0762136	-0.0204720	0.7790408	-0.0376292	0.8014541	0.1212620	0.1254497	0.0175569	0.1028835	0.0215885	0.1656795	0.6460698
765	21.915	22.502	0.133	1.640	5.155	7.273	7.318	10.529	9.309	14.505	-8.815	2.324	0.0945373	0.0850642	0.1073802	0.0879465	0.0945725	0.0843810	0.1070751	0.0865623	0.0218138	0.8513323	-0.0283021	0.8308674	0.1042425	0.0807034	0.0032838	0.0387590	0.0171627	0.1363308	0.5977975
766	21.521	16.114	4.113	5.347	6.342	6.510	9.399	8.915	1.667	3.682	-1.865	10.990	0.0552038	0.0391563	0.0744947	0.0421519	0.0550634	0.0385038	0.0745029	0.0415408	-0.0066325	0.8470650	0.0033609	0.8058880	0.1358618	0.0687480	0.0710125	0.0648119	0.3231753	0.2685201	0.1351461
767	58.473	44.606	9.741	20.877	14.725	13.055	18.837	17.126	15.170	19.861	3.161	22.558	0.2007319	0.1198975	0.2250108	0.1050496	0.2006109	0.1190365	0.2249436	0.1047942	-0.0011796	0.7569755	0.0111106	0.7184079	0.3522607	0.2143584	0.1393893	0.2375845	0.1759444	0.3085544	0.5623131
768	40.274	28.531	3.174	6.092	15.301	13.790	14.174	12.270	7.625	10.088	-2.436	12.242	0.1577069	0.0623445	0.1489366	0.0625806	0.1580325	0.0617556	0.1495277	0.0628381	-0.0241265	0.6771936	-0.0387323	0.6908849	0.2187463	0.0917254	0.0654246	0.0898230	0.1585761	0.2185978	0.3535185
769	34.407	36.496	6.780	18.037	11.860	15.855	7.774	8.611	7.993	9.771	-0.847	20.170	0.1332547	0.0788214	0.1074426	0.0650879	0.1334705	0.0783014	0.1079328	0.0654462	-0.0206193	0.7585294	-0.0264888	0.7968344	0.2142068	0.2215237	0.0938580	0.2073860	0.1206224	0.2763492	0.2977981
770	48.000	41.781	6.375	16.870	10.625	13.295	17.292	19.842	13.708	17.688	-1.569	16.620	0.1596296	0.1340552	0.2031063	0.1270540	0.1586117	0.1316856	0.2030585	0.1265155	0.0198086	0.8226434	-0.0115940	0.7402317	0.2770936	0.1944310	0.0957260	0.1963911	0.1474013	0.2923133	0.4954791
771	58.961	43.610	11.906	19.609	16.582	15.280	19.490	18.025	10.983	16.800	6.998	23.615	0.1861642	0.0986835	0.2049973	0.1026420	0.1862662	0.0959288	0.2056789	0.1004065	-0.0418070	0.7153132	-0.0534167	0.7222755	0.3825937	0.2217852	0.1870129	0.2409312	0.2477750	0.3120368	0.3139487
772	52.229	38.454	2.163	9.190	18.632	18.337	14.368	12.918	17.067	16.481	-5.824	12.296	0.2361518	0.0940375	0.2146363	0.1079181	0.2368549	0.0942091	0.2143496	0.1071759	-0.0197614	0.6119782	-0.0052184	0.7048678	0.2545832	0.1062905	0.0291891	0.1009969	0.0557960	0.1758135	0.4716699
773	56.222	40.906	1.810	5.297	17.532	18.051	18.614	19.301	18.266	19.545	-5.937	8.823	0.2400814	0.1177318	0.2493233	0.1216956	0.2391103	0.1146984	0.2478584	0.1185520	0.0216545	0.7504420	0.0361561	0.7555980	0.2853929	0.1224166	0.0406907	0.1002748	0.0689153	0.1714511	0.3152542
774	49.695	36.726	2.569	5.547	20.279	19.562	15.492	14.249	11.355	13.517	-4.226	10.899	0.2134329	0.0880953	0.1801297	0.0905771	0.2146396	0.0885448	0.1803530	0.0902163	-0.0466530	0.6159084	-0.0031721	0.7293105	0.2551426	0.1056403	0.0583613	0.0974140	0.1217995	0.1995810	0.3972513
775	23.035	16.940	0.213	1.548	6.763	6.625	7.299	7.649	8.760	8.408	-8.688	3.019	0.1035314	0.0515787	0.1059028	0.0537697	0.1042338	0.0514140	0.1061954	0.0532490	-0.0703337	0.7386572	-0.0327926	0.7406690	0.1081228	0.0476091	0.0034057	0.0302114	0.0149423	0.1340298	0.4818515
776	26.198	23.586	1.824	4.827	6.900	8.207	11.207	14.480	6.266	8.867	-5.823	8.724	0.0886177	0.0631411	0.1187638	0.0812301	0.0889475	0.0618424	0.1192185	0.0807434	-0.0522756	0.8045977	-0.0565574	0.7909358	0.1413611	0.1078282	0.0376703	0.0809422	0.0971416	0.2035985	0.3422854
777	15.142	19.074	0.963	4.709	4.828	7.129	3.985	6.694	5.366	9.344	-7.673	6.187	0.0676276	0.0657860	0.0606811	0.0636281	0.0673656	0.0648746	0.0604935	0.0629889	-0.0396202	0.8163757	0.0051290	0.8332918	0.0802166	0.0921731	0.0160622	0.0721107	0.0477286	0.1989407	0.7244573
778	57.464	40.164	2.623	7.594	14.769	15.967	21.445	23.037	18.627	19.794	-4.521	11.428	0.2320467	0.1438055	0.2696473	0.1104617	0.2306067	0.1409636	0.2709735	0.1088583	0.0430327	0.7523084	-0.0660241	0.6685454	0.2988250	0.1123961	0.0479780	0.1160267	0.0900323	0.2065268	0.2107871
779	54.896	40.360	0.163	1.457	16.505	15.622	16.201	14.184	22.028	19.844	-8.736	2.650	0.2585138	0.1097057	0.2576807	0.1083051	0.2575838	0.1082958	0.2584644	0.1078361	0.0332395	0.7186648	-0.0199185	0.6861278	0.2587984	0.0955195	0.0007011	0.0495427	-0.0010022	0.0927266	0.4911935
780	36.706	25.049	0.569	2.063	12.786	10.703	13.835	11.489	9.516	9.009	-8.159	4.440	0.1492158	0.0654127	0.1573190	0.0565573	0.1513737	0.0665170	0.1602576	0.0583020	-0.1266898	0.5839391	-0.1567098	0.5600179	0.1665872	0.0591134	0.0133197	0.0471540	0.0416358	0.1376213	0.5082869
781	38.444	28.315	8.248	12.739	4.689	7.122	24.262	19.522	1.244	3.454	2.475	15.628	0.0392890	0.0547107	0.1734775	0.0803718	0.0396677	0.0549387	0.1743834	0.0795324	-0.0418711	0.8688680	-0.0671742	0.6850886	0.2572506	0.1439411	0.1508674	0.1410445	0.3777415	0.2463955	0.0684180
782	59.427	42.158	0.555	3.850	17.229	15.976	17.381	16.291	24.262	21.532	-8.294	4.940	0.2789733	0.1090047	0.2809967	0.1085791	0.2785536	0.1080552	0.2818801	0.1060587	0.0272165	0.6772827	-0.0538908	0.6481702	0.2883956	0.1017130	0.0084107	0.0818537	0.0091225	0.1252197	0.4083450
783	54.009	40.118	2.569	8.606	15.730	14.629	17.695	17.425	18.015	18.367	-5.159	12.231	0.2266738	0.1049166	0.2351016	0.0975278	0.2270536	0.1040546	0.2362239	0.0961701	-0.0254643	0.6546827	-0.0736012	0.6455020	0.2745312	0.1257094	0.0436437	0.1239405	0.0684871	0.1930452	0.4230042
784	45.691	35.044	0.588	5.235	14.762	14.985	12.795	12.547	17.547	17.019	-8.185	6.063	0.2193523	0.1129800	0.2058373	0.1033993	0.2191268	0.1115980	0.2072465	0.1041606	-0.0029491	0.6969014	-0.0653895	0.7013481	0.2194885	0.1079318	0.0068937	0.0656496	0.0066098	0.1205661	0.5410350
785	8.810	7.513	0.039	0.468	2.811	3.276	2.865	3.538	3.094	3.901	-8.963	0.860	0.0396041	0.0283713	0.0397184	0.0291880	0.0400656	0.0284033	0.0395760	0.0282741	-0.1122640	0.7836679	-0.0269398	0.8516374	0.0400489	0.0258149	0.0003876	0.0113448	0.0026863	0.1210316	0.5550460
786	43.789	32.977	5.834	16.481	12.972	12.249	11.580	11.222	13.403	14.909	-2.390	16.443	0.1800400	0.0909116	0.1670521	0.0912159	0.1790578	0.0873240	0.1668510	0.0894502	0.0231218	0.7817333	-0.0187578	0.7243595	0.2607507	0.1933056	0.0872047	0.2042842	0.1155516	0.2774539	0.4686343
787	54.370	44.320	11.906	17.552	21.617	22.707	13.292	12.715	7.555	12.034	9.096	23.718	0.1935101	0.0955581	0.1433923	0.0929268	0.1936619	0.0945587	0.1421763	0.0904376	-0.0273581	0.6940604	0.0235324	0.7879948	0.3486819	0.1962169	0.1802309	0.1992866	0.2793651	0.3062653	0.2798476
788	51.453	37.947	7.033	8.727	20.246	17.879	18.540	17.649	5.634	10.952	5.508	16.301	0.1730568	0.0709177	0.1595531	0.0691831	0.1740631	0.0707717	0.1600499	0.0683146	-0.0639202	0.6513219	-0.0295498	0.7033430	0.2979557	0.1212073	0.1316507	0.1212537	0.2626539	0.2453793	0.2015613
789	52.789	37.485	7.808	17.409	18.109	17.242	12.185	12.397	14.688	16.613	0.323	19.714	0.2210100	0.0943857	0.1831081	0.1206427	0.2212001	0.0932099	0.1833797	0.1207214	-0.0089528	0.6907488	0.0121566	0.7437935	0.3107247	0.1741540	0.1086658	0.2062712	0.1628810	0.3050699	0.4154333
790	22.484	15.853	0.039	0.328	7.823	6.966	7.946	7.032	6.677	7.261	-8.967	0.774	0.0963992	0.0488017	0.0957394	0.0476367	0.0971104	0.0479347	0.0971140	0.0477853	-0.1050028	0.6858920	-0.1410490	0.6759382	0.0996063	0.0409171	0.0035369	0.0207942	0.0190689	0.0987472	0.3119268
791	16.203	24.669	11.253	23.101	2.166	2.795	1.786	2.458	0.998	1.753	-6.078	8.612	0.0214748	0.0196171	0.0184608	0.0165472	0.0215651	0.0194966	0.0183917	0.0162110	-0.0350792	0.7873704	0.0009854	0.8007814	0.1636821	0.2425135	0.1437143	0.2436918	0.3137732	0.4196475	0.2423388
792	48.190	37.171	7.645	17.233	12.100	11.300	15.200	14.797	13.246	16.516	0.482	19.849	0.1676559	0.0903955	0.1913689	0.0895726	0.1677206	0.0893237	0.1918702	0.0883495	-0.0168720	0.7099779	-0.0349937	0.6894078	0.2919917	0.1980161	0.1124794	0.2120212	0.1566329	0.2957785	0.4317232
793	18.309	32.474	9.699	30.605	2.952	3.548	2.891	3.534	2.767	4.465	-6.163	9.147	0.0388572	0.0336133	0.0382094	0.0335218	0.0388241	0.0331146	0.0384411	0.0335040	-0.0136655	0.8771482	-0.0237262	0.8502300	0.1520109	0.2758063	0.1134776	0.2786466	0.1538095	0.3465427	0.5039973
794	67.597	47.766	15.758	23.879	15.608	14.163	23.484	20.522	12.747	20.058	10.366	25.455	0.1880523	0.1213508	0.2430478	0.1043803	0.1882239	0.1197306	0.2430236	0.1025314	-0.0369618	0.7110291	-0.0112592	0.7106280	0.4415740	0.2158020	0.2260241	0.2684705	0.2884746	0.3383169	0.3938451
795	39.220	28.163	0.521	1.728	14.621	13.381	14.782	12.663	9.296	9.206	-8.342	3.716	0.1579598	0.0528782	0.1609548	0.0517524	0.1602532	0.0537350	0.1633017	0.0533119	-0.1368172	0.5524672	-0.1226393	0.5822584	0.1763887	0.0545552	0.0169316	0.0461531	0.0473303	0.1316832	0.3674943
796	60.603	44.400	10.244	18.708	19.887	17.942	18.375	17.547	12.096	16.375	4.444	22.334	0.2138734	0.0954252	0.2035123	0.1053524	0.2139096	0.0934470	0.2040698	0.1043179	-0.0185630	0.6971546	-0.0290805	0.7082760	0.3697344	0.2021254	0.1610415	0.2247627	0.2190701	0.2922930	0.3036484
797	26.128	24.833	0.730	4.707	6.889	9.786	7.595	11.473	10.913	13.917	-8.198	5.087	0.1229343	0.1020998	0.1283891	0.1109935	0.1218097	0.0995738	0.1279188	0.1086404	0.0328679	0.8883777	-0.0023587	0.8605332	0.1339577	0.1078401	0.0082961	0.0723072	0.0227846	0.1686860	0.6191250
798	53.048	42.731	13.754	18.421	20.261	20.267	13.322	12.247	5.712	10.855	11.362	23.316	0.1744405	0.0835044	0.1280415	0.0755854	0.1745806	0.0820743	0.1280761	0.0748907	-0.0228046	0.7278308	-0.0174615	0.7932598	0.3540764	0.1858163	0.2028351	0.1936448	0.3345791	0.3154114	0.1777312
799	43.309	36.693	0.673	5.050	12.488	15.437	13.854	14.498	16.294	17.967	-8.163	5.161	0.1969714	0.1263911	0.2040230	0.1238931	0.1963347	0.1253052	0.2050880	0.1228096	0.0307199	0.7921295	-0.0976268	0.6981582	0.2106916	0.1178766	0.0101943	0.0698532	0.0336248	0.1442571	0.6258457
800	41.832	27.983	0.118	0.907	13.669	10.679	14.168	11.281	13.876	11.461	-8.872	1.732	0.1850273	0.0620982	0.1870816	0.0611792	0.1877708	0.0631633	0.1897313	0.0621698	-0.1391889	0.5587934	-0.1359743	0.5328385	0.1879165	0.0509653	0.0018621	0.0306026	0.0051703	0.0893841	0.3608071
801	49.316	39.184	8.688	12.334	14.198	14.049	20.333	20.336	6.098	11.121	5.571	18.317	0.1347182	0.0812504	0.1783421	0.0885214	0.1354938	0.0797063	0.1780149	0.0873091	-0.0935624	0.7454416	0.0128674	0.7405731	0.3108080	0.1724400	0.1542780	0.1628870	0.2730629	0.2708455	0.2353851
802	72.654	49.007	24.185	22.291	29.226	21.948	15.540	13.321	3.704	12.560	24.567	24.873	0.2183445	0.0809297	0.1250186	0.0773507	0.2203362	0.0814680	0.1249639	0.0766054	-0.0829233	0.6556228	-0.0033788	0.7710829	0.5419067	0.1607630	0.3702251	0.1931356	0.5098935	0.2473421	0.0403732
803	41.810	47.657	21.926	35.665	11.689	14.536	5.107	7.007	3.087	6.118	7.299	23.767	0.0996034	0.0766099	0.0557416	0.0627870	0.1000534	0.0756718	0.0552243	0.0607753	-0.0921997	0.7491144	0.0104325	0.8513439	0.3656685	0.3520891	0.2879961	0.3445735	0.3635328	0.4025567	0.2643702
804	65.904	46.557	7.647	11.851	23.545	18.886	25.244	21.772	9.468	15.002	5.198	19.647	0.2229904	0.0821836	0.2298977	0.0869906	0.2237197	0.0813893	0.2312929	0.0861556	-0.0285968	0.6325433	-0.0678377	0.6318051	0.3690308	0.1305390	0.1425868	0.1468729	0.2283475	0.2303094	0.2020404
805	25.458	25.288	6.597	12.681	5.198	6.828	9.930	13.247	3.734	6.360	-0.776	13.912	0.0624173	0.0658088	0.0933651	0.0760151	0.0620558	0.0652797	0.0933443	0.0748398	0.0156773	0.8590954	-0.0504270	0.8194076	0.1757721	0.1532843	0.0978810	0.1441241	0.2591946	0.3322031	0.3450958
806	38.009	27.385	0.189	0.916	14.155	11.626	14.044	11.407	9.621	9.097	-8.782	2.127	0.1545004	0.0492814	0.1553008	0.0504306	0.1583306	0.0511020	0.1589395	0.0522714	-0.2244261	0.5201191	-0.2044834	0.5343863	0.1607455	0.0423695	0.0058448	0.0282013	0.0207223	0.0983803	0.4623924
807	63.403	44.574	0.094	0.600	19.113	17.187	19.795	17.677	24.401	20.729	-8.863	1.593	0.2905383	0.1075056	0.2963334	0.1102950	0.2931585	0.1071581	0.2970406	0.1079623	-0.0952514	0.5646750	-0.0523833	0.5929675	0.2907895	0.0880017	-0.0026462	0.0475467	-0.0025716	0.0838560	0.4533806
808	38.366	38.142	2.900	9.943	10.022	13.757	16.368	21.401	9.076	12.476	-5.111	10.872	0.1341839	0.1262350	0.1710018	0.1356917	0.1326901	0.1232913	0.1704595	0.1328424	0.0634960	0.9353129	-0.0467075	0.7415802	0.2174158	0.1736277	0.0648228	0.1236380	0.1244528	0.2128495	0.4942245
809	26.425	30.509	3.921	14.134	6.198	8.522	9.031	11.446	7.275	11.971	-5.196	13.268	0.0890632	0.0912127	0.1077542	0.0942280	0.0890116	0.0911867	0.1084181	0.0933262	0.0274346	0.8442022	-0.1035405	0.7520900	0.1584603	0.2046349	0.0600515	0.1852098	0.0872205	0.2422515	0.7175340
810	64.449	45.154	0.349	2.427	19.545	18.130	18.085	16.780	26.470	24.858	-8.579	3.019	0.3049447	0.1143132	0.2951421	0.1134290	0.3037053	0.1126578	0.2943092	0.1129445	0.0410314	0.6990382	0.0429996	0.7708154	0.3096699	0.0926042	0.0096266	0.0688276	0.0178563	0.1136888	0.3104694
811	51.018	40.056	0.579	3.269	14.900	14.939	15.368	16.907	20.172	20.509	-8.126	4.821	0.2353496	0.1254544	0.2324179	0.1226768	0.2341769	0.1231708	0.2333081	0.1216509	0.0394173	0.7774841	-0.0610879	0.7251025	0.2456805	0.1180060	0.0117967	0.0763123	0.0183848	0.1330847	0.4893783
812	24.954	26.893	1.436	7.495	7.604	10.171	8.157	12.196	7.756	8.658	-6.861	10.489	0.1018041	0.0669308	0.1052997	0.0688304	0.1013438	0.0646409	0.1056202	0.0676744	-0.0098309	0.7824447	-0.0446722	0.7947021	0.1241376	0.1114472	0.0205857	0.0833962	0.0333388	0.1661256	0.4883366
813	39.377	31.916	3.349	13.833	9.201	11.099	15.044	16.144	11.782	13.192	-5.471	13.698	0.1467873	0.1133015	0.1824677	0.0928181	0.1467185	0.1123516	0.1827420	0.0912930	-0.0006147	0.8016074	-0.0404953	0.7192917	0.2110829	0.1405867	0.0464555	0.1379908	0.1004541	0.2249987	0.4502688
814	67.438	47.136	0.935	4.957	21.327	17.227	21.808	18.768	23.368	20.445	-7.307	8.252	0.2995490	0.0981648	0.2982463	0.0970153	0.3010058	0.0989184	0.3000305	0.0963094	-0.0305399	0.5765620	-0.0596470	0.5876378	0.3154264	0.0901418	0.0165287	0.0802440	0.0257988	0.1253358	0.4040055
815	14.172	25.976	4.697	13.216	1.728	2.656	6.447	13.371	1.299	2.801	-3.401	14.374	0.0203763	0.0266145	0.0537015	0.0765477	0.0204796	0.0272776	0.0542589	0.0766272	-0.0053816	0.8475639	-0.1438176	0.7481644	0.1074311	0.1923905	0.0703922	0.1611961	0.1475339	0.2816012	0.1981046
816	44.909	41.967	8.793	17.462	11.360	12.106	17.486	19.807	7.270	9.993	4.344	23.479	0.1255542	0.0815785	0.1695162	0.0964496	0.1258930	0.0816269	0.1702390	0.0964604	-0.0201289	0.7865731	-0.0393430	0.7110990	0.2804992	0.2202721	0.1329639	0.1977412	0.1942832	0.2825564	0.3521718
817	24.841	17.658	0.673	1.759	11.061	9.373	8.255	6.957	4.852	7.040	-8.007	4.317	0.1035756	0.0441768	0.0862943	0.0467454	0.1056907	0.0447884	0.0871526	0.0468955	-0.1909058	0.5903236	-0.0810194	0.7544052	0.1148658	0.0431298	0.0199309	0.0359811	0.1013730	0.1659672	0.3541494
818	40.392	31.677	1.216	7.377	11.695	11.544	11.449	12.361	16.031	16.715	-7.845	6.647	0.1852822	0.0984959	0.1812982	0.1038456	0.1858537	0.0984995	0.1809728	0.1020763	-0.0246154	0.7023676	0.0155603	0.7722072	0.2058040	0.1338348	0.0225138	0.1220431	0.0299333	0.1736657	0.5850061
819	36.163	42.636	19.699	34.610	4.669	5.872	8.275	10.033	3.519	6.235	3.368	20.834	0.0555789	0.0499382	0.0794633	0.0609192	0.0558250	0.0502980	0.0793795	0.0603267	0.0007934	0.8495782	0.0075853	0.7744099	0.3070660	0.3391626	0.2395448	0.3395508	0.3024739	0.4154614	0.3829638
820	42.708	33.186	3.608	10.407	12.486	11.746	13.429	13.199	13.185	14.732	-3.732	14.211	0.1739314	0.0866118	0.1809409	0.0896291	0.1749467	0.0866630	0.1816142	0.0887015	-0.0625376	0.6915013	-0.0430842	0.7033857	0.2323142	0.1407596	0.0548781	0.1419777	0.0897781	0.2409692	0.5421585
821	65.800	48.592	14.477	21.068	17.562	14.685	24.935	21.835	8.826	13.781	12.137	26.809	0.1844693	0.1025968	0.2286667	0.0884645	0.1839619	0.1011634	0.2298842	0.0890346	0.0049864	0.7322251	-0.0375908	0.6710361	0.4175580	0.1831206	0.2109899	0.2157889	0.3010416	0.2981858	0.2990692
822	50.917	34.458	0.821	3.704	16.884	14.676	16.327	13.183	16.885	15.507	-7.627	5.912	0.2262782	0.0864736	0.2239757	0.0881228	0.2277343	0.0850938	0.2246681	0.0879862	-0.0798052	0.5891571	-0.0325239	0.6424657	0.2431592	0.0836793	0.0180322	0.0691930	0.0363143	0.1381733	0.4036287
823	61.074	48.104	16.137	26.581	19.098	19.360	14.662	13.391	11.177	16.114	9.292	27.638	0.2030185	0.1038449	0.1775829	0.1089823	0.2031581	0.1012139	0.1782290	0.1069070	-0.0344883	0.7057284	-0.0522492	0.7095320	0.4081848	0.2485195	0.2178840	0.2850696	0.2689126	0.3532765	0.4686297
824	61.799	46.331	5.793	11.487	20.506	19.244	21.793	19.787	13.706	17.360	0.982	17.600	0.2274513	0.0989171	0.2388733	0.0970443	0.2278017	0.0975000	0.2385043	0.0956985	-0.0335242	0.6389484	0.0157095	0.7001075	0.3372698	0.1518986	0.1041077	0.1605382	0.1562051	0.2371625	0.4139190
825	48.342	36.059	11.536	17.548	8.991	8.610	19.207	18.268	8.608	14.052	6.926	21.689	0.1192841	0.0988619	0.1875891	0.0866625	0.1188926	0.0978761	0.1884484	0.0862354	0.0478819	0.8229421	-0.0332507	0.6961068	0.3211644	0.1799422	0.1677279	0.1983211	0.2853506	0.3328093	0.3320315
826	41.821	33.539	0.227	2.332	12.089	11.770	13.490	13.140	16.015	16.981	-8.699	3.442	0.1909928	0.1151777	0.1980972	0.1089868	0.1907452	0.1143869	0.1987896	0.1081220	0.0283743	0.7819911	-0.0578581	0.6927488	0.2004194	0.1047825	0.0058745	0.0505312	0.0151528	0.1108455	0.6387165
827	46.279	31.320	0.987	3.014	17.486	14.874	18.061	14.737	9.745	11.388	-7.335	6.449	0.1823835	0.0699552	0.1867921	0.0689620	0.1839873	0.0707250	0.1887832	0.0697863	-0.0676250	0.6247087	-0.0932142	0.5833724	0.2153118	0.0723742	0.0307237	0.0577298	0.0755552	0.1430375	0.2514844
828	29.558	39.817	8.658	16.073	3.458	6.589	14.338	22.335	3.104	8.635	2.887	20.089	0.0422533	0.0682381	0.1156386	0.1216919	0.0423034	0.0678573	0.1171337	0.1230765	-0.0342499	0.8209657	-0.1210374	0.7098994	0.2095754	0.2445415	0.1306295	0.2002268	0.2010819	0.3197979	0.2709985
829	60.980	43.808	2.932	8.169	20.579	19.438	19.662	17.635	17.808	20.640	-3.930	12.951	0.2593104	0.1082677	0.2519688	0.1114406	0.2592074	0.1059679	0.2521659	0.1105983	-0.0070235	0.7071953	0.0052202	0.7216999	0.3139580	0.1333324	0.0583185	0.1240146	0.0864979	0.1868943	0.3699638
830	36.702	25.006	0.187	1.318	12.353	10.124	12.466	10.493	11.697	10.623	-8.758	2.636	0.1609328	0.0581067	0.1622337	0.0644469	0.1630471	0.0588404	0.1637463	0.0645614	-0.1184259	0.5890068	-0.0942882	0.6010310	0.1672575	0.0561312	0.0056743	0.0325576	0.0171292	0.0999734	0.4800838
831	2.124	5.137	1.845	5.109	0.107	0.344	0.133	0.395	0.039	0.228	-9.000	0.000	0.0009508	0.0029484	0.0010351	0.0031547	0.0009358	0.0028798	0.0010365	0.0031544	0.0178445	0.3850960	0.0065306	0.3749112	0.0252664	0.0592730	0.0242734	0.0592466	0.5406134	0.4607493	0.2596206
832	39.649	35.085	7.004	11.359	10.299	10.874	16.909	19.251	5.436	8.927	2.872	17.258	0.1060959	0.0580775	0.1479378	0.0791735	0.1063835	0.0569831	0.1480622	0.0774427	-0.0533108	0.8000771	-0.0476179	0.6961119	0.2459571	0.1746808	0.1189403	0.1559967	0.2184264	0.2791517	0.2356518
833	20.856	15.468	0.847	1.854	9.952	9.448	7.414	6.476	2.643	4.319	-7.749	4.913	0.0827165	0.0382870	0.0686908	0.0361910	0.0841906	0.0390421	0.0688799	0.0357520	-0.1465188	0.6703635	-0.0652197	0.7477351	0.0976197	0.0431396	0.0219160	0.0307672	0.1192865	0.1679861	0.2041362
834	61.279	44.972	0.277	1.500	16.830	16.219	19.560	18.692	24.612	22.814	-8.545	3.219	0.2761531	0.1162004	0.2907043	0.1166124	0.2754701	0.1122632	0.2911950	0.1141573	-0.0105721	0.7104567	-0.0444130	0.6490721	0.2897197	0.0992634	0.0062910	0.0628809	0.0101191	0.1114902	0.3778325
835	18.344	13.155	0.054	0.425	6.381	5.795	6.490	5.705	5.420	5.541	-8.908	1.241	0.0785457	0.0413927	0.0793377	0.0422652	0.0798733	0.0410302	0.0808865	0.0419536	-0.1893674	0.6662430	-0.2062827	0.6809871	0.0809652	0.0378448	0.0020234	0.0169435	0.0099084	0.0970349	0.5091134
836	60.420	41.622	0.251	1.281	19.791	17.317	18.752	16.250	21.625	18.195	-8.625	2.811	0.2769045	0.0973359	0.2736136	0.1048683	0.2787654	0.0970907	0.2750956	0.1036690	-0.0585309	0.6132627	-0.0642923	0.6198013	0.2806221	0.0854255	0.0053630	0.0518825	0.0106999	0.0978772	0.4465048
