tsplit theta_median tsplit_median mig_median
0.01 4.96838301836261 0.0103434515368834 6.43207981730323
0.01 4.819915261661 0.00854366120096289 5.26987477225344
0.01 5.08150417143018 0.00830309518030494 5.44024622124288
0.01 5.0118979936672 0.00708749945532744 6.15998555780669
0.01 5.05760831024189 0.0134188262089288 6.18737446875092
0.01 5.03988278795428 0.00458111637864307 6.46189613619011
0.01 4.71245108479681 0.0209644594047715 6.39571728176008
0.01 4.94093095444895 0.00892093651442546 5.32435048434782
0.01 5.10115347016523 0.0122981241927916 5.6024227247003
0.01 5.05266443550426 0.00926446861276798 3.63413222598273
0.01 5.03405680728689 0.0116688382208643 5.53331577186213
0.01 4.78006158190075 0.0101077795047729 5.05637299929487
0.01 4.87780808374904 0.013718990065644 5.56520787183513
0.01 4.93248806054779 0.00746771528301843 5.8738981886303
0.01 5.05722309630726 0.00584021208553162 4.85114154360073
0.01 4.87340341452918 0.0153412844268296 5.00759418875974
0.01 4.94984035430003 0.0136887157410749 6.42375540172132
0.01 4.94208747776097 0.0072272054220634 5.84394691522154
0.01 5.04030267219158 0.0096312837243093 7.0271632461825
0.01 5.26757721013326 0.0116882183292107 5.95256282406571
0.01 4.88092573389858 0.00690129409114866 5.66109215700186
0.01 4.98987466614122 0.00990463935186758 5.0545133065941
0.01 5.08303831358081 0.0124582871727882 6.48062683318192
0.01 5.0819909890564 0.00914109298493562 4.79183908553753
0.01 4.68397700299852 0.010879091110797 5.81201778268147
0.01 4.93125649906363 0.019248736295454 6.30226026622992
0.01 4.90800388711238 0.011128271532251 6.36687989135967
0.01 4.96530411402261 0.0123790407808098 4.9158506119334
0.01 5.02644106219983 0.00635936901192576 6.27573554054937
0.01 5.11053970633544 0.0131858167909879 3.81618147203794
0.01 4.92733530109738 0.00635140782473419 4.35950094591231
0.01 5.17534578052748 0.00644201637134268 4.3399329442722
0.01 5.09912942846229 0.0163168553246514 6.76296817414605
0.01 4.79842157327507 0.0122301576849884 7.00937078323404
0.01 5.03779016244046 0.00798341077342445 5.17341537273878
0.01 4.97112382577252 0.0103918355415502 4.92428111252875
0.01 5.33532739460097 0.00866477508699098 3.76145887008771
0.01 5.07880990439377 0.00863418327124334 6.21516792863991
0.01 4.88376540493717 0.0147312032068856 5.8738652889324
0.01 4.90807794201967 0.0159507455743294 6.92415290227665
0.01 5.27983676537174 0.0105426914533197 5.03074312191728
0.01 5.12582932230151 0.00502421978683055 2.98519772027046
0.01 4.93898591568398 0.0153761137307485 6.1245206628351
0.01 4.8773705529169 0.0117246526081493 4.74650539781192
0.01 4.99683199198627 0.00701954955986379 4.97409276838816
0.01 5.08470862747394 0.00222252300671688 3.77514263239024
0.01 4.90192131697447 0.0119326094210838 5.13870788671101
0.01 4.99720352889002 0.0093668081464484 6.27999522653815
0.01 5.01741765741087 0.00772054626940906 6.46998053633778
0.01 4.73807153503943 0.00432709086996446 7.62176557202
0.01 4.86198030708909 0.0157362477627224 5.89699209894643
0.01 5.01073977765254 0.00715623092639566 6.06553448916303
0.01 4.97819691593454 0.0137707756327743 3.75837395281706
0.01 4.98513219715016 0.0210345193735979 5.75796911155219
0.01 4.96629537086896 0.00793304577265007 5.29917722380031
0.01 4.92865844172806 0.00736358761016661 6.12828789960784
0.01 4.84758940442618 0.0152908088224194 4.30763577341753
0.01 5.0835206023718 0.00467132360888326 5.2914285050847
0.01 4.92404622092788 0.00377428709529171 3.34854609290579
0.01 5.02820854983785 0.00733735821588007 6.13500493410013
0.01 5.06187909968262 0.00880037288653155 3.91492373849094
0.01 4.9528261882038 0.00697402515124687 3.40451974285183
0.01 5.08587386142438 0.01076511795511 3.80799644632306
0.01 4.88493972921564 0.0153956701701937 5.05045875288022
0.01 5.07606254921421 0.00943920197203382 6.60609320223958
0.01 5.06883808509285 0.0150809304768672 5.51379631776536
0.01 5.02448824080368 0.0101420047920568 6.92823740674578
0.01 5.04891784161621 0.00473238332574188 4.99245781388228
0.01 5.03931505528468 0.0124681562234494 5.10665394057999
0.01 5.00750375557885 0.00683024967525845 6.3976814050036
0.01 5.34156245020631 0.0100331894342712 5.55174738544567
0.01 4.86748996642548 0.0147749053180659 6.39650993860706
0.01 5.03430807991938 0.0150160434803274 5.47146705170703
0.01 4.93338042884383 0.0120937894882505 5.38524107490676
0.01 5.11476858645542 0.00428235734268087 4.00839567695545
0.01 4.9089570711524 0.00910717141070181 5.53621245713098
0.01 4.88388302191768 0.0077460248821719 4.56997033382983
0.01 5.11580713045229 0.00986082380529167 5.80809297073977
0.01 4.84581645795993 0.015891555741634 7.17578025620591
0.01 4.99269145928865 0.0114971838976619 6.44924883538788
0.01 4.90895225955023 0.00549679892581185 4.71227827811786
0.01 5.13741933527749 0.00708302720283149 6.94986197048832
0.01 5.23968123434095 0.0182401127374881 6.47704207843107
0.01 5.14115951053055 0.0103524835189328 4.93737787769652
0.01 4.99035943743086 0.0132803390008857 5.54213964892299
0.01 4.9977741283011 0.0176123358793258 6.65974091870945
0.01 5.04538057878312 0.0146652966378194 5.19404436923493
0.01 4.94155396124671 0.0167242963034766 4.54974703344443
0.01 4.74554433841892 0.0114969266251018 5.4876809504763
0.01 5.14918025283032 0.00679570397775695 6.13068423070393
0.01 4.988009512777 0.00729967769626923 5.90915527605623
0.01 5.09065886949431 0.0123062053867763 2.91644448225061
0.01 4.79647494087601 0.0166264139566932 4.71295332431052
0.01 4.7580654521407 0.0151493872058668 6.76178369587058
0.01 4.92271248939738 0.0141473753618282 6.68372874992333
0.01 4.96291147332817 0.0134931668631533 6.36458310678639
0.01 4.88519601803006 0.0125914144493993 6.50831398614216
0.01 4.78897667073016 0.0146396679911073 5.76181945987535
0.01 4.71767623337498 0.0157951710759247 6.00895685303223
0.01 5.14549061116845 0.0040576428425054 5.70632807764348
0.02 5.09382670714684 0.0239800745537268 5.80377986555497
0.02 4.84580498254408 0.0254671680654904 6.99528512135396
0.02 5.13337764062762 0.019337199637382 4.12308702031156
0.02 4.93745937983794 0.0327894596011365 7.16698498856686
0.02 4.8906067157164 0.0305744150474207 8.07887342304755
0.02 4.93305091553458 0.0229109884143662 4.49212842819624
0.02 4.92813995716335 0.0205763429304153 2.39198169400049
0.02 4.88826932384259 0.0256753464788034 6.79857522046506
0.02 5.13381791539888 0.0289109195276933 6.51757547995273
0.02 5.0125962701864 0.0193326198139004 4.47481300414792
0.02 5.17559356784322 0.0183798278902368 2.78324332135572
0.02 4.96384363773345 0.0141831141198771 6.48184350951918
0.02 4.96383856799775 0.0246130130801138 5.1211404847156
0.02 5.02382764440982 0.0309404406302057 7.66990490715887
0.02 4.87433283927446 0.0215559727440665 6.05887851227414
0.02 4.95612382908568 0.0283502176034651 7.16407186302644
0.02 4.9721500996521 0.0234380014880331 4.03867713560815
0.02 4.97296832378485 0.0228064735266922 6.94573041912468
0.02 5.18733298115642 0.0225459353956578 4.74624949967831
0.02 5.1050340347556 0.0318288821314736 7.91242121680178
