tsplit theta_median tsplit_median mig_median
0.01 5.00140649264645 0.00967228039212288 1.23037070487899
0.01 4.84364306576837 0.00889580690203153 1.09211846494158
0.01 5.13066876639261 0.00823419776649391 1.70442716357823
0.01 4.96126727032938 0.00658122999672681 1.14715729353022
0.01 5.01671426826204 0.0134208451131721 1.45037694319329
0.01 4.98669630454926 0.00470396048414716 1.30269050791407
0.01 4.76137004066257 0.0198640779899452 1.51472136622601
0.01 4.89580176576092 0.00764623229418821 1.12855903624705
0.01 5.07976818311698 0.0104641144464985 1.25467653090164
0.01 5.04419462735568 0.0099075955616169 1.17400059852298
0.01 4.98156591262291 0.00792727804202401 1.32257339778036
0.01 4.87152941432415 0.00840624743153981 1.26423312362498
0.01 4.8431369569769 0.0139077492863297 1.3947145637317
0.01 4.86119649891956 0.00742211944497368 1.10832076042423
0.01 5.05039248934854 0.00517785047169348 1.08830190890868
0.01 4.89396633587093 0.0150130876162878 1.09952054198633
0.01 4.98075467882897 0.0118529944315865 1.18740918140284
0.01 4.93476954839095 0.0079634017374758 1.10444458824032
0.01 5.092526936325 0.00773248116178758 1.52431370064719
0.01 5.23538860265801 0.012504483799502 0.911479997103037
0.01 4.85472842198816 0.00692347453640144 1.26452166657318
0.01 5.01330583133976 0.0074542338064214 1.64301212286778
0.01 5.09813253680885 0.0120743224048174 1.26623521998271
0.01 4.9739212412146 0.00736045360305288 0.620579578111548
0.01 4.72012114195931 0.00841859282931827 1.01042766375806
0.01 4.93341860515626 0.0145853832110042 1.52062071760204
0.01 4.86988165572954 0.0100796788848263 1.44071246309367
0.01 5.01586438555842 0.010886355976013 1.38650421198173
0.01 5.02354450597615 0.0101629119696171 1.6773610419829
0.01 5.03186911576876 0.0103803469285101 1.47512996410407
0.01 5.01156678528319 0.00543628529155274 0.844423621176178
0.01 5.16317495565867 0.00600173647636795 1.34788317442122
0.01 5.00768809488261 0.0125128002888777 0.764194476934487
0.01 4.78377197581404 0.0108368578300708 1.3133013445029
0.01 5.00029345145921 0.00718573647599037 1.34832154361212
0.01 5.04635832454124 0.00771918382656515 1.62847712341726
0.01 5.34195969229796 0.0096865157507829 1.3777464516338
0.01 5.05359347736644 0.00841477752506649 1.49800389327917
0.01 4.9006560240662 0.013064459121295 1.30837952857567
0.01 4.90145224997478 0.0147056310730625 1.10529794689025
0.01 5.15442651555115 0.0090292620931093 1.0827179056946
0.01 5.10999176503753 0.00510287643318245 1.23293982613361
0.01 4.93972291445218 0.0134752576998118 1.32479128075945
0.01 4.95066331367532 0.0110387991905717 1.25540492946197
0.01 5.05565412825064 0.0067411581263814 1.39796865068528
0.01 5.09206162171403 0.00261543086061706 1.20382915794806
0.01 4.96291957842967 0.013969155817332 1.44372518602917
0.01 4.96476396788753 0.00975826991098818 1.48020335714821
0.01 4.9101629979813 0.00770743149817928 0.93356996568489
0.01 4.800508595163 0.00472087282102027 1.39107044639337
0.01 4.95316942539745 0.013334624406587 1.44306691685611
0.01 5.02245678292813 0.00858875526891465 0.947782391020992
0.01 4.94046122835629 0.0147324256039663 0.991855154185321
0.01 4.9788370030802 0.0172793791615463 0.993754313560133
0.01 4.95073354805466 0.00812562211835514 0.955925572819982
0.01 4.93468710223847 0.00746957231956699 1.48907392522433
0.01 4.74798475527041 0.0150268338064777 1.45796744548978
0.01 5.08226544267874 0.00640639503854364 1.27768274851935
